,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,CU%,wFS/C,wSL/C,wCU/C,vFS,vSL,vCU,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff
0,2024-04-14,746164,Groundout,field_out,True,593428,572020,Xander Bogaerts,James Paxton,0,38f5cf9a-6ca3-489b-96bd-ac976493776d,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-14,746164,Flyout,field_out,True,665487,572020,Fernando Tatis Jr.,James Paxton,0,57d1f880-248c-4236-9bb6-716a0ab0e31f,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-14,746164,Walk,walk,False,630105,572020,Jake Cronenworth,James Paxton,0,92ccbe50-3ee4-4c3c-ba3b-f8ea14ef01f1,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-14,746164,Flyout,field_out,True,592518,572020,Manny Machado,James Paxton,0,f007d199-0f3a-4394-887e-597b5b79728d,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-14,746164,Single,single,False,605141,506433,Mookie Betts,Yu Darvish,0,34146b7b-54b5-4c11-9757-ea7d2077a06a,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.2,3.54,56.1,103.0,99.0,102.0,0.771,8.47,2.4,7.19,0.96,0.92,0.169,0.494,0.119,0.344,0.494,,,,93.0,104.0,99.0,86.0,112.0,102.0,91.0,112.0,110.0,84.0,107.0,100.0,0.154,0.22,0.056,0.065,,0.42,3.56,-1.23,2.79,,94.0,90.7,,93.4,78.5,0.192,0.346,0.17,0.182,0.318,0.368,,,,0.308,0.538,0.132,0.0,0.0,0.36,97.0,89.0,99.0,115.0,97.0,103.0,107.0,104.0,106.0,0.082,0.358,0.064,0.42,1.23,-2.94,87.5,84.6,73.3,0.2,0.3,0.186,0.182,0.409,0.385
5,2024-04-14,746164,Strikeout,strikeout,True,660271,506433,Shohei Ohtani,Yu Darvish,1,8429fdab-0242-41e0-b58b-0f41f41df92b,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.2,3.54,56.1,103.0,99.0,102.0,0.771,8.47,2.4,7.19,0.96,0.92,0.169,0.494,0.119,0.344,0.494,,,,93.0,104.0,99.0,86.0,112.0,102.0,91.0,112.0,110.0,84.0,107.0,100.0,0.154,0.22,0.056,0.065,,0.42,3.56,-1.23,2.79,,94.0,90.7,,93.4,78.5,0.192,0.346,0.17,0.182,0.318,0.368,,,,0.308,0.538,0.132,0.0,0.0,0.36,97.0,89.0,99.0,115.0,97.0,103.0,107.0,104.0,106.0,0.082,0.358,0.064,0.42,1.23,-2.94,87.5,84.6,73.3,0.2,0.3,0.186,0.182,0.409,0.385
6,2024-04-14,746164,Flyout,field_out,True,518692,506433,Freddie Freeman,Yu Darvish,0,019a735b-58d0-4968-ad5e-d2c230d3c592,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.2,3.54,56.1,103.0,99.0,102.0,0.771,8.47,2.4,7.19,0.96,0.92,0.169,0.494,0.119,0.344,0.494,,,,93.0,104.0,99.0,86.0,112.0,102.0,91.0,112.0,110.0,84.0,107.0,100.0,0.154,0.22,0.056,0.065,,0.42,3.56,-1.23,2.79,,94.0,90.7,,93.4,78.5,0.192,0.346,0.17,0.182,0.318,0.368,,,,0.308,0.538,0.132,0.0,0.0,0.36,97.0,89.0,99.0,115.0,97.0,103.0,107.0,104.0,106.0,0.082,0.358,0.064,0.42,1.23,-2.94,87.5,84.6,73.3,0.2,0.3,0.186,0.182,0.409,0.385
7,2024-04-14,746164,Walk,walk,False,669257,506433,Will Smith,Yu Darvish,0,e598445d-9e75-4420-97ea-244ced837a0f,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.2,3.54,56.1,103.0,99.0,102.0,0.771,8.47,2.4,7.19,0.96,0.92,0.169,0.494,0.119,0.344,0.494,,,,93.0,104.0,99.0,86.0,112.0,102.0,91.0,112.0,110.0,84.0,107.0,100.0,0.154,0.22,0.056,0.065,,0.42,3.56,-1.23,2.79,,94.0,90.7,,93.4,78.5,0.192,0.346,0.17,0.182,0.318,0.368,,,,0.308,0.538,0.132,0.0,0.0,0.36,97.0,89.0,99.0,115.0,97.0,103.0,107.0,104.0,106.0,0.082,0.358,0.064,0.42,1.23,-2.94,87.5,84.6,73.3,0.2,0.3,0.186,0.182,0.409,0.385
8,2024-04-14,746164,Pop Out,field_out,True,571970,506433,Max Muncy,Yu Darvish,0,373cab94-bb87-467b-90b6-f8df7ebe04a7,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.2,3.54,56.1,103.0,99.0,102.0,0.771,8.47,2.4,7.19,0.96,0.92,0.169,0.494,0.119,0.344,0.494,,,,93.0,104.0,99.0,86.0,112.0,102.0,91.0,112.0,110.0,84.0,107.0,100.0,0.154,0.22,0.056,0.065,,0.42,3.56,-1.23,2.79,,94.0,90.7,,93.4,78.5,0.192,0.346,0.17,0.182,0.318,0.368,,,,0.308,0.538,0.132,0.0,0.0,0.36,97.0,89.0,99.0,115.0,97.0,103.0,107.0,104.0,106.0,0.082,0.358,0.064,0.42,1.23,-2.94,87.5,84.6,73.3,0.2,0.3,0.186,0.182,0.409,0.385
9,2024-04-14,746164,Lineout,field_out,True,595777,572020,Jurickson Profar,James Paxton,0,2cbb926b-bd32-47b9-8589-e8436bf1296f,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
