,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-24,745231,Walk,walk,False,694384,622491,Nolan Schanuel,Luis Castillo,0,9ab3f9a3-ad6b-47f4-8f56-1115ea2ea92a,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.38,3.8,130.1,104.0,102.0,102.0,0.77,8.7,2.55,7.87,1.04,0.99,0.247,0.422,0.17,0.318,0.395,90.0,104.0,97.0,119.0,104.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.172,0.442,0.235,0.151,0.97,-0.08,1.26,-1.26,95.4,88.0,95.5,85.8,0.2,0.349,0.274,0.302,0.434,0.092,0.187,0.308,0.352,0.291,0.519,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-24,745231,Forceout,force_out,True,650859,622491,Luis Rengifo,Luis Castillo,1,011f3c64-81aa-4af6-9ea5-3f416ee0fffa,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.38,3.8,130.1,104.0,102.0,102.0,0.77,8.7,2.55,7.87,1.04,0.99,0.247,0.422,0.17,0.318,0.395,90.0,104.0,97.0,119.0,104.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.172,0.442,0.235,0.151,0.97,-0.08,1.26,-1.26,95.4,88.0,95.5,85.8,0.2,0.349,0.274,0.302,0.434,0.092,0.187,0.308,0.352,0.291,0.519,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-24,745231,Single,single,False,621493,622491,Taylor Ward,Luis Castillo,1,21b1d3c4-137f-44b8-8ad1-66ca49d4f7ec,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.38,3.8,130.1,104.0,102.0,102.0,0.77,8.7,2.55,7.87,1.04,0.99,0.247,0.422,0.17,0.318,0.395,90.0,104.0,97.0,119.0,104.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.172,0.442,0.235,0.151,0.97,-0.08,1.26,-1.26,95.4,88.0,95.5,85.8,0.2,0.349,0.274,0.302,0.434,0.092,0.187,0.308,0.352,0.291,0.519,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-24,745231,Flyout,field_out,True,641432,622491,Willie Calhoun,Luis Castillo,0,54d5f933-b111-4ef4-a914-007c1fa02dd8,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.38,3.8,130.1,104.0,102.0,102.0,0.77,8.7,2.55,7.87,1.04,0.99,0.247,0.422,0.17,0.318,0.395,90.0,104.0,97.0,119.0,104.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.172,0.442,0.235,0.151,0.97,-0.08,1.26,-1.26,95.4,88.0,95.5,85.8,0.2,0.349,0.274,0.302,0.434,0.092,0.187,0.308,0.352,0.291,0.519,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-24,745231,Strikeout,strikeout,True,592273,622491,Brandon Drury,Luis Castillo,0,f6097cb8-32bd-4ab3-97a1-edd671b9699d,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.38,3.8,130.1,104.0,102.0,102.0,0.77,8.7,2.55,7.87,1.04,0.99,0.247,0.422,0.17,0.318,0.395,90.0,104.0,97.0,119.0,104.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.172,0.442,0.235,0.151,0.97,-0.08,1.26,-1.26,95.4,88.0,95.5,85.8,0.2,0.349,0.274,0.302,0.434,0.092,0.187,0.308,0.352,0.291,0.519,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-24,745231,Pop Out,field_out,True,668942,656288,Josh Rojas,Griffin Canning,0,7e42871c-26fc-4f3f-a363-da34e9afddf6,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.04,4.89,110.2,98.0,86.0,97.0,0.793,6.42,3.33,9.43,1.63,1.04,0.237,0.429,0.123,0.351,0.403,98.0,102.0,103.0,72.0,93.0,86.0,77.0,92.0,80.0,103.0,101.0,111.0,0.023,0.358,0.227,0.271,-1.12,-8.34,-1.23,0.98,93.5,88.7,93.0,88.0,0.253,0.548,0.151,0.5,1.1,0.0,0.298,0.436,0.296,0.243,0.361,0.258,73.0,96.0,95.0,0.122,-0.99,80.7,0.289,0.421,0.217,,,,,,,,,,,,,,,,,,
6,2024-07-24,745231,Single,single,False,645302,656288,Victor Robles,Griffin Canning,0,c6d2d7c0-3332-46a3-91e5-ef006473c3cc,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.04,4.89,110.2,98.0,86.0,97.0,0.793,6.42,3.33,9.43,1.63,1.04,0.237,0.429,0.123,0.351,0.403,98.0,102.0,103.0,72.0,93.0,86.0,77.0,92.0,80.0,103.0,101.0,111.0,0.023,0.358,0.227,0.271,-1.12,-8.34,-1.23,0.98,93.5,88.7,93.0,88.0,0.253,0.548,0.151,0.5,1.1,0.0,0.298,0.436,0.296,0.243,0.361,0.258,73.0,96.0,95.0,0.122,-0.99,80.7,0.289,0.421,0.217,,,,,,,,,,,,,,,,,,
7,2024-07-24,745231,Strikeout,strikeout,True,663728,656288,Cal Raleigh,Griffin Canning,0,3c3f9851-0c9d-449d-827f-6fadfd1c9e52,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.04,4.89,110.2,98.0,86.0,97.0,0.793,6.42,3.33,9.43,1.63,1.04,0.237,0.429,0.123,0.351,0.403,98.0,102.0,103.0,72.0,93.0,86.0,77.0,92.0,80.0,103.0,101.0,111.0,0.023,0.358,0.227,0.271,-1.12,-8.34,-1.23,0.98,93.5,88.7,93.0,88.0,0.253,0.548,0.151,0.5,1.1,0.0,0.298,0.436,0.296,0.243,0.361,0.258,73.0,96.0,95.0,0.122,-0.99,80.7,0.289,0.421,0.217,,,,,,,,,,,,,,,,,,
8,2024-07-24,745231,Strikeout,strikeout,True,593871,656288,Jorge Polanco,Griffin Canning,1,b8abc838-8239-48d6-ae5f-493ace67bdf8,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.04,4.89,110.2,98.0,86.0,97.0,0.793,6.42,3.33,9.43,1.63,1.04,0.237,0.429,0.123,0.351,0.403,98.0,102.0,103.0,72.0,93.0,86.0,77.0,92.0,80.0,103.0,101.0,111.0,0.023,0.358,0.227,0.271,-1.12,-8.34,-1.23,0.98,93.5,88.7,93.0,88.0,0.253,0.548,0.151,0.5,1.1,0.0,0.298,0.436,0.296,0.243,0.361,0.258,73.0,96.0,95.0,0.122,-0.99,80.7,0.289,0.421,0.217,,,,,,,,,,,,,,,,,,
9,2024-07-24,745231,Single,single,False,666160,622491,Mickey Moniak,Luis Castillo,0,85b07f30-b063-4035-83bc-fbcec1cd61ae,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.38,3.8,130.1,104.0,102.0,102.0,0.77,8.7,2.55,7.87,1.04,0.99,0.247,0.422,0.17,0.318,0.395,90.0,104.0,97.0,119.0,104.0,102.0,102.0,101.0,98.0,77.0,105.0,108.0,0.172,0.442,0.235,0.151,0.97,-0.08,1.26,-1.26,95.4,88.0,95.5,85.8,0.2,0.349,0.274,0.302,0.434,0.092,0.187,0.308,0.352,0.291,0.519,0.246,,,,,,,,,,,,,,,,,,,,,,,,,,,
