,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,KC%,CH%,wKC/C,wCH/C,vCH,vKC,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff
0,2024-09-19,745204,Walk,walk,False,650402,669302,Gleyber Torres,Logan Gilbert,0,d470d1a8-b7df-405c-a8df-ab5d01c6b771,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.24,3.13,197.0,101.0,120.0,105.0,0.711,9.46,1.64,6.49,1.05,1.19,0.237,0.446,0.136,0.329,0.43,122.0,99.0,106.0,105.0,101.0,97.0,81.0,102.0,89.0,146.0,102.0,115.0,117.0,104.0,103.0,101.0,96.0,103.0,0.011,0.316,0.111,0.132,0.317,0.113,1.59,0.19,1.34,-1.08,1.4,0.97,96.5,92.3,84.4,95.0,88.4,83.2,0.219,0.395,0.359,0.204,0.362,0.188,0.096,0.16,0.506,0.247,0.483,0.268,0.176,0.27,0.364,0.4,0.4,0.0,,,,,,,,,,,,,,,,,,
1,2024-09-19,745204,Strikeout,strikeout,True,665742,669302,Juan Soto,Logan Gilbert,0,5dbbf8e8-e303-44ac-ad4a-d887d1be136b,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.24,3.13,197.0,101.0,120.0,105.0,0.711,9.46,1.64,6.49,1.05,1.19,0.237,0.446,0.136,0.329,0.43,122.0,99.0,106.0,105.0,101.0,97.0,81.0,102.0,89.0,146.0,102.0,115.0,117.0,104.0,103.0,101.0,96.0,103.0,0.011,0.316,0.111,0.132,0.317,0.113,1.59,0.19,1.34,-1.08,1.4,0.97,96.5,92.3,84.4,95.0,88.4,83.2,0.219,0.395,0.359,0.204,0.362,0.188,0.096,0.16,0.506,0.247,0.483,0.268,0.176,0.27,0.364,0.4,0.4,0.0,,,,,,,,,,,,,,,,,,
2,2024-09-19,745204,Fielders Choice,fielders_choice,False,592450,669302,Aaron Judge,Logan Gilbert,1,412e758e-4c9a-4228-bbe3-078f01e58c13,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.24,3.13,197.0,101.0,120.0,105.0,0.711,9.46,1.64,6.49,1.05,1.19,0.237,0.446,0.136,0.329,0.43,122.0,99.0,106.0,105.0,101.0,97.0,81.0,102.0,89.0,146.0,102.0,115.0,117.0,104.0,103.0,101.0,96.0,103.0,0.011,0.316,0.111,0.132,0.317,0.113,1.59,0.19,1.34,-1.08,1.4,0.97,96.5,92.3,84.4,95.0,88.4,83.2,0.219,0.395,0.359,0.204,0.362,0.188,0.096,0.16,0.506,0.247,0.483,0.268,0.176,0.27,0.364,0.4,0.4,0.0,,,,,,,,,,,,,,,,,,
3,2024-09-19,745204,Pop Out,field_out,True,665862,669302,Jazz Chisholm Jr.,Logan Gilbert,0,8e2e81f1-ac51-4a19-9da1-f6b750109459,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.24,3.13,197.0,101.0,120.0,105.0,0.711,9.46,1.64,6.49,1.05,1.19,0.237,0.446,0.136,0.329,0.43,122.0,99.0,106.0,105.0,101.0,97.0,81.0,102.0,89.0,146.0,102.0,115.0,117.0,104.0,103.0,101.0,96.0,103.0,0.011,0.316,0.111,0.132,0.317,0.113,1.59,0.19,1.34,-1.08,1.4,0.97,96.5,92.3,84.4,95.0,88.4,83.2,0.219,0.395,0.359,0.204,0.362,0.188,0.096,0.16,0.506,0.247,0.483,0.268,0.176,0.27,0.364,0.4,0.4,0.0,,,,,,,,,,,,,,,,,,
4,2024-09-19,745204,Strikeout,strikeout,True,519317,669302,Giancarlo Stanton,Logan Gilbert,0,2e57e515-5b68-4234-9846-14a00bcc2e6a,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.24,3.13,197.0,101.0,120.0,105.0,0.711,9.46,1.64,6.49,1.05,1.19,0.237,0.446,0.136,0.329,0.43,122.0,99.0,106.0,105.0,101.0,97.0,81.0,102.0,89.0,146.0,102.0,115.0,117.0,104.0,103.0,101.0,96.0,103.0,0.011,0.316,0.111,0.132,0.317,0.113,1.59,0.19,1.34,-1.08,1.4,0.97,96.5,92.3,84.4,95.0,88.4,83.2,0.219,0.395,0.359,0.204,0.362,0.188,0.096,0.16,0.506,0.247,0.483,0.268,0.176,0.27,0.364,0.4,0.4,0.0,,,,,,,,,,,,,,,,,,
5,2024-09-19,745204,Single,single,False,677594,657376,Julio Rodríguez,Clarke Schmidt,0,bbe61678-78ea-404d-8a20-b4f1a991d731,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.37,3.81,76.0,99.0,115.0,100.0,0.725,9.59,2.96,7.58,0.83,1.11,0.276,0.402,0.216,0.261,0.406,,,,,,,83.0,95.0,86.0,136.0,93.0,102.0,105.0,104.0,102.0,,,,0.213,,0.349,,0.249,,,0.8,,-1.1,1.42,,,92.4,,94.3,85.3,,,,,,,,,,,0.248,0.367,0.319,0.145,0.2,0.305,0.288,0.538,0.215,36.0,89.0,96.0,149.0,102.0,113.0,0.181,0.007,0.88,-13.02,87.1,83.8,0.211,0.281,0.319,0.667,1.0,0.0
6,2024-09-19,745204,Pop Out,field_out,True,663728,657376,Cal Raleigh,Clarke Schmidt,0,9b67bd9c-7f5d-4af9-b9cd-c76e8c1ad6d6,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.37,3.81,76.0,99.0,115.0,100.0,0.725,9.59,2.96,7.58,0.83,1.11,0.276,0.402,0.216,0.261,0.406,,,,,,,83.0,95.0,86.0,136.0,93.0,102.0,105.0,104.0,102.0,,,,0.213,,0.349,,0.249,,,0.8,,-1.1,1.42,,,92.4,,94.3,85.3,,,,,,,,,,,0.248,0.367,0.319,0.145,0.2,0.305,0.288,0.538,0.215,36.0,89.0,96.0,149.0,102.0,113.0,0.181,0.007,0.88,-13.02,87.1,83.8,0.211,0.281,0.319,0.667,1.0,0.0
7,2024-09-19,745204,Walk,walk,False,668227,657376,Randy Arozarena,Clarke Schmidt,1,bc872101-4577-4241-808c-8f1acc02b458,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.37,3.81,76.0,99.0,115.0,100.0,0.725,9.59,2.96,7.58,0.83,1.11,0.276,0.402,0.216,0.261,0.406,,,,,,,83.0,95.0,86.0,136.0,93.0,102.0,105.0,104.0,102.0,,,,0.213,,0.349,,0.249,,,0.8,,-1.1,1.42,,,92.4,,94.3,85.3,,,,,,,,,,,0.248,0.367,0.319,0.145,0.2,0.305,0.288,0.538,0.215,36.0,89.0,96.0,149.0,102.0,113.0,0.181,0.007,0.88,-13.02,87.1,83.8,0.211,0.281,0.319,0.667,1.0,0.0
8,2024-09-19,745204,Single,single,False,670042,657376,Luke Raley,Clarke Schmidt,1,9855d1b0-432e-4b94-932c-b66fd8334e99,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.37,3.81,76.0,99.0,115.0,100.0,0.725,9.59,2.96,7.58,0.83,1.11,0.276,0.402,0.216,0.261,0.406,,,,,,,83.0,95.0,86.0,136.0,93.0,102.0,105.0,104.0,102.0,,,,0.213,,0.349,,0.249,,,0.8,,-1.1,1.42,,,92.4,,94.3,85.3,,,,,,,,,,,0.248,0.367,0.319,0.145,0.2,0.305,0.288,0.538,0.215,36.0,89.0,96.0,149.0,102.0,113.0,0.181,0.007,0.88,-13.02,87.1,83.8,0.211,0.281,0.319,0.667,1.0,0.0
9,2024-09-19,745204,Sac Fly,sac_fly,False,457759,657376,Justin Turner,Clarke Schmidt,1,d0a779d4-f861-4aed-80a5-10c6b5a8692f,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.37,3.81,76.0,99.0,115.0,100.0,0.725,9.59,2.96,7.58,0.83,1.11,0.276,0.402,0.216,0.261,0.406,,,,,,,83.0,95.0,86.0,136.0,93.0,102.0,105.0,104.0,102.0,,,,0.213,,0.349,,0.249,,,0.8,,-1.1,1.42,,,92.4,,94.3,85.3,,,,,,,,,,,0.248,0.367,0.319,0.145,0.2,0.305,0.288,0.538,0.215,36.0,89.0,96.0,149.0,102.0,113.0,0.181,0.007,0.88,-13.02,87.1,83.8,0.211,0.281,0.319,0.667,1.0,0.0
