,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-05-06,745098,Strikeout,strikeout,True,543257,641302,Robbie Grossman,Tyler Alexander,0,acbd3f9d-9b73-414a-893b-286ebe157451,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,0.158,-1.79,-0.32,1.15,-0.41,-2.47,89.0,84.4,80.9,88.9,76.5,0.257,0.529,0.206,0.283,0.604,0.241,0.308,0.513,0.186,0.31,0.5,0.128,0.238,0.238,0.029,,,,,,,,,
1,2024-05-06,745098,Strikeout,strikeout,True,502054,641302,Tommy Pham,Tyler Alexander,0,5e5d85d6-047a-48ce-ab64-20fe43ef8aab,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,0.158,-1.79,-0.32,1.15,-0.41,-2.47,89.0,84.4,80.9,88.9,76.5,0.257,0.529,0.206,0.283,0.604,0.241,0.308,0.513,0.186,0.31,0.5,0.128,0.238,0.238,0.029,,,,,,,,,
2,2024-05-06,745098,Single,single,False,683734,641302,Andrew Vaughn,Tyler Alexander,0,c694b400-6873-488e-9f8d-db2bcaac8e19,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,0.158,-1.79,-0.32,1.15,-0.41,-2.47,89.0,84.4,80.9,88.9,76.5,0.257,0.529,0.206,0.283,0.604,0.241,0.308,0.513,0.186,0.31,0.5,0.128,0.238,0.238,0.029,,,,,,,,,
3,2024-05-06,745098,Forceout,force_out,True,650391,641302,Eloy Jiménez,Tyler Alexander,1,65a90256-a290-4ecf-b4c0-df2f421dbd63,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,0.158,-1.79,-0.32,1.15,-0.41,-2.47,89.0,84.4,80.9,88.9,76.5,0.257,0.529,0.206,0.283,0.604,0.241,0.308,0.513,0.186,0.31,0.5,0.128,0.238,0.238,0.029,,,,,,,,,
4,2024-05-06,745098,Flyout,field_out,True,650490,605182,Yandy Díaz,Mike Clevinger,0,0eafe5f8-392b-42e9-aa96-281274ba2500,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,6.75,7.37,16.0,99.0,87.0,100.0,0.754,8.44,5.06,12.38,2.25,0.72,0.204,0.519,0.111,0.444,0.432,75.0,99.0,98.0,91.0,101.0,100.0,102.0,120.0,120.0,111.0,87.0,99.0,49.0,101.0,95.0,0.056,0.399,0.116,0.191,0.211,1.8,-8.6,-8.71,-6.58,-0.01,93.3,84.0,86.0,93.3,78.6,0.333,0.75,0.4,0.2,0.35,0.271,0.238,0.381,0.25,0.636,0.818,0.227,0.5,2.0,0.1,69.0,98.0,88.0,0.026,1.24,76.2,,,
5,2024-05-06,745098,Walk,walk,False,668227,605182,Randy Arozarena,Mike Clevinger,0,971e180b-0656-4b92-93f2-d93d333c67f5,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,6.75,7.37,16.0,99.0,87.0,100.0,0.754,8.44,5.06,12.38,2.25,0.72,0.204,0.519,0.111,0.444,0.432,75.0,99.0,98.0,91.0,101.0,100.0,102.0,120.0,120.0,111.0,87.0,99.0,49.0,101.0,95.0,0.056,0.399,0.116,0.191,0.211,1.8,-8.6,-8.71,-6.58,-0.01,93.3,84.0,86.0,93.3,78.6,0.333,0.75,0.4,0.2,0.35,0.271,0.238,0.381,0.25,0.636,0.818,0.227,0.5,2.0,0.1,69.0,98.0,88.0,0.026,1.24,76.2,,,
6,2024-05-06,745098,Single,single,False,666139,605182,Josh Lowe,Mike Clevinger,1,99287d02-02d8-4e38-ac06-38aa6b18a4de,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,6.75,7.37,16.0,99.0,87.0,100.0,0.754,8.44,5.06,12.38,2.25,0.72,0.204,0.519,0.111,0.444,0.432,75.0,99.0,98.0,91.0,101.0,100.0,102.0,120.0,120.0,111.0,87.0,99.0,49.0,101.0,95.0,0.056,0.399,0.116,0.191,0.211,1.8,-8.6,-8.71,-6.58,-0.01,93.3,84.0,86.0,93.3,78.6,0.333,0.75,0.4,0.2,0.35,0.271,0.238,0.381,0.25,0.636,0.818,0.227,0.5,2.0,0.1,69.0,98.0,88.0,0.026,1.24,76.2,,,
7,2024-05-06,745098,Walk,walk,False,670623,605182,Isaac Paredes,Mike Clevinger,1,4b5a3230-02d7-4bd4-ae34-ef72b2d0db18,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,6.75,7.37,16.0,99.0,87.0,100.0,0.754,8.44,5.06,12.38,2.25,0.72,0.204,0.519,0.111,0.444,0.432,75.0,99.0,98.0,91.0,101.0,100.0,102.0,120.0,120.0,111.0,87.0,99.0,49.0,101.0,95.0,0.056,0.399,0.116,0.191,0.211,1.8,-8.6,-8.71,-6.58,-0.01,93.3,84.0,86.0,93.3,78.6,0.333,0.75,0.4,0.2,0.35,0.271,0.238,0.381,0.25,0.636,0.818,0.227,0.5,2.0,0.1,69.0,98.0,88.0,0.026,1.24,76.2,,,
8,2024-05-06,745098,Lineout,field_out,True,642708,605182,Amed Rosario,Mike Clevinger,0,23b9f304-aa84-4bac-896a-b12d183024f9,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,6.75,7.37,16.0,99.0,87.0,100.0,0.754,8.44,5.06,12.38,2.25,0.72,0.204,0.519,0.111,0.444,0.432,75.0,99.0,98.0,91.0,101.0,100.0,102.0,120.0,120.0,111.0,87.0,99.0,49.0,101.0,95.0,0.056,0.399,0.116,0.191,0.211,1.8,-8.6,-8.71,-6.58,-0.01,93.3,84.0,86.0,93.3,78.6,0.333,0.75,0.4,0.2,0.35,0.271,0.238,0.381,0.25,0.636,0.818,0.227,0.5,2.0,0.1,69.0,98.0,88.0,0.026,1.24,76.2,,,
9,2024-05-06,745098,Groundout,field_out,True,643217,641302,Andrew Benintendi,Tyler Alexander,0,29eb0d0f-a4f7-43d3-8f85-736420e52fbf,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,105.0,105.0,108.0,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,0.158,-1.79,-0.32,1.15,-0.41,-2.47,89.0,84.4,80.9,88.9,76.5,0.257,0.529,0.206,0.283,0.604,0.241,0.308,0.513,0.186,0.31,0.5,0.128,0.238,0.238,0.029,,,,,,,,,
