,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-23,746536,Strikeout,strikeout,True,682928,607536,CJ Abrams,Kyle Freeland,0,5ae400cf-2a4e-46ea-9497-be69a31ecac0,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,6.0,4.76,42.0,100.0,82.0,96.0,0.821,6.43,2.79,11.79,1.07,1.31,0.219,0.425,0.116,0.288,0.432,61.0,98.0,86.0,66.0,98.0,91.0,84.0,105.0,97.0,60.0,98.0,99.0,129.0,98.0,102.0,0.247,0.255,0.196,0.205,0.098,0.24,-2.67,-1.66,-0.57,-2.67,92.0,87.1,91.8,87.0,83.6,0.404,0.617,0.077,0.234,0.362,0.074,0.231,0.282,0.478,0.367,0.633,0.191,0.455,0.545,0.16,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-23,746536,Groundout,field_out,True,657041,607536,Lane Thomas,Kyle Freeland,0,3fc5c988-c1e8-4179-9a52-3f454842d8fd,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,6.0,4.76,42.0,100.0,82.0,96.0,0.821,6.43,2.79,11.79,1.07,1.31,0.219,0.425,0.116,0.288,0.432,61.0,98.0,86.0,66.0,98.0,91.0,84.0,105.0,97.0,60.0,98.0,99.0,129.0,98.0,102.0,0.247,0.255,0.196,0.205,0.098,0.24,-2.67,-1.66,-0.57,-2.67,92.0,87.1,91.8,87.0,83.6,0.404,0.617,0.077,0.234,0.362,0.074,0.231,0.282,0.478,0.367,0.633,0.191,0.455,0.545,0.16,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-23,746536,Groundout,field_out,True,545121,607536,Ildemaro Vargas,Kyle Freeland,0,d5d4ca40-41f0-4426-beae-6fed79e4d3cd,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,6.0,4.76,42.0,100.0,82.0,96.0,0.821,6.43,2.79,11.79,1.07,1.31,0.219,0.425,0.116,0.288,0.432,61.0,98.0,86.0,66.0,98.0,91.0,84.0,105.0,97.0,60.0,98.0,99.0,129.0,98.0,102.0,0.247,0.255,0.196,0.205,0.098,0.24,-2.67,-1.66,-0.57,-2.67,92.0,87.1,91.8,87.0,83.6,0.404,0.617,0.077,0.234,0.362,0.074,0.231,0.282,0.478,0.367,0.633,0.191,0.455,0.545,0.16,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-23,746536,Single,single,False,686668,663623,Brenton Doyle,Jake Irvin,0,365ccfeb-f889-420e-85c8-20e92fe2aa1b,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,,,,0.178,0.355,0.004,,0.022,0.64,-0.13,2.31,,-1.04,94.1,88.0,93.4,86.3,,0.311,0.456,0.119,0.208,0.364,0.231,0.199,0.363,0.263,,,,,,,111.0,106.0,106.0,77.0,103.0,94.0,0.09,0.35,-0.24,0.76,89.9,81.0,0.275,0.525,0.216,,,,,,,,,
4,2024-06-23,746536,Strikeout,strikeout,True,678662,663623,Ezequiel Tovar,Jake Irvin,0,1adbb67c-5a5e-4eb8-af04-5cced09b8bd3,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,,,,0.178,0.355,0.004,,0.022,0.64,-0.13,2.31,,-1.04,94.1,88.0,93.4,86.3,,0.311,0.456,0.119,0.208,0.364,0.231,0.199,0.363,0.263,,,,,,,111.0,106.0,106.0,77.0,103.0,94.0,0.09,0.35,-0.24,0.76,89.9,81.0,0.275,0.525,0.216,,,,,,,,,
5,2024-06-23,746536,Walk,walk,False,641857,663623,Ryan McMahon,Jake Irvin,1,332eb0ff-1429-4875-bf6e-f9b9d45e2b46,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,,,,0.178,0.355,0.004,,0.022,0.64,-0.13,2.31,,-1.04,94.1,88.0,93.4,86.3,,0.311,0.456,0.119,0.208,0.364,0.231,0.199,0.363,0.263,,,,,,,111.0,106.0,106.0,77.0,103.0,94.0,0.09,0.35,-0.24,0.76,89.9,81.0,0.275,0.525,0.216,,,,,,,,,
6,2024-06-23,746536,Forceout,force_out,True,663898,663623,Brendan Rodgers,Jake Irvin,1,b8307522-82ab-4679-89a8-bdb0d106bdd1,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,,,,0.178,0.355,0.004,,0.022,0.64,-0.13,2.31,,-1.04,94.1,88.0,93.4,86.3,,0.311,0.456,0.119,0.208,0.364,0.231,0.199,0.363,0.263,,,,,,,111.0,106.0,106.0,77.0,103.0,94.0,0.09,0.35,-0.24,0.76,89.9,81.0,0.275,0.525,0.216,,,,,,,,,
7,2024-06-23,746536,Groundout,field_out,True,666134,663623,Nolan Jones,Jake Irvin,0,c8ce263f-1e6e-4f75-9cb7-6fb43f00d271,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,84.0,106.0,99.0,97.0,104.0,106.0,136.0,80.0,109.0,,,,0.178,0.355,0.004,,0.022,0.64,-0.13,2.31,,-1.04,94.1,88.0,93.4,86.3,,0.311,0.456,0.119,0.208,0.364,0.231,0.199,0.363,0.263,,,,,,,111.0,106.0,106.0,77.0,103.0,94.0,0.09,0.35,-0.24,0.76,89.9,81.0,0.275,0.525,0.216,,,,,,,,,
8,2024-06-23,746536,Groundout,field_out,True,608841,607536,Joey Meneses,Kyle Freeland,0,9d3821a2-282e-494f-becc-eb98ea43a6f8,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,6.0,4.76,42.0,100.0,82.0,96.0,0.821,6.43,2.79,11.79,1.07,1.31,0.219,0.425,0.116,0.288,0.432,61.0,98.0,86.0,66.0,98.0,91.0,84.0,105.0,97.0,60.0,98.0,99.0,129.0,98.0,102.0,0.247,0.255,0.196,0.205,0.098,0.24,-2.67,-1.66,-0.57,-2.67,92.0,87.1,91.8,87.0,83.6,0.404,0.617,0.077,0.234,0.362,0.074,0.231,0.282,0.478,0.367,0.633,0.191,0.455,0.545,0.16,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-23,746536,Flyout,field_out,True,669222,607536,Nick Senzel,Kyle Freeland,0,7afc13eb-24c0-4c10-96c6-d4edb68efca6,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,6.0,4.76,42.0,100.0,82.0,96.0,0.821,6.43,2.79,11.79,1.07,1.31,0.219,0.425,0.116,0.288,0.432,61.0,98.0,86.0,66.0,98.0,91.0,84.0,105.0,97.0,60.0,98.0,99.0,129.0,98.0,102.0,0.247,0.255,0.196,0.205,0.098,0.24,-2.67,-1.66,-0.57,-2.67,92.0,87.1,91.8,87.0,83.6,0.404,0.617,0.077,0.234,0.362,0.074,0.231,0.282,0.478,0.367,0.633,0.191,0.455,0.545,0.16,,,,,,,,,,,,,,,,,,,,,,,,
