,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-09-20,746905,Flyout,field_out,True,621439,690916,Byron Buxton,Richard Fitts,0,b0e83b02-963c-43da-a164-6797c1f98b21,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,3.78,15.2,103.0,114.0,107.0,0.878,4.02,2.87,7.47,0.0,1.05,0.373,0.353,0.118,0.275,0.432,106.0,96.0,97.0,125.0,113.0,115.0,112.0,108.0,124.0,0.441,0.085,0.475,1.56,-5.36,2.86,94.5,88.5,85.0,0.174,0.217,0.167,0.143,0.143,0.128,0.375,0.375,0.143,0.5,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-20,746905,Lineout,field_out,True,663616,690916,Trevor Larnach,Richard Fitts,0,d26abe55-f1a0-446b-a627-961935e607ca,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,3.78,15.2,103.0,114.0,107.0,0.878,4.02,2.87,7.47,0.0,1.05,0.373,0.353,0.118,0.275,0.432,106.0,96.0,97.0,125.0,113.0,115.0,112.0,108.0,124.0,0.441,0.085,0.475,1.56,-5.36,2.86,94.5,88.5,85.0,0.174,0.217,0.167,0.143,0.143,0.128,0.375,0.375,0.143,0.5,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-20,746905,Single,single,False,621043,690916,Carlos Correa,Richard Fitts,0,a7bebfe1-e503-4ca8-b242-3d61804192a1,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,3.78,15.2,103.0,114.0,107.0,0.878,4.02,2.87,7.47,0.0,1.05,0.373,0.353,0.118,0.275,0.432,106.0,96.0,97.0,125.0,113.0,115.0,112.0,108.0,124.0,0.441,0.085,0.475,1.56,-5.36,2.86,94.5,88.5,85.0,0.174,0.217,0.167,0.143,0.143,0.128,0.375,0.375,0.143,0.5,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-20,746905,Strikeout,strikeout,True,670242,690916,Matt Wallner,Richard Fitts,0,b187a80b-bf11-46c8-ac8f-fb22d69e550e,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,3.78,15.2,103.0,114.0,107.0,0.878,4.02,2.87,7.47,0.0,1.05,0.373,0.353,0.118,0.275,0.432,106.0,96.0,97.0,125.0,113.0,115.0,112.0,108.0,124.0,0.441,0.085,0.475,1.56,-5.36,2.86,94.5,88.5,85.0,0.174,0.217,0.167,0.143,0.143,0.128,0.375,0.375,0.143,0.5,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-20,746905,Strikeout,strikeout,True,680776,701581,Jarren Duran,David Festa,0,edf5311a-b15d-4cd4-ac67-573a874a5d77,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.8,4.12,60.0,101.0,101.0,103.0,0.736,10.8,3.3,8.25,1.35,0.92,0.231,0.456,0.156,0.319,0.398,107.0,96.0,99.0,119.0,103.0,105.0,,,,0.403,,0.315,-0.86,,1.71,94.8,,86.2,0.315,0.562,0.187,0.184,0.299,0.28,,,,,,,73.0,104.0,104.0,0.281,-0.98,88.5,0.225,0.465,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-20,746905,Single,single,False,646240,701581,Rafael Devers,David Festa,0,91e345fb-2cc6-4452-98e7-5e992efcd4cd,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.8,4.12,60.0,101.0,101.0,103.0,0.736,10.8,3.3,8.25,1.35,0.92,0.231,0.456,0.156,0.319,0.398,107.0,96.0,99.0,119.0,103.0,105.0,,,,0.403,,0.315,-0.86,,1.71,94.8,,86.2,0.315,0.562,0.187,0.184,0.299,0.28,,,,,,,73.0,104.0,104.0,0.281,-0.98,88.5,0.225,0.465,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-20,746905,Strikeout,strikeout,True,641933,701581,Tyler O'Neill,David Festa,0,53422219-240f-441b-b9ad-442b4b93fdbb,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.8,4.12,60.0,101.0,101.0,103.0,0.736,10.8,3.3,8.25,1.35,0.92,0.231,0.456,0.156,0.319,0.398,107.0,96.0,99.0,119.0,103.0,105.0,,,,0.403,,0.315,-0.86,,1.71,94.8,,86.2,0.315,0.562,0.187,0.184,0.299,0.28,,,,,,,73.0,104.0,104.0,0.281,-0.98,88.5,0.225,0.465,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-20,746905,Flyout,field_out,True,671213,701581,Triston Casas,David Festa,0,1fba6f14-7303-4a7f-bd9e-290092dac231,701581.0,davidfesta,"Festa, D",Right,David Festa,MIN,4.8,4.12,60.0,101.0,101.0,103.0,0.736,10.8,3.3,8.25,1.35,0.92,0.231,0.456,0.156,0.319,0.398,107.0,96.0,99.0,119.0,103.0,105.0,,,,0.403,,0.315,-0.86,,1.71,94.8,,86.2,0.315,0.562,0.187,0.184,0.299,0.28,,,,,,,73.0,104.0,104.0,0.281,-0.98,88.5,0.225,0.465,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-20,746905,Groundout,field_out,True,668904,690916,Royce Lewis,Richard Fitts,0,96ccc432-39d4-44ef-a1d4-884caea9ada0,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,3.78,15.2,103.0,114.0,107.0,0.878,4.02,2.87,7.47,0.0,1.05,0.373,0.353,0.118,0.275,0.432,106.0,96.0,97.0,125.0,113.0,115.0,112.0,108.0,124.0,0.441,0.085,0.475,1.56,-5.36,2.86,94.5,88.5,85.0,0.174,0.217,0.167,0.143,0.143,0.128,0.375,0.375,0.143,0.5,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-20,746905,Groundout,field_out,True,650489,690916,Willi Castro,Richard Fitts,0,5c1eafbe-895d-4338-8cbb-3ab8f66acc34,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,3.78,15.2,103.0,114.0,107.0,0.878,4.02,2.87,7.47,0.0,1.05,0.373,0.353,0.118,0.275,0.432,106.0,96.0,97.0,125.0,113.0,115.0,112.0,108.0,124.0,0.441,0.085,0.475,1.56,-5.36,2.86,94.5,88.5,85.0,0.174,0.217,0.167,0.143,0.143,0.128,0.375,0.375,0.143,0.5,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
