,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,CH%,wFA/C,wCU/C,wCH/C,vFA,vCH,vCU,FF_ba,FF_slg,FF_whiff,SV_ba,SV_slg,SV_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FS%,SL%,wFS/C,wSI/C,wSL/C,vFS,vSI,vSL,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff
0,2024-08-19,746027,Flyout,field_out,True,682998,670124,Corbin Carroll,Adam Oller,0,22301e88-c74e-4db7-8863-897d7c224271,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-19,746027,Groundout,field_out,True,664983,670124,Jake McCarthy,Adam Oller,0,70b3e507-fff1-4684-9bc0-e86d8bf7be3b,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-19,746027,Walk,walk,False,592626,670124,Joc Pederson,Adam Oller,0,b6486f4b-25d6-49e7-b767-97b7d7cf5f6d,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-19,746027,Groundout,field_out,True,666971,670124,Lourdes Gurriel Jr.,Adam Oller,0,217a8aeb-6297-4c22-968d-bee9e833ee28,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-19,746027,Strikeout,strikeout,True,669364,694297,Xavier Edwards,Brandon Pfaadt,0,710bf787-3099-41d9-883e-49756e8971ae,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,0.33,0.047,0.109,0.5,-2.03,1.96,93.7,87.4,80.5,0.269,0.45,0.195,,,,0.5,0.625,0.262,90.0,105.0,103.0,144.0,110.0,119.0,0.223,0.007,0.284,0.46,0.28,0.19,89.6,93.5,84.7,0.208,0.443,0.355,0.269,0.35,0.117,0.213,0.23,0.328,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
5,2024-08-19,746027,Groundout,field_out,True,669394,694297,Jake Burger,Brandon Pfaadt,0,87cee27e-15c8-4f18-bfe2-3deceddbc373,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,0.33,0.047,0.109,0.5,-2.03,1.96,93.7,87.4,80.5,0.269,0.45,0.195,,,,0.5,0.625,0.262,90.0,105.0,103.0,144.0,110.0,119.0,0.223,0.007,0.284,0.46,0.28,0.19,89.6,93.5,84.7,0.208,0.443,0.355,0.269,0.35,0.117,0.213,0.23,0.328,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
6,2024-08-19,746027,Single,single,False,681146,694297,Jonah Bride,Brandon Pfaadt,0,58d26e19-5d34-473c-b013-7bdea9e53d52,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,0.33,0.047,0.109,0.5,-2.03,1.96,93.7,87.4,80.5,0.269,0.45,0.195,,,,0.5,0.625,0.262,90.0,105.0,103.0,144.0,110.0,119.0,0.223,0.007,0.284,0.46,0.28,0.19,89.6,93.5,84.7,0.208,0.443,0.355,0.269,0.35,0.117,0.213,0.23,0.328,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
7,2024-08-19,746027,Single,single,False,660821,694297,Jesús Sánchez,Brandon Pfaadt,1,03a94e7f-4970-4b98-b2d0-bf1c1cd9512b,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,0.33,0.047,0.109,0.5,-2.03,1.96,93.7,87.4,80.5,0.269,0.45,0.195,,,,0.5,0.625,0.262,90.0,105.0,103.0,144.0,110.0,119.0,0.223,0.007,0.284,0.46,0.28,0.19,89.6,93.5,84.7,0.208,0.443,0.355,0.269,0.35,0.117,0.213,0.23,0.328,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
8,2024-08-19,746027,Lineout,field_out,True,656537,694297,Derek Hill,Brandon Pfaadt,0,d704360c-390c-4c02-bb86-35805af02e95,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,0.33,0.047,0.109,0.5,-2.03,1.96,93.7,87.4,80.5,0.269,0.45,0.195,,,,0.5,0.625,0.262,90.0,105.0,103.0,144.0,110.0,119.0,0.223,0.007,0.284,0.46,0.28,0.19,89.6,93.5,84.7,0.208,0.443,0.355,0.269,0.35,0.117,0.213,0.23,0.328,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
9,2024-08-19,746027,Walk,walk,False,656976,670124,Pavin Smith,Adam Oller,0,87544904-0383-4404-aa90-c7ace29b1efb,670124.0,adamoller,Oller,Right,Adam Oller,MIA,5.23,4.41,10.1,91.0,108.0,92.0,0.886,6.97,5.23,6.1,1.74,0.44,0.3,0.267,0.067,0.167,0.411,76.0,86.0,76.0,123.0,88.0,89.0,106.0,92.0,95.0,0.627,0.292,0.081,0.35,-1.06,-2.46,93.7,86.0,84.0,0.179,0.429,0.14,0.0,0.0,0.182,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
