,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,EP%,wEP/C,vEP
0,2024-09-28,745849,Walk,walk,False,702616,805673,Jackson Holliday,Zebby Matthews,0,dfc29123-6bdd-4687-aa2a-8850842256cc,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.0,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,88.0,87.0,93.0,107.0,117.0,117.0,95.0,99.0,97.0,114.0,100.0,105.0,96.0,101.0,95.0,0.428,0.162,0.259,0.071,0.079,-1.19,-1.3,-1.68,-5.76,-3.13,94.9,90.9,85.8,87.2,81.7,0.288,0.627,0.178,0.308,0.462,0.376,0.345,0.655,0.182,0.4,0.667,0.174,0.222,0.333,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-28,745849,Lineout,field_out,True,668939,805673,Adley Rutschman,Zebby Matthews,0,a46206f8-d3aa-4dff-906b-0b10717ab4f5,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.0,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,88.0,87.0,93.0,107.0,117.0,117.0,95.0,99.0,97.0,114.0,100.0,105.0,96.0,101.0,95.0,0.428,0.162,0.259,0.071,0.079,-1.19,-1.3,-1.68,-5.76,-3.13,94.9,90.9,85.8,87.2,81.7,0.288,0.627,0.178,0.308,0.462,0.376,0.345,0.655,0.182,0.4,0.667,0.174,0.222,0.333,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-28,745849,Groundout,field_out,True,623993,805673,Anthony Santander,Zebby Matthews,1,3182bf83-fb59-43da-86af-53f8eb722b9b,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.0,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,88.0,87.0,93.0,107.0,117.0,117.0,95.0,99.0,97.0,114.0,100.0,105.0,96.0,101.0,95.0,0.428,0.162,0.259,0.071,0.079,-1.19,-1.3,-1.68,-5.76,-3.13,94.9,90.9,85.8,87.2,81.7,0.288,0.627,0.178,0.308,0.462,0.376,0.345,0.655,0.182,0.4,0.667,0.174,0.222,0.333,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-28,745849,Home Run,home_run,False,656811,805673,Ryan O'Hearn,Zebby Matthews,1,03aae64f-96bd-4fcf-9adf-91622526e66e,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.0,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,88.0,87.0,93.0,107.0,117.0,117.0,95.0,99.0,97.0,114.0,100.0,105.0,96.0,101.0,95.0,0.428,0.162,0.259,0.071,0.079,-1.19,-1.3,-1.68,-5.76,-3.13,94.9,90.9,85.8,87.2,81.7,0.288,0.627,0.178,0.308,0.462,0.376,0.345,0.655,0.182,0.4,0.667,0.174,0.222,0.333,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-28,745849,Strikeout,strikeout,True,663624,805673,Ryan Mountcastle,Zebby Matthews,0,d12f7e5e-d090-42a0-937a-5adefa1a9b5e,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.0,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,88.0,87.0,93.0,107.0,117.0,117.0,95.0,99.0,97.0,114.0,100.0,105.0,96.0,101.0,95.0,0.428,0.162,0.259,0.071,0.079,-1.19,-1.3,-1.68,-5.76,-3.13,94.9,90.9,85.8,87.2,81.7,0.288,0.627,0.178,0.308,0.462,0.376,0.345,0.655,0.182,0.4,0.667,0.174,0.222,0.333,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-28,745849,Strikeout,strikeout,True,666397,621199,Edouard Julien,Matt Bowman,0,aad18383-513b-4ccf-9caf-66dd353b8f5d,621199.0,mattbowman,Bowman,Right,Matt Bowman,- - -,4.4,4.65,30.2,99.0,105.0,101.0,0.823,7.04,3.82,7.63,1.47,1.17,0.312,0.376,0.161,0.376,0.404,,,,,,,66.0,120.0,96.0,138.0,98.0,112.0,100.0,91.0,89.0,0.006,0.197,0.258,,,2.85,-1.38,-3.05,,,92.4,90.5,,82.7,,,,,,,,0.35,0.35,0.2,,,,,,,95.0,105.0,99.0,83.0,97.0,104.0,0.388,0.151,-3.8,3.99,84.3,92.2,0.13,0.241,0.135,0.273,0.818,0.228,0.3,0.5,0.242,,,,,,,,,
6,2024-09-28,745849,Flyout,field_out,True,668885,621199,Austin Martin,Matt Bowman,0,e4d7095d-a6d1-4ca7-8bab-2ec5eaa03711,621199.0,mattbowman,Bowman,Right,Matt Bowman,- - -,4.4,4.65,30.2,99.0,105.0,101.0,0.823,7.04,3.82,7.63,1.47,1.17,0.312,0.376,0.161,0.376,0.404,,,,,,,66.0,120.0,96.0,138.0,98.0,112.0,100.0,91.0,89.0,0.006,0.197,0.258,,,2.85,-1.38,-3.05,,,92.4,90.5,,82.7,,,,,,,,0.35,0.35,0.2,,,,,,,95.0,105.0,99.0,83.0,97.0,104.0,0.388,0.151,-3.8,3.99,84.3,92.2,0.13,0.241,0.135,0.273,0.818,0.228,0.3,0.5,0.242,,,,,,,,,
7,2024-09-28,745849,Single,single,False,686797,621199,Brooks Lee,Matt Bowman,0,88998ef5-b0df-41eb-b31c-5de63cac94a3,621199.0,mattbowman,Bowman,Right,Matt Bowman,- - -,4.4,4.65,30.2,99.0,105.0,101.0,0.823,7.04,3.82,7.63,1.47,1.17,0.312,0.376,0.161,0.376,0.404,,,,,,,66.0,120.0,96.0,138.0,98.0,112.0,100.0,91.0,89.0,0.006,0.197,0.258,,,2.85,-1.38,-3.05,,,92.4,90.5,,82.7,,,,,,,,0.35,0.35,0.2,,,,,,,95.0,105.0,99.0,83.0,97.0,104.0,0.388,0.151,-3.8,3.99,84.3,92.2,0.13,0.241,0.135,0.273,0.818,0.228,0.3,0.5,0.242,,,,,,,,,
8,2024-09-28,745849,Strikeout,strikeout,True,668904,621199,Royce Lewis,Matt Bowman,0,6ee3bb7a-3960-4022-9ae5-065650947ed3,621199.0,mattbowman,Bowman,Right,Matt Bowman,- - -,4.4,4.65,30.2,99.0,105.0,101.0,0.823,7.04,3.82,7.63,1.47,1.17,0.312,0.376,0.161,0.376,0.404,,,,,,,66.0,120.0,96.0,138.0,98.0,112.0,100.0,91.0,89.0,0.006,0.197,0.258,,,2.85,-1.38,-3.05,,,92.4,90.5,,82.7,,,,,,,,0.35,0.35,0.2,,,,,,,95.0,105.0,99.0,83.0,97.0,104.0,0.388,0.151,-3.8,3.99,84.3,92.2,0.13,0.241,0.135,0.273,0.818,0.228,0.3,0.5,0.242,,,,,,,,,
9,2024-09-28,745849,Strikeout,strikeout,True,677008,805673,Heston Kjerstad,Zebby Matthews,0,92e26574-f8e7-4736-ad01-769903762104,805673.0,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.0,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,88.0,87.0,93.0,107.0,117.0,117.0,95.0,99.0,97.0,114.0,100.0,105.0,96.0,101.0,95.0,0.428,0.162,0.259,0.071,0.079,-1.19,-1.3,-1.68,-5.76,-3.13,94.9,90.9,85.8,87.2,81.7,0.288,0.627,0.178,0.308,0.462,0.376,0.345,0.655,0.182,0.4,0.667,0.174,0.222,0.333,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
