,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SV_ba,SV_slg,SV_whiff,Stf+ SL,Loc+ SL,Pit+ SL,FS%,SL%,wFS/C,wSL/C,vFS,vSL,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,Stf+ FS,Loc+ FS,Pit+ FS,FC_ba,FC_slg,FC_whiff
0,2024-06-02,745813,Home Run,home_run,False,606466,500779,Ketel Marte,Jose Quintana,0,c93ca9e6-cf06-4758-b45c-339d335fba83,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-02,745813,Groundout,field_out,True,682998,500779,Corbin Carroll,Jose Quintana,0,9fe0681a-af13-4117-b248-ac074c4a0830,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-02,745813,Home Run,home_run,False,666971,500779,Lourdes Gurriel Jr.,Jose Quintana,0,ddee7281-d410-49ae-84bb-9cf34876176b,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-02,745813,Flyout,field_out,True,572233,500779,Christian Walker,Jose Quintana,0,d9fff524-3710-419c-b52f-169207396bd9,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-02,745813,Lineout,field_out,True,545341,500779,Randal Grichuk,Jose Quintana,0,1fdcaad7-8d67-4a1f-9317-49830afb4b19,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-02,745813,Groundout,field_out,True,596019,694297,Francisco Lindor,Brandon Pfaadt,0,ef58b291-6de6-4b6d-9641-d0f8f258dea6,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,90.0,106.0,105.0,0.211,0.35,0.041,0.102,1.3,0.11,-1.37,0.12,93.5,87.6,93.3,80.1,0.273,0.364,0.119,0.5,0.5,0.261,0.289,0.316,0.3,0.246,0.388,0.201,,,,141.0,111.0,118.0,0.01,0.286,0.39,0.32,89.6,84.5,0.186,0.421,0.35,0.2,0.8,0.0,,,,,,,,,,,,
6,2024-06-02,745813,Groundout,field_out,True,624413,694297,Pete Alonso,Brandon Pfaadt,0,b501a9c3-70ba-4258-8995-7e72e7d198b2,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,90.0,106.0,105.0,0.211,0.35,0.041,0.102,1.3,0.11,-1.37,0.12,93.5,87.6,93.3,80.1,0.273,0.364,0.119,0.5,0.5,0.261,0.289,0.316,0.3,0.246,0.388,0.201,,,,141.0,111.0,118.0,0.01,0.286,0.39,0.32,89.6,84.5,0.186,0.421,0.35,0.2,0.8,0.0,,,,,,,,,,,,
7,2024-06-02,745813,Strikeout,strikeout,True,607043,694297,Brandon Nimmo,Brandon Pfaadt,0,c38fa43e-de41-4595-9a71-0f47ae4d79de,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,3.97,3.39,113.1,106.0,106.0,106.0,0.779,8.26,2.06,8.34,1.11,1.1,0.238,0.428,0.145,0.298,0.457,95.0,99.0,94.0,97.0,102.0,105.0,92.0,104.0,101.0,90.0,106.0,105.0,0.211,0.35,0.041,0.102,1.3,0.11,-1.37,0.12,93.5,87.6,93.3,80.1,0.273,0.364,0.119,0.5,0.5,0.261,0.289,0.316,0.3,0.246,0.388,0.201,,,,141.0,111.0,118.0,0.01,0.286,0.39,0.32,89.6,84.5,0.186,0.421,0.35,0.2,0.8,0.0,,,,,,,,,,,,
8,2024-06-02,745813,Walk,walk,False,553993,500779,Eugenio Suárez,Jose Quintana,0,5ea4fc37-4612-412d-adf4-43056bf9c590,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-02,745813,Double,double,False,677942,500779,Blaze Alexander,Jose Quintana,1,dffb009f-457d-4fe4-b8cf-1a644e5d4191,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,71.0,101.0,97.0,108.0,104.0,101.0,69.0,93.0,86.0,75.0,97.0,91.0,0.318,0.207,0.277,0.199,-1.6,-0.01,0.72,0.78,90.5,85.8,90.7,77.8,0.271,0.504,0.137,0.255,0.415,0.247,0.188,0.263,0.314,0.281,0.579,0.149,0.154,0.269,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,
