,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,CU%,wFC/C,wFS/C,wSI/C,wCU/C,vFC,vFS,vSI,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff
0,2024-04-03,746407,Strikeout,strikeout,True,543807,664299,George Springer,Cristian Javier,0,488f2f52-3950-47ec-8d67-396a3184d87b,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-03,746407,Groundout,field_out,True,665489,664299,Vladimir Guerrero Jr.,Cristian Javier,0,127fd603-3088-4564-9f7f-4c3c91e9a2a0,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-03,746407,Flyout,field_out,True,666182,664299,Bo Bichette,Cristian Javier,0,98f2ce2a-ab4f-4148-92bc-4970e105e70a,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-03,746407,Flyout,field_out,True,514888,605135,Jose Altuve,Chris Bassitt,0,3f585c3c-72f6-46b1-a8f8-57475b8dded9,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,65.0,106.0,96.0,123.0,97.0,108.0,,,,0.03,0.108,,0.053,-2.99,-0.29,,-0.92,92.7,84.5,77.5,,0.25,0.5,0.286,0.333,0.556,0.138,0.25,0.45,0.098,0.193,0.281,0.282,106.0,88.0,100.0,95.0,104.0,99.0,78.0,103.0,94.0,97.0,90.0,88.0,0.413,0.202,0.049,0.145,0.96,-2.41,0.24,0.47,89.7,83.9,92.6,70.8,0.337,0.412,0.111,0.152,0.253,0.271,0.28,0.32,0.171
4,2024-04-03,746407,Single,single,False,670541,605135,Yordan Alvarez,Chris Bassitt,0,7987a6ce-6c64-4fbe-a2be-f6361423ce69,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,65.0,106.0,96.0,123.0,97.0,108.0,,,,0.03,0.108,,0.053,-2.99,-0.29,,-0.92,92.7,84.5,77.5,,0.25,0.5,0.286,0.333,0.556,0.138,0.25,0.45,0.098,0.193,0.281,0.282,106.0,88.0,100.0,95.0,104.0,99.0,78.0,103.0,94.0,97.0,90.0,88.0,0.413,0.202,0.049,0.145,0.96,-2.41,0.24,0.47,89.7,83.9,92.6,70.8,0.337,0.412,0.111,0.152,0.253,0.271,0.28,0.32,0.171
5,2024-04-03,746407,Single,single,False,663656,605135,Kyle Tucker,Chris Bassitt,1,9e15095b-1dd7-4f8e-b04a-2c37190755f3,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,65.0,106.0,96.0,123.0,97.0,108.0,,,,0.03,0.108,,0.053,-2.99,-0.29,,-0.92,92.7,84.5,77.5,,0.25,0.5,0.286,0.333,0.556,0.138,0.25,0.45,0.098,0.193,0.281,0.282,106.0,88.0,100.0,95.0,104.0,99.0,78.0,103.0,94.0,97.0,90.0,88.0,0.413,0.202,0.049,0.145,0.96,-2.41,0.24,0.47,89.7,83.9,92.6,70.8,0.337,0.412,0.111,0.152,0.253,0.271,0.28,0.32,0.171
6,2024-04-03,746407,Pop Out,field_out,True,608324,605135,Alex Bregman,Chris Bassitt,0,39de4524-7a09-4003-ad27-44e4bb825d83,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,65.0,106.0,96.0,123.0,97.0,108.0,,,,0.03,0.108,,0.053,-2.99,-0.29,,-0.92,92.7,84.5,77.5,,0.25,0.5,0.286,0.333,0.556,0.138,0.25,0.45,0.098,0.193,0.281,0.282,106.0,88.0,100.0,95.0,104.0,99.0,78.0,103.0,94.0,97.0,90.0,88.0,0.413,0.202,0.049,0.145,0.96,-2.41,0.24,0.47,89.7,83.9,92.6,70.8,0.337,0.412,0.111,0.152,0.253,0.271,0.28,0.32,0.171
7,2024-04-03,746407,Single,single,False,673237,605135,Yainer Diaz,Chris Bassitt,1,33644e7c-b2c8-4989-bb6d-c81741a2317a,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,65.0,106.0,96.0,123.0,97.0,108.0,,,,0.03,0.108,,0.053,-2.99,-0.29,,-0.92,92.7,84.5,77.5,,0.25,0.5,0.286,0.333,0.556,0.138,0.25,0.45,0.098,0.193,0.281,0.282,106.0,88.0,100.0,95.0,104.0,99.0,78.0,103.0,94.0,97.0,90.0,88.0,0.413,0.202,0.049,0.145,0.96,-2.41,0.24,0.47,89.7,83.9,92.6,70.8,0.337,0.412,0.111,0.152,0.253,0.271,0.28,0.32,0.171
8,2024-04-03,746407,Lineout,field_out,True,572138,605135,Jon Singleton,Chris Bassitt,0,883cfe94-76a2-44a0-b923-2e89f6b3378c,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,65.0,106.0,96.0,123.0,97.0,108.0,,,,0.03,0.108,,0.053,-2.99,-0.29,,-0.92,92.7,84.5,77.5,,0.25,0.5,0.286,0.333,0.556,0.138,0.25,0.45,0.098,0.193,0.281,0.282,106.0,88.0,100.0,95.0,104.0,99.0,78.0,103.0,94.0,97.0,90.0,88.0,0.413,0.202,0.049,0.145,0.96,-2.41,0.24,0.47,89.7,83.9,92.6,70.8,0.337,0.412,0.111,0.152,0.253,0.271,0.28,0.32,0.171
9,2024-04-03,746407,Flyout,field_out,True,457759,664299,Justin Turner,Cristian Javier,0,c6b0d021-851a-4f7d-a784-b523149f8842,664299.0,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.57,34.2,92.0,113.0,97.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,101.0,88.0,89.0,113.0,93.0,99.0,81.0,94.0,97.0,0.393,0.295,0.044,0.268,-1.32,0.37,-5.22,1.37,91.7,81.2,77.5,75.2,0.256,0.535,0.27,0.205,0.341,0.25,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
