,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-05-17,746148,Groundout,field_out,True,663697,572020,Jonathan India,James Paxton,0,b406f219-47e6-4af5-94fe-d518f2e700d0,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-17,746148,Flyout,field_out,True,682829,572020,Elly De La Cruz,James Paxton,0,c1a6cfb5-1982-4deb-9490-a81891489ee3,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-17,746148,Flyout,field_out,True,668715,572020,Spencer Steer,James Paxton,0,c1d969d2-9fc1-4cc6-8eb4-62e3e53ec90c,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-17,746148,Home Run,home_run,False,605141,593423,Mookie Betts,Frankie Montas,0,b02dc038-82a2-49ac-9d96-2805ccff1d08,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,,,,85.0,104.0,98.0,85.0,101.0,97.0,,,,106.0,94.0,92.0,0.155,0.344,0.173,,,-0.34,-2.54,1.59,,,95.3,90.2,,94.3,,0.231,0.433,0.19,,,,,,,0.221,0.338,0.121,0.378,0.711,0.209,117.0,98.0,100.0,120.0,97.0,106.0,0.218,0.11,-0.21,-0.61,85.7,84.9,0.214,0.329,0.426,0.217,0.435,0.294,,,,,,
4,2024-05-17,746148,Groundout,field_out,True,660271,593423,Shohei Ohtani,Frankie Montas,0,1145a235-6814-4d6f-ac88-9ff3d3db9dba,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,,,,85.0,104.0,98.0,85.0,101.0,97.0,,,,106.0,94.0,92.0,0.155,0.344,0.173,,,-0.34,-2.54,1.59,,,95.3,90.2,,94.3,,0.231,0.433,0.19,,,,,,,0.221,0.338,0.121,0.378,0.711,0.209,117.0,98.0,100.0,120.0,97.0,106.0,0.218,0.11,-0.21,-0.61,85.7,84.9,0.214,0.329,0.426,0.217,0.435,0.294,,,,,,
5,2024-05-17,746148,Flyout,field_out,True,518692,593423,Freddie Freeman,Frankie Montas,0,e175d923-23fd-4709-9fbe-aaf6eee181e6,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,,,,85.0,104.0,98.0,85.0,101.0,97.0,,,,106.0,94.0,92.0,0.155,0.344,0.173,,,-0.34,-2.54,1.59,,,95.3,90.2,,94.3,,0.231,0.433,0.19,,,,,,,0.221,0.338,0.121,0.378,0.711,0.209,117.0,98.0,100.0,120.0,97.0,106.0,0.218,0.11,-0.21,-0.61,85.7,84.9,0.214,0.329,0.426,0.217,0.435,0.294,,,,,,
6,2024-05-17,746148,Walk,walk,False,669257,593423,Will Smith,Frankie Montas,0,42cd410d-d78f-4ccf-854f-c3c4bf3fda5c,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,,,,85.0,104.0,98.0,85.0,101.0,97.0,,,,106.0,94.0,92.0,0.155,0.344,0.173,,,-0.34,-2.54,1.59,,,95.3,90.2,,94.3,,0.231,0.433,0.19,,,,,,,0.221,0.338,0.121,0.378,0.711,0.209,117.0,98.0,100.0,120.0,97.0,106.0,0.218,0.11,-0.21,-0.61,85.7,84.9,0.214,0.329,0.426,0.217,0.435,0.294,,,,,,
7,2024-05-17,746148,Forceout,force_out,True,606192,593423,Teoscar Hernández,Frankie Montas,1,b8476ab8-9dd9-4480-948b-0eef030e8726,593423.0,frankiemontas,Montas,Right,Frankie Montas,CIN,4.85,4.79,89.0,100.0,99.0,99.0,0.784,7.28,3.84,8.39,1.42,1.07,0.204,0.405,0.178,0.271,0.421,,,,85.0,104.0,98.0,85.0,101.0,97.0,,,,106.0,94.0,92.0,0.155,0.344,0.173,,,-0.34,-2.54,1.59,,,95.3,90.2,,94.3,,0.231,0.433,0.19,,,,,,,0.221,0.338,0.121,0.378,0.711,0.209,117.0,98.0,100.0,120.0,97.0,106.0,0.218,0.11,-0.21,-0.61,85.7,84.9,0.214,0.329,0.426,0.217,0.435,0.294,,,,,,
8,2024-05-17,746148,Single,single,False,663886,572020,Tyler Stephenson,James Paxton,0,45c11d04-212a-4235-9be2-34173a9f2791,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-17,746148,Flyout,field_out,True,600869,572020,Jeimer Candelario,James Paxton,0,661176f9-1c63-4cb6-9da2-46a859f0e016,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,,,,
