,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vCH,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-08,745492,Flyout,field_out,True,663616,669387,Trevor Larnach,Carmen Mlodzinski,0,df11fe2f-dbb6-4274-bc5a-fcf68dde7ecb,669387.0,carmenmlodzinski,Mlodzinski,Right,Carmen Mlodzinski,PIT,3.26,3.19,30.1,97.0,95.0,98.0,0.769,8.01,3.26,7.42,0.3,1.03,0.284,0.432,0.148,0.295,0.418,114.0,81.0,85.0,92.0,98.0,95.0,107.0,99.0,110.0,87.0,97.0,94.0,0.399,0.236,0.359,0.006,0.76,1.73,0.62,-28.1,95.9,92.2,88.6,86.7,0.189,0.324,0.26,0.313,0.375,0.4,0.238,0.286,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-08,745492,Groundout,field_out,True,621043,669387,Carlos Correa,Carmen Mlodzinski,0,dc5a1932-92ad-4e77-9ab3-8292f2a91682,669387.0,carmenmlodzinski,Mlodzinski,Right,Carmen Mlodzinski,PIT,3.26,3.19,30.1,97.0,95.0,98.0,0.769,8.01,3.26,7.42,0.3,1.03,0.284,0.432,0.148,0.295,0.418,114.0,81.0,85.0,92.0,98.0,95.0,107.0,99.0,110.0,87.0,97.0,94.0,0.399,0.236,0.359,0.006,0.76,1.73,0.62,-28.1,95.9,92.2,88.6,86.7,0.189,0.324,0.26,0.313,0.375,0.4,0.238,0.286,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-08,745492,Flyout,field_out,True,668904,669387,Royce Lewis,Carmen Mlodzinski,0,db383815-0b02-4482-80f9-df2169c5cad4,669387.0,carmenmlodzinski,Mlodzinski,Right,Carmen Mlodzinski,PIT,3.26,3.19,30.1,97.0,95.0,98.0,0.769,8.01,3.26,7.42,0.3,1.03,0.284,0.432,0.148,0.295,0.418,114.0,81.0,85.0,92.0,98.0,95.0,107.0,99.0,110.0,87.0,97.0,94.0,0.399,0.236,0.359,0.006,0.76,1.73,0.62,-28.1,95.9,92.2,88.6,86.7,0.189,0.324,0.26,0.313,0.375,0.4,0.238,0.286,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-08,745492,Single,single,False,457705,680573,Andrew McCutchen,Simeon Woods Richardson,0,03cd4e66-5370-4d53-bfc4-6dd831e38b36,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,72.0,101.0,89.0,95.0,112.0,109.0,,,,0.4,,0.309,0.213,1.41,,1.55,-2.69,93.1,,82.9,86.7,0.248,0.291,0.201,0.181,0.284,0.257,,,,96.0,102.0,101.0,0.078,0.19,75.4,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,
4,2024-06-08,745492,Single,single,False,668804,680573,Bryan Reynolds,Simeon Woods Richardson,1,ba997758-a813-4193-9b89-844c9e6d4c38,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,72.0,101.0,89.0,95.0,112.0,109.0,,,,0.4,,0.309,0.213,1.41,,1.55,-2.69,93.1,,82.9,86.7,0.248,0.291,0.201,0.181,0.284,0.257,,,,96.0,102.0,101.0,0.078,0.19,75.4,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,
5,2024-06-08,745492,Pop Out,field_out,True,656582,680573,Connor Joe,Simeon Woods Richardson,0,4f494938-4f98-442b-81cf-250673f1b51f,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,72.0,101.0,89.0,95.0,112.0,109.0,,,,0.4,,0.309,0.213,1.41,,1.55,-2.69,93.1,,82.9,86.7,0.248,0.291,0.201,0.181,0.284,0.257,,,,96.0,102.0,101.0,0.078,0.19,75.4,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,
6,2024-06-08,745492,Groundout,field_out,True,665833,680573,Oneil Cruz,Simeon Woods Richardson,1,b1581255-684b-46dd-8620-84d744e3896e,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,72.0,101.0,89.0,95.0,112.0,109.0,,,,0.4,,0.309,0.213,1.41,,1.55,-2.69,93.1,,82.9,86.7,0.248,0.291,0.201,0.181,0.284,0.257,,,,96.0,102.0,101.0,0.078,0.19,75.4,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,
7,2024-06-08,745492,Flyout,field_out,True,663647,680573,Ke'Bryan Hayes,Simeon Woods Richardson,0,3b43dbbd-4e51-45eb-9b88-a79f9707785a,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,72.0,101.0,89.0,95.0,112.0,109.0,,,,0.4,,0.309,0.213,1.41,,1.55,-2.69,93.1,,82.9,86.7,0.248,0.291,0.201,0.181,0.284,0.257,,,,96.0,102.0,101.0,0.078,0.19,75.4,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,
8,2024-06-08,745492,Strikeout,strikeout,True,596146,669387,Max Kepler,Carmen Mlodzinski,0,8731fca1-1b9f-493f-a3ca-ad256c3e7382,669387.0,carmenmlodzinski,Mlodzinski,Right,Carmen Mlodzinski,PIT,3.26,3.19,30.1,97.0,95.0,98.0,0.769,8.01,3.26,7.42,0.3,1.03,0.284,0.432,0.148,0.295,0.418,114.0,81.0,85.0,92.0,98.0,95.0,107.0,99.0,110.0,87.0,97.0,94.0,0.399,0.236,0.359,0.006,0.76,1.73,0.62,-28.1,95.9,92.2,88.6,86.7,0.189,0.324,0.26,0.313,0.375,0.4,0.238,0.286,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-08,745492,Pop Out,field_out,True,669304,669387,Jose Miranda,Carmen Mlodzinski,0,8605bf77-8730-4c55-ae5c-980f8d979613,669387.0,carmenmlodzinski,Mlodzinski,Right,Carmen Mlodzinski,PIT,3.26,3.19,30.1,97.0,95.0,98.0,0.769,8.01,3.26,7.42,0.3,1.03,0.284,0.432,0.148,0.295,0.418,114.0,81.0,85.0,92.0,98.0,95.0,107.0,99.0,110.0,87.0,97.0,94.0,0.399,0.236,0.359,0.006,0.76,1.73,0.62,-28.1,95.9,92.2,88.6,86.7,0.189,0.324,0.26,0.313,0.375,0.4,0.238,0.286,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
