,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff
0,2024-07-02,744838,Flyout,field_out,True,596019,687792,Francisco Lindor,DJ Herz,0,de505c59-a845-4f3d-86f9-63248a86e50d,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-02,744838,Strikeout,strikeout,True,664056,687792,Harrison Bader,DJ Herz,0,100ed16f-df8d-4543-87a2-0eb815af7518,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-02,744838,Single,single,False,668901,687792,Mark Vientos,DJ Herz,0,4fd9eeca-84bb-469b-99dd-a3fe46dd7069,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-02,744838,Strikeout,strikeout,True,624413,687792,Pete Alonso,DJ Herz,0,819c6ca7-ea04-4204-8d2d-75d61a7e3280,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-02,744838,Single,single,False,682928,640455,CJ Abrams,Sean Manaea,0,a95a9bf4-942f-4d53-8af8-3aba5b74594a,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,89.0,87.0,92.0,,,,0.1,0.255,,0.128,0.32,0.11,,-1.41,92.5,85.6,80.2,,0.227,0.295,0.213,0.316,0.456,0.258,0.143,0.429,0.328,,,,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.119,0.62,1.2,88.4,92.5,0.229,0.344,0.19,0.242,0.273,0.178,,,,,,,,,,,,,,,
5,2024-07-02,744838,Walk,walk,False,657041,640455,Lane Thomas,Sean Manaea,1,457b51e3-2b50-40e5-bb4b-c2e51a17dc67,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,89.0,87.0,92.0,,,,0.1,0.255,,0.128,0.32,0.11,,-1.41,92.5,85.6,80.2,,0.227,0.295,0.213,0.316,0.456,0.258,0.143,0.429,0.328,,,,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.119,0.62,1.2,88.4,92.5,0.229,0.344,0.19,0.242,0.273,0.178,,,,,,,,,,,,,,,
6,2024-07-02,744838,Lineout,field_out,True,623912,640455,Harold Ramírez,Sean Manaea,0,be1f3fdf-3d72-4725-8940-1fb97761dac0,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,89.0,87.0,92.0,,,,0.1,0.255,,0.128,0.32,0.11,,-1.41,92.5,85.6,80.2,,0.227,0.295,0.213,0.316,0.456,0.258,0.143,0.429,0.328,,,,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.119,0.62,1.2,88.4,92.5,0.229,0.344,0.19,0.242,0.273,0.178,,,,,,,,,,,,,,,
7,2024-07-02,744838,Strikeout,strikeout,True,608841,640455,Joey Meneses,Sean Manaea,0,972e3b20-e2ae-4baf-80a5-f65009b848d1,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,89.0,87.0,92.0,,,,0.1,0.255,,0.128,0.32,0.11,,-1.41,92.5,85.6,80.2,,0.227,0.295,0.213,0.316,0.456,0.258,0.143,0.429,0.328,,,,82.0,100.0,97.0,83.0,88.0,85.0,0.397,0.119,0.62,1.2,88.4,92.5,0.229,0.344,0.19,0.242,0.273,0.178,,,,,,,,,,,,,,,
8,2024-07-02,744838,Strikeout,strikeout,True,682626,687792,Francisco Alvarez,DJ Herz,0,2d61e7f8-1d09-4307-ba67-2ece2c8da3d9,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-02,744838,Double,double,False,620443,687792,Luis Torrens,DJ Herz,0,d12bd7ce-1027-47c0-85fa-a3e4900baef8,687792.0,djherz,Herz,Left,DJ Herz,WSN,5.17,3.44,31.1,98.0,91.0,98.0,0.721,11.78,2.59,10.05,1.72,0.73,0.27,0.416,0.146,0.371,0.435,106.0,97.0,97.0,92.0,101.0,100.0,87.0,97.0,100.0,112.0,43.0,60.0,0.534,0.148,0.055,0.263,-0.31,-2.22,0.94,-0.53,93.3,82.9,86.3,80.9,0.308,0.446,0.323,0.231,0.436,0.288,0.238,0.571,0.237,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
