,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-09-08,746827,Strikeout,strikeout,True,650402,592791,Gleyber Torres,Jameson Taillon,0,2e12599c-97a4-4c62-a9e6-eb8dfc2fd75f,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.57,3.83,146.1,108.0,86.0,103.0,0.82,6.95,1.72,8.79,1.23,0.99,0.228,0.443,0.145,0.321,0.462,78.0,100.0,96.0,106.0,111.0,113.0,67.0,106.0,95.0,74.0,104.0,93.0,105.0,117.0,121.0,93.0,104.0,99.0,0.109,0.295,0.24,0.159,0.153,0.044,-0.41,1.94,1.63,0.65,-1.19,-3.96,92.3,86.6,86.1,92.6,80.5,79.7,0.295,0.507,0.148,0.269,0.328,0.181,0.185,0.306,0.332,0.24,0.438,0.233,0.214,0.304,0.093,0.321,0.679,0.16,,,,,,,,,,,,,,,
1,2024-09-08,746827,Groundout,field_out,True,665742,592791,Juan Soto,Jameson Taillon,0,5ffcc4c8-a17a-479d-a106-04e64b4bbcd9,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.57,3.83,146.1,108.0,86.0,103.0,0.82,6.95,1.72,8.79,1.23,0.99,0.228,0.443,0.145,0.321,0.462,78.0,100.0,96.0,106.0,111.0,113.0,67.0,106.0,95.0,74.0,104.0,93.0,105.0,117.0,121.0,93.0,104.0,99.0,0.109,0.295,0.24,0.159,0.153,0.044,-0.41,1.94,1.63,0.65,-1.19,-3.96,92.3,86.6,86.1,92.6,80.5,79.7,0.295,0.507,0.148,0.269,0.328,0.181,0.185,0.306,0.332,0.24,0.438,0.233,0.214,0.304,0.093,0.321,0.679,0.16,,,,,,,,,,,,,,,
2,2024-09-08,746827,Single,single,False,592450,592791,Aaron Judge,Jameson Taillon,0,12000c0e-775b-4938-a582-bd4cdc9be7d8,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.57,3.83,146.1,108.0,86.0,103.0,0.82,6.95,1.72,8.79,1.23,0.99,0.228,0.443,0.145,0.321,0.462,78.0,100.0,96.0,106.0,111.0,113.0,67.0,106.0,95.0,74.0,104.0,93.0,105.0,117.0,121.0,93.0,104.0,99.0,0.109,0.295,0.24,0.159,0.153,0.044,-0.41,1.94,1.63,0.65,-1.19,-3.96,92.3,86.6,86.1,92.6,80.5,79.7,0.295,0.507,0.148,0.269,0.328,0.181,0.185,0.306,0.332,0.24,0.438,0.233,0.214,0.304,0.093,0.321,0.679,0.16,,,,,,,,,,,,,,,
3,2024-09-08,746827,Flyout,field_out,True,669224,592791,Austin Wells,Jameson Taillon,0,c506b6a3-57ef-4ab4-9cb4-745e0196141d,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.57,3.83,146.1,108.0,86.0,103.0,0.82,6.95,1.72,8.79,1.23,0.99,0.228,0.443,0.145,0.321,0.462,78.0,100.0,96.0,106.0,111.0,113.0,67.0,106.0,95.0,74.0,104.0,93.0,105.0,117.0,121.0,93.0,104.0,99.0,0.109,0.295,0.24,0.159,0.153,0.044,-0.41,1.94,1.63,0.65,-1.19,-3.96,92.3,86.6,86.1,92.6,80.5,79.7,0.295,0.507,0.148,0.269,0.328,0.181,0.185,0.306,0.332,0.24,0.438,0.233,0.214,0.304,0.093,0.321,0.679,0.16,,,,,,,,,,,,,,,
4,2024-09-08,746827,Double,double,False,664023,543037,Ian Happ,Gerrit Cole,0,ff47d14c-5499-415e-b80f-cd6310f56a20,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.36,3.75,75.0,101.0,111.0,105.0,0.772,10.2,2.88,8.28,1.32,0.82,0.275,0.377,0.176,0.328,0.428,71.0,92.0,90.0,,,,117.0,99.0,103.0,,,,127.0,107.0,112.0,100.0,105.0,104.0,,0.46,0.172,0.141,,0.038,-0.09,-1.16,,0.77,,-4.48,96.0,91.3,88.1,,88.2,,0.215,0.422,0.239,0.364,0.636,0.223,,,,0.173,0.212,0.33,,,,0.4,0.8,0.227,102.0,99.0,106.0,0.19,2.52,82.7,0.229,0.271,0.277,,,,,,
5,2024-09-08,746827,Fielders Choice Out,fielders_choice_out,True,621020,543037,Dansby Swanson,Gerrit Cole,1,aec0bcba-53b7-4c1d-bade-ee2763678e15,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.36,3.75,75.0,101.0,111.0,105.0,0.772,10.2,2.88,8.28,1.32,0.82,0.275,0.377,0.176,0.328,0.428,71.0,92.0,90.0,,,,117.0,99.0,103.0,,,,127.0,107.0,112.0,100.0,105.0,104.0,,0.46,0.172,0.141,,0.038,-0.09,-1.16,,0.77,,-4.48,96.0,91.3,88.1,,88.2,,0.215,0.422,0.239,0.364,0.636,0.223,,,,0.173,0.212,0.33,,,,0.4,0.8,0.227,102.0,99.0,106.0,0.19,2.52,82.7,0.229,0.271,0.277,,,,,,
6,2024-09-08,746827,Flyout,field_out,True,673548,543037,Seiya Suzuki,Gerrit Cole,0,085c0d8d-0784-4f45-aae7-19c0c3f54086,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.36,3.75,75.0,101.0,111.0,105.0,0.772,10.2,2.88,8.28,1.32,0.82,0.275,0.377,0.176,0.328,0.428,71.0,92.0,90.0,,,,117.0,99.0,103.0,,,,127.0,107.0,112.0,100.0,105.0,104.0,,0.46,0.172,0.141,,0.038,-0.09,-1.16,,0.77,,-4.48,96.0,91.3,88.1,,88.2,,0.215,0.422,0.239,0.364,0.636,0.223,,,,0.173,0.212,0.33,,,,0.4,0.8,0.227,102.0,99.0,106.0,0.19,2.52,82.7,0.229,0.271,0.277,,,,,,
7,2024-09-08,746827,Fielders Choice,fielders_choice,False,641355,543037,Cody Bellinger,Gerrit Cole,1,3e041170-9c8b-46b5-bd89-f3c1558eaa3a,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.36,3.75,75.0,101.0,111.0,105.0,0.772,10.2,2.88,8.28,1.32,0.82,0.275,0.377,0.176,0.328,0.428,71.0,92.0,90.0,,,,117.0,99.0,103.0,,,,127.0,107.0,112.0,100.0,105.0,104.0,,0.46,0.172,0.141,,0.038,-0.09,-1.16,,0.77,,-4.48,96.0,91.3,88.1,,88.2,,0.215,0.422,0.239,0.364,0.636,0.223,,,,0.173,0.212,0.33,,,,0.4,0.8,0.227,102.0,99.0,106.0,0.19,2.52,82.7,0.229,0.271,0.277,,,,,,
8,2024-09-08,746827,Walk,walk,False,643565,543037,Mike Tauchman,Gerrit Cole,1,b3b71455-d1eb-4ba7-840a-2235739945d3,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.36,3.75,75.0,101.0,111.0,105.0,0.772,10.2,2.88,8.28,1.32,0.82,0.275,0.377,0.176,0.328,0.428,71.0,92.0,90.0,,,,117.0,99.0,103.0,,,,127.0,107.0,112.0,100.0,105.0,104.0,,0.46,0.172,0.141,,0.038,-0.09,-1.16,,0.77,,-4.48,96.0,91.3,88.1,,88.2,,0.215,0.422,0.239,0.364,0.636,0.223,,,,0.173,0.212,0.33,,,,0.4,0.8,0.227,102.0,99.0,106.0,0.19,2.52,82.7,0.229,0.271,0.277,,,,,,
9,2024-09-08,746827,Single,single,False,670623,543037,Isaac Paredes,Gerrit Cole,1,ea97ea61-28eb-419d-b604-c75ac689dcbe,543037.0,gerritcole,Cole,Right,Gerrit Cole,NYY,3.36,3.75,75.0,101.0,111.0,105.0,0.772,10.2,2.88,8.28,1.32,0.82,0.275,0.377,0.176,0.328,0.428,71.0,92.0,90.0,,,,117.0,99.0,103.0,,,,127.0,107.0,112.0,100.0,105.0,104.0,,0.46,0.172,0.141,,0.038,-0.09,-1.16,,0.77,,-4.48,96.0,91.3,88.1,,88.2,,0.215,0.422,0.239,0.364,0.636,0.223,,,,0.173,0.212,0.33,,,,0.4,0.8,0.227,102.0,99.0,106.0,0.19,2.52,82.7,0.229,0.271,0.277,,,,,,
