,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,wFA/C,wSL/C,vFA,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC
0,2024-09-29,744880,Single,single,False,669394,621114,Jake Burger,Ryan Burr,0,3af5bdd5-7296-4d1e-9b4e-b1e68d88f1ab,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,4.13,3.57,32.2,99.0,98.0,102.0,0.694,12.95,3.31,7.99,1.1,0.72,0.225,0.45,0.138,0.4,0.375,79.0,94.0,91.0,111.0,102.0,108.0,0.395,0.605,-0.36,0.6,94.1,85.4,0.214,0.369,0.368,0.256,0.465,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-29,744880,Single,single,False,669364,621114,Xavier Edwards,Ryan Burr,1,bfb0bdab-4601-4fac-aa4d-f9dbef3e2ca1,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,4.13,3.57,32.2,99.0,98.0,102.0,0.694,12.95,3.31,7.99,1.1,0.72,0.225,0.45,0.138,0.4,0.375,79.0,94.0,91.0,111.0,102.0,108.0,0.395,0.605,-0.36,0.6,94.1,85.4,0.214,0.369,0.368,0.256,0.465,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-29,744880,Groundout,field_out,True,681393,621114,Connor Norby,Ryan Burr,1,e08cf071-2963-4388-92c3-79646a820580,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,4.13,3.57,32.2,99.0,98.0,102.0,0.694,12.95,3.31,7.99,1.1,0.72,0.225,0.45,0.138,0.4,0.375,79.0,94.0,91.0,111.0,102.0,108.0,0.395,0.605,-0.36,0.6,94.1,85.4,0.214,0.369,0.368,0.256,0.465,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-29,744880,Single,single,False,681146,621114,Jonah Bride,Ryan Burr,1,7af7245b-a0dd-4244-a67c-743f9c4e1edb,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,4.13,3.57,32.2,99.0,98.0,102.0,0.694,12.95,3.31,7.99,1.1,0.72,0.225,0.45,0.138,0.4,0.375,79.0,94.0,91.0,111.0,102.0,108.0,0.395,0.605,-0.36,0.6,94.1,85.4,0.214,0.369,0.368,0.256,0.465,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-29,744880,Strikeout,strikeout,True,660821,621114,Jesús Sánchez,Ryan Burr,0,0576cc00-9a09-4465-ad77-996ae4fa6930,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,4.13,3.57,32.2,99.0,98.0,102.0,0.694,12.95,3.31,7.99,1.1,0.72,0.225,0.45,0.138,0.4,0.375,79.0,94.0,91.0,111.0,102.0,108.0,0.395,0.605,-0.36,0.6,94.1,85.4,0.214,0.369,0.368,0.256,0.465,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-29,744880,Lineout,field_out,True,667472,621114,Dane Myers,Ryan Burr,0,c165d9c0-9497-414c-9168-8e5f7fc3768e,621114.0,ryanburr,Burr,Right,Ryan Burr,TOR,4.13,3.57,32.2,99.0,98.0,102.0,0.694,12.95,3.31,7.99,1.1,0.72,0.225,0.45,0.138,0.4,0.375,79.0,94.0,91.0,111.0,102.0,108.0,0.395,0.605,-0.36,0.6,94.1,85.4,0.214,0.369,0.368,0.256,0.465,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-29,744880,Walk,walk,False,665489,677960,Vladimir Guerrero Jr.,Ryan Weathers,0,17705af8-3d3c-4c2f-8c2c-0b828c5dfbe5,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.63,4.11,86.2,96.0,94.0,97.0,0.761,8.31,2.49,8.1,1.14,1.3,0.264,0.413,0.193,0.295,0.41,96.0,97.0,96.0,120.0,87.0,98.0,0.397,0.222,-0.81,0.49,95.9,82.9,0.25,0.5,0.5,0.319,0.451,0.141,84.0,102.0,103.0,82.0,98.0,95.0,0.121,0.26,0.13,1.39,86.4,94.5,0.193,0.367,0.379,0.118,0.176,0.51,0.259,0.5,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-29,744880,Single,single,False,682729,677960,Jonatan Clase,Ryan Weathers,1,933d3fc6-7d70-4d36-bc61-08a6f805a857,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.63,4.11,86.2,96.0,94.0,97.0,0.761,8.31,2.49,8.1,1.14,1.3,0.264,0.413,0.193,0.295,0.41,96.0,97.0,96.0,120.0,87.0,98.0,0.397,0.222,-0.81,0.49,95.9,82.9,0.25,0.5,0.5,0.319,0.451,0.141,84.0,102.0,103.0,82.0,98.0,95.0,0.121,0.26,0.13,1.39,86.4,94.5,0.193,0.367,0.379,0.118,0.176,0.51,0.259,0.5,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-29,744880,Walk,walk,False,687462,677960,Spencer Horwitz,Ryan Weathers,1,08e1b584-0f71-4d71-9233-502273f3d124,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.63,4.11,86.2,96.0,94.0,97.0,0.761,8.31,2.49,8.1,1.14,1.3,0.264,0.413,0.193,0.295,0.41,96.0,97.0,96.0,120.0,87.0,98.0,0.397,0.222,-0.81,0.49,95.9,82.9,0.25,0.5,0.5,0.319,0.451,0.141,84.0,102.0,103.0,82.0,98.0,95.0,0.121,0.26,0.13,1.39,86.4,94.5,0.193,0.367,0.379,0.118,0.176,0.51,0.259,0.5,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-29,744880,Pop Out,field_out,True,676391,677960,Ernie Clement,Ryan Weathers,0,f8682c0b-f5d9-45fd-9ce2-f2c36993f13b,677960.0,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.63,4.11,86.2,96.0,94.0,97.0,0.761,8.31,2.49,8.1,1.14,1.3,0.264,0.413,0.193,0.295,0.41,96.0,97.0,96.0,120.0,87.0,98.0,0.397,0.222,-0.81,0.49,95.9,82.9,0.25,0.5,0.5,0.319,0.451,0.141,84.0,102.0,103.0,82.0,98.0,95.0,0.121,0.26,0.13,1.39,86.4,94.5,0.193,0.367,0.379,0.118,0.176,0.51,0.259,0.5,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
