,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-27,745946,Flyout,field_out,True,664774,668964,LaMonte Wade Jr.,Tobias Myers,0,95b7c3b7-0f39-4d15-a446-cee77f964edd,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,106.0,83.0,89.0,71.0,101.0,103.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,108.0,105.0,95.0,99.0,90.0,0.006,0.401,0.238,0.206,0.038,0.11,0.78,-1.02,11.34,2.25,-3.62,1.0,92.9,89.3,81.1,91.5,85.5,77.7,0.212,0.424,0.164,0.348,0.517,0.138,0.173,0.198,0.276,0.094,0.094,0.431,0.462,0.615,0.16,0.0,0.0,0.0,,,
1,2024-08-27,745946,Pop Out,field_out,True,666149,668964,Tyler Fitzgerald,Tobias Myers,0,2f05881c-4502-4568-abd0-944df79910e6,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,106.0,83.0,89.0,71.0,101.0,103.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,108.0,105.0,95.0,99.0,90.0,0.006,0.401,0.238,0.206,0.038,0.11,0.78,-1.02,11.34,2.25,-3.62,1.0,92.9,89.3,81.1,91.5,85.5,77.7,0.212,0.424,0.164,0.348,0.517,0.138,0.173,0.198,0.276,0.094,0.094,0.431,0.462,0.615,0.16,0.0,0.0,0.0,,,
2,2024-08-27,745946,Lineout,field_out,True,624424,668964,Michael Conforto,Tobias Myers,0,6cc5d11e-fdde-4e3c-98c2-cdf6a1158cfc,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,106.0,83.0,89.0,71.0,101.0,103.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,108.0,105.0,95.0,99.0,90.0,0.006,0.401,0.238,0.206,0.038,0.11,0.78,-1.02,11.34,2.25,-3.62,1.0,92.9,89.3,81.1,91.5,85.5,77.7,0.212,0.424,0.164,0.348,0.517,0.138,0.173,0.198,0.276,0.094,0.094,0.431,0.462,0.615,0.16,0.0,0.0,0.0,,,
3,2024-08-27,745946,Groundout,field_out,True,668930,657277,Brice Turang,Logan Webb,0,eef4422a-f234-4d23-b3d6-4b819ce9b6c4,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,,,,58.0,106.0,89.0,97.0,103.0,100.0,122.0,104.0,113.0,57.0,111.0,109.0,0.394,0.052,0.012,0.215,,0.327,-0.22,4.89,1.48,0.17,,0.46,92.4,90.5,87.3,92.4,83.7,,0.188,0.25,0.328,0.0,0.0,0.188,,,,0.262,0.373,0.212,,,,0.251,0.328,0.153,0.248,0.344,0.258
4,2024-08-27,745946,Field Error,field_error,False,694192,657277,Jackson Chourio,Logan Webb,0,cb75611e-3239-4d6a-907f-209482938dd4,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,,,,58.0,106.0,89.0,97.0,103.0,100.0,122.0,104.0,113.0,57.0,111.0,109.0,0.394,0.052,0.012,0.215,,0.327,-0.22,4.89,1.48,0.17,,0.46,92.4,90.5,87.3,92.4,83.7,,0.188,0.25,0.328,0.0,0.0,0.188,,,,0.262,0.373,0.212,,,,0.251,0.328,0.153,0.248,0.344,0.258
5,2024-08-27,745946,Walk,walk,False,661388,657277,William Contreras,Logan Webb,1,1eea9ac4-74f5-4231-bf3b-feef390f205f,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,,,,58.0,106.0,89.0,97.0,103.0,100.0,122.0,104.0,113.0,57.0,111.0,109.0,0.394,0.052,0.012,0.215,,0.327,-0.22,4.89,1.48,0.17,,0.46,92.4,90.5,87.3,92.4,83.7,,0.188,0.25,0.328,0.0,0.0,0.188,,,,0.262,0.373,0.212,,,,0.251,0.328,0.153,0.248,0.344,0.258
6,2024-08-27,745946,Forceout,force_out,True,641343,657277,Jake Bauers,Logan Webb,1,475bd236-a642-4229-b4a5-59f0f790ed72,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,,,,58.0,106.0,89.0,97.0,103.0,100.0,122.0,104.0,113.0,57.0,111.0,109.0,0.394,0.052,0.012,0.215,,0.327,-0.22,4.89,1.48,0.17,,0.46,92.4,90.5,87.3,92.4,83.7,,0.188,0.25,0.328,0.0,0.0,0.188,,,,0.262,0.373,0.212,,,,0.251,0.328,0.153,0.248,0.344,0.258
7,2024-08-27,745946,Forceout,force_out,True,642715,657277,Willy Adames,Logan Webb,1,77e33dbd-cb17-479d-8774-7a16a0fbc40a,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.24,4.26,177.2,104.0,113.0,107.0,0.814,7.6,2.23,8.56,0.46,2.48,0.234,0.372,0.166,0.289,0.4,136.0,106.0,114.0,,,,58.0,106.0,89.0,97.0,103.0,100.0,122.0,104.0,113.0,57.0,111.0,109.0,0.394,0.052,0.012,0.215,,0.327,-0.22,4.89,1.48,0.17,,0.46,92.4,90.5,87.3,92.4,83.7,,0.188,0.25,0.328,0.0,0.0,0.188,,,,0.262,0.373,0.212,,,,0.251,0.328,0.153,0.248,0.344,0.258
8,2024-08-27,745946,Double,double,False,671218,668964,Heliot Ramos,Tobias Myers,0,9e2fbb3b-faa1-4d74-8b12-d80fef68a148,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,106.0,83.0,89.0,71.0,101.0,103.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,108.0,105.0,95.0,99.0,90.0,0.006,0.401,0.238,0.206,0.038,0.11,0.78,-1.02,11.34,2.25,-3.62,1.0,92.9,89.3,81.1,91.5,85.5,77.7,0.212,0.424,0.164,0.348,0.517,0.138,0.173,0.198,0.276,0.094,0.094,0.431,0.462,0.615,0.16,0.0,0.0,0.0,,,
9,2024-08-27,745946,Strikeout,strikeout,True,656305,668964,Matt Chapman,Tobias Myers,0,8cad0088-089c-40fe-8175-3c0308fa4bbd,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,2.99,4.23,108.1,101.0,91.0,97.0,0.817,7.81,2.33,7.81,1.25,0.92,0.262,0.409,0.131,0.313,0.432,106.0,83.0,89.0,71.0,101.0,103.0,86.0,104.0,100.0,71.0,92.0,74.0,92.0,108.0,105.0,95.0,99.0,90.0,0.006,0.401,0.238,0.206,0.038,0.11,0.78,-1.02,11.34,2.25,-3.62,1.0,92.9,89.3,81.1,91.5,85.5,77.7,0.212,0.424,0.164,0.348,0.517,0.138,0.173,0.198,0.276,0.094,0.094,0.431,0.462,0.615,0.16,0.0,0.0,0.0,,,
