,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-07-13,745798,Strikeout,strikeout,True,453568,681035,Charlie Blackmon,Christian Scott,0,b0121081-ffe8-4632-8d64-9f13fce3816f,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-13,745798,Strikeout,strikeout,True,678662,681035,Ezequiel Tovar,Christian Scott,0,cccfc71a-9c58-435b-868b-f77210d4bea4,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-13,745798,Pop Out,field_out,True,641857,681035,Ryan McMahon,Christian Scott,0,b4ddc50d-06c9-49eb-8088-ed0e9f5bcacc,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-13,745798,Strikeout,strikeout,True,596019,663372,Francisco Lindor,Ryan Feltner,0,4b43a9b4-8520-4b14-bc3d-bdeb0f9d21e0,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,83.0,102.0,97.0,110.0,99.0,104.0,,,,0.34,,0.291,-0.09,,-1.06,94.9,,88.1,0.257,0.405,0.182,0.182,0.545,0.235,,,,114.0,96.0,103.0,104.0,110.0,116.0,91.0,91.0,87.0,0.14,0.083,0.147,0.41,-0.09,-1.33,85.4,94.4,79.2,0.286,0.375,0.164,0.321,0.5,0.422,0.2,0.333,0.299,,,,,,,,,
4,2024-07-13,745798,Strikeout,strikeout,True,607043,663372,Brandon Nimmo,Ryan Feltner,0,5a3ecc72-1167-4988-ab2b-d0c67ec4a553,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,83.0,102.0,97.0,110.0,99.0,104.0,,,,0.34,,0.291,-0.09,,-1.06,94.9,,88.1,0.257,0.405,0.182,0.182,0.545,0.235,,,,114.0,96.0,103.0,104.0,110.0,116.0,91.0,91.0,87.0,0.14,0.083,0.147,0.41,-0.09,-1.33,85.4,94.4,79.2,0.286,0.375,0.164,0.321,0.5,0.422,0.2,0.333,0.299,,,,,,,,,
5,2024-07-13,745798,Strikeout,strikeout,True,502110,663372,J.D. Martinez,Ryan Feltner,0,6269a3ba-c1bf-4098-9f95-41499531c6aa,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,83.0,102.0,97.0,110.0,99.0,104.0,,,,0.34,,0.291,-0.09,,-1.06,94.9,,88.1,0.257,0.405,0.182,0.182,0.545,0.235,,,,114.0,96.0,103.0,104.0,110.0,116.0,91.0,91.0,87.0,0.14,0.083,0.147,0.41,-0.09,-1.33,85.4,94.4,79.2,0.286,0.375,0.164,0.321,0.5,0.422,0.2,0.333,0.299,,,,,,,,,
6,2024-07-13,745798,Flyout,field_out,True,553869,681035,Elias Díaz,Christian Scott,0,8e80d1c6-9087-4cd4-99d0-22cdeab46eed,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-13,745798,Single,single,False,686668,681035,Brenton Doyle,Christian Scott,0,ec4ad20c-d3c2-471f-b556-35f715b50b11,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-13,745798,Pop Out,field_out,True,663898,681035,Brendan Rodgers,Christian Scott,1,9889e821-3a7c-43b7-9bce-c43eadef8d1a,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-13,745798,Single,single,False,624413,663372,Pete Alonso,Ryan Feltner,0,ad71a608-8142-4ee2-851f-350309070a6a,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,83.0,102.0,97.0,110.0,99.0,104.0,,,,0.34,,0.291,-0.09,,-1.06,94.9,,88.1,0.257,0.405,0.182,0.182,0.545,0.235,,,,114.0,96.0,103.0,104.0,110.0,116.0,91.0,91.0,87.0,0.14,0.083,0.147,0.41,-0.09,-1.33,85.4,94.4,79.2,0.286,0.375,0.164,0.321,0.5,0.422,0.2,0.333,0.299,,,,,,,,,
