,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-04-10,746247,Single,single,False,650490,667755,Yandy Díaz,José Soriano,0,136c8dca-c504-4387-b4c6-64500dbd34c1,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-10,746247,Single,single,False,668227,667755,Randy Arozarena,José Soriano,1,bf52f5f2-bc33-465d-b2f9-a5f00da2acdd,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-10,746247,Single,single,False,680700,667755,Richie Palacios,José Soriano,1,b7ec762d-8453-4bab-9edc-19b05db8374e,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-10,746247,Sac Fly,sac_fly,True,670623,667755,Isaac Paredes,José Soriano,1,0936a753-ccb9-4e5b-8054-dcea6ee1d638,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-10,746247,Pop Out,field_out,True,678554,667755,Curtis Mead,José Soriano,0,8871cc2f-5fa6-42a8-a8ea-b4d81093fce1,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-10,746247,Strikeout,strikeout,True,668853,667755,Austin Shenton,José Soriano,0,8c9dcfe5-8ba8-4c62-901e-3793844c2567,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,98.0,91.0,86.0,95.0,95.0,97.0,114.0,88.0,95.0,99.0,97.0,108.0,121.0,101.0,112.0,0.426,0.165,0.09,0.054,0.265,-1.88,0.64,1.84,0.95,-0.32,98.9,93.0,97.8,91.6,86.3,0.237,0.288,0.148,0.205,0.397,0.403,0.342,0.605,0.122,0.143,0.314,0.323,0.091,0.182,0.484,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-10,746247,Strikeout,strikeout,True,650859,641793,Luis Rengifo,Zack Littell,0,55875ef5-a1a1-447d-91d4-eca99ef120e7,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,,,,99.0,106.0,112.0,0.154,0.207,0.226,0.413,,-0.92,-1.86,-1.56,1.08,,92.6,83.0,91.9,85.7,,0.309,0.485,0.147,,,,0.313,0.484,0.209,0.283,0.485,0.346,0.375,0.5,0.085,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-10,746247,Walk,walk,False,666160,641793,Mickey Moniak,Zack Littell,0,526ef8cc-20df-44bd-8214-3e85ea24e921,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,,,,99.0,106.0,112.0,0.154,0.207,0.226,0.413,,-0.92,-1.86,-1.56,1.08,,92.6,83.0,91.9,85.7,,0.309,0.485,0.147,,,,0.313,0.484,0.209,0.283,0.485,0.346,0.375,0.5,0.085,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-10,746247,Walk,walk,False,545361,641793,Mike Trout,Zack Littell,1,be5604a7-97fc-4dfc-bea1-3199d9b3acd6,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,,,,99.0,106.0,112.0,0.154,0.207,0.226,0.413,,-0.92,-1.86,-1.56,1.08,,92.6,83.0,91.9,85.7,,0.309,0.485,0.147,,,,0.313,0.484,0.209,0.283,0.485,0.346,0.375,0.5,0.085,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-10,746247,Walk,walk,False,621493,641793,Taylor Ward,Zack Littell,1,b0fd523d-3fac-4ac2-a6b4-6a3d9f59022c,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,,,,99.0,106.0,112.0,0.154,0.207,0.226,0.413,,-0.92,-1.86,-1.56,1.08,,92.6,83.0,91.9,85.7,,0.309,0.485,0.147,,,,0.313,0.484,0.209,0.283,0.485,0.346,0.375,0.5,0.085,,,,,,,,,,,,,,,,,,,,,,,,
