,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff
0,2024-04-27,746803,Single,single,False,680700,686563,Richie Palacios,Jonathan Cannon,0,531c703d-8c44-4ff5-b64f-0b12f817d44f,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.41,3.88,51.0,102.0,96.0,99.0,0.803,6.88,2.29,9.53,1.24,1.26,0.218,0.412,0.133,0.297,0.389,101.0,114.0,116.0,79.0,99.0,91.0,86.0,102.0,94.0,121.0,98.0,106.0,83.0,104.0,96.0,0.345,0.084,0.192,0.237,0.142,-3.2,-0.13,0.63,0.89,-4.35,94.7,89.9,85.8,93.2,82.0,0.26,0.425,0.143,0.244,0.463,0.221,0.2,0.225,0.274,0.325,0.625,0.284,0.444,0.778,0.281,,,,,,,,,,,,,,,,,,
1,2024-04-27,746803,Pop Out,field_out,True,668227,686563,Randy Arozarena,Jonathan Cannon,0,97b7a89d-8233-4f12-9656-b7587ab8ca8a,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.41,3.88,51.0,102.0,96.0,99.0,0.803,6.88,2.29,9.53,1.24,1.26,0.218,0.412,0.133,0.297,0.389,101.0,114.0,116.0,79.0,99.0,91.0,86.0,102.0,94.0,121.0,98.0,106.0,83.0,104.0,96.0,0.345,0.084,0.192,0.237,0.142,-3.2,-0.13,0.63,0.89,-4.35,94.7,89.9,85.8,93.2,82.0,0.26,0.425,0.143,0.244,0.463,0.221,0.2,0.225,0.274,0.325,0.625,0.284,0.444,0.778,0.281,,,,,,,,,,,,,,,,,,
2,2024-04-27,746803,Groundout,field_out,True,670623,686563,Isaac Paredes,Jonathan Cannon,1,f79ff9a7-8895-4801-9244-080016eec5c7,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.41,3.88,51.0,102.0,96.0,99.0,0.803,6.88,2.29,9.53,1.24,1.26,0.218,0.412,0.133,0.297,0.389,101.0,114.0,116.0,79.0,99.0,91.0,86.0,102.0,94.0,121.0,98.0,106.0,83.0,104.0,96.0,0.345,0.084,0.192,0.237,0.142,-3.2,-0.13,0.63,0.89,-4.35,94.7,89.9,85.8,93.2,82.0,0.26,0.425,0.143,0.244,0.463,0.221,0.2,0.225,0.274,0.325,0.625,0.284,0.444,0.778,0.281,,,,,,,,,,,,,,,,,,
3,2024-04-27,746803,Strikeout,strikeout,True,668853,686563,Austin Shenton,Jonathan Cannon,0,2a9c57e3-06d1-4878-b9f7-2f8980826ff0,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.41,3.88,51.0,102.0,96.0,99.0,0.803,6.88,2.29,9.53,1.24,1.26,0.218,0.412,0.133,0.297,0.389,101.0,114.0,116.0,79.0,99.0,91.0,86.0,102.0,94.0,121.0,98.0,106.0,83.0,104.0,96.0,0.345,0.084,0.192,0.237,0.142,-3.2,-0.13,0.63,0.89,-4.35,94.7,89.9,85.8,93.2,82.0,0.26,0.425,0.143,0.244,0.463,0.221,0.2,0.225,0.274,0.325,0.625,0.284,0.444,0.778,0.281,,,,,,,,,,,,,,,,,,
4,2024-04-27,746803,Strikeout,strikeout,True,670032,650644,Nicky Lopez,Aaron Civale,0,9e5701b4-8c6d-4143-abf5-5e265ef257a8,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,,,,70.0,97.0,92.0,65.0,93.0,83.0,158.0,105.0,117.0,94.0,98.0,100.0,0.224,0.091,0.315,0.18,,-3.64,-0.11,0.25,0.36,,91.9,88.1,,92.7,80.3,0.23,0.46,0.169,0.294,0.454,0.231,0.239,0.398,0.288,,,,0.391,0.739,0.125,103.0,102.0,108.0,72.0,93.0,99.0,0.021,0.169,-3.76,-0.89,85.9,77.2,0.226,0.419,0.3,0.417,0.5,0.313
5,2024-04-27,746803,Pop Out,field_out,True,502054,650644,Tommy Pham,Aaron Civale,0,ffb56f23-d318-4d03-89eb-7b4f8e28d48b,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,,,,70.0,97.0,92.0,65.0,93.0,83.0,158.0,105.0,117.0,94.0,98.0,100.0,0.224,0.091,0.315,0.18,,-3.64,-0.11,0.25,0.36,,91.9,88.1,,92.7,80.3,0.23,0.46,0.169,0.294,0.454,0.231,0.239,0.398,0.288,,,,0.391,0.739,0.125,103.0,102.0,108.0,72.0,93.0,99.0,0.021,0.169,-3.76,-0.89,85.9,77.2,0.226,0.419,0.3,0.417,0.5,0.313
6,2024-04-27,746803,Lineout,field_out,True,657757,650644,Gavin Sheets,Aaron Civale,0,22bf693e-a622-4191-b005-a0fd9ca7276e,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.94,4.16,98.1,100.0,99.0,101.0,0.79,8.97,2.93,9.52,1.74,0.8,0.247,0.414,0.142,0.319,0.395,,,,70.0,97.0,92.0,65.0,93.0,83.0,158.0,105.0,117.0,94.0,98.0,100.0,0.224,0.091,0.315,0.18,,-3.64,-0.11,0.25,0.36,,91.9,88.1,,92.7,80.3,0.23,0.46,0.169,0.294,0.454,0.231,0.239,0.398,0.288,,,,0.391,0.739,0.125,103.0,102.0,108.0,72.0,93.0,99.0,0.021,0.169,-3.76,-0.89,85.9,77.2,0.226,0.419,0.3,0.417,0.5,0.313
7,2024-04-27,746803,Groundout,field_out,True,642708,686563,Amed Rosario,Jonathan Cannon,0,3744276a-f196-4ce9-8826-442dbb861f90,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.41,3.88,51.0,102.0,96.0,99.0,0.803,6.88,2.29,9.53,1.24,1.26,0.218,0.412,0.133,0.297,0.389,101.0,114.0,116.0,79.0,99.0,91.0,86.0,102.0,94.0,121.0,98.0,106.0,83.0,104.0,96.0,0.345,0.084,0.192,0.237,0.142,-3.2,-0.13,0.63,0.89,-4.35,94.7,89.9,85.8,93.2,82.0,0.26,0.425,0.143,0.244,0.463,0.221,0.2,0.225,0.274,0.325,0.625,0.284,0.444,0.778,0.281,,,,,,,,,,,,,,,,,,
8,2024-04-27,746803,Double,double,False,678554,686563,Curtis Mead,Jonathan Cannon,0,fbe97c3c-2978-41c7-a9ec-761ea1ed3f8b,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.41,3.88,51.0,102.0,96.0,99.0,0.803,6.88,2.29,9.53,1.24,1.26,0.218,0.412,0.133,0.297,0.389,101.0,114.0,116.0,79.0,99.0,91.0,86.0,102.0,94.0,121.0,98.0,106.0,83.0,104.0,96.0,0.345,0.084,0.192,0.237,0.142,-3.2,-0.13,0.63,0.89,-4.35,94.7,89.9,85.8,93.2,82.0,0.26,0.425,0.143,0.244,0.463,0.221,0.2,0.225,0.274,0.325,0.625,0.284,0.444,0.778,0.281,,,,,,,,,,,,,,,,,,
9,2024-04-27,746803,Single,single,False,666163,686563,Ben Rortvedt,Jonathan Cannon,1,4c37646d-ea6d-4ef9-9aae-033b685bc473,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.41,3.88,51.0,102.0,96.0,99.0,0.803,6.88,2.29,9.53,1.24,1.26,0.218,0.412,0.133,0.297,0.389,101.0,114.0,116.0,79.0,99.0,91.0,86.0,102.0,94.0,121.0,98.0,106.0,83.0,104.0,96.0,0.345,0.084,0.192,0.237,0.142,-3.2,-0.13,0.63,0.89,-4.35,94.7,89.9,85.8,93.2,82.0,0.26,0.425,0.143,0.244,0.463,0.221,0.2,0.225,0.274,0.325,0.625,0.284,0.444,0.778,0.281,,,,,,,,,,,,,,,,,,
