,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff
10,2024-08-27,746105,Lineout,field_out,True,669257,608344,Will Smith,Cole Irvin,0,15e50180-7d42-4623-9c25-d51aaafd0adf,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.79,5.75,103.1,102.0,79.0,95.0,0.85,6.18,2.18,10.63,1.31,0.94,0.249,0.412,0.116,0.35,0.483,67.0,108.0,100.0,62.0,100.0,85.0,79.0,103.0,91.0,86.0,120.0,119.0,,,,0.184,0.28,0.042,,0.135,-1.18,-0.38,-3.9,,-1.15,91.9,84.9,91.7,78.0,,0.299,0.598,0.157,0.267,0.467,0.159,0.267,0.372,0.184,0.274,0.438,0.254,0.306,0.482,0.075,100.0,98.0,103.0,87.0,104.0,94.0,0.106,0.254,-0.61,0.23,85.9,77.4,0.333,0.563,0.184,,,,,,,,,,,,
11,2024-08-27,746105,Triple,triple,False,669242,608344,Tommy Edman,Cole Irvin,0,b30379b7-bae9-4613-86fb-6f7fe14a064b,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.79,5.75,103.1,102.0,79.0,95.0,0.85,6.18,2.18,10.63,1.31,0.94,0.249,0.412,0.116,0.35,0.483,67.0,108.0,100.0,62.0,100.0,85.0,79.0,103.0,91.0,86.0,120.0,119.0,,,,0.184,0.28,0.042,,0.135,-1.18,-0.38,-3.9,,-1.15,91.9,84.9,91.7,78.0,,0.299,0.598,0.157,0.267,0.467,0.159,0.267,0.372,0.184,0.274,0.438,0.254,0.306,0.482,0.075,100.0,98.0,103.0,87.0,104.0,94.0,0.106,0.254,-0.61,0.23,85.9,77.4,0.333,0.563,0.184,,,,,,,,,,,,
12,2024-08-27,746105,Sac Fly,sac_fly,True,500743,608344,Miguel Rojas,Cole Irvin,1,90de9a15-bc2a-40fe-b068-0b35916f696a,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.79,5.75,103.1,102.0,79.0,95.0,0.85,6.18,2.18,10.63,1.31,0.94,0.249,0.412,0.116,0.35,0.483,67.0,108.0,100.0,62.0,100.0,85.0,79.0,103.0,91.0,86.0,120.0,119.0,,,,0.184,0.28,0.042,,0.135,-1.18,-0.38,-3.9,,-1.15,91.9,84.9,91.7,78.0,,0.299,0.598,0.157,0.267,0.467,0.159,0.267,0.372,0.184,0.274,0.438,0.254,0.306,0.482,0.075,100.0,98.0,103.0,87.0,104.0,94.0,0.106,0.254,-0.61,0.23,85.9,77.4,0.333,0.563,0.184,,,,,,,,,,,,
13,2024-08-27,746105,Strikeout,strikeout,True,571970,608344,Max Muncy,Cole Irvin,0,38db4439-86fc-4c7c-9da2-5c72a2106155,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.79,5.75,103.1,102.0,79.0,95.0,0.85,6.18,2.18,10.63,1.31,0.94,0.249,0.412,0.116,0.35,0.483,67.0,108.0,100.0,62.0,100.0,85.0,79.0,103.0,91.0,86.0,120.0,119.0,,,,0.184,0.28,0.042,,0.135,-1.18,-0.38,-3.9,,-1.15,91.9,84.9,91.7,78.0,,0.299,0.598,0.157,0.267,0.467,0.159,0.267,0.372,0.184,0.274,0.438,0.254,0.306,0.482,0.075,100.0,98.0,103.0,87.0,104.0,94.0,0.106,0.254,-0.61,0.23,85.9,77.4,0.333,0.563,0.184,,,,,,,,,,,,
14,2024-08-27,746105,Pop Out,field_out,True,702616,656427,Jackson Holliday,Jack Flaherty,0,68f0835c-322b-4249-bd69-78be1620b84d,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,104.0,105.0,110.0,0.023,0.434,0.304,0.208,0.03,0.61,-5.92,0.23,2.39,-0.26,93.5,85.8,90.7,84.7,77.5,0.248,0.396,0.245,0.212,0.462,0.36,0.156,0.177,0.443,0.111,0.333,0.111,0.6,1.2,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-08-27,746105,Flyout,field_out,True,602104,656427,Ramón Urías,Jack Flaherty,0,a3d2d74f-8d96-4b11-bf48-8c57a5fadd81,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,104.0,105.0,110.0,0.023,0.434,0.304,0.208,0.03,0.61,-5.92,0.23,2.39,-0.26,93.5,85.8,90.7,84.7,77.5,0.248,0.396,0.245,0.212,0.462,0.36,0.156,0.177,0.443,0.111,0.333,0.111,0.6,1.2,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-08-27,746105,Walk,walk,False,681297,656427,Colton Cowser,Jack Flaherty,0,b31d7ef7-3858-49ec-838a-95954b217071,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,104.0,105.0,110.0,0.023,0.434,0.304,0.208,0.03,0.61,-5.92,0.23,2.39,-0.26,93.5,85.8,90.7,84.7,77.5,0.248,0.396,0.245,0.212,0.462,0.36,0.156,0.177,0.443,0.111,0.333,0.111,0.6,1.2,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-08-27,746105,Single,single,False,668939,656427,Adley Rutschman,Jack Flaherty,1,0442560b-0d11-47e6-8d71-2eb8d1640f75,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,104.0,105.0,110.0,0.023,0.434,0.304,0.208,0.03,0.61,-5.92,0.23,2.39,-0.26,93.5,85.8,90.7,84.7,77.5,0.248,0.396,0.245,0.212,0.462,0.36,0.156,0.177,0.443,0.111,0.333,0.111,0.6,1.2,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-08-27,746105,Flyout,field_out,True,683002,656427,Gunnar Henderson,Jack Flaherty,0,abe6238a-76b0-49b6-88d5-a5d9a0b05346,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,104.0,105.0,110.0,0.023,0.434,0.304,0.208,0.03,0.61,-5.92,0.23,2.39,-0.26,93.5,85.8,90.7,84.7,77.5,0.248,0.396,0.245,0.212,0.462,0.36,0.156,0.177,0.443,0.111,0.333,0.111,0.6,1.2,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-08-27,746105,Groundout,field_out,True,571771,608344,Enrique Hernández,Cole Irvin,0,4f977c4e-7c1c-4ce1-be55-8bf8187b6998,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.79,5.75,103.1,102.0,79.0,95.0,0.85,6.18,2.18,10.63,1.31,0.94,0.249,0.412,0.116,0.35,0.483,67.0,108.0,100.0,62.0,100.0,85.0,79.0,103.0,91.0,86.0,120.0,119.0,,,,0.184,0.28,0.042,,0.135,-1.18,-0.38,-3.9,,-1.15,91.9,84.9,91.7,78.0,,0.299,0.598,0.157,0.267,0.467,0.159,0.267,0.372,0.184,0.274,0.438,0.254,0.306,0.482,0.075,100.0,98.0,103.0,87.0,104.0,94.0,0.106,0.254,-0.61,0.23,85.9,77.4,0.333,0.563,0.184,,,,,,,,,,,,
20,2024-08-27,746105,Strikeout,strikeout,True,621035,608344,Chris Taylor,Cole Irvin,0,67240a7a-d687-49e2-8cee-bdb093facee9,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.79,5.75,103.1,102.0,79.0,95.0,0.85,6.18,2.18,10.63,1.31,0.94,0.249,0.412,0.116,0.35,0.483,67.0,108.0,100.0,62.0,100.0,85.0,79.0,103.0,91.0,86.0,120.0,119.0,,,,0.184,0.28,0.042,,0.135,-1.18,-0.38,-3.9,,-1.15,91.9,84.9,91.7,78.0,,0.299,0.598,0.157,0.267,0.467,0.159,0.267,0.372,0.184,0.274,0.438,0.254,0.306,0.482,0.075,100.0,98.0,103.0,87.0,104.0,94.0,0.106,0.254,-0.61,0.23,85.9,77.4,0.333,0.563,0.184,,,,,,,,,,,,
21,2024-08-27,746105,Single,single,False,660271,608344,Shohei Ohtani,Cole Irvin,0,03a6c344-3df6-4df3-b075-fdcd426e3cdc,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.79,5.75,103.1,102.0,79.0,95.0,0.85,6.18,2.18,10.63,1.31,0.94,0.249,0.412,0.116,0.35,0.483,67.0,108.0,100.0,62.0,100.0,85.0,79.0,103.0,91.0,86.0,120.0,119.0,,,,0.184,0.28,0.042,,0.135,-1.18,-0.38,-3.9,,-1.15,91.9,84.9,91.7,78.0,,0.299,0.598,0.157,0.267,0.467,0.159,0.267,0.372,0.184,0.274,0.438,0.254,0.306,0.482,0.075,100.0,98.0,103.0,87.0,104.0,94.0,0.106,0.254,-0.61,0.23,85.9,77.4,0.333,0.563,0.184,,,,,,,,,,,,
22,2024-08-27,746105,Walk,walk,False,605141,608344,Mookie Betts,Cole Irvin,1,e1f3945c-0281-47c6-a7d9-24f77e9b7786,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.79,5.75,103.1,102.0,79.0,95.0,0.85,6.18,2.18,10.63,1.31,0.94,0.249,0.412,0.116,0.35,0.483,67.0,108.0,100.0,62.0,100.0,85.0,79.0,103.0,91.0,86.0,120.0,119.0,,,,0.184,0.28,0.042,,0.135,-1.18,-0.38,-3.9,,-1.15,91.9,84.9,91.7,78.0,,0.299,0.598,0.157,0.267,0.467,0.159,0.267,0.372,0.184,0.274,0.438,0.254,0.306,0.482,0.075,100.0,98.0,103.0,87.0,104.0,94.0,0.106,0.254,-0.61,0.23,85.9,77.4,0.333,0.563,0.184,,,,,,,,,,,,
23,2024-08-27,746105,Single,single,False,606192,608344,Teoscar Hernández,Cole Irvin,1,90247199-6c66-441b-851d-0529388f0121,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.79,5.75,103.1,102.0,79.0,95.0,0.85,6.18,2.18,10.63,1.31,0.94,0.249,0.412,0.116,0.35,0.483,67.0,108.0,100.0,62.0,100.0,85.0,79.0,103.0,91.0,86.0,120.0,119.0,,,,0.184,0.28,0.042,,0.135,-1.18,-0.38,-3.9,,-1.15,91.9,84.9,91.7,78.0,,0.299,0.598,0.157,0.267,0.467,0.159,0.267,0.372,0.184,0.274,0.438,0.254,0.306,0.482,0.075,100.0,98.0,103.0,87.0,104.0,94.0,0.106,0.254,-0.61,0.23,85.9,77.4,0.333,0.563,0.184,,,,,,,,,,,,
24,2024-08-27,746105,Strikeout,strikeout,True,669257,608344,Will Smith,Cole Irvin,0,10f00546-524e-4cf7-9d56-e8c8dc6e7a43,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.79,5.75,103.1,102.0,79.0,95.0,0.85,6.18,2.18,10.63,1.31,0.94,0.249,0.412,0.116,0.35,0.483,67.0,108.0,100.0,62.0,100.0,85.0,79.0,103.0,91.0,86.0,120.0,119.0,,,,0.184,0.28,0.042,,0.135,-1.18,-0.38,-3.9,,-1.15,91.9,84.9,91.7,78.0,,0.299,0.598,0.157,0.267,0.467,0.159,0.267,0.372,0.184,0.274,0.438,0.254,0.306,0.482,0.075,100.0,98.0,103.0,87.0,104.0,94.0,0.106,0.254,-0.61,0.23,85.9,77.4,0.333,0.563,0.184,,,,,,,,,,,,
25,2024-08-27,746105,Strikeout,strikeout,True,623993,656427,Anthony Santander,Jack Flaherty,0,7651b232-8a9a-48f4-a852-6f090472f8df,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,104.0,105.0,110.0,0.023,0.434,0.304,0.208,0.03,0.61,-5.92,0.23,2.39,-0.26,93.5,85.8,90.7,84.7,77.5,0.248,0.396,0.245,0.212,0.462,0.36,0.156,0.177,0.443,0.111,0.333,0.111,0.6,1.2,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-08-27,746105,Strikeout,strikeout,True,656811,656427,Ryan O'Hearn,Jack Flaherty,0,b2f50970-b626-4687-af75-b3f4bf9eb030,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,104.0,105.0,110.0,0.023,0.434,0.304,0.208,0.03,0.61,-5.92,0.23,2.39,-0.26,93.5,85.8,90.7,84.7,77.5,0.248,0.396,0.245,0.212,0.462,0.36,0.156,0.177,0.443,0.111,0.333,0.111,0.6,1.2,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-08-27,746105,Strikeout,strikeout,True,650391,656427,Eloy Jiménez,Jack Flaherty,0,b82ca8a0-b35d-4c82-8e0e-d42937a5370a,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,104.0,105.0,110.0,0.023,0.434,0.304,0.208,0.03,0.61,-5.92,0.23,2.39,-0.26,93.5,85.8,90.7,84.7,77.5,0.248,0.396,0.245,0.212,0.462,0.36,0.156,0.177,0.443,0.111,0.333,0.111,0.6,1.2,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-08-27,746105,Flyout,field_out,True,669242,608344,Tommy Edman,Cole Irvin,0,faac8e93-a150-4bb3-9114-4e4660047c3d,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.79,5.75,103.1,102.0,79.0,95.0,0.85,6.18,2.18,10.63,1.31,0.94,0.249,0.412,0.116,0.35,0.483,67.0,108.0,100.0,62.0,100.0,85.0,79.0,103.0,91.0,86.0,120.0,119.0,,,,0.184,0.28,0.042,,0.135,-1.18,-0.38,-3.9,,-1.15,91.9,84.9,91.7,78.0,,0.299,0.598,0.157,0.267,0.467,0.159,0.267,0.372,0.184,0.274,0.438,0.254,0.306,0.482,0.075,100.0,98.0,103.0,87.0,104.0,94.0,0.106,0.254,-0.61,0.23,85.9,77.4,0.333,0.563,0.184,,,,,,,,,,,,
29,2024-08-27,746105,Groundout,field_out,True,500743,608344,Miguel Rojas,Cole Irvin,0,2327b856-4732-4ecd-970e-17f6cd78c547,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.79,5.75,103.1,102.0,79.0,95.0,0.85,6.18,2.18,10.63,1.31,0.94,0.249,0.412,0.116,0.35,0.483,67.0,108.0,100.0,62.0,100.0,85.0,79.0,103.0,91.0,86.0,120.0,119.0,,,,0.184,0.28,0.042,,0.135,-1.18,-0.38,-3.9,,-1.15,91.9,84.9,91.7,78.0,,0.299,0.598,0.157,0.267,0.467,0.159,0.267,0.372,0.184,0.274,0.438,0.254,0.306,0.482,0.075,100.0,98.0,103.0,87.0,104.0,94.0,0.106,0.254,-0.61,0.23,85.9,77.4,0.333,0.563,0.184,,,,,,,,,,,,
30,2024-08-27,746105,Groundout,field_out,True,571970,608344,Max Muncy,Cole Irvin,0,e7d3926b-f76f-4567-a44b-e2eeaa165ffe,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.79,5.75,103.1,102.0,79.0,95.0,0.85,6.18,2.18,10.63,1.31,0.94,0.249,0.412,0.116,0.35,0.483,67.0,108.0,100.0,62.0,100.0,85.0,79.0,103.0,91.0,86.0,120.0,119.0,,,,0.184,0.28,0.042,,0.135,-1.18,-0.38,-3.9,,-1.15,91.9,84.9,91.7,78.0,,0.299,0.598,0.157,0.267,0.467,0.159,0.267,0.372,0.184,0.274,0.438,0.254,0.306,0.482,0.075,100.0,98.0,103.0,87.0,104.0,94.0,0.106,0.254,-0.61,0.23,85.9,77.4,0.333,0.563,0.184,,,,,,,,,,,,
