,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,wFA/C,wSL/C,wCU/C,vFA,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-05-05,745667,Walk,walk,False,665862,671212,Jazz Chisholm Jr.,Joe Boyle,0,39eb646e-14e6-4d98-9f5a-a676984bbced,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-05,745667,Walk,walk,False,650559,671212,Bryan De La Cruz,Joe Boyle,1,5bc2ab19-17a0-4538-bb8e-4172f7e3b6f0,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-05,745667,Walk,walk,False,605137,671212,Josh Bell,Joe Boyle,1,21378e95-faac-4aa3-ada8-7ce6b5fdf92e,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-05,745667,Forceout,force_out,True,660821,671212,Jesús Sánchez,Joe Boyle,1,78bc0673-7668-435f-a45c-c7c2204ecb5e,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-05,745667,Strikeout,strikeout,True,641313,671212,Tim Anderson,Joe Boyle,1,7e008cf4-aa37-4745-a7e8-d5d3b4c43715,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-05-05,745667,Home Run,home_run,False,624503,671212,Nick Gordon,Joe Boyle,1,9d49ea4c-aab2-497f-aac8-2de9849c967b,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-05-05,745667,Pop Out,field_out,True,660644,671212,Vidal Bruján,Joe Boyle,0,27c7a522-2bc7-4761-a604-83cf80a815db,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,110.0,75.0,87.0,95.0,84.0,84.0,128.0,106.0,117.0,0.575,0.36,0.065,-0.8,0.13,0.58,96.6,86.7,80.4,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-05-05,745667,Groundout,field_out,True,647351,664350,Abraham Toro,Sixto Sánchez,0,3ad896db-2cc0-4e8b-a849-0a05d980b7c1,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,0.298,,,-1.21,,,93.8,,,0.267,0.433,0.104,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167,,,,,,,,,
8,2024-05-05,745667,Strikeout,strikeout,True,663527,664350,Tyler Nevin,Sixto Sánchez,0,75703628-4d0a-4f6b-8d5d-bfce25f48ff4,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,0.298,,,-1.21,,,93.8,,,0.267,0.433,0.104,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167,,,,,,,,,
9,2024-05-05,745667,Walk,walk,False,668709,664350,JJ Bleday,Sixto Sánchez,0,7f450f72-a8fd-47ce-a09c-cb8fe6eaceec,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,0.298,,,-1.21,,,93.8,,,0.267,0.433,0.104,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167,,,,,,,,,
