,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-09-28,746578,Groundout,field_out,True,665161,594902,Jeremy Peña,Ben Lively,0,6a5579da-3e0b-41f3-86b0-84f3b62df5c9,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.81,4.02,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.302,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,0.29,0.314,0.218,0.088,0.091,-0.21,0.56,-0.01,-0.11,-0.79,89.9,83.9,90.4,79.4,76.9,0.226,0.39,0.133,0.27,0.508,0.167,0.231,0.413,0.241,0.279,0.382,0.185,0.206,0.365,0.18,0.238,0.476,0.419,,,,,,,,,,,,,,,,,,
1,2024-09-28,746578,Single,single,False,663656,594902,Kyle Tucker,Ben Lively,0,3813116d-4bfb-4663-b51b-3833e241c475,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.81,4.02,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.302,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,0.29,0.314,0.218,0.088,0.091,-0.21,0.56,-0.01,-0.11,-0.79,89.9,83.9,90.4,79.4,76.9,0.226,0.39,0.133,0.27,0.508,0.167,0.231,0.413,0.241,0.279,0.382,0.185,0.206,0.365,0.18,0.238,0.476,0.419,,,,,,,,,,,,,,,,,,
2,2024-09-28,746578,Single,single,False,605170,594902,Victor Caratini,Ben Lively,1,fe173c8b-c026-4c46-b2a3-9e50bee6c8e6,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.81,4.02,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.302,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,0.29,0.314,0.218,0.088,0.091,-0.21,0.56,-0.01,-0.11,-0.79,89.9,83.9,90.4,79.4,76.9,0.226,0.39,0.133,0.27,0.508,0.167,0.231,0.413,0.241,0.279,0.382,0.185,0.206,0.365,0.18,0.238,0.476,0.419,,,,,,,,,,,,,,,,,,
3,2024-09-28,746578,Flyout,field_out,True,572138,594902,Jon Singleton,Ben Lively,0,b9d0f29f-0f07-4e3b-ade1-c713af69ba60,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.81,4.02,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.302,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,0.29,0.314,0.218,0.088,0.091,-0.21,0.56,-0.01,-0.11,-0.79,89.9,83.9,90.4,79.4,76.9,0.226,0.39,0.133,0.27,0.508,0.167,0.231,0.413,0.241,0.279,0.382,0.185,0.206,0.365,0.18,0.238,0.476,0.419,,,,,,,,,,,,,,,,,,
4,2024-09-28,746578,Single,single,False,701305,594902,Zach Dezenzo,Ben Lively,1,2a448727-11bb-4893-8e00-aa257ead77df,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.81,4.02,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.302,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,0.29,0.314,0.218,0.088,0.091,-0.21,0.56,-0.01,-0.11,-0.79,89.9,83.9,90.4,79.4,76.9,0.226,0.39,0.133,0.27,0.508,0.167,0.231,0.413,0.241,0.279,0.382,0.185,0.206,0.365,0.18,0.238,0.476,0.419,,,,,,,,,,,,,,,,,,
5,2024-09-28,746578,Walk,walk,False,518792,594902,Jason Heyward,Ben Lively,1,00dff6a4-830c-4cc9-af0c-4ad917f5a1b1,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.81,4.02,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.302,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,0.29,0.314,0.218,0.088,0.091,-0.21,0.56,-0.01,-0.11,-0.79,89.9,83.9,90.4,79.4,76.9,0.226,0.39,0.133,0.27,0.508,0.167,0.231,0.413,0.241,0.279,0.382,0.185,0.206,0.365,0.18,0.238,0.476,0.419,,,,,,,,,,,,,,,,,,
6,2024-09-28,746578,Flyout,field_out,True,643289,594902,Mauricio Dubón,Ben Lively,0,614582ec-2cd3-45f9-8acb-ef425826d29d,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.81,4.02,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.302,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,0.29,0.314,0.218,0.088,0.091,-0.21,0.56,-0.01,-0.11,-0.79,89.9,83.9,90.4,79.4,76.9,0.226,0.39,0.133,0.27,0.508,0.167,0.231,0.413,0.241,0.279,0.382,0.185,0.206,0.365,0.18,0.238,0.476,0.419,,,,,,,,,,,,,,,,,,
7,2024-09-28,746578,Double,double,False,686823,434378,Will Brennan,Justin Verlander,0,c244e1a8-c5e8-445b-804b-5c609863e8b6,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.48,3.88,90.1,101.0,117.0,103.0,0.81,7.37,2.69,9.76,1.49,0.54,0.28,0.37,0.19,0.266,0.435,115.0,101.0,104.0,110.0,101.0,97.0,116.0,98.0,102.0,,,,127.0,108.0,112.0,,0.487,0.193,0.219,0.101,-0.59,,0.66,-1.46,-0.58,93.5,84.0,,86.7,77.6,,,,0.299,0.497,0.202,,,,0.235,0.353,0.253,0.34,0.56,0.22,0.195,0.322,0.215,,,,,,,,,,,,,,,,,,
8,2024-09-28,746578,Strikeout,strikeout,True,700932,434378,Kyle Manzardo,Justin Verlander,0,eeff4b37-7e86-4f19-a694-0e898a93c942,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.48,3.88,90.1,101.0,117.0,103.0,0.81,7.37,2.69,9.76,1.49,0.54,0.28,0.37,0.19,0.266,0.435,115.0,101.0,104.0,110.0,101.0,97.0,116.0,98.0,102.0,,,,127.0,108.0,112.0,,0.487,0.193,0.219,0.101,-0.59,,0.66,-1.46,-0.58,93.5,84.0,,86.7,77.6,,,,0.299,0.497,0.202,,,,0.235,0.353,0.253,0.34,0.56,0.22,0.195,0.322,0.215,,,,,,,,,,,,,,,,,,
9,2024-09-28,746578,Home Run,home_run,False,608070,434378,José Ramírez,Justin Verlander,1,678571e9-f08d-4305-8be4-4386d2b62dee,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,5.48,3.88,90.1,101.0,117.0,103.0,0.81,7.37,2.69,9.76,1.49,0.54,0.28,0.37,0.19,0.266,0.435,115.0,101.0,104.0,110.0,101.0,97.0,116.0,98.0,102.0,,,,127.0,108.0,112.0,,0.487,0.193,0.219,0.101,-0.59,,0.66,-1.46,-0.58,93.5,84.0,,86.7,77.6,,,,0.299,0.497,0.202,,,,0.235,0.353,0.253,0.34,0.56,0.22,0.195,0.322,0.215,,,,,,,,,,,,,,,,,,
