,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-08,746771,Single,single,False,650489,623167,Willi Castro,Chris Flexen,0,eaef11d1-7bdd-4911-96e5-8b400e47a594,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.22,4.79,101.2,99.0,53.0,93.0,0.798,6.64,3.63,8.94,1.5,0.77,0.255,0.402,0.171,0.343,0.385,127.0,99.0,106.0,86.0,103.0,104.0,-1.0,93.0,82.0,87.0,119.0,94.0,148.0,100.0,103.0,47.0,103.0,93.0,0.003,0.383,0.275,0.076,0.117,0.146,-1.19,0.91,2.95,-1.07,0.1,-1.45,91.3,87.3,81.3,91.3,79.8,72.1,0.269,0.506,0.131,0.243,0.417,0.237,0.25,0.433,0.322,0.282,0.462,0.289,0.258,0.387,0.286,,,,,,,,,,,,
1,2024-07-08,746771,Grounded Into DP,grounded_into_double_play,True,621043,623167,Carlos Correa,Chris Flexen,1,057133b1-8444-404f-b753-a26ee8bc5b2c,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.22,4.79,101.2,99.0,53.0,93.0,0.798,6.64,3.63,8.94,1.5,0.77,0.255,0.402,0.171,0.343,0.385,127.0,99.0,106.0,86.0,103.0,104.0,-1.0,93.0,82.0,87.0,119.0,94.0,148.0,100.0,103.0,47.0,103.0,93.0,0.003,0.383,0.275,0.076,0.117,0.146,-1.19,0.91,2.95,-1.07,0.1,-1.45,91.3,87.3,81.3,91.3,79.8,72.1,0.269,0.506,0.131,0.243,0.417,0.237,0.25,0.433,0.322,0.282,0.462,0.289,0.258,0.387,0.286,,,,,,,,,,,,
2,2024-07-08,746771,Home Run,home_run,False,663616,623167,Trevor Larnach,Chris Flexen,0,3fe474b1-81bb-4d39-879a-6066537ad7a7,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.22,4.79,101.2,99.0,53.0,93.0,0.798,6.64,3.63,8.94,1.5,0.77,0.255,0.402,0.171,0.343,0.385,127.0,99.0,106.0,86.0,103.0,104.0,-1.0,93.0,82.0,87.0,119.0,94.0,148.0,100.0,103.0,47.0,103.0,93.0,0.003,0.383,0.275,0.076,0.117,0.146,-1.19,0.91,2.95,-1.07,0.1,-1.45,91.3,87.3,81.3,91.3,79.8,72.1,0.269,0.506,0.131,0.243,0.417,0.237,0.25,0.433,0.322,0.282,0.462,0.289,0.258,0.387,0.286,,,,,,,,,,,,
3,2024-07-08,746771,Flyout,field_out,True,669304,623167,Jose Miranda,Chris Flexen,0,750adf3b-fd1b-418a-adf3-387efd297ef7,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.22,4.79,101.2,99.0,53.0,93.0,0.798,6.64,3.63,8.94,1.5,0.77,0.255,0.402,0.171,0.343,0.385,127.0,99.0,106.0,86.0,103.0,104.0,-1.0,93.0,82.0,87.0,119.0,94.0,148.0,100.0,103.0,47.0,103.0,93.0,0.003,0.383,0.275,0.076,0.117,0.146,-1.19,0.91,2.95,-1.07,0.1,-1.45,91.3,87.3,81.3,91.3,79.8,72.1,0.269,0.506,0.131,0.243,0.417,0.237,0.25,0.433,0.322,0.282,0.462,0.289,0.258,0.387,0.286,,,,,,,,,,,,
4,2024-07-08,746771,Groundout,field_out,True,672820,663978,Lenyn Sosa,Chris Paddack,0,16092be7-29e6-4c55-b076-7c592d41d4f6,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,,,,71.0,97.0,96.0,,,,,0.429,,0.177,0.136,0.259,0.61,,,-0.22,-1.7,-1.54,93.3,,82.9,,85.9,78.2,0.277,0.4,0.243,,,,0.283,0.519,0.248,0.326,0.435,0.19,0.264,0.434,0.254,,,,,,,,,,,,
5,2024-07-08,746771,Flyout,field_out,True,643217,663978,Andrew Benintendi,Chris Paddack,0,11a2d510-4797-4422-a659-0be189b60781,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,,,,71.0,97.0,96.0,,,,,0.429,,0.177,0.136,0.259,0.61,,,-0.22,-1.7,-1.54,93.3,,82.9,,85.9,78.2,0.277,0.4,0.243,,,,0.283,0.519,0.248,0.326,0.435,0.19,0.264,0.434,0.254,,,,,,,,,,,,
6,2024-07-08,746771,Strikeout,strikeout,True,683734,663978,Andrew Vaughn,Chris Paddack,0,d25838b7-22f2-441e-a052-2d511821f5ce,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,,,,71.0,97.0,96.0,,,,,0.429,,0.177,0.136,0.259,0.61,,,-0.22,-1.7,-1.54,93.3,,82.9,,85.9,78.2,0.277,0.4,0.243,,,,0.283,0.519,0.248,0.326,0.435,0.19,0.264,0.434,0.254,,,,,,,,,,,,
7,2024-07-08,746771,Lineout,field_out,True,596146,623167,Max Kepler,Chris Flexen,0,11883403-ad3b-4a20-ba44-d8b915e0f080,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.22,4.79,101.2,99.0,53.0,93.0,0.798,6.64,3.63,8.94,1.5,0.77,0.255,0.402,0.171,0.343,0.385,127.0,99.0,106.0,86.0,103.0,104.0,-1.0,93.0,82.0,87.0,119.0,94.0,148.0,100.0,103.0,47.0,103.0,93.0,0.003,0.383,0.275,0.076,0.117,0.146,-1.19,0.91,2.95,-1.07,0.1,-1.45,91.3,87.3,81.3,91.3,79.8,72.1,0.269,0.506,0.131,0.243,0.417,0.237,0.25,0.433,0.322,0.282,0.462,0.289,0.258,0.387,0.286,,,,,,,,,,,,
8,2024-07-08,746771,Strikeout,strikeout,True,621439,623167,Byron Buxton,Chris Flexen,0,6df424c9-dd8a-4d3f-a77d-f7220a42d871,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.22,4.79,101.2,99.0,53.0,93.0,0.798,6.64,3.63,8.94,1.5,0.77,0.255,0.402,0.171,0.343,0.385,127.0,99.0,106.0,86.0,103.0,104.0,-1.0,93.0,82.0,87.0,119.0,94.0,148.0,100.0,103.0,47.0,103.0,93.0,0.003,0.383,0.275,0.076,0.117,0.146,-1.19,0.91,2.95,-1.07,0.1,-1.45,91.3,87.3,81.3,91.3,79.8,72.1,0.269,0.506,0.131,0.243,0.417,0.237,0.25,0.433,0.322,0.282,0.462,0.289,0.258,0.387,0.286,,,,,,,,,,,,
9,2024-07-08,746771,Flyout,field_out,True,686797,623167,Brooks Lee,Chris Flexen,0,e07f7d3c-7381-4732-912a-feabdd7f38de,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.22,4.79,101.2,99.0,53.0,93.0,0.798,6.64,3.63,8.94,1.5,0.77,0.255,0.402,0.171,0.343,0.385,127.0,99.0,106.0,86.0,103.0,104.0,-1.0,93.0,82.0,87.0,119.0,94.0,148.0,100.0,103.0,47.0,103.0,93.0,0.003,0.383,0.275,0.076,0.117,0.146,-1.19,0.91,2.95,-1.07,0.1,-1.45,91.3,87.3,81.3,91.3,79.8,72.1,0.269,0.506,0.131,0.243,0.417,0.237,0.25,0.433,0.322,0.282,0.462,0.289,0.258,0.387,0.286,,,,,,,,,,,,
