,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-07-22,746526,Groundout,field_out,True,680776,596295,Jarren Duran,Austin Gomber,0,122d9259-9bfa-4ead-8c5d-8009b1391112,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,4.78,105.1,103.0,80.0,98.0,0.821,6.15,2.22,9.48,1.62,1.07,0.222,0.429,0.134,0.359,0.43,86.0,105.0,102.0,74.0,98.0,90.0,51.0,110.0,96.0,86.0,101.0,98.0,79.0,111.0,107.0,0.001,0.408,0.16,0.22,0.211,-1.4,-43.07,0.1,0.29,0.26,90.5,80.9,90.1,83.9,77.3,0.327,0.578,0.095,0.194,0.38,0.274,0.258,0.348,0.293,0.254,0.493,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-22,746526,Strikeout,strikeout,True,608701,596295,Rob Refsnyder,Austin Gomber,0,04709563-c194-44ee-8da3-6ff0dfcf9519,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,4.78,105.1,103.0,80.0,98.0,0.821,6.15,2.22,9.48,1.62,1.07,0.222,0.429,0.134,0.359,0.43,86.0,105.0,102.0,74.0,98.0,90.0,51.0,110.0,96.0,86.0,101.0,98.0,79.0,111.0,107.0,0.001,0.408,0.16,0.22,0.211,-1.4,-43.07,0.1,0.29,0.26,90.5,80.9,90.1,83.9,77.3,0.327,0.578,0.095,0.194,0.38,0.274,0.258,0.348,0.293,0.254,0.493,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-22,746526,Strikeout,strikeout,True,657136,596295,Connor Wong,Austin Gomber,0,ace1af25-848c-4fb1-bbc2-0325a80c6f0f,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,4.78,105.1,103.0,80.0,98.0,0.821,6.15,2.22,9.48,1.62,1.07,0.222,0.429,0.134,0.359,0.43,86.0,105.0,102.0,74.0,98.0,90.0,51.0,110.0,96.0,86.0,101.0,98.0,79.0,111.0,107.0,0.001,0.408,0.16,0.22,0.211,-1.4,-43.07,0.1,0.29,0.26,90.5,80.9,90.1,83.9,77.3,0.327,0.578,0.095,0.194,0.38,0.274,0.258,0.348,0.293,0.254,0.493,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-22,746526,Groundout,field_out,True,453568,656557,Charlie Blackmon,Tanner Houck,0,601f75c7-9f13-4876-be42-a5e1b1bd7fd3,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.71,3.81,123.0,102.0,110.0,107.0,0.787,8.34,2.12,7.68,0.44,2.26,0.183,0.451,0.107,0.324,0.444,,,,,,,95.0,103.0,96.0,117.0,101.0,112.0,,,,0.301,,0.422,,,,0.44,1.41,,,,,93.4,83.1,,,,,,,,,,,0.207,0.309,0.29,95.0,93.0,93.0,117.0,104.0,111.0,0.021,0.255,-0.99,1.65,87.1,88.4,0.277,0.348,0.138,0.193,0.237,0.231,0.2,0.4,0.235,,,,,,
4,2024-07-22,746526,Lineout,field_out,True,678662,656557,Ezequiel Tovar,Tanner Houck,0,b99ef2c9-7133-457a-90ee-ec80570a892b,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.71,3.81,123.0,102.0,110.0,107.0,0.787,8.34,2.12,7.68,0.44,2.26,0.183,0.451,0.107,0.324,0.444,,,,,,,95.0,103.0,96.0,117.0,101.0,112.0,,,,0.301,,0.422,,,,0.44,1.41,,,,,93.4,83.1,,,,,,,,,,,0.207,0.309,0.29,95.0,93.0,93.0,117.0,104.0,111.0,0.021,0.255,-0.99,1.65,87.1,88.4,0.277,0.348,0.138,0.193,0.237,0.231,0.2,0.4,0.235,,,,,,
5,2024-07-22,746526,Single,single,False,686668,656557,Brenton Doyle,Tanner Houck,0,bb6bd08d-bba9-493f-9b46-d84f08149989,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.71,3.81,123.0,102.0,110.0,107.0,0.787,8.34,2.12,7.68,0.44,2.26,0.183,0.451,0.107,0.324,0.444,,,,,,,95.0,103.0,96.0,117.0,101.0,112.0,,,,0.301,,0.422,,,,0.44,1.41,,,,,93.4,83.1,,,,,,,,,,,0.207,0.309,0.29,95.0,93.0,93.0,117.0,104.0,111.0,0.021,0.255,-0.99,1.65,87.1,88.4,0.277,0.348,0.138,0.193,0.237,0.231,0.2,0.4,0.235,,,,,,
6,2024-07-22,746526,Groundout,field_out,True,669911,656557,Michael Toglia,Tanner Houck,0,c3667113-6685-4751-b02a-b8ce7689b9cf,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.71,3.81,123.0,102.0,110.0,107.0,0.787,8.34,2.12,7.68,0.44,2.26,0.183,0.451,0.107,0.324,0.444,,,,,,,95.0,103.0,96.0,117.0,101.0,112.0,,,,0.301,,0.422,,,,0.44,1.41,,,,,93.4,83.1,,,,,,,,,,,0.207,0.309,0.29,95.0,93.0,93.0,117.0,104.0,111.0,0.021,0.255,-0.99,1.65,87.1,88.4,0.277,0.348,0.138,0.193,0.237,0.231,0.2,0.4,0.235,,,,,,
7,2024-07-22,746526,Pop Out,field_out,True,646240,596295,Rafael Devers,Austin Gomber,0,764e0d22-1f2f-45bc-90a0-878a27178586,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,4.78,105.1,103.0,80.0,98.0,0.821,6.15,2.22,9.48,1.62,1.07,0.222,0.429,0.134,0.359,0.43,86.0,105.0,102.0,74.0,98.0,90.0,51.0,110.0,96.0,86.0,101.0,98.0,79.0,111.0,107.0,0.001,0.408,0.16,0.22,0.211,-1.4,-43.07,0.1,0.29,0.26,90.5,80.9,90.1,83.9,77.3,0.327,0.578,0.095,0.194,0.38,0.274,0.258,0.348,0.293,0.254,0.493,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-22,746526,Double,double,False,641933,596295,Tyler O'Neill,Austin Gomber,0,19039ac3-2fb0-4a15-ab24-1c75c417b4fa,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,4.78,105.1,103.0,80.0,98.0,0.821,6.15,2.22,9.48,1.62,1.07,0.222,0.429,0.134,0.359,0.43,86.0,105.0,102.0,74.0,98.0,90.0,51.0,110.0,96.0,86.0,101.0,98.0,79.0,111.0,107.0,0.001,0.408,0.16,0.22,0.211,-1.4,-43.07,0.1,0.29,0.26,90.5,80.9,90.1,83.9,77.3,0.327,0.578,0.095,0.194,0.38,0.274,0.258,0.348,0.293,0.254,0.493,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-22,746526,Lineout,field_out,True,807799,596295,Masataka Yoshida,Austin Gomber,0,6bfee9e2-2875-43e6-979c-b33aaae38be0,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,4.78,105.1,103.0,80.0,98.0,0.821,6.15,2.22,9.48,1.62,1.07,0.222,0.429,0.134,0.359,0.43,86.0,105.0,102.0,74.0,98.0,90.0,51.0,110.0,96.0,86.0,101.0,98.0,79.0,111.0,107.0,0.001,0.408,0.16,0.22,0.211,-1.4,-43.07,0.1,0.29,0.26,90.5,80.9,90.1,83.9,77.3,0.327,0.578,0.095,0.194,0.38,0.274,0.258,0.348,0.293,0.254,0.493,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
