,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,vSC (sc),SC%,wSC/C
0,2024-08-12,745383,Lineout,field_out,True,457705,605397,Andrew McCutchen,Joe Musgrove,0,717d1b56-5dba-4de8-89a7-79b1055084fd,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.44,5.14,71.0,101.0,118.0,101.0,0.741,7.99,2.41,9.0,1.27,1.23,0.196,0.456,0.103,0.338,0.445,123.0,99.0,105.0,148.0,102.0,107.0,91.0,97.0,92.0,65.0,110.0,94.0,147.0,95.0,104.0,102.0,105.0,101.0,0.051,0.249,0.197,0.208,0.216,0.08,-1.12,1.59,0.22,0.76,-0.52,-3.19,92.7,90.1,87.0,92.5,82.0,81.4,0.254,0.492,0.243,0.182,0.364,0.296,0.328,0.414,0.228,0.224,0.367,0.337,0.36,0.64,0.396,0.4,0.467,0.121,,,,,,,,,,,,,,,
1,2024-08-12,745383,Flyout,field_out,True,668804,605397,Bryan Reynolds,Joe Musgrove,0,896cbc55-a995-4d0e-bbae-69513a8f3a67,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.44,5.14,71.0,101.0,118.0,101.0,0.741,7.99,2.41,9.0,1.27,1.23,0.196,0.456,0.103,0.338,0.445,123.0,99.0,105.0,148.0,102.0,107.0,91.0,97.0,92.0,65.0,110.0,94.0,147.0,95.0,104.0,102.0,105.0,101.0,0.051,0.249,0.197,0.208,0.216,0.08,-1.12,1.59,0.22,0.76,-0.52,-3.19,92.7,90.1,87.0,92.5,82.0,81.4,0.254,0.492,0.243,0.182,0.364,0.296,0.328,0.414,0.228,0.224,0.367,0.337,0.36,0.64,0.396,0.4,0.467,0.121,,,,,,,,,,,,,,,
2,2024-08-12,745383,Walk,walk,False,665833,605397,Oneil Cruz,Joe Musgrove,0,f3a4514d-aaf4-457c-861c-956f863c4e2b,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.44,5.14,71.0,101.0,118.0,101.0,0.741,7.99,2.41,9.0,1.27,1.23,0.196,0.456,0.103,0.338,0.445,123.0,99.0,105.0,148.0,102.0,107.0,91.0,97.0,92.0,65.0,110.0,94.0,147.0,95.0,104.0,102.0,105.0,101.0,0.051,0.249,0.197,0.208,0.216,0.08,-1.12,1.59,0.22,0.76,-0.52,-3.19,92.7,90.1,87.0,92.5,82.0,81.4,0.254,0.492,0.243,0.182,0.364,0.296,0.328,0.414,0.228,0.224,0.367,0.337,0.36,0.64,0.396,0.4,0.467,0.121,,,,,,,,,,,,,,,
3,2024-08-12,745383,Flyout,field_out,True,663698,605397,Joey Bart,Joe Musgrove,0,c2a44e6e-330b-4253-9efb-841419984751,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.44,5.14,71.0,101.0,118.0,101.0,0.741,7.99,2.41,9.0,1.27,1.23,0.196,0.456,0.103,0.338,0.445,123.0,99.0,105.0,148.0,102.0,107.0,91.0,97.0,92.0,65.0,110.0,94.0,147.0,95.0,104.0,102.0,105.0,101.0,0.051,0.249,0.197,0.208,0.216,0.08,-1.12,1.59,0.22,0.76,-0.52,-3.19,92.7,90.1,87.0,92.5,82.0,81.4,0.254,0.492,0.243,0.182,0.364,0.296,0.328,0.414,0.228,0.224,0.367,0.337,0.36,0.64,0.396,0.4,0.467,0.121,,,,,,,,,,,,,,,
4,2024-08-12,745383,Lineout,field_out,True,650333,663765,Luis Arraez,Jake Woodford,0,09468911-36c0-4c51-bf3d-9e205d2a479d,663765.0,jakewoodford,Woodford,Right,Jake Woodford,- - -,8.01,5.71,30.1,98.0,90.0,94.0,0.872,6.23,2.67,11.87,1.48,1.0,0.205,0.455,0.125,0.33,0.433,58.0,104.0,96.0,,,,66.0,105.0,95.0,92.0,98.0,89.0,101.0,101.0,105.0,84.0,92.0,88.0,0.435,0.03,0.196,0.284,,0.056,0.14,-0.86,-2.31,-1.96,,0.89,91.3,88.5,85.6,91.3,80.8,,,,,0.25,0.475,0.282,0.292,0.5,0.125,,,,0.0,0.0,0.1,0.371,0.581,0.022,,,,,,,,,,,,,,,
5,2024-08-12,745383,Flyout,field_out,True,595777,663765,Jurickson Profar,Jake Woodford,0,f7216e47-e4da-404c-a2bf-3f393ffadef6,663765.0,jakewoodford,Woodford,Right,Jake Woodford,- - -,8.01,5.71,30.1,98.0,90.0,94.0,0.872,6.23,2.67,11.87,1.48,1.0,0.205,0.455,0.125,0.33,0.433,58.0,104.0,96.0,,,,66.0,105.0,95.0,92.0,98.0,89.0,101.0,101.0,105.0,84.0,92.0,88.0,0.435,0.03,0.196,0.284,,0.056,0.14,-0.86,-2.31,-1.96,,0.89,91.3,88.5,85.6,91.3,80.8,,,,,0.25,0.475,0.282,0.292,0.5,0.125,,,,0.0,0.0,0.1,0.371,0.581,0.022,,,,,,,,,,,,,,,
6,2024-08-12,745383,Single,single,False,630105,663765,Jake Cronenworth,Jake Woodford,0,dc03382d-38cc-4ed6-bec0-15dde8256c0e,663765.0,jakewoodford,Woodford,Right,Jake Woodford,- - -,8.01,5.71,30.1,98.0,90.0,94.0,0.872,6.23,2.67,11.87,1.48,1.0,0.205,0.455,0.125,0.33,0.433,58.0,104.0,96.0,,,,66.0,105.0,95.0,92.0,98.0,89.0,101.0,101.0,105.0,84.0,92.0,88.0,0.435,0.03,0.196,0.284,,0.056,0.14,-0.86,-2.31,-1.96,,0.89,91.3,88.5,85.6,91.3,80.8,,,,,0.25,0.475,0.282,0.292,0.5,0.125,,,,0.0,0.0,0.1,0.371,0.581,0.022,,,,,,,,,,,,,,,
7,2024-08-12,745383,Flyout,field_out,True,593428,663765,Xander Bogaerts,Jake Woodford,0,b67ef6f3-c521-4635-9a15-8d9308b20d56,663765.0,jakewoodford,Woodford,Right,Jake Woodford,- - -,8.01,5.71,30.1,98.0,90.0,94.0,0.872,6.23,2.67,11.87,1.48,1.0,0.205,0.455,0.125,0.33,0.433,58.0,104.0,96.0,,,,66.0,105.0,95.0,92.0,98.0,89.0,101.0,101.0,105.0,84.0,92.0,88.0,0.435,0.03,0.196,0.284,,0.056,0.14,-0.86,-2.31,-1.96,,0.89,91.3,88.5,85.6,91.3,80.8,,,,,0.25,0.475,0.282,0.292,0.5,0.125,,,,0.0,0.0,0.1,0.371,0.581,0.022,,,,,,,,,,,,,,,
8,2024-08-12,745383,Groundout,field_out,True,642133,605397,Rowdy Tellez,Joe Musgrove,0,98168008-cfad-4b79-86e9-0de397524c35,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.44,5.14,71.0,101.0,118.0,101.0,0.741,7.99,2.41,9.0,1.27,1.23,0.196,0.456,0.103,0.338,0.445,123.0,99.0,105.0,148.0,102.0,107.0,91.0,97.0,92.0,65.0,110.0,94.0,147.0,95.0,104.0,102.0,105.0,101.0,0.051,0.249,0.197,0.208,0.216,0.08,-1.12,1.59,0.22,0.76,-0.52,-3.19,92.7,90.1,87.0,92.5,82.0,81.4,0.254,0.492,0.243,0.182,0.364,0.296,0.328,0.414,0.228,0.224,0.367,0.337,0.36,0.64,0.396,0.4,0.467,0.121,,,,,,,,,,,,,,,
9,2024-08-12,745383,Single,single,False,643396,605397,Isiah Kiner-Falefa,Joe Musgrove,0,ed8a4046-3a87-4068-9d25-3560249f21ba,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.44,5.14,71.0,101.0,118.0,101.0,0.741,7.99,2.41,9.0,1.27,1.23,0.196,0.456,0.103,0.338,0.445,123.0,99.0,105.0,148.0,102.0,107.0,91.0,97.0,92.0,65.0,110.0,94.0,147.0,95.0,104.0,102.0,105.0,101.0,0.051,0.249,0.197,0.208,0.216,0.08,-1.12,1.59,0.22,0.76,-0.52,-3.19,92.7,90.1,87.0,92.5,82.0,81.4,0.254,0.492,0.243,0.182,0.364,0.296,0.328,0.414,0.228,0.224,0.367,0.337,0.36,0.64,0.396,0.4,0.467,0.121,,,,,,,,,,,,,,,
