,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-08-13,746187,Walk,walk,False,543807,608334,George Springer,Carson Fulmer,0,737debc6-41d8-43d4-b450-2521add4f9f0,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,0.24,0.228,0.205,0.058,0.269,0.03,0.85,1.35,-8.1,-0.18,93.1,87.8,92.6,87.0,82.3,0.187,0.297,0.38,0.271,0.371,0.123,0.222,0.458,0.201,0.13,0.283,0.255,0.471,1.118,0.407,0.286,0.714,0.458,,,,,,,,,,,,,,,,,,
1,2024-08-13,746187,Groundout,field_out,True,662139,608334,Daulton Varsho,Carson Fulmer,1,698b99b7-70d1-45f0-8244-e7093267273b,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,0.24,0.228,0.205,0.058,0.269,0.03,0.85,1.35,-8.1,-0.18,93.1,87.8,92.6,87.0,82.3,0.187,0.297,0.38,0.271,0.371,0.123,0.222,0.458,0.201,0.13,0.283,0.255,0.471,1.118,0.407,0.286,0.714,0.458,,,,,,,,,,,,,,,,,,
2,2024-08-13,746187,Groundout,field_out,True,665489,608334,Vladimir Guerrero Jr.,Carson Fulmer,0,aeeba829-80f9-4dbe-bfd3-8696d8b30454,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,0.24,0.228,0.205,0.058,0.269,0.03,0.85,1.35,-8.1,-0.18,93.1,87.8,92.6,87.0,82.3,0.187,0.297,0.38,0.271,0.371,0.123,0.222,0.458,0.201,0.13,0.283,0.255,0.471,1.118,0.407,0.286,0.714,0.458,,,,,,,,,,,,,,,,,,
3,2024-08-13,746187,Walk,walk,False,687462,608334,Spencer Horwitz,Carson Fulmer,0,38deeb74-9907-48ac-b07c-4f2970168a40,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,0.24,0.228,0.205,0.058,0.269,0.03,0.85,1.35,-8.1,-0.18,93.1,87.8,92.6,87.0,82.3,0.187,0.297,0.38,0.271,0.371,0.123,0.222,0.458,0.201,0.13,0.283,0.255,0.471,1.118,0.407,0.286,0.714,0.458,,,,,,,,,,,,,,,,,,
4,2024-08-13,746187,Single,single,False,676391,608334,Ernie Clement,Carson Fulmer,1,a582d116-b1a6-483b-b0ee-b6b830bbed50,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,0.24,0.228,0.205,0.058,0.269,0.03,0.85,1.35,-8.1,-0.18,93.1,87.8,92.6,87.0,82.3,0.187,0.297,0.38,0.271,0.371,0.123,0.222,0.458,0.201,0.13,0.283,0.255,0.471,1.118,0.407,0.286,0.714,0.458,,,,,,,,,,,,,,,,,,
5,2024-08-13,746187,Double,double,False,695238,608334,Will Wagner,Carson Fulmer,1,e28c3f8c-eb78-4d73-a95d-5f2fe795463d,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,0.24,0.228,0.205,0.058,0.269,0.03,0.85,1.35,-8.1,-0.18,93.1,87.8,92.6,87.0,82.3,0.187,0.297,0.38,0.271,0.371,0.123,0.222,0.458,0.201,0.13,0.283,0.255,0.471,1.118,0.407,0.286,0.714,0.458,,,,,,,,,,,,,,,,,,
6,2024-08-13,746187,Strikeout,strikeout,True,677870,608334,Leo Jiménez,Carson Fulmer,0,2e01c75f-3112-4818-8e16-d7ea4acd38d6,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.65,80.1,102.0,95.0,99.0,0.769,8.85,4.15,7.62,1.23,0.98,0.212,0.451,0.124,0.381,0.39,91.0,104.0,103.0,110.0,104.0,105.0,86.0,106.0,105.0,89.0,99.0,94.0,116.0,96.0,99.0,0.24,0.228,0.205,0.058,0.269,0.03,0.85,1.35,-8.1,-0.18,93.1,87.8,92.6,87.0,82.3,0.187,0.297,0.38,0.271,0.371,0.123,0.222,0.458,0.201,0.13,0.283,0.255,0.471,1.118,0.407,0.286,0.714,0.458,,,,,,,,,,,,,,,,,,
7,2024-08-13,746187,Groundout,field_out,True,694384,592332,Nolan Schanuel,Kevin Gausman,0,b99da24f-b967-4f7a-8e13-b3ff3e03ef55,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,,,,,,,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,0.056,0.527,0.08,,,0.27,-2.96,-1.81,,,93.9,,93.4,82.9,,,,,0.303,0.606,0.127,0.281,0.493,0.187,0.294,0.5,0.277,,,,,,,90.0,108.0,108.0,0.336,0.34,85.8,0.172,0.278,0.32,,,,,,,,,
8,2024-08-13,746187,Single,single,False,687263,592332,Zach Neto,Kevin Gausman,0,ebc08b0e-6d9a-4737-846e-c834db3d3e1a,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,,,,,,,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,0.056,0.527,0.08,,,0.27,-2.96,-1.81,,,93.9,,93.4,82.9,,,,,0.303,0.606,0.127,0.281,0.493,0.187,0.294,0.5,0.277,,,,,,,90.0,108.0,108.0,0.336,0.34,85.8,0.172,0.278,0.32,,,,,,,,,
9,2024-08-13,746187,Strikeout,strikeout,True,681351,592332,Logan O'Hoppe,Kevin Gausman,1,a0ab8303-2358-4ec1-b9f8-25c1e6344011,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,,,,,,,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,0.056,0.527,0.08,,,0.27,-2.96,-1.81,,,93.9,,93.4,82.9,,,,,0.303,0.606,0.127,0.281,0.493,0.187,0.294,0.5,0.277,,,,,,,90.0,108.0,108.0,0.336,0.34,85.8,0.172,0.278,0.32,,,,,,,,,
