,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-09-16,745939,Strikeout,strikeout,True,656941,650644,Kyle Schwarber,Aaron Civale,0,2f7ec475-ec75-4560-a339-eecd0660f338,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.48,4.07,150.2,100.0,96.0,100.0,0.795,8.48,2.87,9.08,1.61,0.82,0.255,0.401,0.144,0.319,0.401,105.0,103.0,109.0,67.0,102.0,96.0,70.0,93.0,84.0,153.0,101.0,112.0,91.0,99.0,100.0,58.0,96.0,101.0,0.242,0.096,0.315,0.021,0.168,0.157,-2.38,0.89,-2.2,0.31,-1.03,-1.32,92.0,88.1,85.6,92.6,80.5,77.0,0.242,0.419,0.241,0.242,0.422,0.165,0.27,0.478,0.271,0.253,0.462,0.287,0.326,0.543,0.096,0.333,0.4,0.273,0.25,0.375,0.438,,,,,,,,,,,,,,,
1,2024-09-16,745939,Strikeout,strikeout,True,607208,650644,Trea Turner,Aaron Civale,0,de9be2de-c98a-46ac-a5b1-c12769b32160,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.48,4.07,150.2,100.0,96.0,100.0,0.795,8.48,2.87,9.08,1.61,0.82,0.255,0.401,0.144,0.319,0.401,105.0,103.0,109.0,67.0,102.0,96.0,70.0,93.0,84.0,153.0,101.0,112.0,91.0,99.0,100.0,58.0,96.0,101.0,0.242,0.096,0.315,0.021,0.168,0.157,-2.38,0.89,-2.2,0.31,-1.03,-1.32,92.0,88.1,85.6,92.6,80.5,77.0,0.242,0.419,0.241,0.242,0.422,0.165,0.27,0.478,0.271,0.253,0.462,0.287,0.326,0.543,0.096,0.333,0.4,0.273,0.25,0.375,0.438,,,,,,,,,,,,,,,
2,2024-09-16,745939,Single,single,False,547180,650644,Bryce Harper,Aaron Civale,0,48e0400c-cd77-4d8c-b3a7-22eb80451c13,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.48,4.07,150.2,100.0,96.0,100.0,0.795,8.48,2.87,9.08,1.61,0.82,0.255,0.401,0.144,0.319,0.401,105.0,103.0,109.0,67.0,102.0,96.0,70.0,93.0,84.0,153.0,101.0,112.0,91.0,99.0,100.0,58.0,96.0,101.0,0.242,0.096,0.315,0.021,0.168,0.157,-2.38,0.89,-2.2,0.31,-1.03,-1.32,92.0,88.1,85.6,92.6,80.5,77.0,0.242,0.419,0.241,0.242,0.422,0.165,0.27,0.478,0.271,0.253,0.462,0.287,0.326,0.543,0.096,0.333,0.4,0.273,0.25,0.375,0.438,,,,,,,,,,,,,,,
3,2024-09-16,745939,Strikeout,strikeout,True,592206,650644,Nick Castellanos,Aaron Civale,0,ff691958-66d2-4760-98eb-ca78f85e1b6c,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.48,4.07,150.2,100.0,96.0,100.0,0.795,8.48,2.87,9.08,1.61,0.82,0.255,0.401,0.144,0.319,0.401,105.0,103.0,109.0,67.0,102.0,96.0,70.0,93.0,84.0,153.0,101.0,112.0,91.0,99.0,100.0,58.0,96.0,101.0,0.242,0.096,0.315,0.021,0.168,0.157,-2.38,0.89,-2.2,0.31,-1.03,-1.32,92.0,88.1,85.6,92.6,80.5,77.0,0.242,0.419,0.241,0.242,0.422,0.165,0.27,0.478,0.271,0.253,0.462,0.287,0.326,0.543,0.096,0.333,0.4,0.273,0.25,0.375,0.438,,,,,,,,,,,,,,,
4,2024-09-16,745939,Groundout,field_out,True,694192,624133,Jackson Chourio,Ranger Suárez,0,1cd86ede-cea3-43c6-aacd-533a602be79e,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.13,3.38,143.2,104.0,82.0,101.0,0.801,8.71,2.26,8.02,0.69,1.93,0.194,0.459,0.157,0.278,0.401,84.0,107.0,109.0,68.0,102.0,92.0,87.0,106.0,104.0,22.0,85.0,77.0,101.0,98.0,94.0,,,,0.319,0.191,0.12,,0.001,0.204,0.8,-1.35,,0.95,-4.74,1.59,91.8,86.5,,90.8,81.3,74.5,0.288,0.577,0.145,0.265,0.377,0.096,,,,0.18,0.29,0.332,0.213,0.319,0.191,,,,,,,73.0,102.0,100.0,0.165,-0.26,80.0,0.22,0.308,0.349,,,,,,
5,2024-09-16,745939,Strikeout,strikeout,True,663368,624133,Blake Perkins,Ranger Suárez,0,08bc69ab-df68-474e-9219-d6301d7a8a5c,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.13,3.38,143.2,104.0,82.0,101.0,0.801,8.71,2.26,8.02,0.69,1.93,0.194,0.459,0.157,0.278,0.401,84.0,107.0,109.0,68.0,102.0,92.0,87.0,106.0,104.0,22.0,85.0,77.0,101.0,98.0,94.0,,,,0.319,0.191,0.12,,0.001,0.204,0.8,-1.35,,0.95,-4.74,1.59,91.8,86.5,,90.8,81.3,74.5,0.288,0.577,0.145,0.265,0.377,0.096,,,,0.18,0.29,0.332,0.213,0.319,0.191,,,,,,,73.0,102.0,100.0,0.165,-0.26,80.0,0.22,0.308,0.349,,,,,,
6,2024-09-16,745939,Walk,walk,False,661388,624133,William Contreras,Ranger Suárez,0,ca3ef937-da05-4421-88df-29f52b5ff951,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.13,3.38,143.2,104.0,82.0,101.0,0.801,8.71,2.26,8.02,0.69,1.93,0.194,0.459,0.157,0.278,0.401,84.0,107.0,109.0,68.0,102.0,92.0,87.0,106.0,104.0,22.0,85.0,77.0,101.0,98.0,94.0,,,,0.319,0.191,0.12,,0.001,0.204,0.8,-1.35,,0.95,-4.74,1.59,91.8,86.5,,90.8,81.3,74.5,0.288,0.577,0.145,0.265,0.377,0.096,,,,0.18,0.29,0.332,0.213,0.319,0.191,,,,,,,73.0,102.0,100.0,0.165,-0.26,80.0,0.22,0.308,0.349,,,,,,
7,2024-09-16,745939,Strikeout,strikeout,True,642715,624133,Willy Adames,Ranger Suárez,0,1044e290-a2ec-4635-9f08-4ce7b676b59d,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.13,3.38,143.2,104.0,82.0,101.0,0.801,8.71,2.26,8.02,0.69,1.93,0.194,0.459,0.157,0.278,0.401,84.0,107.0,109.0,68.0,102.0,92.0,87.0,106.0,104.0,22.0,85.0,77.0,101.0,98.0,94.0,,,,0.319,0.191,0.12,,0.001,0.204,0.8,-1.35,,0.95,-4.74,1.59,91.8,86.5,,90.8,81.3,74.5,0.288,0.577,0.145,0.265,0.377,0.096,,,,0.18,0.29,0.332,0.213,0.319,0.191,,,,,,,73.0,102.0,100.0,0.165,-0.26,80.0,0.22,0.308,0.349,,,,,,
8,2024-09-16,745939,Pop Out,field_out,True,664761,650644,Alec Bohm,Aaron Civale,0,9744ae2b-9bd6-41ef-899c-66a828b002b7,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.48,4.07,150.2,100.0,96.0,100.0,0.795,8.48,2.87,9.08,1.61,0.82,0.255,0.401,0.144,0.319,0.401,105.0,103.0,109.0,67.0,102.0,96.0,70.0,93.0,84.0,153.0,101.0,112.0,91.0,99.0,100.0,58.0,96.0,101.0,0.242,0.096,0.315,0.021,0.168,0.157,-2.38,0.89,-2.2,0.31,-1.03,-1.32,92.0,88.1,85.6,92.6,80.5,77.0,0.242,0.419,0.241,0.242,0.422,0.165,0.27,0.478,0.271,0.253,0.462,0.287,0.326,0.543,0.096,0.333,0.4,0.273,0.25,0.375,0.438,,,,,,,,,,,,,,,
9,2024-09-16,745939,Strikeout,strikeout,True,681082,650644,Bryson Stott,Aaron Civale,0,1125932a-5eb1-4bb8-a38f-459e633f4849,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.48,4.07,150.2,100.0,96.0,100.0,0.795,8.48,2.87,9.08,1.61,0.82,0.255,0.401,0.144,0.319,0.401,105.0,103.0,109.0,67.0,102.0,96.0,70.0,93.0,84.0,153.0,101.0,112.0,91.0,99.0,100.0,58.0,96.0,101.0,0.242,0.096,0.315,0.021,0.168,0.157,-2.38,0.89,-2.2,0.31,-1.03,-1.32,92.0,88.1,85.6,92.6,80.5,77.0,0.242,0.419,0.241,0.242,0.422,0.165,0.27,0.478,0.271,0.253,0.462,0.287,0.326,0.543,0.096,0.333,0.4,0.273,0.25,0.375,0.438,,,,,,,,,,,,,,,
