,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,wFA/C,wFC/C,wSL/C,wCU/C,vFA,vFC,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-22,746903,Single,single,False,621439,601713,Byron Buxton,Nick Pivetta,0,8da31e14-3649-46a1-b656-ce49e8776ced,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.21,3.65,139.0,104.0,134.0,108.0,0.778,10.75,2.27,8.03,1.81,0.68,0.233,0.415,0.141,0.371,0.45,118.0,105.0,104.0,123.0,105.0,108.0,156.0,104.0,112.0,104.0,96.0,82.0,0.483,0.061,0.295,0.161,0.55,-4.41,-0.12,0.66,93.9,88.3,82.6,80.0,0.247,0.416,0.211,0.225,0.444,0.352,0.161,0.393,0.207,0.375,0.875,0.217,0.143,0.393,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-22,746903,Groundout,field_out,True,663616,601713,Trevor Larnach,Nick Pivetta,1,ff8df1fa-42b0-4541-ac17-109bcce0f5e7,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.21,3.65,139.0,104.0,134.0,108.0,0.778,10.75,2.27,8.03,1.81,0.68,0.233,0.415,0.141,0.371,0.45,118.0,105.0,104.0,123.0,105.0,108.0,156.0,104.0,112.0,104.0,96.0,82.0,0.483,0.061,0.295,0.161,0.55,-4.41,-0.12,0.66,93.9,88.3,82.6,80.0,0.247,0.416,0.211,0.225,0.444,0.352,0.161,0.393,0.207,0.375,0.875,0.217,0.143,0.393,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-22,746903,Walk,walk,False,621043,601713,Carlos Correa,Nick Pivetta,1,bfaab0b4-1333-44c8-81f4-d4356105b305,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.21,3.65,139.0,104.0,134.0,108.0,0.778,10.75,2.27,8.03,1.81,0.68,0.233,0.415,0.141,0.371,0.45,118.0,105.0,104.0,123.0,105.0,108.0,156.0,104.0,112.0,104.0,96.0,82.0,0.483,0.061,0.295,0.161,0.55,-4.41,-0.12,0.66,93.9,88.3,82.6,80.0,0.247,0.416,0.211,0.225,0.444,0.352,0.161,0.393,0.207,0.375,0.875,0.217,0.143,0.393,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-22,746903,Strikeout,strikeout,True,670242,601713,Matt Wallner,Nick Pivetta,0,df5b3670-e369-4fe6-b4da-5764f5087a1d,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.21,3.65,139.0,104.0,134.0,108.0,0.778,10.75,2.27,8.03,1.81,0.68,0.233,0.415,0.141,0.371,0.45,118.0,105.0,104.0,123.0,105.0,108.0,156.0,104.0,112.0,104.0,96.0,82.0,0.483,0.061,0.295,0.161,0.55,-4.41,-0.12,0.66,93.9,88.3,82.6,80.0,0.247,0.416,0.211,0.225,0.444,0.352,0.161,0.393,0.207,0.375,0.875,0.217,0.143,0.393,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-22,746903,Walk,walk,False,668904,601713,Royce Lewis,Nick Pivetta,1,facb1bcb-a5a2-495c-aba7-5f75e219262a,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.21,3.65,139.0,104.0,134.0,108.0,0.778,10.75,2.27,8.03,1.81,0.68,0.233,0.415,0.141,0.371,0.45,118.0,105.0,104.0,123.0,105.0,108.0,156.0,104.0,112.0,104.0,96.0,82.0,0.483,0.061,0.295,0.161,0.55,-4.41,-0.12,0.66,93.9,88.3,82.6,80.0,0.247,0.416,0.211,0.225,0.444,0.352,0.161,0.393,0.207,0.375,0.875,0.217,0.143,0.393,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-22,746903,Pop Out,field_out,True,650489,601713,Willi Castro,Nick Pivetta,0,9b713db9-d502-4dd4-91b3-12161f72078a,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.21,3.65,139.0,104.0,134.0,108.0,0.778,10.75,2.27,8.03,1.81,0.68,0.233,0.415,0.141,0.371,0.45,118.0,105.0,104.0,123.0,105.0,108.0,156.0,104.0,112.0,104.0,96.0,82.0,0.483,0.061,0.295,0.161,0.55,-4.41,-0.12,0.66,93.9,88.3,82.6,80.0,0.247,0.416,0.211,0.225,0.444,0.352,0.161,0.393,0.207,0.375,0.875,0.217,0.143,0.393,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-22,746903,Strikeout,strikeout,True,680776,641154,Jarren Duran,Pablo López,0,371f51f4-5b48-47c9-8cf0-7b0a3098ef22,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.11,3.65,179.2,104.0,98.0,105.0,0.748,9.52,1.9,8.72,1.25,1.19,0.241,0.438,0.134,0.294,0.437,91.0,103.0,107.0,97.0,105.0,101.0,105.0,102.0,109.0,,,,0.408,,0.222,0.102,1.79,,-0.6,-1.47,95.0,,84.4,82.4,0.202,0.35,0.262,0.234,0.411,0.335,0.239,0.465,0.331,,,,,,,95.0,104.0,105.0,97.0,107.0,107.0,0.073,0.195,-2.86,-0.31,88.5,94.5,0.295,0.377,0.242,0.424,0.644,0.144,,,,,,,,,
7,2024-09-22,746903,Single,single,False,663853,641154,Romy Gonzalez,Pablo López,0,f37ef0b7-2134-4811-8893-204e58b1757e,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.11,3.65,179.2,104.0,98.0,105.0,0.748,9.52,1.9,8.72,1.25,1.19,0.241,0.438,0.134,0.294,0.437,91.0,103.0,107.0,97.0,105.0,101.0,105.0,102.0,109.0,,,,0.408,,0.222,0.102,1.79,,-0.6,-1.47,95.0,,84.4,82.4,0.202,0.35,0.262,0.234,0.411,0.335,0.239,0.465,0.331,,,,,,,95.0,104.0,105.0,97.0,107.0,107.0,0.073,0.195,-2.86,-0.31,88.5,94.5,0.295,0.377,0.242,0.424,0.644,0.144,,,,,,,,,
8,2024-09-22,746903,Single,single,False,807799,641154,Masataka Yoshida,Pablo López,1,04273edf-eb43-4ff9-9dd2-90162ca51783,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.11,3.65,179.2,104.0,98.0,105.0,0.748,9.52,1.9,8.72,1.25,1.19,0.241,0.438,0.134,0.294,0.437,91.0,103.0,107.0,97.0,105.0,101.0,105.0,102.0,109.0,,,,0.408,,0.222,0.102,1.79,,-0.6,-1.47,95.0,,84.4,82.4,0.202,0.35,0.262,0.234,0.411,0.335,0.239,0.465,0.331,,,,,,,95.0,104.0,105.0,97.0,107.0,107.0,0.073,0.195,-2.86,-0.31,88.5,94.5,0.295,0.377,0.242,0.424,0.644,0.144,,,,,,,,,
9,2024-09-22,746903,Strikeout,strikeout,True,596115,641154,Trevor Story,Pablo López,0,d33527ac-8534-4d9e-bc7a-a513cf7c2b35,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.11,3.65,179.2,104.0,98.0,105.0,0.748,9.52,1.9,8.72,1.25,1.19,0.241,0.438,0.134,0.294,0.437,91.0,103.0,107.0,97.0,105.0,101.0,105.0,102.0,109.0,,,,0.408,,0.222,0.102,1.79,,-0.6,-1.47,95.0,,84.4,82.4,0.202,0.35,0.262,0.234,0.411,0.335,0.239,0.465,0.331,,,,,,,95.0,104.0,105.0,97.0,107.0,107.0,0.073,0.195,-2.86,-0.31,88.5,94.5,0.295,0.377,0.242,0.424,0.644,0.144,,,,,,,,,
