,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-29,745900,Strikeout,strikeout,True,672580,641927,Maikel Garcia,Bailey Ober,0,05cefc67-3cd1-4165-8b6e-7e9036c81a45,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-29,745900,Single,single,False,677951,641927,Bobby Witt Jr.,Bailey Ober,0,cefbbf48-065c-41d3-8084-a4b311e3435a,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-29,745900,Lineout,field_out,True,521692,641927,Salvador Perez,Bailey Ober,0,b9a46cff-9081-4b66-8b91-e45e5bb2504d,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-29,745900,Bunt Groundout,field_out,True,624428,641927,Adam Frazier,Bailey Ober,0,f60fc5f3-6316-4657-9b7c-0228605799cf,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-29,745900,Groundout,field_out,True,663616,607625,Trevor Larnach,Seth Lugo,0,5cde8e6a-85a2-46d6-9f6f-e8509157130f,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,127.0,99.0,106.0,105.0,95.0,94.0,0.248,0.069,0.141,0.268,0.057,1.99,0.22,-0.63,1.06,0.16,92.4,91.0,87.5,85.3,79.3,0.183,0.275,0.159,0.2,0.25,0.321,0.375,0.375,0.186,0.278,0.556,0.172,71.0,102.0,92.0,0.191,0.026,0.95,0.6,85.6,92.3,0.278,0.426,0.124,0.175,0.275,0.366,0.269,0.365,0.326,0.091,0.364,0.273,,,,,,,,,
5,2024-05-29,745900,Strikeout,strikeout,True,621043,607625,Carlos Correa,Seth Lugo,0,cebce6f7-ed16-44c1-a4f1-9785e092d0dc,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,127.0,99.0,106.0,105.0,95.0,94.0,0.248,0.069,0.141,0.268,0.057,1.99,0.22,-0.63,1.06,0.16,92.4,91.0,87.5,85.3,79.3,0.183,0.275,0.159,0.2,0.25,0.321,0.375,0.375,0.186,0.278,0.556,0.172,71.0,102.0,92.0,0.191,0.026,0.95,0.6,85.6,92.3,0.278,0.426,0.124,0.175,0.275,0.366,0.269,0.365,0.326,0.091,0.364,0.273,,,,,,,,,
6,2024-05-29,745900,Single,single,False,666135,607625,Alex Kirilloff,Seth Lugo,0,35b6ac22-18a9-41ed-a881-7a39a3542bad,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,127.0,99.0,106.0,105.0,95.0,94.0,0.248,0.069,0.141,0.268,0.057,1.99,0.22,-0.63,1.06,0.16,92.4,91.0,87.5,85.3,79.3,0.183,0.275,0.159,0.2,0.25,0.321,0.375,0.375,0.186,0.278,0.556,0.172,71.0,102.0,92.0,0.191,0.026,0.95,0.6,85.6,92.3,0.278,0.426,0.124,0.175,0.275,0.366,0.269,0.365,0.326,0.091,0.364,0.273,,,,,,,,,
7,2024-05-29,745900,Single,single,False,596146,607625,Max Kepler,Seth Lugo,1,00e1a05d-9251-4759-aea5-7e8f86aaba4b,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,127.0,99.0,106.0,105.0,95.0,94.0,0.248,0.069,0.141,0.268,0.057,1.99,0.22,-0.63,1.06,0.16,92.4,91.0,87.5,85.3,79.3,0.183,0.275,0.159,0.2,0.25,0.321,0.375,0.375,0.186,0.278,0.556,0.172,71.0,102.0,92.0,0.191,0.026,0.95,0.6,85.6,92.3,0.278,0.426,0.124,0.175,0.275,0.366,0.269,0.365,0.326,0.091,0.364,0.273,,,,,,,,,
8,2024-05-29,745900,Strikeout,strikeout,True,680777,607625,Ryan Jeffers,Seth Lugo,0,f5e785e8-1676-456c-9c8f-e738e57d39e8,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,2.48,3.93,127.0,100.0,98.0,100.0,0.784,8.22,2.13,7.65,0.78,1.18,0.186,0.407,0.144,0.324,0.434,94.0,98.0,96.0,124.0,103.0,112.0,76.0,103.0,95.0,127.0,99.0,106.0,105.0,95.0,94.0,0.248,0.069,0.141,0.268,0.057,1.99,0.22,-0.63,1.06,0.16,92.4,91.0,87.5,85.3,79.3,0.183,0.275,0.159,0.2,0.25,0.321,0.375,0.375,0.186,0.278,0.556,0.172,71.0,102.0,92.0,0.191,0.026,0.95,0.6,85.6,92.3,0.278,0.426,0.124,0.175,0.275,0.366,0.269,0.365,0.326,0.091,0.364,0.273,,,,,,,,,
9,2024-05-29,745900,Lineout,field_out,True,676369,641927,Nelson Velázquez,Bailey Ober,0,070f73a5-0d68-432b-b5dd-b621955194f5,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.14,3.64,100.0,107.0,91.0,103.0,0.736,9.54,2.16,7.56,1.44,0.67,0.191,0.476,0.202,0.337,0.415,117.0,113.0,113.0,102.0,97.0,101.0,82.0,105.0,97.0,74.0,103.0,101.0,85.0,107.0,103.0,0.389,0.22,0.128,0.012,0.251,-1.08,0.2,1.95,4.25,1.52,91.9,86.5,83.4,80.5,76.0,0.307,0.606,0.247,0.173,0.337,0.37,0.256,0.43,0.224,0.098,0.196,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
