,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-20,745431,Flyout,field_out,True,543807,681190,George Springer,Randy Vásquez,0,e5573f52-1775-4a4b-94ab-1375343c7743,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.319,0.106,0.104,0.196,0.128,-0.51,1.09,-2.74,-1.05,0.58,-4.57,94.3,90.2,88.5,94.2,82.5,82.3,0.319,0.493,0.227,0.423,0.615,0.115,0.186,0.349,0.237,0.405,0.73,0.118,0.276,0.483,0.25,0.308,0.423,0.197,,,,,,,,,,,,,,,,,,
1,2024-04-20,745431,Double,double,False,665489,681190,Vladimir Guerrero Jr.,Randy Vásquez,0,afc99842-222a-4969-ad4e-2fed468ab63f,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.319,0.106,0.104,0.196,0.128,-0.51,1.09,-2.74,-1.05,0.58,-4.57,94.3,90.2,88.5,94.2,82.5,82.3,0.319,0.493,0.227,0.423,0.615,0.115,0.186,0.349,0.237,0.405,0.73,0.118,0.276,0.483,0.25,0.308,0.423,0.197,,,,,,,,,,,,,,,,,,
2,2024-04-20,745431,Field Error,field_error,False,666182,681190,Bo Bichette,Randy Vásquez,1,91f87446-80a7-4854-8d82-d1abb27b6384,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.319,0.106,0.104,0.196,0.128,-0.51,1.09,-2.74,-1.05,0.58,-4.57,94.3,90.2,88.5,94.2,82.5,82.3,0.319,0.493,0.227,0.423,0.615,0.115,0.186,0.349,0.237,0.405,0.73,0.118,0.276,0.483,0.25,0.308,0.423,0.197,,,,,,,,,,,,,,,,,,
3,2024-04-20,745431,Strikeout,strikeout,True,457759,681190,Justin Turner,Randy Vásquez,0,646239a7-a6ed-4ed0-a88f-2c7b43c4271b,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.319,0.106,0.104,0.196,0.128,-0.51,1.09,-2.74,-1.05,0.58,-4.57,94.3,90.2,88.5,94.2,82.5,82.3,0.319,0.493,0.227,0.423,0.615,0.115,0.186,0.349,0.237,0.405,0.73,0.118,0.276,0.483,0.25,0.308,0.423,0.197,,,,,,,,,,,,,,,,,,
4,2024-04-20,745431,Home Run,home_run,False,662139,681190,Daulton Varsho,Randy Vásquez,1,e33eb4c3-a4bb-4b82-be35-c074c7b2b498,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.319,0.106,0.104,0.196,0.128,-0.51,1.09,-2.74,-1.05,0.58,-4.57,94.3,90.2,88.5,94.2,82.5,82.3,0.319,0.493,0.227,0.423,0.615,0.115,0.186,0.349,0.237,0.405,0.73,0.118,0.276,0.483,0.25,0.308,0.423,0.197,,,,,,,,,,,,,,,,,,
5,2024-04-20,745431,Groundout,field_out,True,672386,681190,Alejandro Kirk,Randy Vásquez,0,f2c5b381-c2cc-4b29-acbe-826bbf3e252b,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,104.0,99.0,94.0,0.146,0.319,0.106,0.104,0.196,0.128,-0.51,1.09,-2.74,-1.05,0.58,-4.57,94.3,90.2,88.5,94.2,82.5,82.3,0.319,0.493,0.227,0.423,0.615,0.115,0.186,0.349,0.237,0.405,0.73,0.118,0.276,0.483,0.25,0.308,0.423,0.197,,,,,,,,,,,,,,,,,,
6,2024-04-20,745431,Groundout,field_out,True,593428,621244,Xander Bogaerts,José Berríos,0,4c5e1ac1-ea1e-489b-a1bd-87e4c07e0ecc,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.175,0.031,,0.301,0.163,-1.98,-2.81,0.53,,0.16,1.45,94.0,91.7,84.5,93.5,,83.0,0.333,0.648,0.183,0.288,0.378,0.124,,,,0.153,0.376,0.241,,,,0.375,0.438,0.03,0.202,0.403,0.286,,,,,,,,,,,,,,,
7,2024-04-20,745431,Strikeout,strikeout,True,665487,621244,Fernando Tatis Jr.,José Berríos,0,4e14c602-eb79-4c9d-af5f-7b8e48c66023,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.175,0.031,,0.301,0.163,-1.98,-2.81,0.53,,0.16,1.45,94.0,91.7,84.5,93.5,,83.0,0.333,0.648,0.183,0.288,0.378,0.124,,,,0.153,0.376,0.241,,,,0.375,0.438,0.03,0.202,0.403,0.286,,,,,,,,,,,,,,,
8,2024-04-20,745431,Walk,walk,False,630105,621244,Jake Cronenworth,José Berríos,0,76edfd1c-fe44-4780-a3fe-c7a46018782e,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.175,0.031,,0.301,0.163,-1.98,-2.81,0.53,,0.16,1.45,94.0,91.7,84.5,93.5,,83.0,0.333,0.648,0.183,0.288,0.378,0.124,,,,0.153,0.376,0.241,,,,0.375,0.438,0.03,0.202,0.403,0.286,,,,,,,,,,,,,,,
9,2024-04-20,745431,Single,single,False,592518,621244,Manny Machado,José Berríos,1,729a361b-62ab-4e52-bb20-1b399e34567a,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.175,0.031,,0.301,0.163,-1.98,-2.81,0.53,,0.16,1.45,94.0,91.7,84.5,93.5,,83.0,0.333,0.648,0.183,0.288,0.378,0.124,,,,0.153,0.376,0.241,,,,0.375,0.438,0.03,0.202,0.403,0.286,,,,,,,,,,,,,,,
