,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wCU/C,vFA,vFC,vFS,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-26,745088,Lineout,field_out,True,672580,671737,Maikel Garcia,Taj Bradley,0,506a694e-e5f3-42c8-a8ff-f10073d443ea,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-26,745088,Strikeout,strikeout,True,677951,671737,Bobby Witt Jr.,Taj Bradley,0,585af878-6810-4f83-9574-2070a3d7e974,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-26,745088,Strikeout,strikeout,True,686469,671737,Vinnie Pasquantino,Taj Bradley,0,c4904716-77e7-4247-8d70-7ba9c353cfd6,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-26,745088,Strikeout,strikeout,True,650490,608379,Yandy Díaz,Michael Wacha,0,5a0c973b-53b7-4bc6-bd12-14c81970c633,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,71.0,88.0,91.0,82.0,101.0,97.0,81.0,96.0,91.0,,,,0.233,0.109,,0.087,-0.61,-0.79,,-0.88,93.5,88.6,,75.0,0.321,0.513,0.15,,,,0.302,0.442,0.139,0.278,0.556,0.138,111.0,111.0,115.0,79.0,101.0,87.0,97.0,94.0,93.0,0.152,0.101,0.318,0.86,-0.72,2.13,81.4,93.4,84.0,0.18,0.316,0.352,0.214,0.257,0.06,0.3,0.4,0.442,,,,,,
4,2024-05-26,745088,Pop Out,field_out,True,676356,608379,Jonny DeLuca,Michael Wacha,0,be5bf35e-075f-4d68-91aa-f272082cd510,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,71.0,88.0,91.0,82.0,101.0,97.0,81.0,96.0,91.0,,,,0.233,0.109,,0.087,-0.61,-0.79,,-0.88,93.5,88.6,,75.0,0.321,0.513,0.15,,,,0.302,0.442,0.139,0.278,0.556,0.138,111.0,111.0,115.0,79.0,101.0,87.0,97.0,94.0,93.0,0.152,0.101,0.318,0.86,-0.72,2.13,81.4,93.4,84.0,0.18,0.316,0.352,0.214,0.257,0.06,0.3,0.4,0.442,,,,,,
5,2024-05-26,745088,Strikeout,strikeout,True,623912,608379,Harold Ramírez,Michael Wacha,0,4075b61c-4aa3-4a23-9772-bf7f9d1ae7cf,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,71.0,88.0,91.0,82.0,101.0,97.0,81.0,96.0,91.0,,,,0.233,0.109,,0.087,-0.61,-0.79,,-0.88,93.5,88.6,,75.0,0.321,0.513,0.15,,,,0.302,0.442,0.139,0.278,0.556,0.138,111.0,111.0,115.0,79.0,101.0,87.0,97.0,94.0,93.0,0.152,0.101,0.318,0.86,-0.72,2.13,81.4,93.4,84.0,0.18,0.316,0.352,0.214,0.257,0.06,0.3,0.4,0.442,,,,,,
6,2024-05-26,745088,Groundout,field_out,True,521692,671737,Salvador Perez,Taj Bradley,0,45b2efd8-ee9a-48f7-83d7-87748627b1c6,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-05-26,745088,Walk,walk,False,676369,671737,Nelson Velázquez,Taj Bradley,0,774aa888-1257-433d-a0ba-48fefce604ab,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-26,745088,Single,single,False,624428,671737,Adam Frazier,Taj Bradley,1,71c28462-ea4e-4922-8253-4634bcf5f29e,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-26,745088,Flyout,field_out,True,666023,671737,Freddy Fermin,Taj Bradley,0,8f7fab37-60b1-46f2-be93-77e8979aa666,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,99.0,86.0,90.0,125.0,96.0,101.0,90.0,99.0,96.0,124.0,100.0,116.0,0.424,0.206,0.28,0.09,-0.12,1.83,2.2,-0.92,96.3,90.8,90.5,78.8,0.275,0.486,0.223,0.149,0.207,0.348,0.163,0.302,0.315,0.182,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
