,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,CU%,wCU/C,vCU
0,2024-05-15,745341,Single,single,False,605141,657277,Mookie Betts,Logan Webb,0,5e633bea-cae7-4dd1-b230-94e70f2ec8e3,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,
1,2024-05-15,745341,Walk,walk,False,660271,657277,Shohei Ohtani,Logan Webb,1,1cff97a7-ab60-40c7-9b66-66ae9bc14168,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,
2,2024-05-15,745341,Strikeout,strikeout,True,518692,657277,Freddie Freeman,Logan Webb,0,8901c362-5d5d-4e1b-b741-4623fc3c9bc3,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,
3,2024-05-15,745341,Hit By Pitch,hit_by_pitch,False,669257,657277,Will Smith,Logan Webb,1,b975867d-89c8-4f18-b30b-f78da6d8b444,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,
4,2024-05-15,745341,Strikeout,strikeout,True,571970,657277,Max Muncy,Logan Webb,0,5c8e948a-efcd-4e97-b2ee-05c0326097bf,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,
5,2024-05-15,745341,Lineout,field_out,True,606192,657277,Teoscar Hernández,Logan Webb,0,9cb6ba54-3a25-48c6-b141-5212ba30c6e2,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,132.0,105.0,115.0,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,0.388,0.048,0.011,0.223,0.329,1.24,5.55,1.02,0.18,0.28,92.3,90.3,87.4,92.2,83.5,0.283,0.405,0.197,0.276,0.346,0.15,0.247,0.323,0.227,0.1,0.15,0.39,,,,,,,,,,,,,,,
6,2024-05-15,745341,Groundout,field_out,True,573262,622694,Mike Yastrzemski,Elieser Hernández,0,9820f699-8e41-4f0f-8488-96d99779ca43,622694.0,elieserhernandez,"Hernández, El",Right,Elieser Hernández,- - -,6.32,6.18,15.2,101.0,79.0,99.0,0.804,4.6,2.87,8.04,2.87,0.37,0.333,0.412,0.137,0.333,0.446,83.0,102.0,98.0,79.0,97.0,98.0,64.0,105.0,87.0,87.0,97.0,105.0,81.0,105.0,104.0,0.068,0.434,0.283,0.032,0.183,0.53,-3.92,-10.74,-5.92,3.74,91.8,83.6,84.9,91.3,79.4,0.0,0.0,0.273,0.286,1.143,0.111,0.333,0.667,0.0,0.207,0.448,0.17,0.417,0.75,0.367,,,,,,,,,,,,
7,2024-05-15,745341,Flyout,field_out,True,642731,622694,Thairo Estrada,Elieser Hernández,0,e197dee4-eee8-491a-999a-318c59f90280,622694.0,elieserhernandez,"Hernández, El",Right,Elieser Hernández,- - -,6.32,6.18,15.2,101.0,79.0,99.0,0.804,4.6,2.87,8.04,2.87,0.37,0.333,0.412,0.137,0.333,0.446,83.0,102.0,98.0,79.0,97.0,98.0,64.0,105.0,87.0,87.0,97.0,105.0,81.0,105.0,104.0,0.068,0.434,0.283,0.032,0.183,0.53,-3.92,-10.74,-5.92,3.74,91.8,83.6,84.9,91.3,79.4,0.0,0.0,0.273,0.286,1.143,0.111,0.333,0.667,0.0,0.207,0.448,0.17,0.417,0.75,0.367,,,,,,,,,,,,
8,2024-05-15,745341,Walk,walk,False,656305,622694,Matt Chapman,Elieser Hernández,0,dd933458-cb6b-472a-aad0-4302182aec34,622694.0,elieserhernandez,"Hernández, El",Right,Elieser Hernández,- - -,6.32,6.18,15.2,101.0,79.0,99.0,0.804,4.6,2.87,8.04,2.87,0.37,0.333,0.412,0.137,0.333,0.446,83.0,102.0,98.0,79.0,97.0,98.0,64.0,105.0,87.0,87.0,97.0,105.0,81.0,105.0,104.0,0.068,0.434,0.283,0.032,0.183,0.53,-3.92,-10.74,-5.92,3.74,91.8,83.6,84.9,91.3,79.4,0.0,0.0,0.273,0.286,1.143,0.111,0.333,0.667,0.0,0.207,0.448,0.17,0.417,0.75,0.367,,,,,,,,,,,,
9,2024-05-15,745341,Pop Out,field_out,True,664774,622694,LaMonte Wade Jr.,Elieser Hernández,0,60856dc7-76df-4ad5-abc5-ef799ad9432d,622694.0,elieserhernandez,"Hernández, El",Right,Elieser Hernández,- - -,6.32,6.18,15.2,101.0,79.0,99.0,0.804,4.6,2.87,8.04,2.87,0.37,0.333,0.412,0.137,0.333,0.446,83.0,102.0,98.0,79.0,97.0,98.0,64.0,105.0,87.0,87.0,97.0,105.0,81.0,105.0,104.0,0.068,0.434,0.283,0.032,0.183,0.53,-3.92,-10.74,-5.92,3.74,91.8,83.6,84.9,91.3,79.4,0.0,0.0,0.273,0.286,1.143,0.111,0.333,0.667,0.0,0.207,0.448,0.17,0.417,0.75,0.367,,,,,,,,,,,,
