,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC
0,2024-06-23,745000,Groundout,field_out,True,679845,453286,Nick Loftin,Max Scherzer,0,442473c3-08e6-4e6b-936e-3407ea2618b5,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,2.96,2.99,27.1,108.0,86.0,104.0,0.779,7.57,1.32,7.57,1.65,0.59,0.291,0.443,0.228,0.253,0.438,64.0,120.0,109.0,75.0,99.0,100.0,79.0,106.0,102.0,108.0,108.0,106.0,116.0,120.0,103.0,0.451,0.082,0.213,0.144,0.11,1.51,2.74,0.43,-3.57,-1.54,92.7,86.7,83.1,85.2,74.9,0.194,0.389,0.161,0.222,0.37,0.447,0.267,0.333,0.16,0.333,0.75,0.318,0.167,0.5,0.227,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-23,745000,Strikeout,strikeout,True,677951,453286,Bobby Witt Jr.,Max Scherzer,0,3feaabb9-3f31-4cf3-8d95-583ec18de076,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,2.96,2.99,27.1,108.0,86.0,104.0,0.779,7.57,1.32,7.57,1.65,0.59,0.291,0.443,0.228,0.253,0.438,64.0,120.0,109.0,75.0,99.0,100.0,79.0,106.0,102.0,108.0,108.0,106.0,116.0,120.0,103.0,0.451,0.082,0.213,0.144,0.11,1.51,2.74,0.43,-3.57,-1.54,92.7,86.7,83.1,85.2,74.9,0.194,0.389,0.161,0.222,0.37,0.447,0.267,0.333,0.16,0.333,0.75,0.318,0.167,0.5,0.227,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-23,745000,Pop Out,field_out,True,686469,453286,Vinnie Pasquantino,Max Scherzer,0,d4f85fb4-58eb-4ab4-8438-55f0b8f2614d,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,2.96,2.99,27.1,108.0,86.0,104.0,0.779,7.57,1.32,7.57,1.65,0.59,0.291,0.443,0.228,0.253,0.438,64.0,120.0,109.0,75.0,99.0,100.0,79.0,106.0,102.0,108.0,108.0,106.0,116.0,120.0,103.0,0.451,0.082,0.213,0.144,0.11,1.51,2.74,0.43,-3.57,-1.54,92.7,86.7,83.1,85.2,74.9,0.194,0.389,0.161,0.222,0.37,0.447,0.267,0.333,0.16,0.333,0.75,0.318,0.167,0.5,0.227,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-23,745000,Pop Out,field_out,True,543760,679525,Marcus Semien,Alec Marsh,0,a09d284e-d053-423f-9f84-809e6b01c90d,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,121.0,98.0,106.0,,,,0.376,,0.221,0.156,0.108,0.97,,0.02,-1.25,1.03,94.2,,86.5,86.4,82.9,0.191,0.327,0.231,0.118,0.118,0.355,,,,0.268,0.482,0.275,0.189,0.216,0.163,99.0,98.0,95.0,0.139,-2.75,93.5,0.35,0.617,0.096,,,,,,,,,,,,,,,
4,2024-06-23,745000,Double,double,False,608369,679525,Corey Seager,Alec Marsh,0,1ecbcd55-1a84-4509-8bc2-b380e36db711,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,121.0,98.0,106.0,,,,0.376,,0.221,0.156,0.108,0.97,,0.02,-1.25,1.03,94.2,,86.5,86.4,82.9,0.191,0.327,0.231,0.118,0.118,0.355,,,,0.268,0.482,0.275,0.189,0.216,0.163,99.0,98.0,95.0,0.139,-2.75,93.5,0.35,0.617,0.096,,,,,,,,,,,,,,,
5,2024-06-23,745000,Strikeout,strikeout,True,669701,679525,Josh Smith,Alec Marsh,0,c854f9d1-9a66-43d9-8ca0-d810b4bca515,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,121.0,98.0,106.0,,,,0.376,,0.221,0.156,0.108,0.97,,0.02,-1.25,1.03,94.2,,86.5,86.4,82.9,0.191,0.327,0.231,0.118,0.118,0.355,,,,0.268,0.482,0.275,0.189,0.216,0.163,99.0,98.0,95.0,0.139,-2.75,93.5,0.35,0.617,0.096,,,,,,,,,,,,,,,
6,2024-06-23,745000,Strikeout,strikeout,True,666969,679525,Adolis García,Alec Marsh,0,43415fe2-da72-43b8-848c-689956233453,679525.0,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.52,4.96,91.2,100.0,100.0,100.0,0.797,8.25,2.85,8.25,1.28,0.84,0.248,0.391,0.169,0.353,0.438,93.0,96.0,97.0,98.0,106.0,104.0,91.0,100.0,96.0,121.0,98.0,106.0,,,,0.376,,0.221,0.156,0.108,0.97,,0.02,-1.25,1.03,94.2,,86.5,86.4,82.9,0.191,0.327,0.231,0.118,0.118,0.355,,,,0.268,0.482,0.275,0.189,0.216,0.163,99.0,98.0,95.0,0.139,-2.75,93.5,0.35,0.617,0.096,,,,,,,,,,,,,,,
7,2024-06-23,745000,Flyout,field_out,True,521692,453286,Salvador Perez,Max Scherzer,0,748d1f57-0afc-4d59-86ef-4ee4735b87f0,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,2.96,2.99,27.1,108.0,86.0,104.0,0.779,7.57,1.32,7.57,1.65,0.59,0.291,0.443,0.228,0.253,0.438,64.0,120.0,109.0,75.0,99.0,100.0,79.0,106.0,102.0,108.0,108.0,106.0,116.0,120.0,103.0,0.451,0.082,0.213,0.144,0.11,1.51,2.74,0.43,-3.57,-1.54,92.7,86.7,83.1,85.2,74.9,0.194,0.389,0.161,0.222,0.37,0.447,0.267,0.333,0.16,0.333,0.75,0.318,0.167,0.5,0.227,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-06-23,745000,Strikeout,strikeout,True,669004,453286,MJ Melendez,Max Scherzer,0,d2f2364a-b97f-439f-907f-42aa3c1c0259,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,2.96,2.99,27.1,108.0,86.0,104.0,0.779,7.57,1.32,7.57,1.65,0.59,0.291,0.443,0.228,0.253,0.438,64.0,120.0,109.0,75.0,99.0,100.0,79.0,106.0,102.0,108.0,108.0,106.0,116.0,120.0,103.0,0.451,0.082,0.213,0.144,0.11,1.51,2.74,0.43,-3.57,-1.54,92.7,86.7,83.1,85.2,74.9,0.194,0.389,0.161,0.222,0.37,0.447,0.267,0.333,0.16,0.333,0.75,0.318,0.167,0.5,0.227,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-23,745000,Pop Out,field_out,True,592669,453286,Hunter Renfroe,Max Scherzer,0,16177f2b-7c74-40c9-828d-e4cb869ff6f2,453286.0,maxscherzer,Scherzer,Right,Max Scherzer,TEX,2.96,2.99,27.1,108.0,86.0,104.0,0.779,7.57,1.32,7.57,1.65,0.59,0.291,0.443,0.228,0.253,0.438,64.0,120.0,109.0,75.0,99.0,100.0,79.0,106.0,102.0,108.0,108.0,106.0,116.0,120.0,103.0,0.451,0.082,0.213,0.144,0.11,1.51,2.74,0.43,-3.57,-1.54,92.7,86.7,83.1,85.2,74.9,0.194,0.389,0.161,0.222,0.37,0.447,0.267,0.333,0.16,0.333,0.75,0.318,0.167,0.5,0.227,,,,,,,,,,,,,,,,,,,,,,,,
