,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff
10,2024-08-03,747087,Groundout,field_out,True,669065,656550,Kyle Stowers,Grant Holmes,0,638a6c4d-b003-4699-9851-790279c6456f,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,116.0,107.0,113.0,94.0,88.0,89.0,0.367,0.105,0.282,0.234,0.012,1.75,-3.79,1.66,1.03,-0.82,94.5,92.6,91.2,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,0.239,0.283,0.433,0.462,0.923,0.167,,,,,,,,,,,,,,,
11,2024-08-03,747087,Single,single,False,656896,656550,Emmanuel Rivera,Grant Holmes,0,1c416618-2708-4caa-9e8f-8c182ef9cdc2,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,116.0,107.0,113.0,94.0,88.0,89.0,0.367,0.105,0.282,0.234,0.012,1.75,-3.79,1.66,1.03,-0.82,94.5,92.6,91.2,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,0.239,0.283,0.433,0.462,0.923,0.167,,,,,,,,,,,,,,,
12,2024-08-03,747087,Single,single,False,624503,656550,Nick Gordon,Grant Holmes,1,618d1c23-adc9-484c-b004-772810338028,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,116.0,107.0,113.0,94.0,88.0,89.0,0.367,0.105,0.282,0.234,0.012,1.75,-3.79,1.66,1.03,-0.82,94.5,92.6,91.2,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,0.239,0.283,0.433,0.462,0.923,0.167,,,,,,,,,,,,,,,
13,2024-08-03,747087,Flyout,field_out,True,660644,656550,Vidal Bruján,Grant Holmes,0,f53452ce-c70c-47e3-9af9-300cc9d6be5b,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,116.0,107.0,113.0,94.0,88.0,89.0,0.367,0.105,0.282,0.234,0.012,1.75,-3.79,1.66,1.03,-0.82,94.5,92.6,91.2,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,0.239,0.283,0.433,0.462,0.923,0.167,,,,,,,,,,,,,,,
14,2024-08-03,747087,Groundout,field_out,True,592696,667725,Eddie Rosario,Kyle Tyler,0,0f7bbb66-e680-4391-8328-93d3243f940b,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,117.0,87.0,90.0,108.0,102.0,100.0,0.143,0.448,0.112,0.284,0.012,0.05,-0.31,0.15,-1.6,-4.33,90.6,90.3,86.4,82.2,77.0,0.238,0.429,0.159,0.231,0.308,0.379,0.323,0.419,0.431,0.328,0.448,0.17,,,,,,,,,,,,,,,
15,2024-08-03,747087,Strikeout,strikeout,True,672284,667725,Jarred Kelenic,Kyle Tyler,0,b6a1f4bc-53f0-46fb-ba4d-34590fa12fa8,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,117.0,87.0,90.0,108.0,102.0,100.0,0.143,0.448,0.112,0.284,0.012,0.05,-0.31,0.15,-1.6,-4.33,90.6,90.3,86.4,82.2,77.0,0.238,0.429,0.159,0.231,0.308,0.379,0.323,0.419,0.431,0.328,0.448,0.17,,,,,,,,,,,,,,,
16,2024-08-03,747087,Single,single,False,593160,667725,Whit Merrifield,Kyle Tyler,0,fe15e09d-b09b-4af4-8feb-daa9f21952a3,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,117.0,87.0,90.0,108.0,102.0,100.0,0.143,0.448,0.112,0.284,0.012,0.05,-0.31,0.15,-1.6,-4.33,90.6,90.3,86.4,82.2,77.0,0.238,0.429,0.159,0.231,0.308,0.379,0.323,0.419,0.431,0.328,0.448,0.17,,,,,,,,,,,,,,,
17,2024-08-03,747087,Flyout,field_out,True,624585,667725,Jorge Soler,Kyle Tyler,0,d30f3fc2-fc35-49cf-889d-c04e28461f21,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,117.0,87.0,90.0,108.0,102.0,100.0,0.143,0.448,0.112,0.284,0.012,0.05,-0.31,0.15,-1.6,-4.33,90.6,90.3,86.4,82.2,77.0,0.238,0.429,0.159,0.231,0.308,0.379,0.323,0.419,0.431,0.328,0.448,0.17,,,,,,,,,,,,,,,
18,2024-08-03,747087,Strikeout,strikeout,True,663743,656550,Nick Fortes,Grant Holmes,0,6b11c464-f69d-4898-a64c-6ec50b55aa30,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,116.0,107.0,113.0,94.0,88.0,89.0,0.367,0.105,0.282,0.234,0.012,1.75,-3.79,1.66,1.03,-0.82,94.5,92.6,91.2,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,0.239,0.283,0.433,0.462,0.923,0.167,,,,,,,,,,,,,,,
19,2024-08-03,747087,Groundout,field_out,True,669364,656550,Xavier Edwards,Grant Holmes,0,881aa1d2-f451-41a9-bf6c-1c0a374a161e,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,116.0,107.0,113.0,94.0,88.0,89.0,0.367,0.105,0.282,0.234,0.012,1.75,-3.79,1.66,1.03,-0.82,94.5,92.6,91.2,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,0.239,0.283,0.433,0.462,0.923,0.167,,,,,,,,,,,,,,,
20,2024-08-03,747087,Home Run,home_run,False,669394,656550,Jake Burger,Grant Holmes,0,50762842-8ef8-4695-af1b-c1c04ad59d7e,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,116.0,107.0,113.0,94.0,88.0,89.0,0.367,0.105,0.282,0.234,0.012,1.75,-3.79,1.66,1.03,-0.82,94.5,92.6,91.2,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,0.239,0.283,0.433,0.462,0.923,0.167,,,,,,,,,,,,,,,
21,2024-08-03,747087,Strikeout,strikeout,True,660821,656550,Jesús Sánchez,Grant Holmes,0,e18028c6-a3e6-49b9-8e7d-9cbc3245d55e,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,116.0,107.0,113.0,94.0,88.0,89.0,0.367,0.105,0.282,0.234,0.012,1.75,-3.79,1.66,1.03,-0.82,94.5,92.6,91.2,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,0.239,0.283,0.433,0.462,0.923,0.167,,,,,,,,,,,,,,,
22,2024-08-03,747087,Groundout,field_out,True,663586,667725,Austin Riley,Kyle Tyler,0,99c4bc2f-efed-4eea-b90d-8a27f63c64c7,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,117.0,87.0,90.0,108.0,102.0,100.0,0.143,0.448,0.112,0.284,0.012,0.05,-0.31,0.15,-1.6,-4.33,90.6,90.3,86.4,82.2,77.0,0.238,0.429,0.159,0.231,0.308,0.379,0.323,0.419,0.431,0.328,0.448,0.17,,,,,,,,,,,,,,,
23,2024-08-03,747087,Home Run,home_run,False,542303,667725,Marcell Ozuna,Kyle Tyler,0,3ff3c23f-ab68-4e53-b54a-0e5ea5e07061,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,117.0,87.0,90.0,108.0,102.0,100.0,0.143,0.448,0.112,0.284,0.012,0.05,-0.31,0.15,-1.6,-4.33,90.6,90.3,86.4,82.2,77.0,0.238,0.429,0.159,0.231,0.308,0.379,0.323,0.419,0.431,0.328,0.448,0.17,,,,,,,,,,,,,,,
24,2024-08-03,747087,Single,single,False,621566,667725,Matt Olson,Kyle Tyler,0,18af76e5-ea6b-4b7d-b1eb-a8ccd56895f5,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,117.0,87.0,90.0,108.0,102.0,100.0,0.143,0.448,0.112,0.284,0.012,0.05,-0.31,0.15,-1.6,-4.33,90.6,90.3,86.4,82.2,77.0,0.238,0.429,0.159,0.231,0.308,0.379,0.323,0.419,0.431,0.328,0.448,0.17,,,,,,,,,,,,,,,
25,2024-08-03,747087,Walk,walk,False,606115,667725,Orlando Arcia,Kyle Tyler,1,b1f17c0b-b003-484e-8006-dd9f0a55f9c4,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,117.0,87.0,90.0,108.0,102.0,100.0,0.143,0.448,0.112,0.284,0.012,0.05,-0.31,0.15,-1.6,-4.33,90.6,90.3,86.4,82.2,77.0,0.238,0.429,0.159,0.231,0.308,0.379,0.323,0.419,0.431,0.328,0.448,0.17,,,,,,,,,,,,,,,
26,2024-08-03,747087,Single,single,False,518595,667725,Travis d'Arnaud,Kyle Tyler,1,c0ff5f23-c177-4e04-b809-7961aa049aef,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,117.0,87.0,90.0,108.0,102.0,100.0,0.143,0.448,0.112,0.284,0.012,0.05,-0.31,0.15,-1.6,-4.33,90.6,90.3,86.4,82.2,77.0,0.238,0.429,0.159,0.231,0.308,0.379,0.323,0.419,0.431,0.328,0.448,0.17,,,,,,,,,,,,,,,
27,2024-08-03,747087,Forceout,force_out,True,592696,667725,Eddie Rosario,Kyle Tyler,1,8bfec79c-3dda-40e4-a584-60d456cc46e3,667725.0,kyletyler,Tyler,Right,Kyle Tyler,MIA,5.4,6.17,31.2,95.0,101.0,95.0,0.76,7.11,5.12,10.52,1.14,1.75,0.235,0.408,0.153,0.327,0.379,47.0,78.0,66.0,97.0,89.0,93.0,81.0,91.0,88.0,117.0,87.0,90.0,108.0,102.0,100.0,0.143,0.448,0.112,0.284,0.012,0.05,-0.31,0.15,-1.6,-4.33,90.6,90.3,86.4,82.2,77.0,0.238,0.429,0.159,0.231,0.308,0.379,0.323,0.419,0.431,0.328,0.448,0.17,,,,,,,,,,,,,,,
28,2024-08-03,747087,Strikeout,strikeout,True,672284,622786,Jarred Kelenic,Jesus Tinoco,0,343acc85-59a4-4dd7-a726-b6c8b306c3fb,622786.0,jesustinoco,Tinoco,Right,Jesus Tinoco,- - -,3.38,3.27,29.1,104.0,121.0,107.0,0.754,9.82,3.38,6.14,0.61,1.17,0.284,0.311,0.203,0.378,0.406,96.0,86.0,85.0,,,,105.0,100.0,100.0,139.0,108.0,114.0,115.0,136.0,96.0,0.136,0.002,0.527,,0.015,-2.19,21.36,2.08,,-2.04,96.2,92.4,90.3,86.7,,0.267,0.533,0.211,0.118,0.176,0.382,,,,,,,96.0,98.0,100.0,0.32,1.59,96.2,0.25,0.306,0.12,0.333,0.333,0.5,,,
29,2024-08-03,747087,Groundout,field_out,True,681146,656550,Jonah Bride,Grant Holmes,0,7f267ad2-fe35-4d9b-8076-7061fdb8fad1,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,116.0,107.0,113.0,94.0,88.0,89.0,0.367,0.105,0.282,0.234,0.012,1.75,-3.79,1.66,1.03,-0.82,94.5,92.6,91.2,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,0.239,0.283,0.433,0.462,0.923,0.167,,,,,,,,,,,,,,,
30,2024-08-03,747087,Strikeout,strikeout,True,669065,656550,Kyle Stowers,Grant Holmes,0,ecb2fdee-fdfa-489a-a1f2-b48bda76bb2f,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,116.0,107.0,113.0,94.0,88.0,89.0,0.367,0.105,0.282,0.234,0.012,1.75,-3.79,1.66,1.03,-0.82,94.5,92.6,91.2,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,0.239,0.283,0.433,0.462,0.923,0.167,,,,,,,,,,,,,,,
31,2024-08-03,747087,Pop Out,field_out,True,656896,656550,Emmanuel Rivera,Grant Holmes,0,ad3a7c1b-b1ef-4152-8c27-fe9ccfd6bac4,656550.0,grantholmes,"Holmes, G",Right,Grant Holmes,ATL,3.48,3.47,51.2,102.0,97.0,101.0,0.71,8.88,1.92,8.36,0.87,1.22,0.267,0.356,0.151,0.336,0.452,69.0,97.0,87.0,106.0,103.0,106.0,79.0,102.0,93.0,116.0,107.0,113.0,94.0,88.0,89.0,0.367,0.105,0.282,0.234,0.012,1.75,-3.79,1.66,1.03,-0.82,94.5,92.6,91.2,86.7,84.0,0.224,0.368,0.223,0.237,0.288,0.357,0.239,0.283,0.433,0.462,0.923,0.167,,,,,,,,,,,,,,,
32,2024-08-03,747087,Flyout,field_out,True,593160,622786,Whit Merrifield,Jesus Tinoco,0,15eec3b2-d71c-4f8e-a227-6e4c7d05aed9,622786.0,jesustinoco,Tinoco,Right,Jesus Tinoco,- - -,3.38,3.27,29.1,104.0,121.0,107.0,0.754,9.82,3.38,6.14,0.61,1.17,0.284,0.311,0.203,0.378,0.406,96.0,86.0,85.0,,,,105.0,100.0,100.0,139.0,108.0,114.0,115.0,136.0,96.0,0.136,0.002,0.527,,0.015,-2.19,21.36,2.08,,-2.04,96.2,92.4,90.3,86.7,,0.267,0.533,0.211,0.118,0.176,0.382,,,,,,,96.0,98.0,100.0,0.32,1.59,96.2,0.25,0.306,0.12,0.333,0.333,0.5,,,
33,2024-08-03,747087,Strikeout,strikeout,True,624585,622786,Jorge Soler,Jesus Tinoco,0,457c9be9-ba6c-4b67-8ae8-f13ff4d9958a,622786.0,jesustinoco,Tinoco,Right,Jesus Tinoco,- - -,3.38,3.27,29.1,104.0,121.0,107.0,0.754,9.82,3.38,6.14,0.61,1.17,0.284,0.311,0.203,0.378,0.406,96.0,86.0,85.0,,,,105.0,100.0,100.0,139.0,108.0,114.0,115.0,136.0,96.0,0.136,0.002,0.527,,0.015,-2.19,21.36,2.08,,-2.04,96.2,92.4,90.3,86.7,,0.267,0.533,0.211,0.118,0.176,0.382,,,,,,,96.0,98.0,100.0,0.32,1.59,96.2,0.25,0.306,0.12,0.333,0.333,0.5,,,
34,2024-08-03,747087,Lineout,field_out,True,663586,622786,Austin Riley,Jesus Tinoco,0,84ced505-8286-4bcb-86e7-abf72548caad,622786.0,jesustinoco,Tinoco,Right,Jesus Tinoco,- - -,3.38,3.27,29.1,104.0,121.0,107.0,0.754,9.82,3.38,6.14,0.61,1.17,0.284,0.311,0.203,0.378,0.406,96.0,86.0,85.0,,,,105.0,100.0,100.0,139.0,108.0,114.0,115.0,136.0,96.0,0.136,0.002,0.527,,0.015,-2.19,21.36,2.08,,-2.04,96.2,92.4,90.3,86.7,,0.267,0.533,0.211,0.118,0.176,0.382,,,,,,,96.0,98.0,100.0,0.32,1.59,96.2,0.25,0.306,0.12,0.333,0.333,0.5,,,
