,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-11,746963,Strikeout,strikeout,True,696285,681867,Jacob Young,Cooper Criswell,0,15995502-d299-449d-85aa-d4832309508f,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,108.0,101.0,99.0,110.0,113.0,104.0,114.0,97.0,99.0,81.0,104.0,92.0,0.266,0.146,0.3,0.287,0.21,1.17,-2.03,0.42,86.1,84.6,89.3,76.9,0.263,0.368,0.189,0.305,0.508,0.195,0.286,0.452,0.059,0.148,0.37,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-11,746963,Lineout,field_out,True,682928,681867,CJ Abrams,Cooper Criswell,0,9ae2843f-fcbd-4f67-b1f1-61599afe9dba,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,108.0,101.0,99.0,110.0,113.0,104.0,114.0,97.0,99.0,81.0,104.0,92.0,0.266,0.146,0.3,0.287,0.21,1.17,-2.03,0.42,86.1,84.6,89.3,76.9,0.263,0.368,0.189,0.305,0.508,0.195,0.286,0.452,0.059,0.148,0.37,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-11,746963,Strikeout,strikeout,True,671277,681867,Luis García Jr.,Cooper Criswell,0,bef5a669-aa53-4598-9f6b-4671624c1597,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,108.0,101.0,99.0,110.0,113.0,104.0,114.0,97.0,99.0,81.0,104.0,92.0,0.266,0.146,0.3,0.287,0.21,1.17,-2.03,0.42,86.1,84.6,89.3,76.9,0.263,0.368,0.189,0.305,0.508,0.195,0.286,0.452,0.059,0.148,0.37,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-11,746963,Flyout,field_out,True,680776,663623,Jarren Duran,Jake Irvin,0,125d71c2-d2eb-415f-90dc-a1e39877d38b,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,97.0,104.0,106.0,136.0,80.0,109.0,77.0,103.0,94.0,0.178,0.09,0.004,0.022,-0.24,-0.13,2.31,-1.04,89.9,88.0,93.4,86.3,,,,,,,0.311,0.456,0.119,0.275,0.525,0.216,111.0,106.0,106.0,84.0,106.0,99.0,0.355,0.35,0.64,0.76,94.1,81.0,0.208,0.364,0.231,0.199,0.363,0.263,,,,,,,,,
4,2024-05-11,746963,Flyout,field_out,True,677800,663623,Wilyer Abreu,Jake Irvin,0,fabaff6e-7e10-4265-8cd9-4229b0943473,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,97.0,104.0,106.0,136.0,80.0,109.0,77.0,103.0,94.0,0.178,0.09,0.004,0.022,-0.24,-0.13,2.31,-1.04,89.9,88.0,93.4,86.3,,,,,,,0.311,0.456,0.119,0.275,0.525,0.216,111.0,106.0,106.0,84.0,106.0,99.0,0.355,0.35,0.64,0.76,94.1,81.0,0.208,0.364,0.231,0.199,0.363,0.263,,,,,,,,,
5,2024-05-11,746963,Field Error,field_error,False,641933,663623,Tyler O'Neill,Jake Irvin,0,c5b6a0d7-e3c6-47da-bf5c-04e3c1f9e269,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,97.0,104.0,106.0,136.0,80.0,109.0,77.0,103.0,94.0,0.178,0.09,0.004,0.022,-0.24,-0.13,2.31,-1.04,89.9,88.0,93.4,86.3,,,,,,,0.311,0.456,0.119,0.275,0.525,0.216,111.0,106.0,106.0,84.0,106.0,99.0,0.355,0.35,0.64,0.76,94.1,81.0,0.208,0.364,0.231,0.199,0.363,0.263,,,,,,,,,
6,2024-05-11,746963,Single,single,False,646240,663623,Rafael Devers,Jake Irvin,1,37905f4a-9e9a-48be-a5f2-a140b5853435,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,97.0,104.0,106.0,136.0,80.0,109.0,77.0,103.0,94.0,0.178,0.09,0.004,0.022,-0.24,-0.13,2.31,-1.04,89.9,88.0,93.4,86.3,,,,,,,0.311,0.456,0.119,0.275,0.525,0.216,111.0,106.0,106.0,84.0,106.0,99.0,0.355,0.35,0.64,0.76,94.1,81.0,0.208,0.364,0.231,0.199,0.363,0.263,,,,,,,,,
7,2024-05-11,746963,Groundout,field_out,True,687093,663623,Vaughn Grissom,Jake Irvin,0,5857b95c-c2e7-4f7f-9ee1-04c1d5cbed7a,663623.0,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,3.49,3.88,116.0,105.0,96.0,102.0,0.796,7.68,2.25,7.76,1.09,1.13,0.244,0.414,0.173,0.327,0.473,104.0,91.0,95.0,97.0,104.0,106.0,136.0,80.0,109.0,77.0,103.0,94.0,0.178,0.09,0.004,0.022,-0.24,-0.13,2.31,-1.04,89.9,88.0,93.4,86.3,,,,,,,0.311,0.456,0.119,0.275,0.525,0.216,111.0,106.0,106.0,84.0,106.0,99.0,0.355,0.35,0.64,0.76,94.1,81.0,0.208,0.364,0.231,0.199,0.363,0.263,,,,,,,,,
8,2024-05-11,746963,Home Run,home_run,False,608841,681867,Joey Meneses,Cooper Criswell,0,59329043-776b-4920-a42d-f49796f9920b,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,108.0,101.0,99.0,110.0,113.0,104.0,114.0,97.0,99.0,81.0,104.0,92.0,0.266,0.146,0.3,0.287,0.21,1.17,-2.03,0.42,86.1,84.6,89.3,76.9,0.263,0.368,0.189,0.305,0.508,0.195,0.286,0.452,0.059,0.148,0.37,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-11,746963,Walk,walk,False,608385,681867,Jesse Winker,Cooper Criswell,0,b66d943d-6882-40fd-a5e3-c47602cc845e,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,108.0,101.0,99.0,110.0,113.0,104.0,114.0,97.0,99.0,81.0,104.0,92.0,0.266,0.146,0.3,0.287,0.21,1.17,-2.03,0.42,86.1,84.6,89.3,76.9,0.263,0.368,0.189,0.305,0.508,0.195,0.286,0.452,0.059,0.148,0.37,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,
