,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CU%,CH%,wSI/C,wSL/C,wCU/C,wCH/C,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,FO%,wFO/C,vFO,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-04-23,745193,Flyout,field_out,True,606466,571927,Ketel Marte,Steven Matz,0,98f16a6a-9ec2-420b-83a0-1335da080f89,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,105.0,106.0,112.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.068,0.259,1.05,-4.58,-4.17,-3.92,83.3,93.9,88.3,77.8,0.245,0.358,0.121,0.357,0.595,0.26,0.5,0.6,0.238,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-23,745193,Strikeout,strikeout,True,672515,571927,Gabriel Moreno,Steven Matz,0,246fc0ff-c70f-4e97-be45-c113429e1266,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,105.0,106.0,112.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.068,0.259,1.05,-4.58,-4.17,-3.92,83.3,93.9,88.3,77.8,0.245,0.358,0.121,0.357,0.595,0.26,0.5,0.6,0.238,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-23,745193,Strikeout,strikeout,True,666971,571927,Lourdes Gurriel Jr.,Steven Matz,0,ea36b047-aaec-4d85-989f-e0bf58b858ea,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,105.0,106.0,112.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.068,0.259,1.05,-4.58,-4.17,-3.92,83.3,93.9,88.3,77.8,0.245,0.358,0.121,0.357,0.595,0.26,0.5,0.6,0.238,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-23,745193,Groundout,field_out,True,680977,674072,Brendan Donovan,Tommy Henry,0,9d412707-d7b9-47b0-9c5a-e6ed1943630d,674072.0,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.46,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,76.0,95.0,91.0,103.0,107.0,105.0,68.0,97.0,87.0,112.0,101.0,97.0,0.19,0.072,0.238,0.177,-2.27,-5.16,-1.9,-1.65,83.7,90.3,82.8,78.1,0.375,0.625,0.072,0.321,0.464,0.313,0.5,0.7,0.35,0.268,0.561,0.123,66.0,100.0,92.0,0.323,-1.54,89.8,0.261,0.63,0.135,,,,,,,,,,,,,,,
4,2024-04-23,745193,Home Run,home_run,False,575929,674072,Willson Contreras,Tommy Henry,0,b4ff20a6-a182-4e97-b5b6-e439fb7a5c1f,674072.0,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.46,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,76.0,95.0,91.0,103.0,107.0,105.0,68.0,97.0,87.0,112.0,101.0,97.0,0.19,0.072,0.238,0.177,-2.27,-5.16,-1.9,-1.65,83.7,90.3,82.8,78.1,0.375,0.625,0.072,0.321,0.464,0.313,0.5,0.7,0.35,0.268,0.561,0.123,66.0,100.0,92.0,0.323,-1.54,89.8,0.261,0.63,0.135,,,,,,,,,,,,,,,
5,2024-04-23,745193,Flyout,field_out,True,571448,674072,Nolan Arenado,Tommy Henry,0,690cc31d-5d11-4839-a63a-9a2b9d9277f6,674072.0,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.46,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,76.0,95.0,91.0,103.0,107.0,105.0,68.0,97.0,87.0,112.0,101.0,97.0,0.19,0.072,0.238,0.177,-2.27,-5.16,-1.9,-1.65,83.7,90.3,82.8,78.1,0.375,0.625,0.072,0.321,0.464,0.313,0.5,0.7,0.35,0.268,0.561,0.123,66.0,100.0,92.0,0.323,-1.54,89.8,0.261,0.63,0.135,,,,,,,,,,,,,,,
6,2024-04-23,745193,Strikeout,strikeout,True,502671,674072,Paul Goldschmidt,Tommy Henry,0,58992aa1-9055-4602-a4d0-7d1cb92a7b30,674072.0,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.46,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,76.0,95.0,91.0,103.0,107.0,105.0,68.0,97.0,87.0,112.0,101.0,97.0,0.19,0.072,0.238,0.177,-2.27,-5.16,-1.9,-1.65,83.7,90.3,82.8,78.1,0.375,0.625,0.072,0.321,0.464,0.313,0.5,0.7,0.35,0.268,0.561,0.123,66.0,100.0,92.0,0.323,-1.54,89.8,0.261,0.63,0.135,,,,,,,,,,,,,,,
7,2024-04-23,745193,Flyout,field_out,True,572233,571927,Christian Walker,Steven Matz,0,88e9a042-9ef4-4861-aa1b-73c0fb1ad116,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,105.0,106.0,112.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.068,0.259,1.05,-4.58,-4.17,-3.92,83.3,93.9,88.3,77.8,0.245,0.358,0.121,0.357,0.595,0.26,0.5,0.6,0.238,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-23,745193,Strikeout,strikeout,True,553993,571927,Eugenio Suárez,Steven Matz,0,b7663e30-6815-470f-b9cc-0a097aca7d4d,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,105.0,106.0,112.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.068,0.259,1.05,-4.58,-4.17,-3.92,83.3,93.9,88.3,77.8,0.245,0.358,0.121,0.357,0.595,0.26,0.5,0.6,0.238,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-23,745193,Walk,walk,False,545341,571927,Randal Grichuk,Steven Matz,0,605ce1e6-9531-4dcb-85d8-e2e3cf14e50b,571927.0,stevenmatz,Matz,Left,Steven Matz,STL,6.18,6.14,27.2,101.0,85.0,98.0,0.843,5.53,3.58,12.04,0.98,0.94,0.289,0.32,0.186,0.206,0.463,100.0,105.0,100.0,105.0,106.0,112.0,77.0,103.0,97.0,82.0,87.0,88.0,0.591,0.082,0.068,0.259,1.05,-4.58,-4.17,-3.92,83.3,93.9,88.3,77.8,0.245,0.358,0.121,0.357,0.595,0.26,0.5,0.6,0.238,0.5,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
