,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff
10,2024-09-21,746338,Strikeout,strikeout,True,665161,672282,Jeremy Peña,Reid Detmers,0,45bcd851-eff1-45bf-95d1-a72866f93ddb,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.67,4.15,82.1,98.0,95.0,99.0,0.732,10.6,4.04,9.84,1.64,0.92,0.251,0.485,0.134,0.355,0.434,92.0,97.0,98.0,88.0,101.0,104.0,87.0,95.0,92.0,117.0,106.0,114.0,0.462,0.24,0.148,0.149,-0.44,-0.49,-3.47,-0.46,93.9,84.7,86.2,75.0,0.224,0.383,0.356,0.265,0.487,0.26,0.339,0.482,0.319,0.364,0.818,0.211,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-09-21,746338,Walk,walk,False,666160,669854,Mickey Moniak,Ronel Blanco,0,4ad2008b-2fea-4ff2-9e54-83dddf82ceba,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,4.0,162.1,99.0,94.0,98.0,0.727,9.04,3.66,6.26,1.22,0.92,0.213,0.45,0.18,0.316,0.402,120.0,103.0,107.0,75.0,95.0,100.0,85.0,95.0,90.0,88.0,103.0,101.0,0.385,0.304,0.09,0.222,-0.5,2.05,2.62,-0.1,93.5,85.2,86.4,80.1,0.184,0.291,0.34,0.236,0.505,0.195,0.188,0.364,0.349,0.073,0.073,0.407,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-21,746338,Double,double,False,681351,669854,Logan O'Hoppe,Ronel Blanco,1,b938ac92-afcf-4ea7-a708-8ed3e97da310,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,4.0,162.1,99.0,94.0,98.0,0.727,9.04,3.66,6.26,1.22,0.92,0.213,0.45,0.18,0.316,0.402,120.0,103.0,107.0,75.0,95.0,100.0,85.0,95.0,90.0,88.0,103.0,101.0,0.385,0.304,0.09,0.222,-0.5,2.05,2.62,-0.1,93.5,85.2,86.4,80.1,0.184,0.291,0.34,0.236,0.505,0.195,0.188,0.364,0.349,0.073,0.073,0.407,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-09-21,746338,Flyout,field_out,True,672569,669854,Gustavo Campero,Ronel Blanco,0,aa286345-2975-4503-ae1d-708352bcd800,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,4.0,162.1,99.0,94.0,98.0,0.727,9.04,3.66,6.26,1.22,0.92,0.213,0.45,0.18,0.316,0.402,120.0,103.0,107.0,75.0,95.0,100.0,85.0,95.0,90.0,88.0,103.0,101.0,0.385,0.304,0.09,0.222,-0.5,2.05,2.62,-0.1,93.5,85.2,86.4,80.1,0.184,0.291,0.34,0.236,0.505,0.195,0.188,0.364,0.349,0.073,0.073,0.407,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-09-21,746338,Groundout,field_out,True,605346,669854,Jack López,Ronel Blanco,0,60d2297a-da8b-40d9-9a69-8803a7dcb6a0,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,4.0,162.1,99.0,94.0,98.0,0.727,9.04,3.66,6.26,1.22,0.92,0.213,0.45,0.18,0.316,0.402,120.0,103.0,107.0,75.0,95.0,100.0,85.0,95.0,90.0,88.0,103.0,101.0,0.385,0.304,0.09,0.222,-0.5,2.05,2.62,-0.1,93.5,85.2,86.4,80.1,0.184,0.291,0.34,0.236,0.505,0.195,0.188,0.364,0.349,0.073,0.073,0.407,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-09-21,746338,Single,single,False,621493,669854,Taylor Ward,Ronel Blanco,1,a40c00b2-b199-46ba-a253-2780b91e6e93,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,4.0,162.1,99.0,94.0,98.0,0.727,9.04,3.66,6.26,1.22,0.92,0.213,0.45,0.18,0.316,0.402,120.0,103.0,107.0,75.0,95.0,100.0,85.0,95.0,90.0,88.0,103.0,101.0,0.385,0.304,0.09,0.222,-0.5,2.05,2.62,-0.1,93.5,85.2,86.4,80.1,0.184,0.291,0.34,0.236,0.505,0.195,0.188,0.364,0.349,0.073,0.073,0.407,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-09-21,746338,Strikeout,strikeout,True,687263,669854,Zach Neto,Ronel Blanco,0,4bb37d41-6e57-4616-bff9-f830bca7a26b,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,4.0,162.1,99.0,94.0,98.0,0.727,9.04,3.66,6.26,1.22,0.92,0.213,0.45,0.18,0.316,0.402,120.0,103.0,107.0,75.0,95.0,100.0,85.0,95.0,90.0,88.0,103.0,101.0,0.385,0.304,0.09,0.222,-0.5,2.05,2.62,-0.1,93.5,85.2,86.4,80.1,0.184,0.291,0.34,0.236,0.505,0.195,0.188,0.364,0.349,0.073,0.073,0.407,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-09-21,746338,Walk,walk,False,605170,672282,Victor Caratini,Reid Detmers,0,c28732cd-bbf6-444d-a65f-4ac998cf0f66,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.67,4.15,82.1,98.0,95.0,99.0,0.732,10.6,4.04,9.84,1.64,0.92,0.251,0.485,0.134,0.355,0.434,92.0,97.0,98.0,88.0,101.0,104.0,87.0,95.0,92.0,117.0,106.0,114.0,0.462,0.24,0.148,0.149,-0.44,-0.49,-3.47,-0.46,93.9,84.7,86.2,75.0,0.224,0.383,0.356,0.265,0.487,0.26,0.339,0.482,0.319,0.364,0.818,0.211,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-09-21,746338,Single,single,False,676694,672282,Jake Meyers,Reid Detmers,1,bfe93577-b065-4c75-a9c7-8adc1e56ad8f,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.67,4.15,82.1,98.0,95.0,99.0,0.732,10.6,4.04,9.84,1.64,0.92,0.251,0.485,0.134,0.355,0.434,92.0,97.0,98.0,88.0,101.0,104.0,87.0,95.0,92.0,117.0,106.0,114.0,0.462,0.24,0.148,0.149,-0.44,-0.49,-3.47,-0.46,93.9,84.7,86.2,75.0,0.224,0.383,0.356,0.265,0.487,0.26,0.339,0.482,0.319,0.364,0.818,0.211,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-09-21,746338,Single,single,False,643289,672282,Mauricio Dubón,Reid Detmers,1,fc08aca7-23f4-47a4-acee-1270d04a5af5,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.67,4.15,82.1,98.0,95.0,99.0,0.732,10.6,4.04,9.84,1.64,0.92,0.251,0.485,0.134,0.355,0.434,92.0,97.0,98.0,88.0,101.0,104.0,87.0,95.0,92.0,117.0,106.0,114.0,0.462,0.24,0.148,0.149,-0.44,-0.49,-3.47,-0.46,93.9,84.7,86.2,75.0,0.224,0.383,0.356,0.265,0.487,0.26,0.339,0.482,0.319,0.364,0.818,0.211,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-09-21,746338,Single,single,False,514888,672282,Jose Altuve,Reid Detmers,1,f247ee73-c48f-422e-a3dd-5d962c9b224a,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.67,4.15,82.1,98.0,95.0,99.0,0.732,10.6,4.04,9.84,1.64,0.92,0.251,0.485,0.134,0.355,0.434,92.0,97.0,98.0,88.0,101.0,104.0,87.0,95.0,92.0,117.0,106.0,114.0,0.462,0.24,0.148,0.149,-0.44,-0.49,-3.47,-0.46,93.9,84.7,86.2,75.0,0.224,0.383,0.356,0.265,0.487,0.26,0.339,0.482,0.319,0.364,0.818,0.211,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-09-21,746338,Grounded Into DP,grounded_into_double_play,True,670541,672282,Yordan Alvarez,Reid Detmers,1,4759601a-3eca-4d1a-9fe5-f36880cf8bf6,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.67,4.15,82.1,98.0,95.0,99.0,0.732,10.6,4.04,9.84,1.64,0.92,0.251,0.485,0.134,0.355,0.434,92.0,97.0,98.0,88.0,101.0,104.0,87.0,95.0,92.0,117.0,106.0,114.0,0.462,0.24,0.148,0.149,-0.44,-0.49,-3.47,-0.46,93.9,84.7,86.2,75.0,0.224,0.383,0.356,0.265,0.487,0.26,0.339,0.482,0.319,0.364,0.818,0.211,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-09-21,746338,Walk,walk,False,663656,672282,Kyle Tucker,Reid Detmers,0,d1e05186-6a39-434f-8c81-f3dbb6340a5a,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.67,4.15,82.1,98.0,95.0,99.0,0.732,10.6,4.04,9.84,1.64,0.92,0.251,0.485,0.134,0.355,0.434,92.0,97.0,98.0,88.0,101.0,104.0,87.0,95.0,92.0,117.0,106.0,114.0,0.462,0.24,0.148,0.149,-0.44,-0.49,-3.47,-0.46,93.9,84.7,86.2,75.0,0.224,0.383,0.356,0.265,0.487,0.26,0.339,0.482,0.319,0.364,0.818,0.211,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-09-21,746338,Groundout,field_out,True,608324,672282,Alex Bregman,Reid Detmers,0,f15b8352-5002-4442-b7f8-5ccf24dee710,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.67,4.15,82.1,98.0,95.0,99.0,0.732,10.6,4.04,9.84,1.64,0.92,0.251,0.485,0.134,0.355,0.434,92.0,97.0,98.0,88.0,101.0,104.0,87.0,95.0,92.0,117.0,106.0,114.0,0.462,0.24,0.148,0.149,-0.44,-0.49,-3.47,-0.46,93.9,84.7,86.2,75.0,0.224,0.383,0.356,0.265,0.487,0.26,0.339,0.482,0.319,0.364,0.818,0.211,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-09-21,746338,Flyout,field_out,True,694384,669854,Nolan Schanuel,Ronel Blanco,0,248f4c0a-5baf-4349-a547-32b086393950,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,4.0,162.1,99.0,94.0,98.0,0.727,9.04,3.66,6.26,1.22,0.92,0.213,0.45,0.18,0.316,0.402,120.0,103.0,107.0,75.0,95.0,100.0,85.0,95.0,90.0,88.0,103.0,101.0,0.385,0.304,0.09,0.222,-0.5,2.05,2.62,-0.1,93.5,85.2,86.4,80.1,0.184,0.291,0.34,0.236,0.505,0.195,0.188,0.364,0.349,0.073,0.073,0.407,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-09-21,746338,Strikeout,strikeout,True,694359,669854,Niko Kavadas,Ronel Blanco,0,b70011b2-9a95-4bda-a303-90afa78f6928,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,4.0,162.1,99.0,94.0,98.0,0.727,9.04,3.66,6.26,1.22,0.92,0.213,0.45,0.18,0.316,0.402,120.0,103.0,107.0,75.0,95.0,100.0,85.0,95.0,90.0,88.0,103.0,101.0,0.385,0.304,0.09,0.222,-0.5,2.05,2.62,-0.1,93.5,85.2,86.4,80.1,0.184,0.291,0.34,0.236,0.505,0.195,0.188,0.364,0.349,0.073,0.073,0.407,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-09-21,746338,Flyout,field_out,True,676572,669854,Eric Wagaman,Ronel Blanco,0,bbb10bd5-63c5-423a-9fc7-cf25e0038a59,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,4.0,162.1,99.0,94.0,98.0,0.727,9.04,3.66,6.26,1.22,0.92,0.213,0.45,0.18,0.316,0.402,120.0,103.0,107.0,75.0,95.0,100.0,85.0,95.0,90.0,88.0,103.0,101.0,0.385,0.304,0.09,0.222,-0.5,2.05,2.62,-0.1,93.5,85.2,86.4,80.1,0.184,0.291,0.34,0.236,0.505,0.195,0.188,0.364,0.349,0.073,0.073,0.407,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-09-21,746338,Double,double,False,673237,672282,Yainer Diaz,Reid Detmers,0,d36afe87-4d4a-45e3-b4e4-04128f50cfb9,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.67,4.15,82.1,98.0,95.0,99.0,0.732,10.6,4.04,9.84,1.64,0.92,0.251,0.485,0.134,0.355,0.434,92.0,97.0,98.0,88.0,101.0,104.0,87.0,95.0,92.0,117.0,106.0,114.0,0.462,0.24,0.148,0.149,-0.44,-0.49,-3.47,-0.46,93.9,84.7,86.2,75.0,0.224,0.383,0.356,0.265,0.487,0.26,0.339,0.482,0.319,0.364,0.818,0.211,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-09-21,746338,Single,single,False,665161,672282,Jeremy Peña,Reid Detmers,1,55198944-6c78-4246-b100-570612928b58,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.67,4.15,82.1,98.0,95.0,99.0,0.732,10.6,4.04,9.84,1.64,0.92,0.251,0.485,0.134,0.355,0.434,92.0,97.0,98.0,88.0,101.0,104.0,87.0,95.0,92.0,117.0,106.0,114.0,0.462,0.24,0.148,0.149,-0.44,-0.49,-3.47,-0.46,93.9,84.7,86.2,75.0,0.224,0.383,0.356,0.265,0.487,0.26,0.339,0.482,0.319,0.364,0.818,0.211,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-09-21,746338,Home Run,home_run,False,605170,672282,Victor Caratini,Reid Detmers,1,e855eba1-c72e-4378-95a1-b12cc2440076,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.67,4.15,82.1,98.0,95.0,99.0,0.732,10.6,4.04,9.84,1.64,0.92,0.251,0.485,0.134,0.355,0.434,92.0,97.0,98.0,88.0,101.0,104.0,87.0,95.0,92.0,117.0,106.0,114.0,0.462,0.24,0.148,0.149,-0.44,-0.49,-3.47,-0.46,93.9,84.7,86.2,75.0,0.224,0.383,0.356,0.265,0.487,0.26,0.339,0.482,0.319,0.364,0.818,0.211,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-09-21,746338,Double,double,False,676694,672282,Jake Meyers,Reid Detmers,0,b111be5a-724c-432d-81a3-a9425c7fc9e4,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.67,4.15,82.1,98.0,95.0,99.0,0.732,10.6,4.04,9.84,1.64,0.92,0.251,0.485,0.134,0.355,0.434,92.0,97.0,98.0,88.0,101.0,104.0,87.0,95.0,92.0,117.0,106.0,114.0,0.462,0.24,0.148,0.149,-0.44,-0.49,-3.47,-0.46,93.9,84.7,86.2,75.0,0.224,0.383,0.356,0.265,0.487,0.26,0.339,0.482,0.319,0.364,0.818,0.211,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-09-21,746338,Groundout,field_out,True,643289,608334,Mauricio Dubón,Carson Fulmer,1,af176662-068f-472f-bbd2-6497d3010fe0,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.01,4.82,85.1,101.0,94.0,98.0,0.774,8.44,4.11,8.12,1.16,1.03,0.208,0.437,0.118,0.367,0.393,90.0,104.0,102.0,109.0,102.0,103.0,85.0,105.0,103.0,114.0,96.0,98.0,0.234,0.202,0.057,0.269,0.13,1.48,-7.72,-0.5,93.1,87.8,87.0,82.4,0.125,0.271,0.261,0.227,0.453,0.193,0.222,0.333,0.37,0.471,1.118,0.393,89.0,100.0,94.0,0.238,0.46,92.6,0.293,0.387,0.12,0.286,0.714,0.458,,,,,,,,,,,,
32,2024-09-21,746338,Fielders Choice Out,fielders_choice_out,True,514888,608334,Jose Altuve,Carson Fulmer,1,1bf43b89-63ab-4e9f-962c-0748dd537cda,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.01,4.82,85.1,101.0,94.0,98.0,0.774,8.44,4.11,8.12,1.16,1.03,0.208,0.437,0.118,0.367,0.393,90.0,104.0,102.0,109.0,102.0,103.0,85.0,105.0,103.0,114.0,96.0,98.0,0.234,0.202,0.057,0.269,0.13,1.48,-7.72,-0.5,93.1,87.8,87.0,82.4,0.125,0.271,0.261,0.227,0.453,0.193,0.222,0.333,0.37,0.471,1.118,0.393,89.0,100.0,94.0,0.238,0.46,92.6,0.293,0.387,0.12,0.286,0.714,0.458,,,,,,,,,,,,
33,2024-09-21,746338,Single,single,False,670541,608334,Yordan Alvarez,Carson Fulmer,1,a582cee7-abf1-41eb-b32c-5a5915c72636,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.01,4.82,85.1,101.0,94.0,98.0,0.774,8.44,4.11,8.12,1.16,1.03,0.208,0.437,0.118,0.367,0.393,90.0,104.0,102.0,109.0,102.0,103.0,85.0,105.0,103.0,114.0,96.0,98.0,0.234,0.202,0.057,0.269,0.13,1.48,-7.72,-0.5,93.1,87.8,87.0,82.4,0.125,0.271,0.261,0.227,0.453,0.193,0.222,0.333,0.37,0.471,1.118,0.393,89.0,100.0,94.0,0.238,0.46,92.6,0.293,0.387,0.12,0.286,0.714,0.458,,,,,,,,,,,,
34,2024-09-21,746338,Single,single,False,663656,608334,Kyle Tucker,Carson Fulmer,1,c62ffae0-57bb-47a6-ba92-85a9fc5fdc02,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.01,4.82,85.1,101.0,94.0,98.0,0.774,8.44,4.11,8.12,1.16,1.03,0.208,0.437,0.118,0.367,0.393,90.0,104.0,102.0,109.0,102.0,103.0,85.0,105.0,103.0,114.0,96.0,98.0,0.234,0.202,0.057,0.269,0.13,1.48,-7.72,-0.5,93.1,87.8,87.0,82.4,0.125,0.271,0.261,0.227,0.453,0.193,0.222,0.333,0.37,0.471,1.118,0.393,89.0,100.0,94.0,0.238,0.46,92.6,0.293,0.387,0.12,0.286,0.714,0.458,,,,,,,,,,,,
35,2024-09-21,746338,Flyout,field_out,True,608324,608334,Alex Bregman,Carson Fulmer,0,24ae45d5-b8a4-4c1c-8b82-6055007b7f01,608334.0,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.01,4.82,85.1,101.0,94.0,98.0,0.774,8.44,4.11,8.12,1.16,1.03,0.208,0.437,0.118,0.367,0.393,90.0,104.0,102.0,109.0,102.0,103.0,85.0,105.0,103.0,114.0,96.0,98.0,0.234,0.202,0.057,0.269,0.13,1.48,-7.72,-0.5,93.1,87.8,87.0,82.4,0.125,0.271,0.261,0.227,0.453,0.193,0.222,0.333,0.37,0.471,1.118,0.393,89.0,100.0,94.0,0.238,0.46,92.6,0.293,0.387,0.12,0.286,0.714,0.458,,,,,,,,,,,,
