,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,wFA/C,wFC/C,wFS/C,vFA,vFC,vFS,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-08-28,746672,Home Run,home_run,False,671732,518585,Lawrence Butler,Fernando Cruz,0,91c81108-c48a-4a1c-b982-1f192c331f67,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.17,4.17,55.2,95.0,117.0,100.0,0.626,13.74,4.69,7.6,1.13,0.91,0.19,0.452,0.175,0.349,0.391,89.0,98.0,92.0,81.0,95.0,95.0,161.0,92.0,110.0,0.312,0.265,0.423,-0.08,-1.72,1.6,94.6,88.6,81.6,0.12,0.16,0.601,0.306,0.532,0.156,0.34,0.745,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-28,746672,Flyout,field_out,True,667670,518585,Brent Rooker,Fernando Cruz,0,49416ff5-c235-4917-8dea-4f06b034248c,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.17,4.17,55.2,95.0,117.0,100.0,0.626,13.74,4.69,7.6,1.13,0.91,0.19,0.452,0.175,0.349,0.391,89.0,98.0,92.0,81.0,95.0,95.0,161.0,92.0,110.0,0.312,0.265,0.423,-0.08,-1.72,1.6,94.6,88.6,81.6,0.12,0.16,0.601,0.306,0.532,0.156,0.34,0.745,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-28,746672,Groundout,field_out,True,668709,518585,JJ Bleday,Fernando Cruz,0,8f2fa502-120c-4094-8a6b-9c531840960e,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.17,4.17,55.2,95.0,117.0,100.0,0.626,13.74,4.69,7.6,1.13,0.91,0.19,0.452,0.175,0.349,0.391,89.0,98.0,92.0,81.0,95.0,95.0,161.0,92.0,110.0,0.312,0.265,0.423,-0.08,-1.72,1.6,94.6,88.6,81.6,0.12,0.16,0.601,0.306,0.532,0.156,0.34,0.745,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-28,746672,Strikeout,strikeout,True,669127,518585,Shea Langeliers,Fernando Cruz,0,4ceffe18-65f0-4da2-9636-801cc67dd712,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.17,4.17,55.2,95.0,117.0,100.0,0.626,13.74,4.69,7.6,1.13,0.91,0.19,0.452,0.175,0.349,0.391,89.0,98.0,92.0,81.0,95.0,95.0,161.0,92.0,110.0,0.312,0.265,0.423,-0.08,-1.72,1.6,94.6,88.6,81.6,0.12,0.16,0.601,0.306,0.532,0.156,0.34,0.745,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-28,746672,Flyout,field_out,True,663697,674370,Jonathan India,Osvaldo Bido,0,f6d3dab9-3a84-4c12-bed7-3107793f4f09,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,101.0,91.0,88.0,94.0,97.0,93.0,,,,0.396,0.138,,0.13,3.95,,94.7,86.9,,,,,0.206,0.27,0.272,0.069,0.103,0.21,77.0,102.0,103.0,103.0,86.0,84.0,131.0,104.0,111.0,0.098,0.222,0.146,-0.8,1.87,1.5,88.8,94.8,85.7,0.196,0.321,0.271,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,
5,2024-08-28,746672,Strikeout,strikeout,True,682829,674370,Elly De La Cruz,Osvaldo Bido,0,f1a58975-f4e7-4693-841c-8b6a12e16668,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,101.0,91.0,88.0,94.0,97.0,93.0,,,,0.396,0.138,,0.13,3.95,,94.7,86.9,,,,,0.206,0.27,0.272,0.069,0.103,0.21,77.0,102.0,103.0,103.0,86.0,84.0,131.0,104.0,111.0,0.098,0.222,0.146,-0.8,1.87,1.5,88.8,94.8,85.7,0.196,0.321,0.271,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,
6,2024-08-28,746672,Groundout,field_out,True,663886,674370,Tyler Stephenson,Osvaldo Bido,0,283234ad-e5ef-4e79-970d-cc1dc4f948ff,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,101.0,91.0,88.0,94.0,97.0,93.0,,,,0.396,0.138,,0.13,3.95,,94.7,86.9,,,,,0.206,0.27,0.272,0.069,0.103,0.21,77.0,102.0,103.0,103.0,86.0,84.0,131.0,104.0,111.0,0.098,0.222,0.146,-0.8,1.87,1.5,88.8,94.8,85.7,0.196,0.321,0.271,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,
7,2024-08-28,746672,Strikeout,strikeout,True,664913,518585,Seth Brown,Fernando Cruz,0,b9cfb761-70cd-43b4-8756-bc75cebd3d55,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.17,4.17,55.2,95.0,117.0,100.0,0.626,13.74,4.69,7.6,1.13,0.91,0.19,0.452,0.175,0.349,0.391,89.0,98.0,92.0,81.0,95.0,95.0,161.0,92.0,110.0,0.312,0.265,0.423,-0.08,-1.72,1.6,94.6,88.6,81.6,0.12,0.16,0.601,0.306,0.532,0.156,0.34,0.745,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-28,746672,Strikeout,strikeout,True,663662,518585,Daz Cameron,Fernando Cruz,0,a7abe70d-aa32-4d33-9d58-1d31e2112602,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.17,4.17,55.2,95.0,117.0,100.0,0.626,13.74,4.69,7.6,1.13,0.91,0.19,0.452,0.175,0.349,0.391,89.0,98.0,92.0,81.0,95.0,95.0,161.0,92.0,110.0,0.312,0.265,0.423,-0.08,-1.72,1.6,94.6,88.6,81.6,0.12,0.16,0.601,0.306,0.532,0.156,0.34,0.745,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-28,746672,Flyout,field_out,True,680869,518585,Zack Gelof,Fernando Cruz,0,44a918e5-f938-40f6-8b0b-48a9fb980614,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.17,4.17,55.2,95.0,117.0,100.0,0.626,13.74,4.69,7.6,1.13,0.91,0.19,0.452,0.175,0.349,0.391,89.0,98.0,92.0,81.0,95.0,95.0,161.0,92.0,110.0,0.312,0.265,0.423,-0.08,-1.72,1.6,94.6,88.6,81.6,0.12,0.16,0.601,0.306,0.532,0.156,0.34,0.745,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
