,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-06,746248,Strikeout,strikeout,True,680776,672282,Jarren Duran,Reid Detmers,0,ba61dc51-da85-4f20-8105-463b43e23988,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,0.458,0.235,0.149,0.158,-0.61,-0.84,-2.14,1.15,94.0,84.6,86.0,75.4,0.253,0.483,0.276,0.247,0.383,0.343,0.289,0.356,0.33,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-06,746248,Strikeout,strikeout,True,622569,672282,Pablo Reyes,Reid Detmers,0,88bdd8b4-1983-415c-b0f7-52a14025d7c2,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,0.458,0.235,0.149,0.158,-0.61,-0.84,-2.14,1.15,94.0,84.6,86.0,75.4,0.253,0.483,0.276,0.247,0.383,0.343,0.289,0.356,0.33,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-06,746248,Strikeout,strikeout,True,646240,672282,Rafael Devers,Reid Detmers,0,391e3e33-8901-48ef-8e87-b97ab3cc1051,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,0.458,0.235,0.149,0.158,-0.61,-0.84,-2.14,1.15,94.0,84.6,86.0,75.4,0.253,0.483,0.276,0.247,0.383,0.343,0.289,0.356,0.33,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-06,746248,Single,single,False,543685,676477,Anthony Rendon,Garrett Whitlock,0,320a8045-6c52-4f06-bb58-4c68d0d60a64,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.33,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,,,,,,,143.0,108.0,113.0,,0.296,,0.283,,2.3,,1.8,,84.4,82.4,,,,,0.0,0.0,0.125,0.174,0.217,0.204,,,,101.0,97.0,91.0,77.0,96.0,93.0,0.227,0.193,-1.85,-0.26,86.6,93.4,0.333,0.4,0.167,0.308,0.692,0.207,,,,,,
4,2024-04-06,746248,Groundout,field_out,True,694384,676477,Nolan Schanuel,Garrett Whitlock,1,d80feb35-8742-49da-8834-47a4ac17071b,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.33,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,,,,,,,143.0,108.0,113.0,,0.296,,0.283,,2.3,,1.8,,84.4,82.4,,,,,0.0,0.0,0.125,0.174,0.217,0.204,,,,101.0,97.0,91.0,77.0,96.0,93.0,0.227,0.193,-1.85,-0.26,86.6,93.4,0.333,0.4,0.167,0.308,0.692,0.207,,,,,,
5,2024-04-06,746248,Walk,walk,False,545361,676477,Mike Trout,Garrett Whitlock,0,150b40a0-4ba0-4b8a-87cf-e20d350f0eb5,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.33,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,,,,,,,143.0,108.0,113.0,,0.296,,0.283,,2.3,,1.8,,84.4,82.4,,,,,0.0,0.0,0.125,0.174,0.217,0.204,,,,101.0,97.0,91.0,77.0,96.0,93.0,0.227,0.193,-1.85,-0.26,86.6,93.4,0.333,0.4,0.167,0.308,0.692,0.207,,,,,,
6,2024-04-06,746248,Strikeout,strikeout,True,621493,676477,Taylor Ward,Garrett Whitlock,0,850d4612-2353-4726-ae86-9ac03d92c2fb,676477.0,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,1.96,4.33,18.1,101.0,104.0,102.0,0.837,8.35,3.44,6.87,0.49,1.47,0.22,0.42,0.14,0.28,0.449,90.0,101.0,107.0,,,,,,,143.0,108.0,113.0,,0.296,,0.283,,2.3,,1.8,,84.4,82.4,,,,,0.0,0.0,0.125,0.174,0.217,0.204,,,,101.0,97.0,91.0,77.0,96.0,93.0,0.227,0.193,-1.85,-0.26,86.6,93.4,0.333,0.4,0.167,0.308,0.692,0.207,,,,,,
7,2024-04-06,746248,Walk,walk,False,641933,672282,Tyler O'Neill,Reid Detmers,0,95a333c6-ef79-464e-816c-e40bbbb1c4ea,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,0.458,0.235,0.149,0.158,-0.61,-0.84,-2.14,1.15,94.0,84.6,86.0,75.4,0.253,0.483,0.276,0.247,0.383,0.343,0.289,0.356,0.33,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-06,746248,Strikeout,strikeout,True,666915,672282,Bobby Dalbec,Reid Detmers,0,0646b772-37b9-4867-8eca-8133ce51446e,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,0.458,0.235,0.149,0.158,-0.61,-0.84,-2.14,1.15,94.0,84.6,86.0,75.4,0.253,0.483,0.276,0.247,0.383,0.343,0.289,0.356,0.33,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-06,746248,Strikeout,strikeout,True,671213,672282,Triston Casas,Reid Detmers,0,57b1a7cd-8291-443f-ae45-295d5c2d4ebd,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,102.0,104.0,90.0,95.0,92.0,116.0,102.0,106.0,0.458,0.235,0.149,0.158,-0.61,-0.84,-2.14,1.15,94.0,84.6,86.0,75.4,0.253,0.483,0.276,0.247,0.383,0.343,0.289,0.356,0.33,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,
