,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,vFA,vFC,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
10,2024-09-27,745930,Groundout,field_out,True,687401,640455,Joey Ortiz,Sean Manaea,0,e8836938-ef30-4dfd-8bb0-d69237fd1b82,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,,,,0.447,0.113,0.071,,0.251,1.13,0.97,,1.36,0.37,92.3,88.4,,92.3,79.5,0.167,0.295,0.311,0.201,0.333,0.208,,,,0.222,0.25,0.179,0.174,0.435,0.32,83.0,98.0,95.0,0.118,-1.19,85.3,0.193,0.311,0.388,0.25,0.438,0.254,,,,,,,,,,,,,,,
11,2024-09-27,745930,Single,single,False,578428,593423,Jose Iglesias,Frankie Montas,0,8f636bff-fe4d-4b2d-9fc1-a6e38e5894b2,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,119.0,99.0,105.0,0.191,0.332,0.187,0.183,0.107,-0.02,-1.4,-0.23,1.13,-1.94,95.6,90.4,86.0,94.8,85.4,0.206,0.367,0.231,0.248,0.407,0.113,0.218,0.297,0.426,0.326,0.609,0.223,0.288,0.577,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-27,745930,Strikeout,strikeout,True,608385,593423,Jesse Winker,Frankie Montas,0,2fd372cc-e680-4d8e-9fd7-c46c4e0e24ff,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,119.0,99.0,105.0,0.191,0.332,0.187,0.183,0.107,-0.02,-1.4,-0.23,1.13,-1.94,95.6,90.4,86.0,94.8,85.4,0.206,0.367,0.231,0.248,0.407,0.113,0.218,0.297,0.426,0.326,0.609,0.223,0.288,0.577,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-09-27,745930,Grounded Into DP,grounded_into_double_play,True,502110,593423,J.D. Martinez,Frankie Montas,1,25574843-2876-4816-922c-0e526019484a,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,119.0,99.0,105.0,0.191,0.332,0.187,0.183,0.107,-0.02,-1.4,-0.23,1.13,-1.94,95.6,90.4,86.0,94.8,85.4,0.206,0.367,0.231,0.248,0.407,0.113,0.218,0.297,0.426,0.326,0.609,0.223,0.288,0.577,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-09-27,745930,Lineout,field_out,True,596142,640455,Gary Sánchez,Sean Manaea,0,400be720-c807-4e21-8217-e583f762b104,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,,,,0.447,0.113,0.071,,0.251,1.13,0.97,,1.36,0.37,92.3,88.4,,92.3,79.5,0.167,0.295,0.311,0.201,0.333,0.208,,,,0.222,0.25,0.179,0.174,0.435,0.32,83.0,98.0,95.0,0.118,-1.19,85.3,0.193,0.311,0.388,0.25,0.438,0.254,,,,,,,,,,,,,,,
15,2024-09-27,745930,Field Error,field_error,False,663368,640455,Blake Perkins,Sean Manaea,0,02a1afe1-9bf6-437c-aac6-856bb9abbce0,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,,,,0.447,0.113,0.071,,0.251,1.13,0.97,,1.36,0.37,92.3,88.4,,92.3,79.5,0.167,0.295,0.311,0.201,0.333,0.208,,,,0.222,0.25,0.179,0.174,0.435,0.32,83.0,98.0,95.0,0.118,-1.19,85.3,0.193,0.311,0.388,0.25,0.438,0.254,,,,,,,,,,,,,,,
16,2024-09-27,745930,Double,double,False,668930,640455,Brice Turang,Sean Manaea,1,dd392aa6-269b-4d7f-a154-5b33e58504e2,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,,,,0.447,0.113,0.071,,0.251,1.13,0.97,,1.36,0.37,92.3,88.4,,92.3,79.5,0.167,0.295,0.311,0.201,0.333,0.208,,,,0.222,0.25,0.179,0.174,0.435,0.32,83.0,98.0,95.0,0.118,-1.19,85.3,0.193,0.311,0.388,0.25,0.438,0.254,,,,,,,,,,,,,,,
17,2024-09-27,745930,Pop Out,field_out,True,686217,640455,Sal Frelick,Sean Manaea,1,bf9f344f-0480-4b9a-9ba2-78f1627cc270,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,,,,0.447,0.113,0.071,,0.251,1.13,0.97,,1.36,0.37,92.3,88.4,,92.3,79.5,0.167,0.295,0.311,0.201,0.333,0.208,,,,0.222,0.25,0.179,0.174,0.435,0.32,83.0,98.0,95.0,0.118,-1.19,85.3,0.193,0.311,0.388,0.25,0.438,0.254,,,,,,,,,,,,,,,
18,2024-09-27,745930,Pop Out,field_out,True,694192,640455,Jackson Chourio,Sean Manaea,0,b2dbb3c8-ec7e-40e7-9b3f-eeab5b65f1e2,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,,,,0.447,0.113,0.071,,0.251,1.13,0.97,,1.36,0.37,92.3,88.4,,92.3,79.5,0.167,0.295,0.311,0.201,0.333,0.208,,,,0.222,0.25,0.179,0.174,0.435,0.32,83.0,98.0,95.0,0.118,-1.19,85.3,0.193,0.311,0.388,0.25,0.438,0.254,,,,,,,,,,,,,,,
19,2024-09-27,745930,Walk,walk,False,682626,593423,Francisco Alvarez,Frankie Montas,0,9e005a79-f2c1-4feb-9884-49fa7c199338,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,119.0,99.0,105.0,0.191,0.332,0.187,0.183,0.107,-0.02,-1.4,-0.23,1.13,-1.94,95.6,90.4,86.0,94.8,85.4,0.206,0.367,0.231,0.248,0.407,0.113,0.218,0.297,0.426,0.326,0.609,0.223,0.288,0.577,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-09-27,745930,Flyout,field_out,True,621438,593423,Tyrone Taylor,Frankie Montas,0,37717c7c-f6ca-40a7-8c2e-98e7c7297065,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,119.0,99.0,105.0,0.191,0.332,0.187,0.183,0.107,-0.02,-1.4,-0.23,1.13,-1.94,95.6,90.4,86.0,94.8,85.4,0.206,0.367,0.231,0.248,0.407,0.113,0.218,0.297,0.426,0.326,0.609,0.223,0.288,0.577,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-09-27,745930,Strikeout,strikeout,True,596019,593423,Francisco Lindor,Frankie Montas,0,28f98a99-d0b4-4fb1-ba7a-020dd9ec8415,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,119.0,99.0,105.0,0.191,0.332,0.187,0.183,0.107,-0.02,-1.4,-0.23,1.13,-1.94,95.6,90.4,86.0,94.8,85.4,0.206,0.367,0.231,0.248,0.407,0.113,0.218,0.297,0.426,0.326,0.609,0.223,0.288,0.577,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-09-27,745930,Home Run,home_run,False,668901,593423,Mark Vientos,Frankie Montas,1,51fa6090-2fe6-4c98-af6e-8cc61a0267a8,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,119.0,99.0,105.0,0.191,0.332,0.187,0.183,0.107,-0.02,-1.4,-0.23,1.13,-1.94,95.6,90.4,86.0,94.8,85.4,0.206,0.367,0.231,0.248,0.407,0.113,0.218,0.297,0.426,0.326,0.609,0.223,0.288,0.577,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-09-27,745930,Strikeout,strikeout,True,607043,593423,Brandon Nimmo,Frankie Montas,0,cede66e1-43af-4454-a2cc-b392d9c0673c,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,119.0,99.0,105.0,0.191,0.332,0.187,0.183,0.107,-0.02,-1.4,-0.23,1.13,-1.94,95.6,90.4,86.0,94.8,85.4,0.206,0.367,0.231,0.248,0.407,0.113,0.218,0.297,0.426,0.326,0.609,0.223,0.288,0.577,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-09-27,745930,Single,single,False,661388,640455,William Contreras,Sean Manaea,0,63c9e94e-3e40-43b9-9026-6616a09cc392,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,,,,0.447,0.113,0.071,,0.251,1.13,0.97,,1.36,0.37,92.3,88.4,,92.3,79.5,0.167,0.295,0.311,0.201,0.333,0.208,,,,0.222,0.25,0.179,0.174,0.435,0.32,83.0,98.0,95.0,0.118,-1.19,85.3,0.193,0.311,0.388,0.25,0.438,0.254,,,,,,,,,,,,,,,
25,2024-09-27,745930,Flyout,field_out,True,642715,640455,Willy Adames,Sean Manaea,0,c8c88da3-068a-4f08-bdb5-6fd66df33777,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,,,,0.447,0.113,0.071,,0.251,1.13,0.97,,1.36,0.37,92.3,88.4,,92.3,79.5,0.167,0.295,0.311,0.201,0.333,0.208,,,,0.222,0.25,0.179,0.174,0.435,0.32,83.0,98.0,95.0,0.118,-1.19,85.3,0.193,0.311,0.388,0.25,0.438,0.254,,,,,,,,,,,,,,,
26,2024-09-27,745930,Flyout,field_out,True,656555,640455,Rhys Hoskins,Sean Manaea,0,ed6d1dac-945a-4a0d-899f-8375348256a0,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,,,,0.447,0.113,0.071,,0.251,1.13,0.97,,1.36,0.37,92.3,88.4,,92.3,79.5,0.167,0.295,0.311,0.201,0.333,0.208,,,,0.222,0.25,0.179,0.174,0.435,0.32,83.0,98.0,95.0,0.118,-1.19,85.3,0.193,0.311,0.388,0.25,0.438,0.254,,,,,,,,,,,,,,,
27,2024-09-27,745930,Groundout,field_out,True,687401,640455,Joey Ortiz,Sean Manaea,0,7804b42e-ea9a-4185-a7c0-0d00648101a1,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,,,,0.447,0.113,0.071,,0.251,1.13,0.97,,1.36,0.37,92.3,88.4,,92.3,79.5,0.167,0.295,0.311,0.201,0.333,0.208,,,,0.222,0.25,0.179,0.174,0.435,0.32,83.0,98.0,95.0,0.118,-1.19,85.3,0.193,0.311,0.388,0.25,0.438,0.254,,,,,,,,,,,,,,,
28,2024-09-27,745930,Strikeout,strikeout,True,624413,593423,Pete Alonso,Frankie Montas,0,458be29c-1362-49a3-bb0c-2e055a7c6eb8,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,119.0,99.0,105.0,0.191,0.332,0.187,0.183,0.107,-0.02,-1.4,-0.23,1.13,-1.94,95.6,90.4,86.0,94.8,85.4,0.206,0.367,0.231,0.248,0.407,0.113,0.218,0.297,0.426,0.326,0.609,0.223,0.288,0.577,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-09-27,745930,Lineout,field_out,True,578428,593423,Jose Iglesias,Frankie Montas,0,d3c94316-44eb-42e6-90ef-87aa0a514355,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,119.0,99.0,105.0,0.191,0.332,0.187,0.183,0.107,-0.02,-1.4,-0.23,1.13,-1.94,95.6,90.4,86.0,94.8,85.4,0.206,0.367,0.231,0.248,0.407,0.113,0.218,0.297,0.426,0.326,0.609,0.223,0.288,0.577,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-09-27,745930,Hit By Pitch,hit_by_pitch,False,608385,593423,Jesse Winker,Frankie Montas,0,854e95f7-ca76-4fe6-9da0-d18c4d021f56,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,119.0,99.0,105.0,0.191,0.332,0.187,0.183,0.107,-0.02,-1.4,-0.23,1.13,-1.94,95.6,90.4,86.0,94.8,85.4,0.206,0.367,0.231,0.248,0.407,0.113,0.218,0.297,0.426,0.326,0.609,0.223,0.288,0.577,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-09-27,745930,Walk,walk,False,502110,593423,J.D. Martinez,Frankie Montas,1,739ee2e1-7432-4635-8dae-ec7b6c55d718,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,109.0,95.0,95.0,119.0,99.0,105.0,0.191,0.332,0.187,0.183,0.107,-0.02,-1.4,-0.23,1.13,-1.94,95.6,90.4,86.0,94.8,85.4,0.206,0.367,0.231,0.248,0.407,0.113,0.218,0.297,0.426,0.326,0.609,0.223,0.288,0.577,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,
