,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,SI%,wSI/C,vSI,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SI_ba,SI_slg,SI_whiff
0,2024-08-29,746748,Strikeout,strikeout,True,543760,680897,Marcus Semien,Nick Nastrini,0,568a6a2f-83f0-434b-826c-8ff2917efcf9,680897.0,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,7.04,6.57,30.2,84.0,102.0,86.0,0.725,6.46,7.63,7.92,2.05,0.64,0.221,0.474,0.221,0.305,0.372,90.0,76.0,77.0,98.0,77.0,83.0,102.0,81.0,80.0,107.0,95.0,99.0,0.475,0.338,0.074,0.112,-0.92,1.08,-5.05,-4.72,93.7,85.7,84.6,79.2,0.17,0.426,0.21,0.204,0.407,0.375,0.4,0.6,0.32,0.667,0.833,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-29,746748,Pop Out,field_out,True,608369,680897,Corey Seager,Nick Nastrini,0,c9cf7efd-0941-4632-93d7-8bfff52e73db,680897.0,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,7.04,6.57,30.2,84.0,102.0,86.0,0.725,6.46,7.63,7.92,2.05,0.64,0.221,0.474,0.221,0.305,0.372,90.0,76.0,77.0,98.0,77.0,83.0,102.0,81.0,80.0,107.0,95.0,99.0,0.475,0.338,0.074,0.112,-0.92,1.08,-5.05,-4.72,93.7,85.7,84.6,79.2,0.17,0.426,0.21,0.204,0.407,0.375,0.4,0.6,0.32,0.667,0.833,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-29,746748,Flyout,field_out,True,669701,680897,Josh Smith,Nick Nastrini,0,0b23f46e-dead-4f09-80ea-ad5ad71edb57,680897.0,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,7.04,6.57,30.2,84.0,102.0,86.0,0.725,6.46,7.63,7.92,2.05,0.64,0.221,0.474,0.221,0.305,0.372,90.0,76.0,77.0,98.0,77.0,83.0,102.0,81.0,80.0,107.0,95.0,99.0,0.475,0.338,0.074,0.112,-0.92,1.08,-5.05,-4.72,93.7,85.7,84.6,79.2,0.17,0.426,0.21,0.204,0.407,0.375,0.4,0.6,0.32,0.667,0.833,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-29,746748,Strikeout,strikeout,True,670032,543135,Nicky Lopez,Nathan Eovaldi,0,ffe188b3-cb8b-47c7-bc73-e32368e07d5e,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,0.375,0.031,0.135,,1.27,-1.5,-1.28,,95.5,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,92.0,106.0,98.0,126.0,103.0,111.0,0.149,0.311,-0.05,1.64,91.5,88.6,0.199,0.298,0.367,0.304,0.494,0.194,,,,,,,,,,,,,,,
4,2024-08-29,746748,Flyout,field_out,True,673357,543135,Luis Robert Jr.,Nathan Eovaldi,0,6ff6fcd6-ce9c-476f-bf94-5fd26ad908ae,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,0.375,0.031,0.135,,1.27,-1.5,-1.28,,95.5,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,92.0,106.0,98.0,126.0,103.0,111.0,0.149,0.311,-0.05,1.64,91.5,88.6,0.199,0.298,0.367,0.304,0.494,0.194,,,,,,,,,,,,,,,
5,2024-08-29,746748,Strikeout,strikeout,True,643217,543135,Andrew Benintendi,Nathan Eovaldi,0,25daab0d-063d-4889-b741-36610eb978a0,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,0.375,0.031,0.135,,1.27,-1.5,-1.28,,95.5,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,92.0,106.0,98.0,126.0,103.0,111.0,0.149,0.311,-0.05,1.64,91.5,88.6,0.199,0.298,0.367,0.304,0.494,0.194,,,,,,,,,,,,,,,
6,2024-08-29,746748,Groundout,field_out,True,666969,680897,Adolis García,Nick Nastrini,0,cc738146-006c-41ab-a731-d88e6d7d0832,680897.0,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,7.04,6.57,30.2,84.0,102.0,86.0,0.725,6.46,7.63,7.92,2.05,0.64,0.221,0.474,0.221,0.305,0.372,90.0,76.0,77.0,98.0,77.0,83.0,102.0,81.0,80.0,107.0,95.0,99.0,0.475,0.338,0.074,0.112,-0.92,1.08,-5.05,-4.72,93.7,85.7,84.6,79.2,0.17,0.426,0.21,0.204,0.407,0.375,0.4,0.6,0.32,0.667,0.833,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-29,746748,Pop Out,field_out,True,663993,680897,Nathaniel Lowe,Nick Nastrini,0,56c2c780-3655-4ad1-a7ba-24b730fa772b,680897.0,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,7.04,6.57,30.2,84.0,102.0,86.0,0.725,6.46,7.63,7.92,2.05,0.64,0.221,0.474,0.221,0.305,0.372,90.0,76.0,77.0,98.0,77.0,83.0,102.0,81.0,80.0,107.0,95.0,99.0,0.475,0.338,0.074,0.112,-0.92,1.08,-5.05,-4.72,93.7,85.7,84.6,79.2,0.17,0.426,0.21,0.204,0.407,0.375,0.4,0.6,0.32,0.667,0.833,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-29,746748,Groundout,field_out,True,673962,680897,Josh Jung,Nick Nastrini,0,c710c330-d977-4338-8f89-3ab185b0dff7,680897.0,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,7.04,6.57,30.2,84.0,102.0,86.0,0.725,6.46,7.63,7.92,2.05,0.64,0.221,0.474,0.221,0.305,0.372,90.0,76.0,77.0,98.0,77.0,83.0,102.0,81.0,80.0,107.0,95.0,99.0,0.475,0.338,0.074,0.112,-0.92,1.08,-5.05,-4.72,93.7,85.7,84.6,79.2,0.17,0.426,0.21,0.204,0.407,0.375,0.4,0.6,0.32,0.667,0.833,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-29,746748,Groundout,field_out,True,683734,543135,Andrew Vaughn,Nathan Eovaldi,0,cc73fe6c-ce45-4bc1-9874-870457073a3f,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.6,3.75,140.0,104.0,98.0,103.0,0.746,8.87,2.06,7.52,1.16,1.61,0.216,0.394,0.116,0.345,0.454,,,,102.0,102.0,103.0,74.0,106.0,99.0,113.0,98.0,103.0,0.375,0.031,0.135,,1.27,-1.5,-1.28,,95.5,,86.2,76.9,0.2,0.312,0.2,0.333,0.571,0.171,,,,0.232,0.518,0.357,92.0,106.0,98.0,126.0,103.0,111.0,0.149,0.311,-0.05,1.64,91.5,88.6,0.199,0.298,0.367,0.304,0.494,0.194,,,,,,,,,,,,,,,
