,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,CH%,wFC/C,wSI/C,wCU/C,wCH/C,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-11,745828,Strikeout,strikeout,True,660670,681035,Ronald Acuña Jr.,Christian Scott,0,5055f7e4-7cbd-4296-8549-fa72c5c8390f,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-11,745828,Pop Out,field_out,True,645277,681035,Ozzie Albies,Christian Scott,0,599acc38-9a62-458a-8214-b2ff34196acd,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-11,745828,Strikeout,strikeout,True,663586,681035,Austin Riley,Christian Scott,0,a9d6065e-7d78-4a92-aebc-969e15cb2c87,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-11,745828,Flyout,field_out,True,607043,608331,Brandon Nimmo,Max Fried,0,0fd75c23-53c5-4e1b-baaa-0bcef4955b64,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.08,3.72,108.0,98.0,96.0,99.0,0.781,7.92,2.83,7.58,0.75,2.57,0.267,0.397,0.176,0.241,0.414,83.0,94.0,94.0,97.0,96.0,95.0,,,,0.311,,0.119,0.76,,0.7,93.8,,82.7,0.287,0.369,0.2,0.25,0.25,0.296,,,,95.0,102.0,103.0,110.0,102.0,106.0,97.0,98.0,97.0,88.0,93.0,92.0,0.162,0.055,0.208,0.145,-0.23,1.8,0.93,1.72,89.3,86.1,93.7,74.4,0.231,0.256,0.165,0.158,0.329,0.313,0.186,0.271,0.24,0.308,0.308,0.313,,,,,,
4,2024-05-11,745828,Lineout,field_out,True,516782,608331,Starling Marte,Max Fried,0,554b0855-1006-450e-9b2b-bd5a4bfaa7c1,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.08,3.72,108.0,98.0,96.0,99.0,0.781,7.92,2.83,7.58,0.75,2.57,0.267,0.397,0.176,0.241,0.414,83.0,94.0,94.0,97.0,96.0,95.0,,,,0.311,,0.119,0.76,,0.7,93.8,,82.7,0.287,0.369,0.2,0.25,0.25,0.296,,,,95.0,102.0,103.0,110.0,102.0,106.0,97.0,98.0,97.0,88.0,93.0,92.0,0.162,0.055,0.208,0.145,-0.23,1.8,0.93,1.72,89.3,86.1,93.7,74.4,0.231,0.256,0.165,0.158,0.329,0.313,0.186,0.271,0.24,0.308,0.308,0.313,,,,,,
5,2024-05-11,745828,Pop Out,field_out,True,596019,608331,Francisco Lindor,Max Fried,0,7b14e603-bfbb-4610-8c5f-8e2ed39d292d,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.08,3.72,108.0,98.0,96.0,99.0,0.781,7.92,2.83,7.58,0.75,2.57,0.267,0.397,0.176,0.241,0.414,83.0,94.0,94.0,97.0,96.0,95.0,,,,0.311,,0.119,0.76,,0.7,93.8,,82.7,0.287,0.369,0.2,0.25,0.25,0.296,,,,95.0,102.0,103.0,110.0,102.0,106.0,97.0,98.0,97.0,88.0,93.0,92.0,0.162,0.055,0.208,0.145,-0.23,1.8,0.93,1.72,89.3,86.1,93.7,74.4,0.231,0.256,0.165,0.158,0.329,0.313,0.186,0.271,0.24,0.308,0.308,0.313,,,,,,
6,2024-05-11,745828,Strikeout,strikeout,True,621566,681035,Matt Olson,Christian Scott,0,fb69bcb1-010b-4cac-9b55-a8500b1434f0,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-05-11,745828,Single,single,False,542303,681035,Marcell Ozuna,Christian Scott,0,adace81c-17e1-437a-96d1-bbe4dfc3d1c5,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-11,745828,Grounded Into DP,grounded_into_double_play,True,518595,681035,Travis d'Arnaud,Christian Scott,1,4675735a-24c8-4558-b023-7d90793720bc,681035.0,christianscott,Scott,Right,Christian Scott,NYM,4.36,4.07,43.1,97.0,97.0,100.0,0.799,7.27,2.08,7.89,1.45,0.7,0.25,0.375,0.188,0.32,0.462,84.0,103.0,101.0,113.0,91.0,98.0,100.0,94.0,101.0,0.534,0.105,0.361,0.31,-1.3,0.32,94.2,84.9,85.1,0.258,0.393,0.208,0.25,0.393,0.213,0.2,0.467,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-11,745828,Flyout,field_out,True,624413,608331,Pete Alonso,Max Fried,0,278669d5-2cd8-4440-8e63-dbcdbac1c1e0,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.08,3.72,108.0,98.0,96.0,99.0,0.781,7.92,2.83,7.58,0.75,2.57,0.267,0.397,0.176,0.241,0.414,83.0,94.0,94.0,97.0,96.0,95.0,,,,0.311,,0.119,0.76,,0.7,93.8,,82.7,0.287,0.369,0.2,0.25,0.25,0.296,,,,95.0,102.0,103.0,110.0,102.0,106.0,97.0,98.0,97.0,88.0,93.0,92.0,0.162,0.055,0.208,0.145,-0.23,1.8,0.93,1.72,89.3,86.1,93.7,74.4,0.231,0.256,0.165,0.158,0.329,0.313,0.186,0.271,0.24,0.308,0.308,0.313,,,,,,
