,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-05,745587,Lineout,field_out,True,808982,592836,Jung Hoo Lee,Taijuan Walker,0,bfa399b5-a854-49b3-ab5b-4b5658be2063,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,,,,,,,
1,2024-05-05,745587,Single,single,False,664774,592836,LaMonte Wade Jr.,Taijuan Walker,0,dbbb9cf4-b96e-4da9-b2aa-04bfd92c0dc6,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,,,,,,,
2,2024-05-05,745587,Strikeout,strikeout,True,527038,592836,Wilmer Flores,Taijuan Walker,0,f9b74fff-cb3b-4282-a679-fe146f3e334f,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,,,,,,,
3,2024-05-05,745587,Double,double,False,624424,592836,Michael Conforto,Taijuan Walker,1,e01f36b3-2700-4d07-ae1d-955339595759,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,,,,,,,
4,2024-05-05,745587,Strikeout,strikeout,True,656305,592836,Matt Chapman,Taijuan Walker,0,3b7c9280-8072-45b2-bc1d-8982b51db579,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,,,,,,,
5,2024-05-05,745587,Strikeout,strikeout,True,656941,657277,Kyle Schwarber,Logan Webb,0,348c08ce-cdc1-4073-8b65-ee1d6f13ea61,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,,,,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,,,,0.388,0.048,0.011,,0.223,,1.24,5.55,,1.02,0.18,,92.3,90.3,,92.2,83.5,,0.276,0.346,0.15,,,,0.247,0.323,0.227,,,,0.1,0.15,0.39,,,,132.0,105.0,115.0,0.329,0.28,87.4,0.283,0.405,0.197,,,,,,
6,2024-05-05,745587,Flyout,field_out,True,592663,657277,J.T. Realmuto,Logan Webb,0,83d4aed9-3c99-4c4a-8378-84f328773028,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,,,,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,,,,0.388,0.048,0.011,,0.223,,1.24,5.55,,1.02,0.18,,92.3,90.3,,92.2,83.5,,0.276,0.346,0.15,,,,0.247,0.323,0.227,,,,0.1,0.15,0.39,,,,132.0,105.0,115.0,0.329,0.28,87.4,0.283,0.405,0.197,,,,,,
7,2024-05-05,745587,Groundout,field_out,True,547180,657277,Bryce Harper,Logan Webb,0,722b1f4c-14ff-4e89-bfa1-c1cf73844212,657277.0,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.24,124.1,104.0,112.0,107.0,0.826,7.75,2.03,9.12,0.43,2.59,0.236,0.389,0.153,0.311,0.402,,,,56.0,109.0,91.0,98.0,103.0,101.0,119.0,102.0,112.0,59.0,115.0,105.0,,,,0.388,0.048,0.011,,0.223,,1.24,5.55,,1.02,0.18,,92.3,90.3,,92.2,83.5,,0.276,0.346,0.15,,,,0.247,0.323,0.227,,,,0.1,0.15,0.39,,,,132.0,105.0,115.0,0.329,0.28,87.4,0.283,0.405,0.197,,,,,,
8,2024-05-05,745587,Strikeout,strikeout,True,573262,592836,Mike Yastrzemski,Taijuan Walker,0,b9b908a7-1bdd-4dc5-8a0a-9b0e124445b6,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,,,,,,,
9,2024-05-05,745587,Flyout,field_out,True,642731,592836,Thairo Estrada,Taijuan Walker,0,a4e0eac2-e0cf-495f-9599-f23770694041,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,90.0,90.0,92.0,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,97.0,91.0,86.0,121.0,102.0,109.0,0.279,0.136,0.114,0.174,0.193,0.104,0.24,-5.12,-5.91,-1.25,2.76,1.79,91.3,87.2,86.2,90.9,84.8,74.5,0.31,0.534,0.074,0.426,0.704,0.141,0.1,0.175,0.313,0.4,1.0,0.093,0.176,0.176,0.194,0.133,0.333,0.189,,,,,,,,,,,,,,,
