,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff
0,2024-09-28,746414,Flyout,field_out,True,678246,689225,Miguel Vargas,Beau Brieske,0,4361fdae-dc63-4709-90db-0d9f8027f7f4,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.29,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.309,0.406,103.0,108.0,110.0,120.0,99.0,101.0,84.0,106.0,97.0,122.0,93.0,100.0,0.159,0.404,0.173,0.265,0.99,2.22,-1.62,0.26,95.9,88.4,95.5,86.1,0.222,0.272,0.212,0.212,0.4,0.319,0.235,0.294,0.116,0.241,0.552,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-28,746414,Flyout,field_out,True,676113,689225,Zach DeLoach,Beau Brieske,0,4766db06-76fa-4542-97e2-4ff13dcbd85a,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.29,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.309,0.406,103.0,108.0,110.0,120.0,99.0,101.0,84.0,106.0,97.0,122.0,93.0,100.0,0.159,0.404,0.173,0.265,0.99,2.22,-1.62,0.26,95.9,88.4,95.5,86.1,0.222,0.272,0.212,0.212,0.4,0.319,0.235,0.294,0.116,0.241,0.552,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-28,746414,Strikeout,strikeout,True,643217,689225,Andrew Benintendi,Beau Brieske,0,9f921c00-d115-4aa7-96e8-08e2b0beabe8,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.29,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.309,0.406,103.0,108.0,110.0,120.0,99.0,101.0,84.0,106.0,97.0,122.0,93.0,100.0,0.159,0.404,0.173,0.265,0.99,2.22,-1.62,0.26,95.9,88.4,95.5,86.1,0.222,0.272,0.212,0.212,0.4,0.319,0.235,0.294,0.116,0.241,0.552,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-28,746414,Strikeout,strikeout,True,678009,680732,Parker Meadows,Sean Burke,0,7603fa8f-0d31-4603-8d19-2ec5b7361fd0,680732.0,seanburke,"Burke, S",Right,Sean Burke,CHW,1.42,3.91,19.0,100.0,106.0,105.0,0.739,10.42,3.32,5.68,0.95,0.79,0.34,0.404,0.17,0.34,0.414,125.0,79.0,88.0,111.0,101.0,109.0,,,,96.0,92.0,101.0,,0.405,0.285,0.061,1.08,,-0.72,2.3,95.3,84.6,,86.9,0.172,0.448,0.236,0.0,0.0,0.4,,,,0.25,0.375,0.432,105.0,113.0,110.0,0.249,1.87,79.7,0.077,0.077,0.188,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-28,746414,Walk,walk,False,681481,680732,Kerry Carpenter,Sean Burke,0,cf014c6c-f957-4b65-9242-b9e1b311f2ea,680732.0,seanburke,"Burke, S",Right,Sean Burke,CHW,1.42,3.91,19.0,100.0,106.0,105.0,0.739,10.42,3.32,5.68,0.95,0.79,0.34,0.404,0.17,0.34,0.414,125.0,79.0,88.0,111.0,101.0,109.0,,,,96.0,92.0,101.0,,0.405,0.285,0.061,1.08,,-0.72,2.3,95.3,84.6,,86.9,0.172,0.448,0.236,0.0,0.0,0.4,,,,0.25,0.375,0.432,105.0,113.0,110.0,0.249,1.87,79.7,0.077,0.077,0.188,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-28,746414,Walk,walk,False,672761,680732,Wenceel Pérez,Sean Burke,1,57de86b6-4834-499c-b9a8-b81dfc179770,680732.0,seanburke,"Burke, S",Right,Sean Burke,CHW,1.42,3.91,19.0,100.0,106.0,105.0,0.739,10.42,3.32,5.68,0.95,0.79,0.34,0.404,0.17,0.34,0.414,125.0,79.0,88.0,111.0,101.0,109.0,,,,96.0,92.0,101.0,,0.405,0.285,0.061,1.08,,-0.72,2.3,95.3,84.6,,86.9,0.172,0.448,0.236,0.0,0.0,0.4,,,,0.25,0.375,0.432,105.0,113.0,110.0,0.249,1.87,79.7,0.077,0.077,0.188,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-28,746414,Double Play,double_play,True,682985,680732,Riley Greene,Sean Burke,1,b4df613a-64ef-46a6-a382-f6a4a04e3f7a,680732.0,seanburke,"Burke, S",Right,Sean Burke,CHW,1.42,3.91,19.0,100.0,106.0,105.0,0.739,10.42,3.32,5.68,0.95,0.79,0.34,0.404,0.17,0.34,0.414,125.0,79.0,88.0,111.0,101.0,109.0,,,,96.0,92.0,101.0,,0.405,0.285,0.061,1.08,,-0.72,2.3,95.3,84.6,,86.9,0.172,0.448,0.236,0.0,0.0,0.4,,,,0.25,0.375,0.432,105.0,113.0,110.0,0.249,1.87,79.7,0.077,0.077,0.188,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-28,746414,Pop Out,field_out,True,683734,689225,Andrew Vaughn,Beau Brieske,0,991c79f4-f8c9-43c4-ab49-f62ab2630d5e,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.29,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.309,0.406,103.0,108.0,110.0,120.0,99.0,101.0,84.0,106.0,97.0,122.0,93.0,100.0,0.159,0.404,0.173,0.265,0.99,2.22,-1.62,0.26,95.9,88.4,95.5,86.1,0.222,0.272,0.212,0.212,0.4,0.319,0.235,0.294,0.116,0.241,0.552,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-28,746414,Lineout,field_out,True,672820,689225,Lenyn Sosa,Beau Brieske,0,6139c00c-1c29-40b3-903c-146c73ab041c,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.29,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.309,0.406,103.0,108.0,110.0,120.0,99.0,101.0,84.0,106.0,97.0,122.0,93.0,100.0,0.159,0.404,0.173,0.265,0.99,2.22,-1.62,0.26,95.9,88.4,95.5,86.1,0.222,0.272,0.212,0.212,0.4,0.319,0.235,0.294,0.116,0.241,0.552,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-28,746414,Home Run,home_run,False,682868,689225,Bryan Ramos,Beau Brieske,0,15ff2f2f-1041-4302-8b17-f65a9c611a4e,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.29,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.309,0.406,103.0,108.0,110.0,120.0,99.0,101.0,84.0,106.0,97.0,122.0,93.0,100.0,0.159,0.404,0.173,0.265,0.99,2.22,-1.62,0.26,95.9,88.4,95.5,86.1,0.222,0.272,0.212,0.212,0.4,0.319,0.235,0.294,0.116,0.241,0.552,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
