,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-04,746178,Pop Out,field_out,True,660271,656288,Shohei Ohtani,Griffin Canning,0,4b706c9a-8d86-4670-9e89-1df6693cc175,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.02,4.77,150.2,98.0,87.0,97.0,0.772,6.75,3.35,9.08,1.49,1.04,0.227,0.434,0.125,0.362,0.401,96.0,102.0,102.0,74.0,97.0,96.0,73.0,93.0,86.0,78.0,88.0,76.0,105.0,101.0,111.0,0.01,0.374,0.232,0.115,0.27,-0.85,-7.83,-1.13,-0.53,1.07,93.5,88.6,93.0,87.9,80.6,0.25,0.52,0.15,0.239,0.346,0.289,0.304,0.471,0.321,0.273,0.386,0.255,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,
1,2024-09-04,746178,Strikeout,strikeout,True,605141,656288,Mookie Betts,Griffin Canning,0,763a14cb-f861-4988-838f-6bfc478621ac,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.02,4.77,150.2,98.0,87.0,97.0,0.772,6.75,3.35,9.08,1.49,1.04,0.227,0.434,0.125,0.362,0.401,96.0,102.0,102.0,74.0,97.0,96.0,73.0,93.0,86.0,78.0,88.0,76.0,105.0,101.0,111.0,0.01,0.374,0.232,0.115,0.27,-0.85,-7.83,-1.13,-0.53,1.07,93.5,88.6,93.0,87.9,80.6,0.25,0.52,0.15,0.239,0.346,0.289,0.304,0.471,0.321,0.273,0.386,0.255,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,
2,2024-09-04,746178,Flyout,field_out,True,518692,656288,Freddie Freeman,Griffin Canning,0,46f48f54-62f0-4783-ab08-276410372b0d,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.02,4.77,150.2,98.0,87.0,97.0,0.772,6.75,3.35,9.08,1.49,1.04,0.227,0.434,0.125,0.362,0.401,96.0,102.0,102.0,74.0,97.0,96.0,73.0,93.0,86.0,78.0,88.0,76.0,105.0,101.0,111.0,0.01,0.374,0.232,0.115,0.27,-0.85,-7.83,-1.13,-0.53,1.07,93.5,88.6,93.0,87.9,80.6,0.25,0.52,0.15,0.239,0.346,0.289,0.304,0.471,0.321,0.273,0.386,0.255,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,
3,2024-09-04,746178,Walk,walk,False,621493,676272,Taylor Ward,Bobby Miller,0,a2399a1a-8063-4473-9a93-04ff049a4e20,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.79,6.65,49.2,93.0,113.0,97.0,0.764,8.7,4.53,10.33,2.72,1.25,0.211,0.388,0.102,0.415,0.409,105.0,91.0,97.0,120.0,98.0,104.0,118.0,90.0,93.0,99.0,95.0,89.0,115.0,100.0,108.0,0.11,0.403,0.107,0.18,0.199,-1.69,-3.43,-2.99,-1.03,1.23,97.5,86.3,97.2,88.7,79.6,0.323,0.656,0.169,0.1,0.2,0.438,0.316,0.632,0.297,0.364,0.545,0.339,0.429,0.762,0.173,,,,,,,,,,,,,,,,,,
4,2024-09-04,746178,Hit By Pitch,hit_by_pitch,False,687263,676272,Zach Neto,Bobby Miller,1,002f2055-d191-4d52-86d2-460f41a10fa8,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.79,6.65,49.2,93.0,113.0,97.0,0.764,8.7,4.53,10.33,2.72,1.25,0.211,0.388,0.102,0.415,0.409,105.0,91.0,97.0,120.0,98.0,104.0,118.0,90.0,93.0,99.0,95.0,89.0,115.0,100.0,108.0,0.11,0.403,0.107,0.18,0.199,-1.69,-3.43,-2.99,-1.03,1.23,97.5,86.3,97.2,88.7,79.6,0.323,0.656,0.169,0.1,0.2,0.438,0.316,0.632,0.297,0.364,0.545,0.339,0.429,0.762,0.173,,,,,,,,,,,,,,,,,,
5,2024-09-04,746178,Single,single,False,694384,676272,Nolan Schanuel,Bobby Miller,1,79e1122f-0320-4229-a7e2-5db4dfe75d6f,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.79,6.65,49.2,93.0,113.0,97.0,0.764,8.7,4.53,10.33,2.72,1.25,0.211,0.388,0.102,0.415,0.409,105.0,91.0,97.0,120.0,98.0,104.0,118.0,90.0,93.0,99.0,95.0,89.0,115.0,100.0,108.0,0.11,0.403,0.107,0.18,0.199,-1.69,-3.43,-2.99,-1.03,1.23,97.5,86.3,97.2,88.7,79.6,0.323,0.656,0.169,0.1,0.2,0.438,0.316,0.632,0.297,0.364,0.545,0.339,0.429,0.762,0.173,,,,,,,,,,,,,,,,,,
6,2024-09-04,746178,Single,single,False,543685,676272,Anthony Rendon,Bobby Miller,1,2951c334-7b94-4b3f-aadc-43b418c823a2,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.79,6.65,49.2,93.0,113.0,97.0,0.764,8.7,4.53,10.33,2.72,1.25,0.211,0.388,0.102,0.415,0.409,105.0,91.0,97.0,120.0,98.0,104.0,118.0,90.0,93.0,99.0,95.0,89.0,115.0,100.0,108.0,0.11,0.403,0.107,0.18,0.199,-1.69,-3.43,-2.99,-1.03,1.23,97.5,86.3,97.2,88.7,79.6,0.323,0.656,0.169,0.1,0.2,0.438,0.316,0.632,0.297,0.364,0.545,0.339,0.429,0.762,0.173,,,,,,,,,,,,,,,,,,
7,2024-09-04,746178,Home Run,home_run,False,666160,676272,Mickey Moniak,Bobby Miller,1,930b13e0-b353-4cb6-a0cd-2e38984a55ff,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.79,6.65,49.2,93.0,113.0,97.0,0.764,8.7,4.53,10.33,2.72,1.25,0.211,0.388,0.102,0.415,0.409,105.0,91.0,97.0,120.0,98.0,104.0,118.0,90.0,93.0,99.0,95.0,89.0,115.0,100.0,108.0,0.11,0.403,0.107,0.18,0.199,-1.69,-3.43,-2.99,-1.03,1.23,97.5,86.3,97.2,88.7,79.6,0.323,0.656,0.169,0.1,0.2,0.438,0.316,0.632,0.297,0.364,0.545,0.339,0.429,0.762,0.173,,,,,,,,,,,,,,,,,,
8,2024-09-04,746178,Strikeout,strikeout,True,681351,676272,Logan O'Hoppe,Bobby Miller,0,0c087ce6-ee3e-4653-b3c7-a8ea24200741,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.79,6.65,49.2,93.0,113.0,97.0,0.764,8.7,4.53,10.33,2.72,1.25,0.211,0.388,0.102,0.415,0.409,105.0,91.0,97.0,120.0,98.0,104.0,118.0,90.0,93.0,99.0,95.0,89.0,115.0,100.0,108.0,0.11,0.403,0.107,0.18,0.199,-1.69,-3.43,-2.99,-1.03,1.23,97.5,86.3,97.2,88.7,79.6,0.323,0.656,0.169,0.1,0.2,0.438,0.316,0.632,0.297,0.364,0.545,0.339,0.429,0.762,0.173,,,,,,,,,,,,,,,,,,
9,2024-09-04,746178,Strikeout,strikeout,True,592273,676272,Brandon Drury,Bobby Miller,0,f41332ea-1910-45e1-8793-4dcded60b249,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.79,6.65,49.2,93.0,113.0,97.0,0.764,8.7,4.53,10.33,2.72,1.25,0.211,0.388,0.102,0.415,0.409,105.0,91.0,97.0,120.0,98.0,104.0,118.0,90.0,93.0,99.0,95.0,89.0,115.0,100.0,108.0,0.11,0.403,0.107,0.18,0.199,-1.69,-3.43,-2.99,-1.03,1.23,97.5,86.3,97.2,88.7,79.6,0.323,0.656,0.169,0.1,0.2,0.438,0.316,0.632,0.297,0.364,0.545,0.339,0.429,0.762,0.173,,,,,,,,,,,,,,,,,,
