,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff
0,2024-07-20,744910,Flyout,field_out,True,628451,579328,Andy Ibáñez,Yusei Kikuchi,0,29192807-983f-46fc-bc16-678da6ae1463,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-20,744910,Strikeout,strikeout,True,669234,579328,Justyn-Henry Malloy,Yusei Kikuchi,0,4e3d64dd-a8da-4b17-8944-0bf9e273fc74,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-20,744910,Single,single,False,663837,579328,Matt Vierling,Yusei Kikuchi,0,5cc3576a-c9a9-4757-8e0a-a535ced2dcca,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-20,744910,Single,single,False,592192,579328,Mark Canha,Yusei Kikuchi,1,277e2428-24f8-4c6e-a102-0568b614fd5e,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-20,744910,Flyout,field_out,True,672761,579328,Wenceel Pérez,Yusei Kikuchi,0,2304ecb8-ecfe-41a4-aaae-0ad6e5ecd236,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-20,744910,Groundout,field_out,True,543807,681857,George Springer,Reese Olson,0,5854e3d8-7389-42a0-bb03-ff99e315338f,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,112.0,97.0,103.0,0.239,0.278,0.059,0.225,-0.34,1.72,-2.03,0.11,94.1,86.4,84.8,79.1,0.287,0.415,0.101,0.263,0.526,0.282,0.153,0.212,0.429,0.221,0.349,0.436,76.0,104.0,97.0,0.2,1.57,94.2,0.271,0.375,0.086,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-20,744910,Walk,walk,False,687462,681857,Spencer Horwitz,Reese Olson,0,433faf66-cd8b-4d3b-b08c-10ffc5dfbbbd,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,112.0,97.0,103.0,0.239,0.278,0.059,0.225,-0.34,1.72,-2.03,0.11,94.1,86.4,84.8,79.1,0.287,0.415,0.101,0.263,0.526,0.282,0.153,0.212,0.429,0.221,0.349,0.436,76.0,104.0,97.0,0.2,1.57,94.2,0.271,0.375,0.086,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-20,744910,Single,single,False,665489,681857,Vladimir Guerrero Jr.,Reese Olson,1,6a26071e-9b83-4ebc-9d5d-c3a07a03ec2b,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,112.0,97.0,103.0,0.239,0.278,0.059,0.225,-0.34,1.72,-2.03,0.11,94.1,86.4,84.8,79.1,0.287,0.415,0.101,0.263,0.526,0.282,0.153,0.212,0.429,0.221,0.349,0.436,76.0,104.0,97.0,0.2,1.57,94.2,0.271,0.375,0.086,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-20,744910,Grounded Into DP,grounded_into_double_play,True,457759,681857,Justin Turner,Reese Olson,1,2fac6c10-97fc-4a20-8111-38e13d842bac,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,112.0,97.0,103.0,0.239,0.278,0.059,0.225,-0.34,1.72,-2.03,0.11,94.1,86.4,84.8,79.1,0.287,0.415,0.101,0.263,0.526,0.282,0.153,0.212,0.429,0.221,0.349,0.436,76.0,104.0,97.0,0.2,1.57,94.2,0.271,0.375,0.086,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-20,744910,Groundout,field_out,True,668670,579328,Jake Rogers,Yusei Kikuchi,0,b2a74c7d-5ec4-45d3-b285-23f8083fd093,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,98.0,105.0,105.0,118.0,102.0,107.0,110.0,100.0,107.0,0.491,0.158,0.244,0.107,-0.31,-0.05,-0.17,0.45,95.6,87.2,89.2,82.9,0.302,0.55,0.269,0.278,0.435,0.271,0.241,0.31,0.297,0.189,0.264,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
