,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-09-22,746657,Strikeout,strikeout,True,693304,668881,Nick Gonzales,Hunter Greene,0,c845faa7-56d6-4371-8d68-cb2804c5627a,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.99,146.1,99.0,124.0,104.0,0.741,10.21,3.32,5.84,0.74,0.71,0.284,0.39,0.202,0.267,0.429,116.0,97.0,100.0,124.0,102.0,104.0,125.0,96.0,103.0,121.0,90.0,103.0,0.553,0.083,0.347,0.017,1.56,-0.97,0.6,-3.19,97.6,87.0,86.8,80.7,0.186,0.277,0.249,0.163,0.303,0.391,0.257,0.429,0.287,0.4,1.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-22,746657,Home Run,home_run,False,665833,668881,Oneil Cruz,Hunter Greene,0,c15f0840-e499-4e64-8dd4-88435cd790d6,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.99,146.1,99.0,124.0,104.0,0.741,10.21,3.32,5.84,0.74,0.71,0.284,0.39,0.202,0.267,0.429,116.0,97.0,100.0,124.0,102.0,104.0,125.0,96.0,103.0,121.0,90.0,103.0,0.553,0.083,0.347,0.017,1.56,-0.97,0.6,-3.19,97.6,87.0,86.8,80.7,0.186,0.277,0.249,0.163,0.303,0.391,0.257,0.429,0.287,0.4,1.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-22,746657,Single,single,False,663698,668881,Joey Bart,Hunter Greene,0,e343d3e7-91a7-4414-83b7-5f78f012a01c,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.99,146.1,99.0,124.0,104.0,0.741,10.21,3.32,5.84,0.74,0.71,0.284,0.39,0.202,0.267,0.429,116.0,97.0,100.0,124.0,102.0,104.0,125.0,96.0,103.0,121.0,90.0,103.0,0.553,0.083,0.347,0.017,1.56,-0.97,0.6,-3.19,97.6,87.0,86.8,80.7,0.186,0.277,0.249,0.163,0.303,0.391,0.257,0.429,0.287,0.4,1.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-22,746657,Flyout,field_out,True,457705,668881,Andrew McCutchen,Hunter Greene,0,cdc25f3f-b4ad-4279-bb9b-e026d6c5df19,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.99,146.1,99.0,124.0,104.0,0.741,10.21,3.32,5.84,0.74,0.71,0.284,0.39,0.202,0.267,0.429,116.0,97.0,100.0,124.0,102.0,104.0,125.0,96.0,103.0,121.0,90.0,103.0,0.553,0.083,0.347,0.017,1.56,-0.97,0.6,-3.19,97.6,87.0,86.8,80.7,0.186,0.277,0.249,0.163,0.303,0.391,0.257,0.429,0.287,0.4,1.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-22,746657,Pop Out,field_out,True,642133,668881,Rowdy Tellez,Hunter Greene,0,be116ec9-efce-44f1-889d-bc88b81916d6,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.99,146.1,99.0,124.0,104.0,0.741,10.21,3.32,5.84,0.74,0.71,0.284,0.39,0.202,0.267,0.429,116.0,97.0,100.0,124.0,102.0,104.0,125.0,96.0,103.0,121.0,90.0,103.0,0.553,0.083,0.347,0.017,1.56,-0.97,0.6,-3.19,97.6,87.0,86.8,80.7,0.186,0.277,0.249,0.163,0.303,0.391,0.257,0.429,0.287,0.4,1.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-22,746657,Single,single,False,663697,694973,Jonathan India,Paul Skenes,0,df397458-7d9d-424c-a05f-6ffa99b1fb35,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.99,2.56,131.0,103.0,102.0,103.0,0.735,11.47,2.2,6.46,0.69,1.66,0.218,0.462,0.188,0.234,0.426,105.0,100.0,104.0,98.0,107.0,103.0,131.0,100.0,113.0,,,,0.392,,0.163,0.109,0.52,,0.74,-0.17,98.8,,85.4,83.0,0.237,0.36,0.245,0.286,0.571,0.328,,,,0.25,0.375,0.337,81.0,108.0,107.0,81.0,96.0,86.0,0.284,0.052,3.54,2.39,87.3,94.0,0.184,0.234,0.295,0.106,0.191,0.217,0.088,0.118,0.55,,,,,,,,,
6,2024-09-22,746657,Strikeout,strikeout,True,682829,694973,Elly De La Cruz,Paul Skenes,0,78fbd8a9-1a5f-4c1a-a1fa-b5afdda10f0e,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.99,2.56,131.0,103.0,102.0,103.0,0.735,11.47,2.2,6.46,0.69,1.66,0.218,0.462,0.188,0.234,0.426,105.0,100.0,104.0,98.0,107.0,103.0,131.0,100.0,113.0,,,,0.392,,0.163,0.109,0.52,,0.74,-0.17,98.8,,85.4,83.0,0.237,0.36,0.245,0.286,0.571,0.328,,,,0.25,0.375,0.337,81.0,108.0,107.0,81.0,96.0,86.0,0.284,0.052,3.54,2.39,87.3,94.0,0.184,0.234,0.295,0.106,0.191,0.217,0.088,0.118,0.55,,,,,,,,,
7,2024-09-22,746657,Strikeout,strikeout,True,663886,694973,Tyler Stephenson,Paul Skenes,0,28ff0a47-f851-4fa1-aac4-5c04f8c2ac34,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.99,2.56,131.0,103.0,102.0,103.0,0.735,11.47,2.2,6.46,0.69,1.66,0.218,0.462,0.188,0.234,0.426,105.0,100.0,104.0,98.0,107.0,103.0,131.0,100.0,113.0,,,,0.392,,0.163,0.109,0.52,,0.74,-0.17,98.8,,85.4,83.0,0.237,0.36,0.245,0.286,0.571,0.328,,,,0.25,0.375,0.337,81.0,108.0,107.0,81.0,96.0,86.0,0.284,0.052,3.54,2.39,87.3,94.0,0.184,0.234,0.295,0.106,0.191,0.217,0.088,0.118,0.55,,,,,,,,,
8,2024-09-22,746657,Strikeout,strikeout,True,668715,694973,Spencer Steer,Paul Skenes,0,03f9a57f-3e49-416b-b408-624064251ce4,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.99,2.56,131.0,103.0,102.0,103.0,0.735,11.47,2.2,6.46,0.69,1.66,0.218,0.462,0.188,0.234,0.426,105.0,100.0,104.0,98.0,107.0,103.0,131.0,100.0,113.0,,,,0.392,,0.163,0.109,0.52,,0.74,-0.17,98.8,,85.4,83.0,0.237,0.36,0.245,0.286,0.571,0.328,,,,0.25,0.375,0.337,81.0,108.0,107.0,81.0,96.0,86.0,0.284,0.052,3.54,2.39,87.3,94.0,0.184,0.234,0.295,0.106,0.191,0.217,0.088,0.118,0.55,,,,,,,,,
9,2024-09-22,746657,Strikeout,strikeout,True,650559,668881,Bryan De La Cruz,Hunter Greene,0,f195a498-1c91-4c21-abeb-181693b1ab40,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.83,2.99,146.1,99.0,124.0,104.0,0.741,10.21,3.32,5.84,0.74,0.71,0.284,0.39,0.202,0.267,0.429,116.0,97.0,100.0,124.0,102.0,104.0,125.0,96.0,103.0,121.0,90.0,103.0,0.553,0.083,0.347,0.017,1.56,-0.97,0.6,-3.19,97.6,87.0,86.8,80.7,0.186,0.277,0.249,0.163,0.303,0.391,0.257,0.429,0.287,0.4,1.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
