,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-06-18,745488,Flyout,field_out,True,656413,663559,Stuart Fairchild,Bailey Falter,0,dec9fcdd-3e8c-4cea-8fe1-9d236954b1f6,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,
1,2024-06-18,745488,Walk,walk,False,682829,663559,Elly De La Cruz,Bailey Falter,0,a70eb0d9-2ff9-4f11-a9c8-aa32a9f4dece,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,
2,2024-06-18,745488,Grounded Into DP,grounded_into_double_play,True,600869,663559,Jeimer Candelario,Bailey Falter,1,e2fa18a6-f6cf-4d3e-8603-4d3b29e82492,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,
3,2024-06-18,745488,Strikeout,strikeout,True,457705,666157,Andrew McCutchen,Nick Lodolo,0,ada40ff8-5118-4fd9-a08e-a74af61890db,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,,,,,,,0.107,0.45,,,0.278,0.57,,-1.02,,0.16,94.1,,94.1,,81.5,0.221,0.372,0.22,0.289,0.632,0.182,,,,0.198,0.25,0.455,,,,98.0,100.0,94.0,0.165,0.65,87.9,0.2,0.333,0.288,,,,,,,,,
4,2024-06-18,745488,Single,single,False,668804,666157,Bryan Reynolds,Nick Lodolo,0,ea6da2cd-6d46-4386-9b0d-b6ce883757ee,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,,,,,,,0.107,0.45,,,0.278,0.57,,-1.02,,0.16,94.1,,94.1,,81.5,0.221,0.372,0.22,0.289,0.632,0.182,,,,0.198,0.25,0.455,,,,98.0,100.0,94.0,0.165,0.65,87.9,0.2,0.333,0.288,,,,,,,,,
5,2024-06-18,745488,Pop Out,field_out,True,656582,666157,Connor Joe,Nick Lodolo,0,7730d23d-f533-4760-95c3-34e645d2fad5,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,,,,,,,0.107,0.45,,,0.278,0.57,,-1.02,,0.16,94.1,,94.1,,81.5,0.221,0.372,0.22,0.289,0.632,0.182,,,,0.198,0.25,0.455,,,,98.0,100.0,94.0,0.165,0.65,87.9,0.2,0.333,0.288,,,,,,,,,
6,2024-06-18,745488,Strikeout,strikeout,True,693304,666157,Nick Gonzales,Nick Lodolo,0,6ce1a2d5-8ba2-4d1c-9d9c-2fdbe72f8943,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,,,,,,,0.107,0.45,,,0.278,0.57,,-1.02,,0.16,94.1,,94.1,,81.5,0.221,0.372,0.22,0.289,0.632,0.182,,,,0.198,0.25,0.455,,,,98.0,100.0,94.0,0.165,0.65,87.9,0.2,0.333,0.288,,,,,,,,,
7,2024-06-18,745488,Walk,walk,False,668715,663559,Spencer Steer,Bailey Falter,0,27f54d6f-a475-4928-9e89-a3b0bbf635b5,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,
8,2024-06-18,745488,Grounded Into DP,grounded_into_double_play,True,663886,663559,Tyler Stephenson,Bailey Falter,1,5dd0300a-4bed-4b78-ad8a-805504198fde,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,
9,2024-06-18,745488,Single,single,False,663697,663559,Jonathan India,Bailey Falter,0,75e1febf-1511-45cb-a32b-220224d9b976,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,100.0,100.0,99.0,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,37.0,97.0,75.0,0.144,0.511,0.01,0.161,0.174,1.03,-6.89,1.24,-0.06,-0.34,91.7,87.0,91.9,85.6,77.0,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,0.256,0.488,0.197,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,
