,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,wFA/C,wSI/C,wSL/C,wKC/C,vFA,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-06-20,745164,Groundout,field_out,True,689172,669467,Brett Wisely,Andre Pallante,0,07451646-0016-0053-000c-f08cd117d70a,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,86.0,90.0,94.0,87.0,98.0,85.0,120.0,101.0,109.0,93.0,101.0,108.0,0.215,0.502,0.149,0.134,0.91,0.26,-2.57,1.18,94.8,95.1,88.1,79.8,0.272,0.37,0.16,0.225,0.325,0.151,0.103,0.207,0.354,0.44,0.64,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-20,745164,Strikeout,strikeout,True,671218,669467,Heliot Ramos,Andre Pallante,0,07451646-0026-0063-000c-f08cd117d70a,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,86.0,90.0,94.0,87.0,98.0,85.0,120.0,101.0,109.0,93.0,101.0,108.0,0.215,0.502,0.149,0.134,0.91,0.26,-2.57,1.18,94.8,95.1,88.1,79.8,0.272,0.37,0.16,0.225,0.325,0.151,0.103,0.207,0.354,0.44,0.64,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-20,745164,Single,single,False,672275,669467,Patrick Bailey,Andre Pallante,0,07451646-0036-0043-000c-f08cd117d70a,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,86.0,90.0,94.0,87.0,98.0,85.0,120.0,101.0,109.0,93.0,101.0,108.0,0.215,0.502,0.149,0.134,0.91,0.26,-2.57,1.18,94.8,95.1,88.1,79.8,0.272,0.37,0.16,0.225,0.325,0.151,0.103,0.207,0.354,0.44,0.64,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-20,745164,Groundout,field_out,True,656305,669467,Matt Chapman,Andre Pallante,0,07451646-0046-0013-001c-f08cd117d70a,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,86.0,90.0,94.0,87.0,98.0,85.0,120.0,101.0,109.0,93.0,101.0,108.0,0.215,0.502,0.149,0.134,0.91,0.26,-2.57,1.18,94.8,95.1,88.1,79.8,0.272,0.37,0.16,0.225,0.325,0.151,0.103,0.207,0.354,0.44,0.64,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-20,745164,Walk,walk,False,691026,676775,Masyn Winn,Keaton Winn,0,07451646-0056-0053-000c-f08cd117d70a,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,,,,0.192,0.263,0.139,,-0.95,-2.96,-1.41,,95.7,94.8,87.9,,0.214,0.5,0.272,0.41,0.692,0.066,,,,0.321,0.607,0.356,131.0,97.0,113.0,0.405,0.21,88.9,0.215,0.355,0.282,,,,,,,,,,,,,,,,,,,,,
5,2024-06-20,745164,Single,single,False,676475,676775,Alec Burleson,Keaton Winn,1,07451646-0066-0043-000c-f08cd117d70a,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,,,,0.192,0.263,0.139,,-0.95,-2.96,-1.41,,95.7,94.8,87.9,,0.214,0.5,0.272,0.41,0.692,0.066,,,,0.321,0.607,0.356,131.0,97.0,113.0,0.405,0.21,88.9,0.215,0.355,0.282,,,,,,,,,,,,,,,,,,,,,
6,2024-06-20,745164,Lineout,field_out,True,502671,676775,Paul Goldschmidt,Keaton Winn,0,07451646-0076-0023-000c-f08cd117d70a,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,,,,0.192,0.263,0.139,,-0.95,-2.96,-1.41,,95.7,94.8,87.9,,0.214,0.5,0.272,0.41,0.692,0.066,,,,0.321,0.607,0.356,131.0,97.0,113.0,0.405,0.21,88.9,0.215,0.355,0.282,,,,,,,,,,,,,,,,,,,,,
7,2024-06-20,745164,Sac Fly,sac_fly,True,669357,676775,Nolan Gorman,Keaton Winn,1,07451646-0086-0023-000c-f08cd117d70a,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,,,,0.192,0.263,0.139,,-0.95,-2.96,-1.41,,95.7,94.8,87.9,,0.214,0.5,0.272,0.41,0.692,0.066,,,,0.321,0.607,0.356,131.0,97.0,113.0,0.405,0.21,88.9,0.215,0.355,0.282,,,,,,,,,,,,,,,,,,,,,
8,2024-06-20,745164,Home Run,home_run,False,680977,676775,Brendan Donovan,Keaton Winn,1,07451646-0096-0033-000c-f08cd117d70a,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,,,,0.192,0.263,0.139,,-0.95,-2.96,-1.41,,95.7,94.8,87.9,,0.214,0.5,0.272,0.41,0.692,0.066,,,,0.321,0.607,0.356,131.0,97.0,113.0,0.405,0.21,88.9,0.215,0.355,0.282,,,,,,,,,,,,,,,,,,,,,
9,2024-06-20,745164,Groundout,field_out,True,572761,676775,Matt Carpenter,Keaton Winn,0,07451646-0106-0013-000c-f08cd117d70a,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,89.0,101.0,95.0,91.0,97.0,93.0,127.0,99.0,106.0,,,,0.192,0.263,0.139,,-0.95,-2.96,-1.41,,95.7,94.8,87.9,,0.214,0.5,0.272,0.41,0.692,0.066,,,,0.321,0.607,0.356,131.0,97.0,113.0,0.405,0.21,88.9,0.215,0.355,0.282,,,,,,,,,,,,,,,,,,,,,
10,2024-06-20,745164,Groundout,field_out,True,624424,669467,Michael Conforto,Andre Pallante,0,07451646-0116-0023-000c-f08cd117d70a,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,4.21,3.64,51.1,95.0,92.0,96.0,0.83,7.19,3.33,9.12,0.88,2.27,0.256,0.365,0.212,0.231,0.425,86.0,90.0,94.0,87.0,98.0,85.0,120.0,101.0,109.0,93.0,101.0,108.0,0.215,0.502,0.149,0.134,0.91,0.26,-2.57,1.18,94.8,95.1,88.1,79.8,0.272,0.37,0.16,0.225,0.325,0.151,0.103,0.207,0.354,0.44,0.64,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
