,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,EP%,wEP/C,vEP
0,2024-09-11,745285,Strikeout,strikeout,True,694192,605483,Jackson Chourio,Blake Snell,0,d7930c8e-00e7-4a31-a4a3-5661df9a308f,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.52,2.76,92.0,97.0,122.0,103.0,0.645,12.13,4.01,6.07,0.59,1.05,0.262,0.424,0.171,0.252,0.351,109.0,106.0,114.0,150.0,99.0,109.0,113.0,95.0,98.0,107.0,88.0,92.0,0.462,0.093,0.271,0.174,0.89,0.09,1.96,0.45,95.8,85.4,88.6,81.1,0.213,0.331,0.251,0.119,0.195,0.485,0.262,0.361,0.453,0.179,0.286,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-11,745285,Groundout,field_out,True,663368,605483,Blake Perkins,Blake Snell,0,e87e5c6c-0a17-49b8-81b6-6b588a679f81,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.52,2.76,92.0,97.0,122.0,103.0,0.645,12.13,4.01,6.07,0.59,1.05,0.262,0.424,0.171,0.252,0.351,109.0,106.0,114.0,150.0,99.0,109.0,113.0,95.0,98.0,107.0,88.0,92.0,0.462,0.093,0.271,0.174,0.89,0.09,1.96,0.45,95.8,85.4,88.6,81.1,0.213,0.331,0.251,0.119,0.195,0.485,0.262,0.361,0.453,0.179,0.286,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-11,745285,Flyout,field_out,True,661388,605483,William Contreras,Blake Snell,0,5f1b0fe7-49d7-4920-bbd7-7c9dd5c409b8,605483.0,blakesnell,Snell,Left,Blake Snell,SFG,3.52,2.76,92.0,97.0,122.0,103.0,0.645,12.13,4.01,6.07,0.59,1.05,0.262,0.424,0.171,0.252,0.351,109.0,106.0,114.0,150.0,99.0,109.0,113.0,95.0,98.0,107.0,88.0,92.0,0.462,0.093,0.271,0.174,0.89,0.09,1.96,0.45,95.8,85.4,88.6,81.1,0.213,0.331,0.251,0.119,0.195,0.485,0.262,0.361,0.453,0.179,0.286,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-11,745285,Double,double,False,666149,607067,Tyler Fitzgerald,Colin Rea,0,5ce73546-e3f3-47d0-b25f-3d9e10ce244b,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.14,4.92,156.2,103.0,85.0,97.0,0.829,7.12,2.24,8.73,1.55,0.95,0.254,0.441,0.143,0.336,0.445,,,,100.0,109.0,105.0,70.0,109.0,96.0,110.0,106.0,109.0,0.185,0.176,0.04,,0.86,1.77,-4.68,,92.9,,82.0,78.7,0.192,0.3,0.246,0.414,0.69,0.186,,,,,,,83.0,103.0,96.0,77.0,94.0,88.0,79.0,97.0,97.0,0.309,0.203,0.087,-1.09,-1.44,-0.43,87.6,86.5,92.3,0.301,0.5,0.109,0.282,0.641,0.17,0.139,0.218,0.229,0.263,0.439,0.271,,,,,,,,,
4,2024-09-11,745285,Lineout,field_out,True,573262,607067,Mike Yastrzemski,Colin Rea,1,dba47cbf-2f20-4ee6-9129-760b49f47423,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.14,4.92,156.2,103.0,85.0,97.0,0.829,7.12,2.24,8.73,1.55,0.95,0.254,0.441,0.143,0.336,0.445,,,,100.0,109.0,105.0,70.0,109.0,96.0,110.0,106.0,109.0,0.185,0.176,0.04,,0.86,1.77,-4.68,,92.9,,82.0,78.7,0.192,0.3,0.246,0.414,0.69,0.186,,,,,,,83.0,103.0,96.0,77.0,94.0,88.0,79.0,97.0,97.0,0.309,0.203,0.087,-1.09,-1.44,-0.43,87.6,86.5,92.3,0.301,0.5,0.109,0.282,0.641,0.17,0.139,0.218,0.229,0.263,0.439,0.271,,,,,,,,,
5,2024-09-11,745285,Walk,walk,False,671218,607067,Heliot Ramos,Colin Rea,0,35cbd922-d75e-4c8d-b866-df024ff92f4e,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.14,4.92,156.2,103.0,85.0,97.0,0.829,7.12,2.24,8.73,1.55,0.95,0.254,0.441,0.143,0.336,0.445,,,,100.0,109.0,105.0,70.0,109.0,96.0,110.0,106.0,109.0,0.185,0.176,0.04,,0.86,1.77,-4.68,,92.9,,82.0,78.7,0.192,0.3,0.246,0.414,0.69,0.186,,,,,,,83.0,103.0,96.0,77.0,94.0,88.0,79.0,97.0,97.0,0.309,0.203,0.087,-1.09,-1.44,-0.43,87.6,86.5,92.3,0.301,0.5,0.109,0.282,0.641,0.17,0.139,0.218,0.229,0.263,0.439,0.271,,,,,,,,,
6,2024-09-11,745285,Pop Out,field_out,True,656305,607067,Matt Chapman,Colin Rea,0,4c3f5a79-a0d7-47fb-8014-97ddd3c99027,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.14,4.92,156.2,103.0,85.0,97.0,0.829,7.12,2.24,8.73,1.55,0.95,0.254,0.441,0.143,0.336,0.445,,,,100.0,109.0,105.0,70.0,109.0,96.0,110.0,106.0,109.0,0.185,0.176,0.04,,0.86,1.77,-4.68,,92.9,,82.0,78.7,0.192,0.3,0.246,0.414,0.69,0.186,,,,,,,83.0,103.0,96.0,77.0,94.0,88.0,79.0,97.0,97.0,0.309,0.203,0.087,-1.09,-1.44,-0.43,87.6,86.5,92.3,0.301,0.5,0.109,0.282,0.641,0.17,0.139,0.218,0.229,0.263,0.439,0.271,,,,,,,,,
7,2024-09-11,745285,Single,single,False,664774,607067,LaMonte Wade Jr.,Colin Rea,1,90223d9d-22c1-433e-ab91-6a9e19a5e05c,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.14,4.92,156.2,103.0,85.0,97.0,0.829,7.12,2.24,8.73,1.55,0.95,0.254,0.441,0.143,0.336,0.445,,,,100.0,109.0,105.0,70.0,109.0,96.0,110.0,106.0,109.0,0.185,0.176,0.04,,0.86,1.77,-4.68,,92.9,,82.0,78.7,0.192,0.3,0.246,0.414,0.69,0.186,,,,,,,83.0,103.0,96.0,77.0,94.0,88.0,79.0,97.0,97.0,0.309,0.203,0.087,-1.09,-1.44,-0.43,87.6,86.5,92.3,0.301,0.5,0.109,0.282,0.641,0.17,0.139,0.218,0.229,0.263,0.439,0.271,,,,,,,,,
8,2024-09-11,745285,Home Run,home_run,False,666464,607067,Jerar Encarnacion,Colin Rea,1,820e7e75-6524-4df6-b74b-76f5cf8c5838,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.14,4.92,156.2,103.0,85.0,97.0,0.829,7.12,2.24,8.73,1.55,0.95,0.254,0.441,0.143,0.336,0.445,,,,100.0,109.0,105.0,70.0,109.0,96.0,110.0,106.0,109.0,0.185,0.176,0.04,,0.86,1.77,-4.68,,92.9,,82.0,78.7,0.192,0.3,0.246,0.414,0.69,0.186,,,,,,,83.0,103.0,96.0,77.0,94.0,88.0,79.0,97.0,97.0,0.309,0.203,0.087,-1.09,-1.44,-0.43,87.6,86.5,92.3,0.301,0.5,0.109,0.282,0.641,0.17,0.139,0.218,0.229,0.263,0.439,0.271,,,,,,,,,
9,2024-09-11,745285,Groundout,field_out,True,687529,607067,Grant McCray,Colin Rea,0,33fba019-175d-4ccf-ac64-5f36c14a94f9,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.14,4.92,156.2,103.0,85.0,97.0,0.829,7.12,2.24,8.73,1.55,0.95,0.254,0.441,0.143,0.336,0.445,,,,100.0,109.0,105.0,70.0,109.0,96.0,110.0,106.0,109.0,0.185,0.176,0.04,,0.86,1.77,-4.68,,92.9,,82.0,78.7,0.192,0.3,0.246,0.414,0.69,0.186,,,,,,,83.0,103.0,96.0,77.0,94.0,88.0,79.0,97.0,97.0,0.309,0.203,0.087,-1.09,-1.44,-0.43,87.6,86.5,92.3,0.301,0.5,0.109,0.282,0.641,0.17,0.139,0.218,0.229,0.263,0.439,0.271,,,,,,,,,
