,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-06-15,745241,Walk,walk,False,543760,669923,Marcus Semien,George Kirby,0,9c8c0960-a3f4-4112-90c3-fbe2fc7c239b,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,121.0,111.0,115.0,97.0,99.0,93.0,112.0,99.0,109.0,0.225,0.36,0.006,0.106,0.228,0.075,1.58,0.82,-0.43,1.79,0.55,-2.88,95.8,92.3,85.7,95.8,87.1,83.1,0.196,0.35,0.304,0.256,0.35,0.097,0.253,0.391,0.28,0.2,0.32,0.288,0.333,0.5,0.323,,,,,,,,,,,,,,,,,,
1,2024-06-15,745241,Flyout,field_out,True,608369,669923,Corey Seager,George Kirby,0,02ffb36b-3490-4069-98de-741fce78d0ab,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,121.0,111.0,115.0,97.0,99.0,93.0,112.0,99.0,109.0,0.225,0.36,0.006,0.106,0.228,0.075,1.58,0.82,-0.43,1.79,0.55,-2.88,95.8,92.3,85.7,95.8,87.1,83.1,0.196,0.35,0.304,0.256,0.35,0.097,0.253,0.391,0.28,0.2,0.32,0.288,0.333,0.5,0.323,,,,,,,,,,,,,,,,,,
2,2024-06-15,745241,Groundout,field_out,True,666969,669923,Adolis García,George Kirby,1,a77f4424-d1c7-4ce5-9d2b-5fd7e0f8cdf9,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,121.0,111.0,115.0,97.0,99.0,93.0,112.0,99.0,109.0,0.225,0.36,0.006,0.106,0.228,0.075,1.58,0.82,-0.43,1.79,0.55,-2.88,95.8,92.3,85.7,95.8,87.1,83.1,0.196,0.35,0.304,0.256,0.35,0.097,0.253,0.391,0.28,0.2,0.32,0.288,0.333,0.5,0.323,,,,,,,,,,,,,,,,,,
3,2024-06-15,745241,Groundout,field_out,True,663993,669923,Nathaniel Lowe,George Kirby,0,4d850c3f-8736-48c9-8034-8d6bcd29ac9b,669923.0,georgekirby,Kirby,Right,George Kirby,SEA,3.29,3.29,117.2,106.0,107.0,106.0,0.781,8.87,0.99,7.95,0.84,1.0,0.282,0.35,0.208,0.258,0.434,103.0,107.0,102.0,105.0,110.0,108.0,112.0,102.0,109.0,121.0,111.0,115.0,97.0,99.0,93.0,112.0,99.0,109.0,0.225,0.36,0.006,0.106,0.228,0.075,1.58,0.82,-0.43,1.79,0.55,-2.88,95.8,92.3,85.7,95.8,87.1,83.1,0.196,0.35,0.304,0.256,0.35,0.097,0.253,0.391,0.28,0.2,0.32,0.288,0.333,0.5,0.323,,,,,,,,,,,,,,,,,,
4,2024-06-15,745241,Lineout,field_out,True,641487,543135,J.P. Crawford,Nathan Eovaldi,0,746e6b81-11ba-4dab-a33f-ecf3db8865df,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,73.0,108.0,102.0,,,,112.0,96.0,101.0,,,,92.0,104.0,97.0,126.0,104.0,112.0,,0.362,0.148,0.302,0.037,,1.48,0.94,1.4,,-4.54,,95.5,91.7,88.7,,86.3,,0.183,0.314,0.206,,,,0.412,0.706,0.185,0.202,0.327,0.361,0.27,0.541,0.357,102.0,101.0,102.0,0.151,-1.43,76.9,0.264,0.396,0.161,,,,,,,,,
5,2024-06-15,745241,Walk,walk,False,668942,543135,Josh Rojas,Nathan Eovaldi,0,a40b762a-3f7e-45e4-a791-52175eb6b47c,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,73.0,108.0,102.0,,,,112.0,96.0,101.0,,,,92.0,104.0,97.0,126.0,104.0,112.0,,0.362,0.148,0.302,0.037,,1.48,0.94,1.4,,-4.54,,95.5,91.7,88.7,,86.3,,0.183,0.314,0.206,,,,0.412,0.706,0.185,0.202,0.327,0.361,0.27,0.541,0.357,102.0,101.0,102.0,0.151,-1.43,76.9,0.264,0.396,0.161,,,,,,,,,
6,2024-06-15,745241,Single,single,False,677594,543135,Julio Rodríguez,Nathan Eovaldi,1,93c01add-5022-4583-b804-e41747de3af5,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,73.0,108.0,102.0,,,,112.0,96.0,101.0,,,,92.0,104.0,97.0,126.0,104.0,112.0,,0.362,0.148,0.302,0.037,,1.48,0.94,1.4,,-4.54,,95.5,91.7,88.7,,86.3,,0.183,0.314,0.206,,,,0.412,0.706,0.185,0.202,0.327,0.361,0.27,0.541,0.357,102.0,101.0,102.0,0.151,-1.43,76.9,0.264,0.396,0.161,,,,,,,,,
7,2024-06-15,745241,Single,single,False,663728,543135,Cal Raleigh,Nathan Eovaldi,1,79820a50-dcf1-4e6b-9b51-80e0175a76ac,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,73.0,108.0,102.0,,,,112.0,96.0,101.0,,,,92.0,104.0,97.0,126.0,104.0,112.0,,0.362,0.148,0.302,0.037,,1.48,0.94,1.4,,-4.54,,95.5,91.7,88.7,,86.3,,0.183,0.314,0.206,,,,0.412,0.706,0.185,0.202,0.327,0.361,0.27,0.541,0.357,102.0,101.0,102.0,0.151,-1.43,76.9,0.264,0.396,0.161,,,,,,,,,
8,2024-06-15,745241,Strikeout,strikeout,True,641598,543135,Mitch Garver,Nathan Eovaldi,1,6d3c4a05-8610-44f9-b2ca-e5e865007477,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,73.0,108.0,102.0,,,,112.0,96.0,101.0,,,,92.0,104.0,97.0,126.0,104.0,112.0,,0.362,0.148,0.302,0.037,,1.48,0.94,1.4,,-4.54,,95.5,91.7,88.7,,86.3,,0.183,0.314,0.206,,,,0.412,0.706,0.185,0.202,0.327,0.361,0.27,0.541,0.357,102.0,101.0,102.0,0.151,-1.43,76.9,0.264,0.396,0.161,,,,,,,,,
9,2024-06-15,745241,Strikeout,strikeout,True,670042,543135,Luke Raley,Nathan Eovaldi,0,5aa9c03f-afaa-41b6-890f-780ccbc72f1f,543135.0,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.36,3.99,99.0,105.0,98.0,104.0,0.749,8.55,2.36,7.27,1.18,1.58,0.234,0.385,0.11,0.355,0.445,73.0,108.0,102.0,,,,112.0,96.0,101.0,,,,92.0,104.0,97.0,126.0,104.0,112.0,,0.362,0.148,0.302,0.037,,1.48,0.94,1.4,,-4.54,,95.5,91.7,88.7,,86.3,,0.183,0.314,0.206,,,,0.412,0.706,0.185,0.202,0.327,0.361,0.27,0.541,0.357,102.0,101.0,102.0,0.151,-1.43,76.9,0.264,0.396,0.161,,,,,,,,,
