,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,KC%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vCU,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-08,745128,Double,double,False,677594,571945,Julio Rodríguez,Miles Mikolas,0,bd15f331-c25a-446f-8ffa-ec07147882a3,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.55,4.55,155.2,109.0,89.0,102.0,0.859,6.36,1.39,10.41,1.33,1.17,0.249,0.399,0.146,0.333,0.491,86.0,103.0,98.0,95.0,108.0,105.0,66.0,108.0,98.0,83.0,111.0,99.0,116.0,112.0,114.0,0.235,0.271,0.284,0.115,0.006,0.089,0.0,1.29,-1.29,-2.0,4.28,-3.22,93.1,85.6,92.4,85.5,76.4,69.6,0.25,0.39,0.11,0.309,0.526,0.162,0.298,0.475,0.174,0.269,0.537,0.229,0.373,0.695,0.171,0.25,0.438,0.28,,,,,,,,,
1,2024-09-08,745128,Single,single,False,663728,571945,Cal Raleigh,Miles Mikolas,1,7d20372b-f56d-45e0-a36c-079f8884f6b3,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.55,4.55,155.2,109.0,89.0,102.0,0.859,6.36,1.39,10.41,1.33,1.17,0.249,0.399,0.146,0.333,0.491,86.0,103.0,98.0,95.0,108.0,105.0,66.0,108.0,98.0,83.0,111.0,99.0,116.0,112.0,114.0,0.235,0.271,0.284,0.115,0.006,0.089,0.0,1.29,-1.29,-2.0,4.28,-3.22,93.1,85.6,92.4,85.5,76.4,69.6,0.25,0.39,0.11,0.309,0.526,0.162,0.298,0.475,0.174,0.269,0.537,0.229,0.373,0.695,0.171,0.25,0.438,0.28,,,,,,,,,
2,2024-09-08,745128,Single,single,False,668227,571945,Randy Arozarena,Miles Mikolas,1,ef210cef-bfdf-45ca-9956-65f0929be6ad,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.55,4.55,155.2,109.0,89.0,102.0,0.859,6.36,1.39,10.41,1.33,1.17,0.249,0.399,0.146,0.333,0.491,86.0,103.0,98.0,95.0,108.0,105.0,66.0,108.0,98.0,83.0,111.0,99.0,116.0,112.0,114.0,0.235,0.271,0.284,0.115,0.006,0.089,0.0,1.29,-1.29,-2.0,4.28,-3.22,93.1,85.6,92.4,85.5,76.4,69.6,0.25,0.39,0.11,0.309,0.526,0.162,0.298,0.475,0.174,0.269,0.537,0.229,0.373,0.695,0.171,0.25,0.438,0.28,,,,,,,,,
3,2024-09-08,745128,Double,double,False,670042,571945,Luke Raley,Miles Mikolas,1,800485cb-e4d7-40a8-a8e8-68753b1f4010,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.55,4.55,155.2,109.0,89.0,102.0,0.859,6.36,1.39,10.41,1.33,1.17,0.249,0.399,0.146,0.333,0.491,86.0,103.0,98.0,95.0,108.0,105.0,66.0,108.0,98.0,83.0,111.0,99.0,116.0,112.0,114.0,0.235,0.271,0.284,0.115,0.006,0.089,0.0,1.29,-1.29,-2.0,4.28,-3.22,93.1,85.6,92.4,85.5,76.4,69.6,0.25,0.39,0.11,0.309,0.526,0.162,0.298,0.475,0.174,0.269,0.537,0.229,0.373,0.695,0.171,0.25,0.438,0.28,,,,,,,,,
4,2024-09-08,745128,Single,single,False,457759,571945,Justin Turner,Miles Mikolas,1,78babba6-d31a-401c-bbaf-6038f2833606,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.55,4.55,155.2,109.0,89.0,102.0,0.859,6.36,1.39,10.41,1.33,1.17,0.249,0.399,0.146,0.333,0.491,86.0,103.0,98.0,95.0,108.0,105.0,66.0,108.0,98.0,83.0,111.0,99.0,116.0,112.0,114.0,0.235,0.271,0.284,0.115,0.006,0.089,0.0,1.29,-1.29,-2.0,4.28,-3.22,93.1,85.6,92.4,85.5,76.4,69.6,0.25,0.39,0.11,0.309,0.526,0.162,0.298,0.475,0.174,0.269,0.537,0.229,0.373,0.695,0.171,0.25,0.438,0.28,,,,,,,,,
5,2024-09-08,745128,Strikeout,strikeout,True,593871,571945,Jorge Polanco,Miles Mikolas,0,1a2ceeac-fd34-4607-82e8-1d3abcb3856f,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.55,4.55,155.2,109.0,89.0,102.0,0.859,6.36,1.39,10.41,1.33,1.17,0.249,0.399,0.146,0.333,0.491,86.0,103.0,98.0,95.0,108.0,105.0,66.0,108.0,98.0,83.0,111.0,99.0,116.0,112.0,114.0,0.235,0.271,0.284,0.115,0.006,0.089,0.0,1.29,-1.29,-2.0,4.28,-3.22,93.1,85.6,92.4,85.5,76.4,69.6,0.25,0.39,0.11,0.309,0.526,0.162,0.298,0.475,0.174,0.269,0.537,0.229,0.373,0.695,0.171,0.25,0.438,0.28,,,,,,,,,
6,2024-09-08,745128,Strikeout,strikeout,True,641487,571945,J.P. Crawford,Miles Mikolas,0,d0dfcaee-3601-4e5a-9ded-8a5c78f65632,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.55,4.55,155.2,109.0,89.0,102.0,0.859,6.36,1.39,10.41,1.33,1.17,0.249,0.399,0.146,0.333,0.491,86.0,103.0,98.0,95.0,108.0,105.0,66.0,108.0,98.0,83.0,111.0,99.0,116.0,112.0,114.0,0.235,0.271,0.284,0.115,0.006,0.089,0.0,1.29,-1.29,-2.0,4.28,-3.22,93.1,85.6,92.4,85.5,76.4,69.6,0.25,0.39,0.11,0.309,0.526,0.162,0.298,0.475,0.174,0.269,0.537,0.229,0.373,0.695,0.171,0.25,0.438,0.28,,,,,,,,,
7,2024-09-08,745128,Single,single,False,641598,571945,Mitch Garver,Miles Mikolas,1,8ad94c21-7ea3-413f-a802-485db727259c,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.55,4.55,155.2,109.0,89.0,102.0,0.859,6.36,1.39,10.41,1.33,1.17,0.249,0.399,0.146,0.333,0.491,86.0,103.0,98.0,95.0,108.0,105.0,66.0,108.0,98.0,83.0,111.0,99.0,116.0,112.0,114.0,0.235,0.271,0.284,0.115,0.006,0.089,0.0,1.29,-1.29,-2.0,4.28,-3.22,93.1,85.6,92.4,85.5,76.4,69.6,0.25,0.39,0.11,0.309,0.526,0.162,0.298,0.475,0.174,0.269,0.537,0.229,0.373,0.695,0.171,0.25,0.438,0.28,,,,,,,,,
8,2024-09-08,745128,Pop Out,field_out,True,668942,571945,Josh Rojas,Miles Mikolas,0,44140180-56d9-4c3b-8271-9dfe139f60ab,571945.0,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.55,4.55,155.2,109.0,89.0,102.0,0.859,6.36,1.39,10.41,1.33,1.17,0.249,0.399,0.146,0.333,0.491,86.0,103.0,98.0,95.0,108.0,105.0,66.0,108.0,98.0,83.0,111.0,99.0,116.0,112.0,114.0,0.235,0.271,0.284,0.115,0.006,0.089,0.0,1.29,-1.29,-2.0,4.28,-3.22,93.1,85.6,92.4,85.5,76.4,69.6,0.25,0.39,0.11,0.309,0.526,0.162,0.298,0.475,0.174,0.269,0.537,0.229,0.373,0.695,0.171,0.25,0.438,0.28,,,,,,,,,
9,2024-09-08,745128,Groundout,field_out,True,691026,622491,Masyn Winn,Luis Castillo,0,821a7c6f-4803-40c2-b7f5-d12dcdc429a0,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.97,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,,,,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,109.0,0.179,0.454,0.224,,,0.143,0.98,-0.41,0.66,,,-1.62,95.6,88.1,95.6,85.7,,,0.298,0.457,0.105,0.207,0.357,0.358,0.203,0.365,0.273,,,,0.287,0.545,0.265,,,,,,,,,,,,
