,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
0,2024-09-24,746093,Flyout,field_out,True,650333,689017,Luis Arraez,Landon Knack,0,615ea026-1ae1-4137-8286-b0abe1e74777,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.65,3.78,69.0,98.0,104.0,99.0,0.78,9.0,2.35,7.57,1.83,0.62,0.204,0.505,0.138,0.352,0.428,73.0,91.0,90.0,77.0,92.0,89.0,115.0,99.0,103.0,120.0,105.0,104.0,0.463,0.23,0.162,0.145,0.2,1.46,-1.55,-0.24,93.5,84.2,85.1,79.6,0.228,0.526,0.203,0.183,0.296,0.278,0.182,0.364,0.271,0.333,0.485,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-24,746093,Flyout,field_out,True,665487,689017,Fernando Tatis Jr.,Landon Knack,0,014109c8-5001-424e-bc5e-8c9c79dd75df,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.65,3.78,69.0,98.0,104.0,99.0,0.78,9.0,2.35,7.57,1.83,0.62,0.204,0.505,0.138,0.352,0.428,73.0,91.0,90.0,77.0,92.0,89.0,115.0,99.0,103.0,120.0,105.0,104.0,0.463,0.23,0.162,0.145,0.2,1.46,-1.55,-0.24,93.5,84.2,85.1,79.6,0.228,0.526,0.203,0.183,0.296,0.278,0.182,0.364,0.271,0.333,0.485,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-24,746093,Groundout,field_out,True,595777,689017,Jurickson Profar,Landon Knack,0,3c52183f-eb85-4f96-b96e-85118bdae2fe,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.65,3.78,69.0,98.0,104.0,99.0,0.78,9.0,2.35,7.57,1.83,0.62,0.204,0.505,0.138,0.352,0.428,73.0,91.0,90.0,77.0,92.0,89.0,115.0,99.0,103.0,120.0,105.0,104.0,0.463,0.23,0.162,0.145,0.2,1.46,-1.55,-0.24,93.5,84.2,85.1,79.6,0.228,0.526,0.203,0.183,0.296,0.278,0.182,0.364,0.271,0.333,0.485,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-24,746093,Double,double,False,660271,650633,Shohei Ohtani,Michael King,0,97f57f08-007d-499c-adf2-e027d280f67b,650633.0,michaelking,"King, M",Right,Michael King,SDP,2.95,3.54,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,,,,86.0,103.0,101.0,115.0,97.0,102.0,0.241,0.234,,0.246,-0.15,-0.19,,1.61,93.7,86.7,82.9,,0.265,0.402,0.261,0.281,0.5,0.284,0.207,0.286,0.362,,,,88.0,105.0,98.0,0.279,0.68,92.9,0.2,0.376,0.185,0.206,0.304,0.345,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-24,746093,Field Error,field_error,False,605141,650633,Mookie Betts,Michael King,1,64e47567-5343-4e4e-a537-073d285be00c,650633.0,michaelking,"King, M",Right,Michael King,SDP,2.95,3.54,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,,,,86.0,103.0,101.0,115.0,97.0,102.0,0.241,0.234,,0.246,-0.15,-0.19,,1.61,93.7,86.7,82.9,,0.265,0.402,0.261,0.281,0.5,0.284,0.207,0.286,0.362,,,,88.0,105.0,98.0,0.279,0.68,92.9,0.2,0.376,0.185,0.206,0.304,0.345,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-24,746093,Lineout,field_out,True,518692,650633,Freddie Freeman,Michael King,0,98f7801a-2459-4428-9a48-2d02159dca1c,650633.0,michaelking,"King, M",Right,Michael King,SDP,2.95,3.54,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,,,,86.0,103.0,101.0,115.0,97.0,102.0,0.241,0.234,,0.246,-0.15,-0.19,,1.61,93.7,86.7,82.9,,0.265,0.402,0.261,0.281,0.5,0.284,0.207,0.286,0.362,,,,88.0,105.0,98.0,0.279,0.68,92.9,0.2,0.376,0.185,0.206,0.304,0.345,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-24,746093,Single,single,False,606192,650633,Teoscar Hernández,Michael King,1,d906fdcf-199c-4c35-a157-3e2223a5631b,650633.0,michaelking,"King, M",Right,Michael King,SDP,2.95,3.54,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,,,,86.0,103.0,101.0,115.0,97.0,102.0,0.241,0.234,,0.246,-0.15,-0.19,,1.61,93.7,86.7,82.9,,0.265,0.402,0.261,0.281,0.5,0.284,0.207,0.286,0.362,,,,88.0,105.0,98.0,0.279,0.68,92.9,0.2,0.376,0.185,0.206,0.304,0.345,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-24,746093,Flyout,field_out,True,571970,650633,Max Muncy,Michael King,0,a2d7fac4-806f-42ad-9da1-0c63756edd82,650633.0,michaelking,"King, M",Right,Michael King,SDP,2.95,3.54,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,,,,86.0,103.0,101.0,115.0,97.0,102.0,0.241,0.234,,0.246,-0.15,-0.19,,1.61,93.7,86.7,82.9,,0.265,0.402,0.261,0.281,0.5,0.284,0.207,0.286,0.362,,,,88.0,105.0,98.0,0.279,0.68,92.9,0.2,0.376,0.185,0.206,0.304,0.345,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-24,746093,Caught Stealing Home,caught_stealing_home,True,669257,650633,Will Smith,Michael King,0,63a616e7-b351-45a8-9fdb-ceef4e7b5f60,650633.0,michaelking,"King, M",Right,Michael King,SDP,2.95,3.54,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,,,,86.0,103.0,101.0,115.0,97.0,102.0,0.241,0.234,,0.246,-0.15,-0.19,,1.61,93.7,86.7,82.9,,0.265,0.402,0.261,0.281,0.5,0.284,0.207,0.286,0.362,,,,88.0,105.0,98.0,0.279,0.68,92.9,0.2,0.376,0.185,0.206,0.304,0.345,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-24,746093,Pop Out,field_out,True,592518,689017,Manny Machado,Landon Knack,0,3d1ee872-28df-47f2-9b48-32a5072571c8,689017.0,landonknack,Knack,Right,Landon Knack,LAD,3.65,3.78,69.0,98.0,104.0,99.0,0.78,9.0,2.35,7.57,1.83,0.62,0.204,0.505,0.138,0.352,0.428,73.0,91.0,90.0,77.0,92.0,89.0,115.0,99.0,103.0,120.0,105.0,104.0,0.463,0.23,0.162,0.145,0.2,1.46,-1.55,-0.24,93.5,84.2,85.1,79.6,0.228,0.526,0.203,0.183,0.296,0.278,0.182,0.364,0.271,0.333,0.485,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
