,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-10,745923,Single,single,False,605141,663978,Mookie Betts,Chris Paddack,0,82549955-7708-45b2-a661-f62230665500,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-10,745923,Walk,walk,False,660271,663978,Shohei Ohtani,Chris Paddack,1,5f6dde91-2ae5-4a27-81af-bd48e56c39ed,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-10,745923,Flyout,field_out,True,518692,663978,Freddie Freeman,Chris Paddack,0,e7ad0501-2b97-4192-bdc9-794f89a6c93d,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-10,745923,Double,double,False,606192,663978,Teoscar Hernández,Chris Paddack,1,7d8412ed-2658-4404-a1bc-1f10442f923a,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-10,745923,Groundout,field_out,True,571970,663978,Max Muncy,Chris Paddack,0,e329d199-cf07-41c2-9e42-028a5910fe18,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-10,745923,Pop Out,field_out,True,571771,663978,Enrique Hernández,Chris Paddack,0,3024562f-212f-4234-8a2c-cdf524d5ccf0,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-10,745923,Home Run,home_run,False,666397,676272,Edouard Julien,Bobby Miller,0,e37d1076-6dc8-4907-b1ee-4c1dea77829c,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.07,6.02,29.0,92.0,115.0,96.0,0.778,8.38,5.59,10.86,2.17,1.54,0.227,0.364,0.159,0.398,0.407,103.0,83.0,88.0,124.0,93.0,99.0,120.0,89.0,93.0,113.0,106.0,113.0,0.435,0.128,0.161,0.178,-0.22,-5.86,-2.03,0.65,97.5,85.8,88.9,79.3,0.27,0.524,0.188,0.111,0.167,0.424,0.4,0.8,0.241,0.455,0.727,0.286,101.0,93.0,92.0,0.098,-3.27,96.9,0.625,0.75,0.111,,,,,,,,,,,,,,,
7,2024-04-10,745923,Single,single,False,621043,676272,Carlos Correa,Bobby Miller,0,1bd5ac0a-78f9-4b50-98f5-88649caf6ac9,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.07,6.02,29.0,92.0,115.0,96.0,0.778,8.38,5.59,10.86,2.17,1.54,0.227,0.364,0.159,0.398,0.407,103.0,83.0,88.0,124.0,93.0,99.0,120.0,89.0,93.0,113.0,106.0,113.0,0.435,0.128,0.161,0.178,-0.22,-5.86,-2.03,0.65,97.5,85.8,88.9,79.3,0.27,0.524,0.188,0.111,0.167,0.424,0.4,0.8,0.241,0.455,0.727,0.286,101.0,93.0,92.0,0.098,-3.27,96.9,0.625,0.75,0.111,,,,,,,,,,,,,,,
8,2024-04-10,745923,Grounded Into DP,grounded_into_double_play,True,666135,676272,Alex Kirilloff,Bobby Miller,1,e4f4472b-63b8-47cd-88bc-eeff166727e1,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.07,6.02,29.0,92.0,115.0,96.0,0.778,8.38,5.59,10.86,2.17,1.54,0.227,0.364,0.159,0.398,0.407,103.0,83.0,88.0,124.0,93.0,99.0,120.0,89.0,93.0,113.0,106.0,113.0,0.435,0.128,0.161,0.178,-0.22,-5.86,-2.03,0.65,97.5,85.8,88.9,79.3,0.27,0.524,0.188,0.111,0.167,0.424,0.4,0.8,0.241,0.455,0.727,0.286,101.0,93.0,92.0,0.098,-3.27,96.9,0.625,0.75,0.111,,,,,,,,,,,,,,,
9,2024-04-10,745923,Strikeout,strikeout,True,621439,676272,Byron Buxton,Bobby Miller,0,449061b6-16a5-4990-87a6-bbfa524952c0,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.07,6.02,29.0,92.0,115.0,96.0,0.778,8.38,5.59,10.86,2.17,1.54,0.227,0.364,0.159,0.398,0.407,103.0,83.0,88.0,124.0,93.0,99.0,120.0,89.0,93.0,113.0,106.0,113.0,0.435,0.128,0.161,0.178,-0.22,-5.86,-2.03,0.65,97.5,85.8,88.9,79.3,0.27,0.524,0.188,0.111,0.167,0.424,0.4,0.8,0.241,0.455,0.727,0.286,101.0,93.0,92.0,0.098,-3.27,96.9,0.625,0.75,0.111,,,,,,,,,,,,,,,
