,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-05-25,747199,Double,double,False,667472,656756,Dane Myers,Jordan Montgomery,0,e73d5018-fa51-465b-b078-629fa56c3a10,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,0.332,0.164,0.022,0.292,0.19,-1.97,-1.73,4.12,-0.37,-2.03,91.9,82.8,91.7,83.4,79.0,0.371,0.567,0.135,0.268,0.437,0.315,0.34,0.44,0.17,0.319,0.638,0.382,0.0,0.0,0.7,,,,,,,,,
1,2024-05-25,747199,Flyout,field_out,True,650559,656756,Bryan De La Cruz,Jordan Montgomery,0,f584e3f8-3db6-4516-8c64-1e442fbb3554,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,0.332,0.164,0.022,0.292,0.19,-1.97,-1.73,4.12,-0.37,-2.03,91.9,82.8,91.7,83.4,79.0,0.371,0.567,0.135,0.268,0.437,0.315,0.34,0.44,0.17,0.319,0.638,0.382,0.0,0.0,0.7,,,,,,,,,
2,2024-05-25,747199,Single,single,False,605137,656756,Josh Bell,Jordan Montgomery,1,9cff386e-87e2-42d1-87ea-ae74943532f0,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,0.332,0.164,0.022,0.292,0.19,-1.97,-1.73,4.12,-0.37,-2.03,91.9,82.8,91.7,83.4,79.0,0.371,0.567,0.135,0.268,0.437,0.315,0.34,0.44,0.17,0.319,0.638,0.382,0.0,0.0,0.7,,,,,,,,,
3,2024-05-25,747199,Single,single,False,669394,656756,Jake Burger,Jordan Montgomery,1,de5cb132-a05d-4d10-baa9-60bd10b9bf9e,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,0.332,0.164,0.022,0.292,0.19,-1.97,-1.73,4.12,-0.37,-2.03,91.9,82.8,91.7,83.4,79.0,0.371,0.567,0.135,0.268,0.437,0.315,0.34,0.44,0.17,0.319,0.638,0.382,0.0,0.0,0.7,,,,,,,,,
4,2024-05-25,747199,Strikeout,strikeout,True,656896,656756,Emmanuel Rivera,Jordan Montgomery,0,734cdb9b-b072-439d-86f7-c437cfacacdb,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,0.332,0.164,0.022,0.292,0.19,-1.97,-1.73,4.12,-0.37,-2.03,91.9,82.8,91.7,83.4,79.0,0.371,0.567,0.135,0.268,0.437,0.315,0.34,0.44,0.17,0.319,0.638,0.382,0.0,0.0,0.7,,,,,,,,,
5,2024-05-25,747199,Groundout,field_out,True,665862,656756,Jazz Chisholm Jr.,Jordan Montgomery,0,f4896ee1-96fd-4b0a-977f-e929a9f84370,656756.0,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.44,5.16,65.2,98.0,94.0,95.0,0.768,6.17,3.15,11.92,1.1,1.29,0.157,0.454,0.114,0.354,0.395,97.0,96.0,90.0,108.0,102.0,105.0,69.0,99.0,90.0,90.0,96.0,93.0,102.0,90.0,85.0,0.332,0.164,0.022,0.292,0.19,-1.97,-1.73,4.12,-0.37,-2.03,91.9,82.8,91.7,83.4,79.0,0.371,0.567,0.135,0.268,0.437,0.315,0.34,0.44,0.17,0.319,0.638,0.382,0.0,0.0,0.7,,,,,,,,,
6,2024-05-25,747199,Walk,walk,False,682998,664350,Corbin Carroll,Sixto Sánchez,0,2bf59a68-9798-4d88-8faa-b458a38f1db5,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,,,,77.0,98.0,88.0,84.0,110.0,106.0,,,,0.048,0.298,,,0.314,-1.21,-4.74,,,1.59,93.8,85.4,92.7,,,0.5,1.333,0.167,,,,0.267,0.433,0.104,0.22,0.22,0.17,,,,58.0,108.0,100.0,0.34,-1.59,83.6,0.375,0.518,0.114
7,2024-05-25,747199,Strikeout,strikeout,True,606466,664350,Ketel Marte,Sixto Sánchez,1,f8f21799-5c76-443c-9082-3c6790f2a644,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,,,,77.0,98.0,88.0,84.0,110.0,106.0,,,,0.048,0.298,,,0.314,-1.21,-4.74,,,1.59,93.8,85.4,92.7,,,0.5,1.333,0.167,,,,0.267,0.433,0.104,0.22,0.22,0.17,,,,58.0,108.0,100.0,0.34,-1.59,83.6,0.375,0.518,0.114
8,2024-05-25,747199,Lineout,field_out,True,592626,664350,Joc Pederson,Sixto Sánchez,0,7afeaf70-a0bf-4688-ba5c-d4de88209620,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,,,,77.0,98.0,88.0,84.0,110.0,106.0,,,,0.048,0.298,,,0.314,-1.21,-4.74,,,1.59,93.8,85.4,92.7,,,0.5,1.333,0.167,,,,0.267,0.433,0.104,0.22,0.22,0.17,,,,58.0,108.0,100.0,0.34,-1.59,83.6,0.375,0.518,0.114
9,2024-05-25,747199,Double,double,False,572233,664350,Christian Walker,Sixto Sánchez,1,5427a499-cb01-4df5-9b51-9e2d052b28f7,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,,,,77.0,98.0,88.0,84.0,110.0,106.0,,,,0.048,0.298,,,0.314,-1.21,-4.74,,,1.59,93.8,85.4,92.7,,,0.5,1.333,0.167,,,,0.267,0.433,0.104,0.22,0.22,0.17,,,,58.0,108.0,100.0,0.34,-1.59,83.6,0.375,0.518,0.114
