,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-21,745360,Groundout,field_out,True,678246,527048,Miguel Vargas,Martín Pérez,0,31c9ba91-d817-446b-8823-1b8cafb35027,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.25,5.21,131.1,102.0,73.0,95.0,0.811,7.13,3.22,9.8,1.44,1.24,0.186,0.461,0.147,0.302,0.408,71.0,109.0,99.0,73.0,101.0,98.0,57.0,90.0,85.0,79.0,101.0,93.0,70.0,111.0,119.0,69.0,101.0,93.0,0.36,0.051,0.218,0.0,0.143,0.228,-6.92,-0.7,0.63,-50.99,0.6,-1.05,91.3,88.0,83.4,90.7,82.8,77.8,0.271,0.383,0.096,0.27,0.433,0.347,0.284,0.588,0.198,0.238,0.349,0.295,0.429,0.762,0.024,,,,,,,,,,,,,,,
1,2024-09-21,745360,Flyout,field_out,True,673357,527048,Luis Robert Jr.,Martín Pérez,0,466d5f8b-312f-42a7-bfec-2591402c81e8,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.25,5.21,131.1,102.0,73.0,95.0,0.811,7.13,3.22,9.8,1.44,1.24,0.186,0.461,0.147,0.302,0.408,71.0,109.0,99.0,73.0,101.0,98.0,57.0,90.0,85.0,79.0,101.0,93.0,70.0,111.0,119.0,69.0,101.0,93.0,0.36,0.051,0.218,0.0,0.143,0.228,-6.92,-0.7,0.63,-50.99,0.6,-1.05,91.3,88.0,83.4,90.7,82.8,77.8,0.271,0.383,0.096,0.27,0.433,0.347,0.284,0.588,0.198,0.238,0.349,0.295,0.429,0.762,0.024,,,,,,,,,,,,,,,
2,2024-09-21,745360,Strikeout,strikeout,True,683734,527048,Andrew Vaughn,Martín Pérez,0,56450469-eb8f-4a99-a6e7-29282f892fc3,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.25,5.21,131.1,102.0,73.0,95.0,0.811,7.13,3.22,9.8,1.44,1.24,0.186,0.461,0.147,0.302,0.408,71.0,109.0,99.0,73.0,101.0,98.0,57.0,90.0,85.0,79.0,101.0,93.0,70.0,111.0,119.0,69.0,101.0,93.0,0.36,0.051,0.218,0.0,0.143,0.228,-6.92,-0.7,0.63,-50.99,0.6,-1.05,91.3,88.0,83.4,90.7,82.8,77.8,0.271,0.383,0.096,0.27,0.433,0.347,0.284,0.588,0.198,0.238,0.349,0.295,0.429,0.762,0.024,,,,,,,,,,,,,,,
3,2024-09-21,745360,Single,single,False,650333,623167,Luis Arraez,Chris Flexen,0,08add0e2-429f-49ac-aaec-622b16c6c11c,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.15,4.95,153.2,97.0,56.0,92.0,0.791,6.79,3.63,10.25,1.41,0.8,0.246,0.413,0.159,0.31,0.37,126.0,98.0,105.0,85.0,98.0,101.0,1.0,92.0,81.0,74.0,108.0,87.0,150.0,103.0,104.0,47.0,101.0,90.0,0.002,0.367,0.265,0.086,0.122,0.158,-0.98,-0.69,2.03,-2.51,0.46,-1.41,91.3,87.4,81.4,91.4,80.1,72.0,,,,0.263,0.444,0.371,0.313,0.534,0.222,0.246,0.393,0.305,0.27,0.496,0.127,0.356,0.475,0.272,,,,,,,,,,,,
4,2024-09-21,745360,Strikeout,strikeout,True,665487,623167,Fernando Tatis Jr.,Chris Flexen,0,8c43ae02-3e99-46f4-b8e9-c3734de4ff69,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.15,4.95,153.2,97.0,56.0,92.0,0.791,6.79,3.63,10.25,1.41,0.8,0.246,0.413,0.159,0.31,0.37,126.0,98.0,105.0,85.0,98.0,101.0,1.0,92.0,81.0,74.0,108.0,87.0,150.0,103.0,104.0,47.0,101.0,90.0,0.002,0.367,0.265,0.086,0.122,0.158,-0.98,-0.69,2.03,-2.51,0.46,-1.41,91.3,87.4,81.4,91.4,80.1,72.0,,,,0.263,0.444,0.371,0.313,0.534,0.222,0.246,0.393,0.305,0.27,0.496,0.127,0.356,0.475,0.272,,,,,,,,,,,,
5,2024-09-21,745360,Flyout,field_out,True,595777,623167,Jurickson Profar,Chris Flexen,0,cef1ee72-3049-48fc-80aa-ccece4e19366,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.15,4.95,153.2,97.0,56.0,92.0,0.791,6.79,3.63,10.25,1.41,0.8,0.246,0.413,0.159,0.31,0.37,126.0,98.0,105.0,85.0,98.0,101.0,1.0,92.0,81.0,74.0,108.0,87.0,150.0,103.0,104.0,47.0,101.0,90.0,0.002,0.367,0.265,0.086,0.122,0.158,-0.98,-0.69,2.03,-2.51,0.46,-1.41,91.3,87.4,81.4,91.4,80.1,72.0,,,,0.263,0.444,0.371,0.313,0.534,0.222,0.246,0.393,0.305,0.27,0.496,0.127,0.356,0.475,0.272,,,,,,,,,,,,
6,2024-09-21,745360,Strikeout,strikeout,True,592518,623167,Manny Machado,Chris Flexen,0,f5180cd1-86b2-431a-b01f-f2affa473d45,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.15,4.95,153.2,97.0,56.0,92.0,0.791,6.79,3.63,10.25,1.41,0.8,0.246,0.413,0.159,0.31,0.37,126.0,98.0,105.0,85.0,98.0,101.0,1.0,92.0,81.0,74.0,108.0,87.0,150.0,103.0,104.0,47.0,101.0,90.0,0.002,0.367,0.265,0.086,0.122,0.158,-0.98,-0.69,2.03,-2.51,0.46,-1.41,91.3,87.4,81.4,91.4,80.1,72.0,,,,0.263,0.444,0.371,0.313,0.534,0.222,0.246,0.393,0.305,0.27,0.496,0.127,0.356,0.475,0.272,,,,,,,,,,,,
7,2024-09-21,745360,Single,single,False,672820,527048,Lenyn Sosa,Martín Pérez,0,ea22f921-0fa1-40d3-9f1b-c80f571bef7d,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.25,5.21,131.1,102.0,73.0,95.0,0.811,7.13,3.22,9.8,1.44,1.24,0.186,0.461,0.147,0.302,0.408,71.0,109.0,99.0,73.0,101.0,98.0,57.0,90.0,85.0,79.0,101.0,93.0,70.0,111.0,119.0,69.0,101.0,93.0,0.36,0.051,0.218,0.0,0.143,0.228,-6.92,-0.7,0.63,-50.99,0.6,-1.05,91.3,88.0,83.4,90.7,82.8,77.8,0.271,0.383,0.096,0.27,0.433,0.347,0.284,0.588,0.198,0.238,0.349,0.295,0.429,0.762,0.024,,,,,,,,,,,,,,,
8,2024-09-21,745360,Lineout,field_out,True,682868,527048,Bryan Ramos,Martín Pérez,0,f02f1f2b-6b48-4ce1-9386-1b7e47fab620,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.25,5.21,131.1,102.0,73.0,95.0,0.811,7.13,3.22,9.8,1.44,1.24,0.186,0.461,0.147,0.302,0.408,71.0,109.0,99.0,73.0,101.0,98.0,57.0,90.0,85.0,79.0,101.0,93.0,70.0,111.0,119.0,69.0,101.0,93.0,0.36,0.051,0.218,0.0,0.143,0.228,-6.92,-0.7,0.63,-50.99,0.6,-1.05,91.3,88.0,83.4,90.7,82.8,77.8,0.271,0.383,0.096,0.27,0.433,0.347,0.284,0.588,0.198,0.238,0.349,0.295,0.429,0.762,0.024,,,,,,,,,,,,,,,
9,2024-09-21,745360,Groundout,field_out,True,666150,527048,Dominic Fletcher,Martín Pérez,1,57070a0a-02cf-41e1-924c-8cff1b395367,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.25,5.21,131.1,102.0,73.0,95.0,0.811,7.13,3.22,9.8,1.44,1.24,0.186,0.461,0.147,0.302,0.408,71.0,109.0,99.0,73.0,101.0,98.0,57.0,90.0,85.0,79.0,101.0,93.0,70.0,111.0,119.0,69.0,101.0,93.0,0.36,0.051,0.218,0.0,0.143,0.228,-6.92,-0.7,0.63,-50.99,0.6,-1.05,91.3,88.0,83.4,90.7,82.8,77.8,0.271,0.383,0.096,0.27,0.433,0.347,0.284,0.588,0.198,0.238,0.349,0.295,0.429,0.762,0.024,,,,,,,,,,,,,,,
