,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
10,2024-08-19,746109,Groundout,field_out,True,457759,694813,Justin Turner,Gavin Stone,0,c08367cc-b492-4752-b56f-32c18b70edd6,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143,,,,,,
11,2024-08-19,746109,Groundout,field_out,True,666158,693433,Gavin Lux,Bryan Woo,0,024d178a-71da-4378-bf27-d104764cffd8,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,,,,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,,,,0.237,0.509,,0.16,,0.094,1.75,,2.42,1.59,,2.87,94.7,,89.5,94.5,84.2,,0.211,0.289,0.101,0.208,0.319,0.25,0.122,0.195,0.148,0.261,0.348,0.208,,,,,,,0.087,0.087,0.333,,,,,,
12,2024-08-19,746109,Walk,walk,False,669257,693433,Will Smith,Bryan Woo,0,20f66aad-bf96-4d9f-af14-c22ea898ee33,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,,,,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,,,,0.237,0.509,,0.16,,0.094,1.75,,2.42,1.59,,2.87,94.7,,89.5,94.5,84.2,,0.211,0.289,0.101,0.208,0.319,0.25,0.122,0.195,0.148,0.261,0.348,0.208,,,,,,,0.087,0.087,0.333,,,,,,
13,2024-08-19,746109,Strikeout,strikeout,True,571970,693433,Max Muncy,Bryan Woo,0,b5442d57-b4d5-40c6-99ef-f55b40266e13,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,,,,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,,,,0.237,0.509,,0.16,,0.094,1.75,,2.42,1.59,,2.87,94.7,,89.5,94.5,84.2,,0.211,0.289,0.101,0.208,0.319,0.25,0.122,0.195,0.148,0.261,0.348,0.208,,,,,,,0.087,0.087,0.333,,,,,,
14,2024-08-19,746109,Pop Out,field_out,True,500743,693433,Miguel Rojas,Bryan Woo,0,da44ea40-44bc-4fba-82d5-ae08a9606969,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,,,,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,,,,0.237,0.509,,0.16,,0.094,1.75,,2.42,1.59,,2.87,94.7,,89.5,94.5,84.2,,0.211,0.289,0.101,0.208,0.319,0.25,0.122,0.195,0.148,0.261,0.348,0.208,,,,,,,0.087,0.087,0.333,,,,,,
15,2024-08-19,746109,Strikeout,strikeout,True,668942,694813,Josh Rojas,Gavin Stone,0,f3d1b8b8-347e-4ee8-a132-ba607110ea24,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143,,,,,,
16,2024-08-19,746109,Strikeout,strikeout,True,664238,694813,Dylan Moore,Gavin Stone,0,e5d20c2c-9a6c-4184-bca2-338589740b34,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143,,,,,,
17,2024-08-19,746109,Strikeout,strikeout,True,645302,694813,Victor Robles,Gavin Stone,0,9304afb5-2c31-4719-b08d-0b8187a8e232,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143,,,,,,
18,2024-08-19,746109,Groundout,field_out,True,669242,693433,Tommy Edman,Bryan Woo,0,06c93972-5ba5-4842-86b7-5b7f5ddff399,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,,,,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,,,,0.237,0.509,,0.16,,0.094,1.75,,2.42,1.59,,2.87,94.7,,89.5,94.5,84.2,,0.211,0.289,0.101,0.208,0.319,0.25,0.122,0.195,0.148,0.261,0.348,0.208,,,,,,,0.087,0.087,0.333,,,,,,
19,2024-08-19,746109,Flyout,field_out,True,660271,693433,Shohei Ohtani,Bryan Woo,0,fb31683c-6128-4eb8-98c5-ae4a84311af0,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,,,,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,,,,0.237,0.509,,0.16,,0.094,1.75,,2.42,1.59,,2.87,94.7,,89.5,94.5,84.2,,0.211,0.289,0.101,0.208,0.319,0.25,0.122,0.195,0.148,0.261,0.348,0.208,,,,,,,0.087,0.087,0.333,,,,,,
20,2024-08-19,746109,Walk,walk,False,605141,693433,Mookie Betts,Bryan Woo,0,344008e3-45f1-45bf-99e0-024a2cd33a75,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,,,,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,,,,0.237,0.509,,0.16,,0.094,1.75,,2.42,1.59,,2.87,94.7,,89.5,94.5,84.2,,0.211,0.289,0.101,0.208,0.319,0.25,0.122,0.195,0.148,0.261,0.348,0.208,,,,,,,0.087,0.087,0.333,,,,,,
21,2024-08-19,746109,Strikeout,strikeout,True,518692,693433,Freddie Freeman,Bryan Woo,0,7bbfd9cb-e4c3-43be-a1bc-76f497df77a9,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,,,,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,,,,0.237,0.509,,0.16,,0.094,1.75,,2.42,1.59,,2.87,94.7,,89.5,94.5,84.2,,0.211,0.289,0.101,0.208,0.319,0.25,0.122,0.195,0.148,0.261,0.348,0.208,,,,,,,0.087,0.087,0.333,,,,,,
22,2024-08-19,746109,Pop Out,field_out,True,668227,694813,Randy Arozarena,Gavin Stone,0,6be6a212-1057-47f0-bf14-6fd9ce86ef80,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143,,,,,,
23,2024-08-19,746109,Flyout,field_out,True,663728,694813,Cal Raleigh,Gavin Stone,0,6b5aba1f-b586-4f73-b418-f0f7b61a1ddf,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143,,,,,,
24,2024-08-19,746109,Walk,walk,False,677594,694813,Julio Rodríguez,Gavin Stone,0,324935c5-26fa-4d52-9dcc-52d8d5d69ee4,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143,,,,,,
25,2024-08-19,746109,Strikeout,strikeout,True,593871,694813,Jorge Polanco,Gavin Stone,0,5675c31d-9216-40cb-9d88-a3cf391f76af,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143,,,,,,
26,2024-08-19,746109,Groundout,field_out,True,606192,693433,Teoscar Hernández,Bryan Woo,0,85ed9643-a6a8-4c3c-ac13-59c9ccd42885,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,,,,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,,,,0.237,0.509,,0.16,,0.094,1.75,,2.42,1.59,,2.87,94.7,,89.5,94.5,84.2,,0.211,0.289,0.101,0.208,0.319,0.25,0.122,0.195,0.148,0.261,0.348,0.208,,,,,,,0.087,0.087,0.333,,,,,,
27,2024-08-19,746109,Groundout,field_out,True,666158,693433,Gavin Lux,Bryan Woo,0,f0444c78-b1cb-48e9-8ac3-46c62ffa59fd,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,,,,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,,,,0.237,0.509,,0.16,,0.094,1.75,,2.42,1.59,,2.87,94.7,,89.5,94.5,84.2,,0.211,0.289,0.101,0.208,0.319,0.25,0.122,0.195,0.148,0.261,0.348,0.208,,,,,,,0.087,0.087,0.333,,,,,,
28,2024-08-19,746109,Strikeout,strikeout,True,669257,693433,Will Smith,Bryan Woo,0,57154401-ef9e-4fd1-9618-8f1a0fa5c1e2,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,,,,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,,,,0.237,0.509,,0.16,,0.094,1.75,,2.42,1.59,,2.87,94.7,,89.5,94.5,84.2,,0.211,0.289,0.101,0.208,0.319,0.25,0.122,0.195,0.148,0.261,0.348,0.208,,,,,,,0.087,0.087,0.333,,,,,,
29,2024-08-19,746109,Bunt Groundout,field_out,True,670042,694813,Luke Raley,Gavin Stone,0,04468e32-ef5c-4a6d-be3f-11d1c2ac2c6e,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143,,,,,,
30,2024-08-19,746109,Single,single,False,457759,694813,Justin Turner,Gavin Stone,0,fbf19218-2604-410a-a186-7e92af70a669,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143,,,,,,
31,2024-08-19,746109,Double Play,double_play,True,668942,694813,Josh Rojas,Gavin Stone,1,08333b6d-7c58-435b-8652-e1860be87c22,694813.0,gavinstone,Stone,Right,Gavin Stone,LAD,3.33,3.92,135.1,103.0,99.0,101.0,0.767,7.45,2.39,8.51,1.06,1.17,0.252,0.413,0.169,0.291,0.411,81.0,103.0,99.0,93.0,103.0,102.0,101.0,100.0,97.0,98.0,103.0,98.0,132.0,111.0,117.0,80.0,101.0,94.0,0.228,0.247,0.055,0.164,0.041,0.265,0.44,0.67,-0.84,1.03,1.43,0.98,94.9,92.3,87.4,95.3,88.7,83.4,0.318,0.515,0.138,0.235,0.378,0.163,0.177,0.338,0.37,0.241,0.322,0.354,0.32,0.48,0.183,0.286,0.357,0.179,0.182,0.182,0.143,,,,,,
32,2024-08-19,746109,Flyout,field_out,True,571970,693433,Max Muncy,Bryan Woo,0,60b0485d-f429-45d4-a6e3-3189f01c0c8c,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,,,,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,,,,0.237,0.509,,0.16,,0.094,1.75,,2.42,1.59,,2.87,94.7,,89.5,94.5,84.2,,0.211,0.289,0.101,0.208,0.319,0.25,0.122,0.195,0.148,0.261,0.348,0.208,,,,,,,0.087,0.087,0.333,,,,,,
