,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff
0,2024-04-13,746979,Groundout,field_out,True,543685,681867,Anthony Rendon,Cooper Criswell,0,d425c027-0c2c-4eee-9d47-0f10ccd90b44,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,108.0,101.0,99.0,110.0,113.0,104.0,114.0,97.0,99.0,81.0,104.0,92.0,0.266,0.146,0.3,0.287,0.21,1.17,-2.03,0.42,86.1,84.6,89.3,76.9,0.263,0.368,0.189,0.305,0.508,0.195,0.286,0.452,0.059,0.148,0.37,0.379,,,,,,,,,,,,,,,,,,
1,2024-04-13,746979,Strikeout,strikeout,True,694384,681867,Nolan Schanuel,Cooper Criswell,0,ba96508e-75b8-4e9e-96e9-30220ef3b74d,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,108.0,101.0,99.0,110.0,113.0,104.0,114.0,97.0,99.0,81.0,104.0,92.0,0.266,0.146,0.3,0.287,0.21,1.17,-2.03,0.42,86.1,84.6,89.3,76.9,0.263,0.368,0.189,0.305,0.508,0.195,0.286,0.452,0.059,0.148,0.37,0.379,,,,,,,,,,,,,,,,,,
2,2024-04-13,746979,Pop Out,field_out,True,545361,681867,Mike Trout,Cooper Criswell,0,b687d54e-898b-4d64-8cff-43a8340de82c,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,108.0,101.0,99.0,110.0,113.0,104.0,114.0,97.0,99.0,81.0,104.0,92.0,0.266,0.146,0.3,0.287,0.21,1.17,-2.03,0.42,86.1,84.6,89.3,76.9,0.263,0.368,0.189,0.305,0.508,0.195,0.286,0.452,0.059,0.148,0.37,0.379,,,,,,,,,,,,,,,,,,
3,2024-04-13,746979,Groundout,field_out,True,680776,656288,Jarren Duran,Griffin Canning,0,e08a5a74-890e-40c6-968f-de06500a6ee0,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,77.0,92.0,80.0,103.0,101.0,111.0,,,,0.024,,0.228,0.271,,-8.35,-1.29,0.71,,88.7,93.0,88.0,0.254,0.377,0.253,0.303,0.449,0.292,0.5,1.1,0.0,,,,73.0,96.0,95.0,72.0,93.0,86.0,0.354,0.123,-0.83,-1.15,93.6,80.7,0.243,0.521,0.158,0.297,0.432,0.21
4,2024-04-13,746979,Double,double,False,677800,656288,Wilyer Abreu,Griffin Canning,0,a247b151-4a55-4cfd-8974-594794523d28,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,77.0,92.0,80.0,103.0,101.0,111.0,,,,0.024,,0.228,0.271,,-8.35,-1.29,0.71,,88.7,93.0,88.0,0.254,0.377,0.253,0.303,0.449,0.292,0.5,1.1,0.0,,,,73.0,96.0,95.0,72.0,93.0,86.0,0.354,0.123,-0.83,-1.15,93.6,80.7,0.243,0.521,0.158,0.297,0.432,0.21
5,2024-04-13,746979,Single,single,False,807799,656288,Masataka Yoshida,Griffin Canning,1,fbf4a5e7-6e05-40ed-ba8d-71c0169255be,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,77.0,92.0,80.0,103.0,101.0,111.0,,,,0.024,,0.228,0.271,,-8.35,-1.29,0.71,,88.7,93.0,88.0,0.254,0.377,0.253,0.303,0.449,0.292,0.5,1.1,0.0,,,,73.0,96.0,95.0,72.0,93.0,86.0,0.354,0.123,-0.83,-1.15,93.6,80.7,0.243,0.521,0.158,0.297,0.432,0.21
6,2024-04-13,746979,Home Run,home_run,False,671213,656288,Triston Casas,Griffin Canning,1,8556019f-c828-4d07-a0ad-8f55ce48d37f,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,77.0,92.0,80.0,103.0,101.0,111.0,,,,0.024,,0.228,0.271,,-8.35,-1.29,0.71,,88.7,93.0,88.0,0.254,0.377,0.253,0.303,0.449,0.292,0.5,1.1,0.0,,,,73.0,96.0,95.0,72.0,93.0,86.0,0.354,0.123,-0.83,-1.15,93.6,80.7,0.243,0.521,0.158,0.297,0.432,0.21
7,2024-04-13,746979,Strikeout,strikeout,True,666915,656288,Bobby Dalbec,Griffin Canning,0,6c52eb43-f822-4b18-b28a-ef49c100fa93,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,77.0,92.0,80.0,103.0,101.0,111.0,,,,0.024,,0.228,0.271,,-8.35,-1.29,0.71,,88.7,93.0,88.0,0.254,0.377,0.253,0.303,0.449,0.292,0.5,1.1,0.0,,,,73.0,96.0,95.0,72.0,93.0,86.0,0.354,0.123,-0.83,-1.15,93.6,80.7,0.243,0.521,0.158,0.297,0.432,0.21
8,2024-04-13,746979,Double,double,False,665839,656288,Enmanuel Valdez,Griffin Canning,0,ea9f4159-72ec-4738-9745-741174482e37,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,77.0,92.0,80.0,103.0,101.0,111.0,,,,0.024,,0.228,0.271,,-8.35,-1.29,0.71,,88.7,93.0,88.0,0.254,0.377,0.253,0.303,0.449,0.292,0.5,1.1,0.0,,,,73.0,96.0,95.0,72.0,93.0,86.0,0.354,0.123,-0.83,-1.15,93.6,80.7,0.243,0.521,0.158,0.297,0.432,0.21
9,2024-04-13,746979,Single,single,False,678882,656288,Ceddanne Rafaela,Griffin Canning,1,8585e7fb-a564-49cf-a2b4-5b50c8751a0e,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,77.0,92.0,80.0,103.0,101.0,111.0,,,,0.024,,0.228,0.271,,-8.35,-1.29,0.71,,88.7,93.0,88.0,0.254,0.377,0.253,0.303,0.449,0.292,0.5,1.1,0.0,,,,73.0,96.0,95.0,72.0,93.0,86.0,0.354,0.123,-0.83,-1.15,93.6,80.7,0.243,0.521,0.158,0.297,0.432,0.21
10,2024-04-13,746979,Caught Stealing 2B,caught_stealing_2b,True,624512,656288,Reese McGuire,Griffin Canning,0,5aea73fe-85b4-4ec3-a5b8-5f50c85be774,656288.0,griffincanning,Canning,Right,Griffin Canning,LAA,5.2,4.92,105.2,98.0,86.0,97.0,0.795,6.22,3.24,9.54,1.62,1.06,0.236,0.421,0.127,0.349,0.401,98.0,102.0,103.0,77.0,92.0,80.0,103.0,101.0,111.0,,,,0.024,,0.228,0.271,,-8.35,-1.29,0.71,,88.7,93.0,88.0,0.254,0.377,0.253,0.303,0.449,0.292,0.5,1.1,0.0,,,,73.0,96.0,95.0,72.0,93.0,86.0,0.354,0.123,-0.83,-1.15,93.6,80.7,0.243,0.521,0.158,0.297,0.432,0.21
11,2024-04-13,746979,Single,single,False,621493,681867,Taylor Ward,Cooper Criswell,0,2418455b-0c8d-4b03-90d2-38c52a0c8611,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,108.0,101.0,99.0,110.0,113.0,104.0,114.0,97.0,99.0,81.0,104.0,92.0,0.266,0.146,0.3,0.287,0.21,1.17,-2.03,0.42,86.1,84.6,89.3,76.9,0.263,0.368,0.189,0.305,0.508,0.195,0.286,0.452,0.059,0.148,0.37,0.379,,,,,,,,,,,,,,,,,,
