,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-08-02,746443,Strikeout,strikeout,True,672580,669373,Maikel Garcia,Tarik Skubal,0,5845a9a8-9e5f-4095-8cf8-506fa1a2cf6b,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,97.0,104.0,115.0,111.0,103.0,102.0,95.0,106.0,105.0,111.0,99.0,103.0,94.0,91.0,101.0,0.207,0.328,0.153,0.045,0.267,1.45,1.65,0.82,2.67,0.78,96.9,86.1,96.6,88.7,78.5,0.206,0.311,0.253,0.231,0.355,0.472,0.181,0.283,0.164,0.188,0.375,0.349,0.118,0.118,0.167,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-02,746443,Pop Out,field_out,True,677951,669373,Bobby Witt Jr.,Tarik Skubal,0,2afd400c-682b-4c51-ad2c-2aa1029b7e97,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,97.0,104.0,115.0,111.0,103.0,102.0,95.0,106.0,105.0,111.0,99.0,103.0,94.0,91.0,101.0,0.207,0.328,0.153,0.045,0.267,1.45,1.65,0.82,2.67,0.78,96.9,86.1,96.6,88.7,78.5,0.206,0.311,0.253,0.231,0.355,0.472,0.181,0.283,0.164,0.188,0.375,0.349,0.118,0.118,0.167,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-02,746443,Strikeout,strikeout,True,686469,669373,Vinnie Pasquantino,Tarik Skubal,0,a7fb43e2-5606-4543-b630-f8cd33f3ccf4,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,97.0,104.0,115.0,111.0,103.0,102.0,95.0,106.0,105.0,111.0,99.0,103.0,94.0,91.0,101.0,0.207,0.328,0.153,0.045,0.267,1.45,1.65,0.82,2.67,0.78,96.9,86.1,96.6,88.7,78.5,0.206,0.311,0.253,0.231,0.355,0.472,0.181,0.283,0.164,0.188,0.375,0.349,0.118,0.118,0.167,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-02,746443,Walk,walk,False,663837,666142,Matt Vierling,Cole Ragans,0,0fa84f78-fad6-4fa6-b90f-276a281a7f9b,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,111.0,99.0,103.0,107.0,101.0,107.0,,,,132.0,104.0,113.0,101.0,94.0,99.0,,0.414,0.125,0.097,0.245,0.74,,-0.41,1.19,1.14,95.5,84.9,,86.3,80.8,0.213,0.382,0.237,0.196,0.301,0.477,,,,0.213,0.326,0.338,0.154,0.154,0.328,89.0,95.0,91.0,0.119,0.4,90.9,0.344,0.443,0.217,,,,,,,,,,,,,,,
4,2024-08-02,746443,Flyout,field_out,True,628451,666142,Andy Ibáñez,Cole Ragans,0,f784bdd6-48e9-49f7-abf1-e9af863721a3,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,111.0,99.0,103.0,107.0,101.0,107.0,,,,132.0,104.0,113.0,101.0,94.0,99.0,,0.414,0.125,0.097,0.245,0.74,,-0.41,1.19,1.14,95.5,84.9,,86.3,80.8,0.213,0.382,0.237,0.196,0.301,0.477,,,,0.213,0.326,0.338,0.154,0.154,0.328,89.0,95.0,91.0,0.119,0.4,90.9,0.344,0.443,0.217,,,,,,,,,,,,,,,
5,2024-08-02,746443,Flyout,field_out,True,690993,666142,Colt Keith,Cole Ragans,0,afcfad94-5b63-4175-b478-dd4e22d2ca3d,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,111.0,99.0,103.0,107.0,101.0,107.0,,,,132.0,104.0,113.0,101.0,94.0,99.0,,0.414,0.125,0.097,0.245,0.74,,-0.41,1.19,1.14,95.5,84.9,,86.3,80.8,0.213,0.382,0.237,0.196,0.301,0.477,,,,0.213,0.326,0.338,0.154,0.154,0.328,89.0,95.0,91.0,0.119,0.4,90.9,0.344,0.443,0.217,,,,,,,,,,,,,,,
6,2024-08-02,746443,Home Run,home_run,False,669234,666142,Justyn-Henry Malloy,Cole Ragans,1,d47bf6f3-7942-43ed-924b-a90eff301c6f,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,111.0,99.0,103.0,107.0,101.0,107.0,,,,132.0,104.0,113.0,101.0,94.0,99.0,,0.414,0.125,0.097,0.245,0.74,,-0.41,1.19,1.14,95.5,84.9,,86.3,80.8,0.213,0.382,0.237,0.196,0.301,0.477,,,,0.213,0.326,0.338,0.154,0.154,0.328,89.0,95.0,91.0,0.119,0.4,90.9,0.344,0.443,0.217,,,,,,,,,,,,,,,
7,2024-08-02,746443,Walk,walk,False,672761,666142,Wenceel Pérez,Cole Ragans,0,d35486c4-e7f5-4169-bb4f-3bba40fde342,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,111.0,99.0,103.0,107.0,101.0,107.0,,,,132.0,104.0,113.0,101.0,94.0,99.0,,0.414,0.125,0.097,0.245,0.74,,-0.41,1.19,1.14,95.5,84.9,,86.3,80.8,0.213,0.382,0.237,0.196,0.301,0.477,,,,0.213,0.326,0.338,0.154,0.154,0.328,89.0,95.0,91.0,0.119,0.4,90.9,0.344,0.443,0.217,,,,,,,,,,,,,,,
8,2024-08-02,746443,Strikeout,strikeout,True,668670,666142,Jake Rogers,Cole Ragans,0,c29bbc56-cea8-439d-82a1-85b41a956dea,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.28,3.39,156.1,100.0,109.0,104.0,0.702,10.77,3.11,7.37,0.81,1.02,0.283,0.393,0.173,0.305,0.407,111.0,99.0,103.0,107.0,101.0,107.0,,,,132.0,104.0,113.0,101.0,94.0,99.0,,0.414,0.125,0.097,0.245,0.74,,-0.41,1.19,1.14,95.5,84.9,,86.3,80.8,0.213,0.382,0.237,0.196,0.301,0.477,,,,0.213,0.326,0.338,0.154,0.154,0.328,89.0,95.0,91.0,0.119,0.4,90.9,0.344,0.443,0.217,,,,,,,,,,,,,,,
9,2024-08-02,746443,Home Run,home_run,False,521692,669373,Salvador Perez,Tarik Skubal,0,4033f487-65bb-4c8f-82b9-102b7722980e,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.58,2.84,160.1,103.0,103.0,106.0,0.721,10.83,1.85,6.74,0.73,1.27,0.251,0.396,0.172,0.266,0.476,97.0,104.0,115.0,111.0,103.0,102.0,95.0,106.0,105.0,111.0,99.0,103.0,94.0,91.0,101.0,0.207,0.328,0.153,0.045,0.267,1.45,1.65,0.82,2.67,0.78,96.9,86.1,96.6,88.7,78.5,0.206,0.311,0.253,0.231,0.355,0.472,0.181,0.283,0.164,0.188,0.375,0.349,0.118,0.118,0.167,,,,,,,,,,,,,,,,,,,,,,,,
