,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,FC%,wFC/C,vFC
0,2024-07-31,746198,Flyout,field_out,True,453568,669721,Charlie Blackmon,Davis Daniel,0,d23f609f-54bf-4364-aa5b-b6405e92f375,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.077,0.205,-1.03,-0.39,2.16,-2.84,91.5,84.6,81.8,74.3,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,
1,2024-07-31,746198,Single,single,False,678662,669721,Ezequiel Tovar,Davis Daniel,0,09e78557-4884-43d3-9c07-9e804244f30d,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.077,0.205,-1.03,-0.39,2.16,-2.84,91.5,84.6,81.8,74.3,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,
2,2024-07-31,746198,Pop Out,field_out,True,686668,669721,Brenton Doyle,Davis Daniel,0,27805758-a537-4736-8aa0-8016a54fc306,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.077,0.205,-1.03,-0.39,2.16,-2.84,91.5,84.6,81.8,74.3,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,
3,2024-07-31,746198,Walk,walk,False,641857,669721,Ryan McMahon,Davis Daniel,1,2fc473fe-d0a2-4476-bfa0-d23e5bafa4ca,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.077,0.205,-1.03,-0.39,2.16,-2.84,91.5,84.6,81.8,74.3,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,
4,2024-07-31,746198,Single,single,False,592178,669721,Kris Bryant,Davis Daniel,1,8b6689ee-8f24-43b0-a4be-cd6736cdbd46,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.077,0.205,-1.03,-0.39,2.16,-2.84,91.5,84.6,81.8,74.3,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,
5,2024-07-31,746198,Groundout,field_out,True,663898,669721,Brendan Rodgers,Davis Daniel,0,81e88b72-3323-4a48-8291-079038e98a9e,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.077,0.205,-1.03,-0.39,2.16,-2.84,91.5,84.6,81.8,74.3,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,
6,2024-07-31,746198,Lineout,field_out,True,694384,607536,Nolan Schanuel,Kyle Freeland,0,54ed65f6-8dab-4e58-a4f1-d9ef4f5fa478,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.51,4.94,85.0,102.0,83.0,98.0,0.829,7.09,2.54,10.69,1.48,1.17,0.204,0.434,0.147,0.344,0.432,56.0,98.0,84.0,,,,70.0,100.0,92.0,63.0,103.0,102.0,0.208,0.228,,0.103,-0.56,-1.76,,-2.53,91.9,86.4,87.1,,0.274,0.411,0.067,0.354,0.677,0.179,0.4,0.6,0.141,0.173,0.213,0.477,86.0,106.0,99.0,129.0,99.0,106.0,0.267,0.193,-1.66,0.9,91.6,83.8,0.33,0.6,0.061,,,
7,2024-07-31,746198,Groundout,field_out,True,650859,607536,Luis Rengifo,Kyle Freeland,0,bb67b4e8-e4f6-4fa4-8858-056b53700e04,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.51,4.94,85.0,102.0,83.0,98.0,0.829,7.09,2.54,10.69,1.48,1.17,0.204,0.434,0.147,0.344,0.432,56.0,98.0,84.0,,,,70.0,100.0,92.0,63.0,103.0,102.0,0.208,0.228,,0.103,-0.56,-1.76,,-2.53,91.9,86.4,87.1,,0.274,0.411,0.067,0.354,0.677,0.179,0.4,0.6,0.141,0.173,0.213,0.477,86.0,106.0,99.0,129.0,99.0,106.0,0.267,0.193,-1.66,0.9,91.6,83.8,0.33,0.6,0.061,,,
8,2024-07-31,746198,Strikeout,strikeout,True,621493,607536,Taylor Ward,Kyle Freeland,0,401d3829-1110-4b01-a09a-690be50dea2c,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.51,4.94,85.0,102.0,83.0,98.0,0.829,7.09,2.54,10.69,1.48,1.17,0.204,0.434,0.147,0.344,0.432,56.0,98.0,84.0,,,,70.0,100.0,92.0,63.0,103.0,102.0,0.208,0.228,,0.103,-0.56,-1.76,,-2.53,91.9,86.4,87.1,,0.274,0.411,0.067,0.354,0.677,0.179,0.4,0.6,0.141,0.173,0.213,0.477,86.0,106.0,99.0,129.0,99.0,106.0,0.267,0.193,-1.66,0.9,91.6,83.8,0.33,0.6,0.061,,,
9,2024-07-31,746198,Strikeout,strikeout,True,669911,669721,Michael Toglia,Davis Daniel,0,aa6a1d10-029c-4cab-b0e3-3de09b51053e,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.41,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,99.0,125.0,101.0,108.0,0.48,0.238,0.077,0.205,-1.03,-0.39,2.16,-2.84,91.5,84.6,81.8,74.3,0.328,0.586,0.147,0.226,0.419,0.239,0.4,0.533,0.226,0.125,0.25,0.333,,,,,,,,,,,,,,,,,,
