,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSL/C,wKC/C,vFA,vFC,vFS,vSL,vKC,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff
0,2024-09-28,746902,Walk,walk,False,650490,676710,Yandy Díaz,Kutter Crawford,0,f0f29990-f722-4e6d-a6a1-00cc58366799,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.83,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.166,0.29,0.446,109.0,109.0,112.0,100.0,99.0,102.0,98.0,97.0,99.0,114.0,104.0,104.0,87.0,102.0,106.0,0.337,0.32,0.086,0.185,0.072,-0.43,0.55,0.47,-0.56,1.14,92.6,87.5,82.4,80.8,77.3,0.216,0.418,0.265,0.255,0.5,0.198,0.222,0.437,0.263,0.192,0.26,0.404,0.143,0.171,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-28,746902,Fielders Choice,fielders_choice,False,664040,676710,Brandon Lowe,Kutter Crawford,1,72d870da-8bcd-4247-b007-376aaeea9544,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.83,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.166,0.29,0.446,109.0,109.0,112.0,100.0,99.0,102.0,98.0,97.0,99.0,114.0,104.0,104.0,87.0,102.0,106.0,0.337,0.32,0.086,0.185,0.072,-0.43,0.55,0.47,-0.56,1.14,92.6,87.5,82.4,80.8,77.3,0.216,0.418,0.265,0.255,0.5,0.198,0.222,0.437,0.263,0.192,0.26,0.404,0.143,0.171,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-28,746902,Groundout,field_out,True,691406,676710,Junior Caminero,Kutter Crawford,1,e8ac25d2-bdda-4f0c-97d9-fcb043cbe344,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.83,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.166,0.29,0.446,109.0,109.0,112.0,100.0,99.0,102.0,98.0,97.0,99.0,114.0,104.0,104.0,87.0,102.0,106.0,0.337,0.32,0.086,0.185,0.072,-0.43,0.55,0.47,-0.56,1.14,92.6,87.5,82.4,80.8,77.3,0.216,0.418,0.265,0.255,0.5,0.198,0.222,0.437,0.263,0.192,0.26,0.404,0.143,0.171,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-28,746902,Walk,walk,False,666018,676710,Jonathan Aranda,Kutter Crawford,0,eb6bb437-8320-46ec-98c3-02780b8c1f80,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.83,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.166,0.29,0.446,109.0,109.0,112.0,100.0,99.0,102.0,98.0,97.0,99.0,114.0,104.0,104.0,87.0,102.0,106.0,0.337,0.32,0.086,0.185,0.072,-0.43,0.55,0.47,-0.56,1.14,92.6,87.5,82.4,80.8,77.3,0.216,0.418,0.265,0.255,0.5,0.198,0.222,0.437,0.263,0.192,0.26,0.404,0.143,0.171,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-28,746902,Pop Out,field_out,True,666624,676710,Christopher Morel,Kutter Crawford,0,575d8537-d78c-40ee-911b-58773ee13d37,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.83,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.166,0.29,0.446,109.0,109.0,112.0,100.0,99.0,102.0,98.0,97.0,99.0,114.0,104.0,104.0,87.0,102.0,106.0,0.337,0.32,0.086,0.185,0.072,-0.43,0.55,0.47,-0.56,1.14,92.6,87.5,82.4,80.8,77.3,0.216,0.418,0.265,0.255,0.5,0.198,0.222,0.437,0.263,0.192,0.26,0.404,0.143,0.171,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-28,746902,Strikeout,strikeout,True,666139,676710,Josh Lowe,Kutter Crawford,0,7bf5fa57-a9be-4071-809a-777b6d68b026,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.83,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.166,0.29,0.446,109.0,109.0,112.0,100.0,99.0,102.0,98.0,97.0,99.0,114.0,104.0,104.0,87.0,102.0,106.0,0.337,0.32,0.086,0.185,0.072,-0.43,0.55,0.47,-0.56,1.14,92.6,87.5,82.4,80.8,77.3,0.216,0.418,0.265,0.255,0.5,0.198,0.222,0.437,0.263,0.192,0.26,0.404,0.143,0.171,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-28,746902,Pop Out,field_out,True,680776,669358,Jarren Duran,Shane Baz,0,db773928-86bd-411e-8109-a38b111c399e,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.06,3.57,79.1,100.0,115.0,103.0,0.779,7.83,3.06,6.47,1.02,0.91,0.269,0.402,0.142,0.342,0.456,121.0,101.0,104.0,111.0,96.0,100.0,,,,,,,,,,0.479,,,0.213,,0.81,,,-0.08,,95.6,,,87.3,,,,,0.252,0.37,0.221,,,,,,,0.169,0.247,0.311,85.0,97.0,94.0,119.0,104.0,109.0,0.205,0.103,1.71,2.88,88.1,83.6,0.164,0.4,0.214,0.115,0.115,0.276,,,,,,,,,
7,2024-09-28,746902,Walk,walk,False,596115,669358,Trevor Story,Shane Baz,0,245f366f-f9e7-48c8-b1b6-db118b60d127,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.06,3.57,79.1,100.0,115.0,103.0,0.779,7.83,3.06,6.47,1.02,0.91,0.269,0.402,0.142,0.342,0.456,121.0,101.0,104.0,111.0,96.0,100.0,,,,,,,,,,0.479,,,0.213,,0.81,,,-0.08,,95.6,,,87.3,,,,,0.252,0.37,0.221,,,,,,,0.169,0.247,0.311,85.0,97.0,94.0,119.0,104.0,109.0,0.205,0.103,1.71,2.88,88.1,83.6,0.164,0.4,0.214,0.115,0.115,0.276,,,,,,,,,
8,2024-09-28,746902,Home Run,home_run,False,671213,669358,Triston Casas,Shane Baz,1,6549eb25-5f9b-4580-b5ab-5b4b4b4a4946,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.06,3.57,79.1,100.0,115.0,103.0,0.779,7.83,3.06,6.47,1.02,0.91,0.269,0.402,0.142,0.342,0.456,121.0,101.0,104.0,111.0,96.0,100.0,,,,,,,,,,0.479,,,0.213,,0.81,,,-0.08,,95.6,,,87.3,,,,,0.252,0.37,0.221,,,,,,,0.169,0.247,0.311,85.0,97.0,94.0,119.0,104.0,109.0,0.205,0.103,1.71,2.88,88.1,83.6,0.164,0.4,0.214,0.115,0.115,0.276,,,,,,,,,
9,2024-09-28,746902,Strikeout,strikeout,True,641933,669358,Tyler O'Neill,Shane Baz,0,bc8e1bbe-389f-4346-a235-15cd4412b3b4,669358.0,shanebaz,Baz,Right,Shane Baz,TBR,3.06,3.57,79.1,100.0,115.0,103.0,0.779,7.83,3.06,6.47,1.02,0.91,0.269,0.402,0.142,0.342,0.456,121.0,101.0,104.0,111.0,96.0,100.0,,,,,,,,,,0.479,,,0.213,,0.81,,,-0.08,,95.6,,,87.3,,,,,0.252,0.37,0.221,,,,,,,0.169,0.247,0.311,85.0,97.0,94.0,119.0,104.0,109.0,0.205,0.103,1.71,2.88,88.1,83.6,0.164,0.4,0.214,0.115,0.115,0.276,,,,,,,,,
