,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-25,745901,Groundout,field_out,True,543760,663978,Marcus Semien,Chris Paddack,0,b1aed24e-79c1-4189-b46e-58e983dea628,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-25,745901,Flyout,field_out,True,608369,663978,Corey Seager,Chris Paddack,0,b05f91cc-a518-4573-956d-0b96042d3d39,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-25,745901,Groundout,field_out,True,669701,663978,Josh Smith,Chris Paddack,0,884e8cf7-a5d3-42ed-86d3-20fe6fcb643e,663978.0,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.73,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,106.0,102.0,103.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.136,0.259,0.61,-0.22,-1.7,-1.54,93.3,82.9,85.9,78.2,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-25,745901,Flyout,field_out,True,666397,547179,Edouard Julien,Michael Lorenzen,0,ecdf193a-b230-4d57-b29d-a00f02634772,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,0.27,0.145,0.072,0.197,0.95,-1.69,0.92,1.61,94.0,84.7,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.077,0.308,0.172,0.111,0.111,0.367,83.0,102.0,95.0,94.0,94.0,93.0,0.205,0.111,1.38,-0.46,90.2,93.8,0.302,0.465,0.055,0.175,0.425,0.241,,,,,,,,,,,,,,,
4,2024-05-25,745901,Walk,walk,False,621043,547179,Carlos Correa,Michael Lorenzen,0,031088d7-0ec5-47f8-89a4-2ce873e36b91,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,0.27,0.145,0.072,0.197,0.95,-1.69,0.92,1.61,94.0,84.7,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.077,0.308,0.172,0.111,0.111,0.367,83.0,102.0,95.0,94.0,94.0,93.0,0.205,0.111,1.38,-0.46,90.2,93.8,0.302,0.465,0.055,0.175,0.425,0.241,,,,,,,,,,,,,,,
5,2024-05-25,745901,Single,single,False,669304,547179,Jose Miranda,Michael Lorenzen,1,0b98926f-729e-42f8-976a-7ef3116d4cf6,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,0.27,0.145,0.072,0.197,0.95,-1.69,0.92,1.61,94.0,84.7,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.077,0.308,0.172,0.111,0.111,0.367,83.0,102.0,95.0,94.0,94.0,93.0,0.205,0.111,1.38,-0.46,90.2,93.8,0.302,0.465,0.055,0.175,0.425,0.241,,,,,,,,,,,,,,,
6,2024-05-25,745901,Lineout,field_out,True,596146,547179,Max Kepler,Michael Lorenzen,0,16df7171-8cec-42d1-88bf-b6ba15fb4169,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,0.27,0.145,0.072,0.197,0.95,-1.69,0.92,1.61,94.0,84.7,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.077,0.308,0.172,0.111,0.111,0.367,83.0,102.0,95.0,94.0,94.0,93.0,0.205,0.111,1.38,-0.46,90.2,93.8,0.302,0.465,0.055,0.175,0.425,0.241,,,,,,,,,,,,,,,
7,2024-05-25,745901,Single,single,False,621439,547179,Byron Buxton,Michael Lorenzen,1,580900b1-2230-4783-80df-1282cd2fbaa1,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,0.27,0.145,0.072,0.197,0.95,-1.69,0.92,1.61,94.0,84.7,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.077,0.308,0.172,0.111,0.111,0.367,83.0,102.0,95.0,94.0,94.0,93.0,0.205,0.111,1.38,-0.46,90.2,93.8,0.302,0.465,0.055,0.175,0.425,0.241,,,,,,,,,,,,,,,
8,2024-05-25,745901,Walk,walk,False,680777,547179,Ryan Jeffers,Michael Lorenzen,1,ffce8cf1-96e7-4189-ae93-0eab753e0d6b,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,0.27,0.145,0.072,0.197,0.95,-1.69,0.92,1.61,94.0,84.7,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.077,0.308,0.172,0.111,0.111,0.367,83.0,102.0,95.0,94.0,94.0,93.0,0.205,0.111,1.38,-0.46,90.2,93.8,0.302,0.465,0.055,0.175,0.425,0.241,,,,,,,,,,,,,,,
9,2024-05-25,745901,Groundout,field_out,True,666135,547179,Alex Kirilloff,Michael Lorenzen,0,8ddf40a3-8ed4-4951-979a-fb0082b317ad,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,125.0,99.0,108.0,0.27,0.145,0.072,0.197,0.95,-1.69,0.92,1.61,94.0,84.7,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.077,0.308,0.172,0.111,0.111,0.367,83.0,102.0,95.0,94.0,94.0,93.0,0.205,0.111,1.38,-0.46,90.2,93.8,0.302,0.465,0.055,0.175,0.425,0.241,,,,,,,,,,,,,,,
