,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-08,745659,Strikeout,strikeout,True,543760,674370,Marcus Semien,Osvaldo Bido,0,73f4186e-e611-4bb3-a099-dffe3f5ff3a5,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.44,2.83,18.1,92.0,104.0,91.0,0.761,7.85,5.4,5.89,0.0,0.52,0.229,0.333,0.271,0.229,0.398,74.0,96.0,94.0,101.0,95.0,91.0,103.0,78.0,77.0,130.0,104.0,108.0,100.0,81.0,77.0,0.125,0.353,0.15,0.263,0.109,1.42,1.23,-0.99,1.73,-1.61,94.6,87.4,89.5,95.0,86.1,0.208,0.25,0.259,0.105,0.158,0.25,0.375,0.5,0.25,0.0,0.0,0.25,0.286,0.429,0.231,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-08,745659,Pop Out,field_out,True,694497,674370,Evan Carter,Osvaldo Bido,0,c6f63da4-a40b-4e25-8bc9-48d1079f5cde,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.44,2.83,18.1,92.0,104.0,91.0,0.761,7.85,5.4,5.89,0.0,0.52,0.229,0.333,0.271,0.229,0.398,74.0,96.0,94.0,101.0,95.0,91.0,103.0,78.0,77.0,130.0,104.0,108.0,100.0,81.0,77.0,0.125,0.353,0.15,0.263,0.109,1.42,1.23,-0.99,1.73,-1.61,94.6,87.4,89.5,95.0,86.1,0.208,0.25,0.259,0.105,0.158,0.25,0.375,0.5,0.25,0.0,0.0,0.25,0.286,0.429,0.231,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-08,745659,Flyout,field_out,True,663993,674370,Nathaniel Lowe,Osvaldo Bido,0,4754dda6-a332-478c-9404-14de7b2c9491,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.44,2.83,18.1,92.0,104.0,91.0,0.761,7.85,5.4,5.89,0.0,0.52,0.229,0.333,0.271,0.229,0.398,74.0,96.0,94.0,101.0,95.0,91.0,103.0,78.0,77.0,130.0,104.0,108.0,100.0,81.0,77.0,0.125,0.353,0.15,0.263,0.109,1.42,1.23,-0.99,1.73,-1.61,94.6,87.4,89.5,95.0,86.1,0.208,0.25,0.259,0.105,0.158,0.25,0.375,0.5,0.25,0.0,0.0,0.25,0.286,0.429,0.231,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-08,745659,Pop Out,field_out,True,647351,683004,Abraham Toro,Jack Leiter,0,dd735a2e-d4a5-4ae2-943d-5f2972ea60fa,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,16.39,9.36,9.1,95.0,111.0,99.0,0.804,6.75,5.79,17.36,2.89,0.72,0.2,0.475,0.15,0.25,0.421,119.0,88.0,97.0,125.0,95.0,101.0,,,,108.0,103.0,105.0,59.0,65.0,57.0,,0.502,0.057,0.239,0.081,-6.23,-13.35,,-2.18,1.27,95.6,91.1,88.6,,85.6,0.444,0.444,0.0,0.393,0.893,0.281,,,,,,,0.2,0.2,0.333,81.0,102.0,103.0,0.12,0.86,80.0,0.25,0.25,0.222,,,,,,,,,,,,,,,
4,2024-05-08,745659,Flyout,field_out,True,668709,683004,JJ Bleday,Jack Leiter,0,a9d930cc-be92-469a-b298-ac0282507646,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,16.39,9.36,9.1,95.0,111.0,99.0,0.804,6.75,5.79,17.36,2.89,0.72,0.2,0.475,0.15,0.25,0.421,119.0,88.0,97.0,125.0,95.0,101.0,,,,108.0,103.0,105.0,59.0,65.0,57.0,,0.502,0.057,0.239,0.081,-6.23,-13.35,,-2.18,1.27,95.6,91.1,88.6,,85.6,0.444,0.444,0.0,0.393,0.893,0.281,,,,,,,0.2,0.2,0.333,81.0,102.0,103.0,0.12,0.86,80.0,0.25,0.25,0.222,,,,,,,,,,,,,,,
5,2024-05-08,745659,Groundout,field_out,True,667670,683004,Brent Rooker,Jack Leiter,0,fed0c4a5-a6fa-4d5b-a185-c2765ab9a506,683004.0,jackleiter,Leiter,Right,Jack Leiter,TEX,16.39,9.36,9.1,95.0,111.0,99.0,0.804,6.75,5.79,17.36,2.89,0.72,0.2,0.475,0.15,0.25,0.421,119.0,88.0,97.0,125.0,95.0,101.0,,,,108.0,103.0,105.0,59.0,65.0,57.0,,0.502,0.057,0.239,0.081,-6.23,-13.35,,-2.18,1.27,95.6,91.1,88.6,,85.6,0.444,0.444,0.0,0.393,0.893,0.281,,,,,,,0.2,0.2,0.333,81.0,102.0,103.0,0.12,0.86,80.0,0.25,0.25,0.222,,,,,,,,,,,,,,,
6,2024-05-08,745659,Strikeout,strikeout,True,666969,674370,Adolis García,Osvaldo Bido,0,c1edef03-a01f-48a5-8e4e-be6c8a30b3cf,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.44,2.83,18.1,92.0,104.0,91.0,0.761,7.85,5.4,5.89,0.0,0.52,0.229,0.333,0.271,0.229,0.398,74.0,96.0,94.0,101.0,95.0,91.0,103.0,78.0,77.0,130.0,104.0,108.0,100.0,81.0,77.0,0.125,0.353,0.15,0.263,0.109,1.42,1.23,-0.99,1.73,-1.61,94.6,87.4,89.5,95.0,86.1,0.208,0.25,0.259,0.105,0.158,0.25,0.375,0.5,0.25,0.0,0.0,0.25,0.286,0.429,0.231,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-05-08,745659,Flyout,field_out,True,669701,674370,Josh Smith,Osvaldo Bido,0,99950804-934e-40ca-91cc-d39b8f90078a,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.44,2.83,18.1,92.0,104.0,91.0,0.761,7.85,5.4,5.89,0.0,0.52,0.229,0.333,0.271,0.229,0.398,74.0,96.0,94.0,101.0,95.0,91.0,103.0,78.0,77.0,130.0,104.0,108.0,100.0,81.0,77.0,0.125,0.353,0.15,0.263,0.109,1.42,1.23,-0.99,1.73,-1.61,94.6,87.4,89.5,95.0,86.1,0.208,0.25,0.259,0.105,0.158,0.25,0.375,0.5,0.25,0.0,0.0,0.25,0.286,0.429,0.231,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-08,745659,Walk,walk,False,641680,674370,Jonah Heim,Osvaldo Bido,0,b1e9f34c-2901-41c1-a5ee-fbe6619db253,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.44,2.83,18.1,92.0,104.0,91.0,0.761,7.85,5.4,5.89,0.0,0.52,0.229,0.333,0.271,0.229,0.398,74.0,96.0,94.0,101.0,95.0,91.0,103.0,78.0,77.0,130.0,104.0,108.0,100.0,81.0,77.0,0.125,0.353,0.15,0.263,0.109,1.42,1.23,-0.99,1.73,-1.61,94.6,87.4,89.5,95.0,86.1,0.208,0.25,0.259,0.105,0.158,0.25,0.375,0.5,0.25,0.0,0.0,0.25,0.286,0.429,0.231,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-08,745659,Single,single,False,608671,674370,Travis Jankowski,Osvaldo Bido,1,a29d0ecd-dc08-4811-85b4-f87dd41cbcef,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.44,2.83,18.1,92.0,104.0,91.0,0.761,7.85,5.4,5.89,0.0,0.52,0.229,0.333,0.271,0.229,0.398,74.0,96.0,94.0,101.0,95.0,91.0,103.0,78.0,77.0,130.0,104.0,108.0,100.0,81.0,77.0,0.125,0.353,0.15,0.263,0.109,1.42,1.23,-0.99,1.73,-1.61,94.6,87.4,89.5,95.0,86.1,0.208,0.25,0.259,0.105,0.158,0.25,0.375,0.5,0.25,0.0,0.0,0.25,0.286,0.429,0.231,,,,,,,,,,,,,,,,,,,,,,,,
