,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vCH,vSI,vSL,vCU,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,wFC/C,vFC,SL_ba,SL_slg,SL_whiff,KC%,wKC/C,vKC
0,2024-08-12,747165,Pop Out,field_out,True,453568,694297,Charlie Blackmon,Brandon Pfaadt,0,e3f2d24c-6b47-46c2-b4b2-6d80d9655397,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,90.0,105.0,103.0,144.0,110.0,119.0,0.223,0.33,0.007,0.284,0.047,0.109,0.5,0.46,0.28,0.19,-2.03,1.96,93.7,89.6,87.4,93.5,84.7,80.5,0.208,0.443,0.355,0.269,0.45,0.195,0.269,0.35,0.117,0.213,0.23,0.328,0.5,0.625,0.262,0.2,0.8,0.0,,,,,,,,,,,,,,,
1,2024-08-12,747165,Lineout,field_out,True,678662,694297,Ezequiel Tovar,Brandon Pfaadt,0,b0fe743f-760d-4731-bf09-23accce86416,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,90.0,105.0,103.0,144.0,110.0,119.0,0.223,0.33,0.007,0.284,0.047,0.109,0.5,0.46,0.28,0.19,-2.03,1.96,93.7,89.6,87.4,93.5,84.7,80.5,0.208,0.443,0.355,0.269,0.45,0.195,0.269,0.35,0.117,0.213,0.23,0.328,0.5,0.625,0.262,0.2,0.8,0.0,,,,,,,,,,,,,,,
2,2024-08-12,747165,Strikeout,strikeout,True,686668,694297,Brenton Doyle,Brandon Pfaadt,0,1e0055cf-eb45-43da-b1dc-1d79f011bde3,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,90.0,105.0,103.0,144.0,110.0,119.0,0.223,0.33,0.007,0.284,0.047,0.109,0.5,0.46,0.28,0.19,-2.03,1.96,93.7,89.6,87.4,93.5,84.7,80.5,0.208,0.443,0.355,0.269,0.45,0.195,0.269,0.35,0.117,0.213,0.23,0.328,0.5,0.625,0.262,0.2,0.8,0.0,,,,,,,,,,,,,,,
3,2024-08-12,747165,Groundout,field_out,True,682998,687134,Corbin Carroll,Bradley Blalock,0,8dcee4a2-2c09-4090-a51e-34df9eb42479,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,4.98,5.01,21.2,94.0,90.0,93.0,0.812,5.82,3.74,10.8,0.83,0.87,0.234,0.338,0.13,0.442,0.444,,,,112.0,106.0,108.0,76.0,92.0,87.0,,,,119.0,104.0,108.0,,0.463,0.19,0.182,0.123,,-2.34,-0.47,,1.59,0.24,,93.7,85.2,,,85.3,79.5,,,,0.364,0.523,0.14,,,,,,,0.143,0.429,0.2,0.25,0.313,0.379,97.0,86.0,89.0,80.0,85.0,86.0,0.043,0.53,88.7,0.25,0.375,0.286,,,
4,2024-08-12,747165,Flyout,field_out,True,606466,687134,Ketel Marte,Bradley Blalock,0,2830959d-b0c1-4a28-bda3-145c02effcc8,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,4.98,5.01,21.2,94.0,90.0,93.0,0.812,5.82,3.74,10.8,0.83,0.87,0.234,0.338,0.13,0.442,0.444,,,,112.0,106.0,108.0,76.0,92.0,87.0,,,,119.0,104.0,108.0,,0.463,0.19,0.182,0.123,,-2.34,-0.47,,1.59,0.24,,93.7,85.2,,,85.3,79.5,,,,0.364,0.523,0.14,,,,,,,0.143,0.429,0.2,0.25,0.313,0.379,97.0,86.0,89.0,80.0,85.0,86.0,0.043,0.53,88.7,0.25,0.375,0.286,,,
5,2024-08-12,747165,Strikeout,strikeout,True,592626,687134,Joc Pederson,Bradley Blalock,0,0f07882e-8ef3-48a7-b6fe-033764abfd0a,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,4.98,5.01,21.2,94.0,90.0,93.0,0.812,5.82,3.74,10.8,0.83,0.87,0.234,0.338,0.13,0.442,0.444,,,,112.0,106.0,108.0,76.0,92.0,87.0,,,,119.0,104.0,108.0,,0.463,0.19,0.182,0.123,,-2.34,-0.47,,1.59,0.24,,93.7,85.2,,,85.3,79.5,,,,0.364,0.523,0.14,,,,,,,0.143,0.429,0.2,0.25,0.313,0.379,97.0,86.0,89.0,80.0,85.0,86.0,0.043,0.53,88.7,0.25,0.375,0.286,,,
6,2024-08-12,747165,Lineout,field_out,True,641857,694297,Ryan McMahon,Brandon Pfaadt,0,30bdd904-a3ec-403e-8fa6-66d5d6f48f24,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,90.0,105.0,103.0,144.0,110.0,119.0,0.223,0.33,0.007,0.284,0.047,0.109,0.5,0.46,0.28,0.19,-2.03,1.96,93.7,89.6,87.4,93.5,84.7,80.5,0.208,0.443,0.355,0.269,0.45,0.195,0.269,0.35,0.117,0.213,0.23,0.328,0.5,0.625,0.262,0.2,0.8,0.0,,,,,,,,,,,,,,,
7,2024-08-12,747165,Strikeout,strikeout,True,663898,694297,Brendan Rodgers,Brandon Pfaadt,0,036672e6-f6d6-4c47-8ac8-d8549d71e604,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,90.0,105.0,103.0,144.0,110.0,119.0,0.223,0.33,0.007,0.284,0.047,0.109,0.5,0.46,0.28,0.19,-2.03,1.96,93.7,89.6,87.4,93.5,84.7,80.5,0.208,0.443,0.355,0.269,0.45,0.195,0.269,0.35,0.117,0.213,0.23,0.328,0.5,0.625,0.262,0.2,0.8,0.0,,,,,,,,,,,,,,,
8,2024-08-12,747165,Strikeout,strikeout,True,669911,694297,Michael Toglia,Brandon Pfaadt,0,2c6a0053-3967-4075-b822-fbf60ce21722,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.31,3.52,154.2,106.0,108.0,107.0,0.776,8.44,1.86,8.67,1.11,1.09,0.248,0.437,0.138,0.295,0.453,95.0,101.0,97.0,100.0,105.0,107.0,94.0,105.0,102.0,90.0,105.0,103.0,144.0,110.0,119.0,0.223,0.33,0.007,0.284,0.047,0.109,0.5,0.46,0.28,0.19,-2.03,1.96,93.7,89.6,87.4,93.5,84.7,80.5,0.208,0.443,0.355,0.269,0.45,0.195,0.269,0.35,0.117,0.213,0.23,0.328,0.5,0.625,0.262,0.2,0.8,0.0,,,,,,,,,,,,,,,
9,2024-08-12,747165,Double,double,False,605137,687134,Josh Bell,Bradley Blalock,0,9628cc9d-8744-49dd-b559-2fcb427bafa9,687134.0,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,4.98,5.01,21.2,94.0,90.0,93.0,0.812,5.82,3.74,10.8,0.83,0.87,0.234,0.338,0.13,0.442,0.444,,,,112.0,106.0,108.0,76.0,92.0,87.0,,,,119.0,104.0,108.0,,0.463,0.19,0.182,0.123,,-2.34,-0.47,,1.59,0.24,,93.7,85.2,,,85.3,79.5,,,,0.364,0.523,0.14,,,,,,,0.143,0.429,0.2,0.25,0.313,0.379,97.0,86.0,89.0,80.0,85.0,86.0,0.043,0.53,88.7,0.25,0.375,0.286,,,
